,idGame,nWeekHome,nWeekAway,Date,year,IdHomeTeam,IdAwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
0,Arsenal_Leicester_2017,1,1,2017-08-11,2017,31,27,4,3,H,2,2,D,M Dean,27,6,10,3,9,12,9,4,0,1,0,0
1,Brighton_Man City_2017,1,1,2017-08-12,2017,18,3,0,2,A,0,0,D,M Oliver,6,14,2,4,6,9,3,10,0,2,0,0
2,Chelsea_Burnley_2017,1,1,2017-08-12,2017,30,11,2,3,A,0,3,A,C Pawson,19,10,6,5,16,11,8,5,3,3,2,0
3,Crystal Palace_Huddersfield_2017,1,1,2017-08-12,2017,24,26,0,3,A,0,2,A,J Moss,14,8,4,6,7,19,12,9,1,3,0,0
4,Everton_Stoke_2017,1,1,2017-08-12,2017,8,22,1,0,H,1,0,H,N Swarbrick,9,9,4,1,13,10,6,7,1,1,0,0
5,Southampton_Swansea_2017,1,1,2017-08-12,2017,12,0,0,0,D,0,0,D,M Jones,29,4,2,0,10,13,13,0,2,1,0,0
6,Watford_Liverpool_2017,1,1,2017-08-12,2017,39,10,3,3,D,2,1,H,A Taylor,9,14,4,5,14,8,3,3,0,3,0,0
7,West Brom_Bournemouth_2017,1,1,2017-08-12,2017,7,17,1,0,H,1,0,H,R Madley,16,9,6,2,15,3,8,2,3,1,0,0
8,Man United_West Ham_2017,1,1,2017-08-13,2017,13,5,4,0,H,1,0,H,M Atkinson,22,9,6,1,19,7,11,1,2,2,0,0
9,Newcastle_Tottenham_2017,1,1,2017-08-13,2017,9,6,0,2,A,0,0,D,A Marriner,6,18,3,6,6,10,5,7,1,2,1,0
10,Swansea_Man United_2017,2,2,2017-08-19,2017,0,13,0,4,A,0,1,A,J Moss,6,17,1,8,12,11,3,5,1,1,0,0
11,Stoke_Arsenal_2017,2,2,2017-08-19,2017,22,31,1,0,H,0,0,D,A Marriner,11,18,4,6,6,11,2,9,0,0,0,0
12,Southampton_West Ham_2017,2,2,2017-08-19,2017,12,5,3,2,H,2,1,H,L Mason,14,16,5,8,18,10,7,2,1,1,0,1
13,Burnley_West Brom_2017,2,2,2017-08-19,2017,11,7,0,1,A,0,0,D,M Atkinson,20,8,0,1,11,11,5,5,1,0,0,1
14,Leicester_Brighton_2017,2,2,2017-08-19,2017,27,18,2,0,H,1,0,H,L Probert,14,5,4,2,8,10,6,2,1,0,0,0
15,Bournemouth_Watford_2017,2,2,2017-08-19,2017,17,39,0,2,A,0,0,D,R East,6,19,2,7,6,14,8,5,1,3,0,0
16,Liverpool_Crystal Palace_2017,2,2,2017-08-19,2017,10,24,1,0,H,0,0,D,K Friend,23,4,13,1,12,13,4,2,1,3,0,0
17,Huddersfield_Newcastle_2017,2,2,2017-08-20,2017,26,9,1,0,H,0,0,D,C Pawson,7,13,3,5,13,10,7,3,3,4,0,0
18,Tottenham_Chelsea_2017,2,2,2017-08-20,2017,6,30,1,2,A,0,1,A,A Taylor,18,9,6,2,14,21,14,3,3,3,0,0
19,Man City_Everton_2017,2,2,2017-08-21,2017,3,8,1,1,D,0,1,A,R Madley,19,7,6,2,7,9,7,1,1,2,1,1
20,Newcastle_West Ham_2017,3,3,2017-08-26,2017,9,5,3,0,H,1,0,H,N Swarbrick,16,8,8,3,17,11,7,5,1,3,0,0
21,Watford_Brighton_2017,3,3,2017-08-26,2017,39,18,0,0,D,0,0,D,G Scott,8,16,0,2,7,18,3,11,0,1,1,0
22,Man United_Leicester_2017,3,3,2017-08-26,2017,13,27,2,0,H,0,0,D,M Oliver,22,11,7,4,8,7,9,3,1,2,0,0
23,Crystal Palace_Swansea_2017,3,3,2017-08-26,2017,24,0,0,2,A,0,1,A,A Marriner,16,7,3,3,9,6,1,1,4,1,0,0
24,Bournemouth_Man City_2017,3,3,2017-08-26,2017,17,3,1,2,A,1,1,D,M Dean,9,19,3,8,13,14,2,5,5,4,0,1
