,idGame,nWeekHome,nWeekAway,Date,year,IdHomeTeam,IdAwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
0,Arsenal_Aston Villa_2006,1,1,2006-08-19,2006,31,21,1,1,D,0,0,D,G Poll,19,5,11,3,10,19,18,1,1,2,0,0
1,Bolton_Tottenham_2006,1,1,2006-08-19,2006,23,6,2,0,H,2,0,H,P Dowd,8,9,6,6,19,22,6,3,0,1,0,0
2,Everton_Watford_2006,1,1,2006-08-19,2006,8,39,2,1,H,1,0,H,P Walton,6,12,2,8,12,13,0,6,2,2,0,0
3,Newcastle_Wigan_2006,1,1,2006-08-19,2006,9,20,2,1,H,1,0,H,M Atkinson,9,14,8,9,17,20,4,11,1,2,0,0
4,Portsmouth_Blackburn_2006,1,1,2006-08-19,2006,28,33,3,0,H,1,0,H,A Wiley,21,9,16,7,20,17,6,2,2,1,0,2
5,Reading_Middlesbrough_2006,1,1,2006-08-19,2006,36,25,3,2,H,2,2,D,M Halsey,14,7,9,5,8,15,8,2,1,3,0,0
6,Sheffield United_Liverpool_2006,1,1,2006-08-19,2006,15,10,1,1,D,0,0,D,R Styles,5,12,3,7,10,16,0,12,1,2,0,0
7,West Ham_Charlton_2006,1,1,2006-08-19,2006,5,29,3,1,H,0,1,A,H Webb,16,4,5,2,14,14,6,0,2,2,0,1
8,Chelsea_Man City_2006,1,1,2006-08-20,2006,30,3,3,0,H,2,0,H,S Bennett,10,5,4,2,7,15,5,2,1,3,0,1
9,Man United_Fulham_2006,1,1,2006-08-20,2006,13,16,5,1,H,4,1,H,A Marriner,15,12,7,8,14,20,5,2,1,1,0,0
10,Watford_West Ham_2006,2,2,2006-08-22,2006,39,5,1,1,D,0,0,D,M Atkinson,11,8,4,4,12,12,5,1,0,0,0,0
11,Tottenham_Sheffield United_2006,2,2,2006-08-22,2006,6,15,2,0,H,2,0,H,P Walton,18,6,13,3,5,9,6,4,0,1,0,0
12,Aston Villa_Reading_2006,2,2,2006-08-23,2006,21,36,2,1,H,1,1,D,L Mason,11,5,6,3,9,6,2,7,2,1,0,1
13,Blackburn_Everton_2006,2,2,2006-08-23,2006,33,8,1,1,D,0,0,D,U Rennie,10,10,5,4,22,20,5,3,4,3,0,0
