,idGame,nWeekHome,nWeekAway,Date,year,IdHomeTeam,IdAwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
0,Burnley_Swansea_2016,1,1,2016-08-13,2016,11,0,0,1,A,0,0,D,J Moss,10,17,3,9,10,14,7,4,3,2,0,0
1,Crystal Palace_West Brom_2016,1,1,2016-08-13,2016,24,7,0,1,A,0,0,D,C Pawson,14,13,4,3,12,15,3,6,2,2,0,0
2,Everton_Tottenham_2016,1,1,2016-08-13,2016,8,6,1,1,D,1,0,H,M Atkinson,12,13,6,4,10,14,5,6,0,0,0,0
3,Hull_Leicester_2016,1,1,2016-08-13,2016,34,27,2,1,H,1,0,H,M Dean,14,18,5,5,8,17,5,3,2,2,0,0
4,Man City_Sunderland_2016,1,1,2016-08-13,2016,3,38,2,1,H,1,0,H,R Madley,16,7,4,3,11,14,9,6,1,2,0,0
5,Middlesbrough_Stoke_2016,1,1,2016-08-13,2016,25,22,1,1,D,1,0,H,K Friend,12,12,2,1,18,14,9,6,3,5,0,0
6,Southampton_Watford_2016,1,1,2016-08-13,2016,12,39,1,1,D,0,1,A,R East,24,5,6,1,8,12,6,2,1,2,0,1
7,Arsenal_Liverpool_2016,1,1,2016-08-14,2016,31,10,3,4,A,1,1,D,M Oliver,9,16,5,7,13,17,5,4,3,3,0,0
8,Bournemouth_Man United_2016,1,1,2016-08-14,2016,17,13,1,3,A,0,1,A,A Marriner,9,11,3,7,7,10,4,2,0,1,0,0
9,Chelsea_West Ham_2016,1,1,2016-08-15,2016,30,5,2,1,H,0,0,D,A Taylor,16,7,6,3,16,16,7,1,5,2,0,0
10,Man United_Southampton_2016,2,2,2016-08-19,2016,13,12,2,0,H,1,0,H,A Taylor,12,13,5,1,11,8,4,0,0,0,0,0
11,West Brom_Everton_2016,2,2,2016-08-20,2016,7,8,1,2,A,1,1,D,N Swarbrick,11,13,4,7,16,10,7,4,3,1,0,0
12,Watford_Chelsea_2016,2,2,2016-08-20,2016,39,30,1,2,A,0,0,D,J Moss,6,13,2,4,20,10,0,5,4,3,0,0
13,Tottenham_Crystal Palace_2016,2,2,2016-08-20,2016,6,24,1,0,H,0,0,D,M Oliver,20,10,5,2,19,9,10,4,3,3,0,0
14,Burnley_Liverpool_2016,2,2,2016-08-20,2016,11,10,2,0,H,2,0,H,L Mason,3,26,2,5,14,5,1,12,0,1,0,0
15,Stoke_Man City_2016,2,2,2016-08-20,2016,22,3,1,4,A,0,2,A,M Dean,8,12,3,6,12,13,7,7,3,4,0,0
16,Leicester_Arsenal_2016,2,2,2016-08-20,2016,27,31,0,0,D,0,0,D,M Clattenburg,8,13,1,4,11,7,2,7,1,2,0,0
17,Swansea_Hull_2016,2,2,2016-08-20,2016,0,34,0,2,A,0,0,D,S Attwell,13,12,3,4,7,10,8,3,0,0,0,0
18,Sunderland_Middlesbrough_2016,2,2,2016-08-21,2016,38,25,1,2,A,0,2,A,M Atkinson,18,8,5,3,11,14,8,1,1,1,0,0
19,West Ham_Bournemouth_2016,2,2,2016-08-21,2016,5,17,1,0,H,0,0,D,C Pawson,15,8,2,5,15,15,1,6,3,1,0,1
20,Southampton_Sunderland_2016,3,3,2016-08-27,2016,12,38,1,1,D,0,0,D,L Mason,16,5,7,2,15,8,5,5,2,2,0,0
21,Watford_Arsenal_2016,3,3,2016-08-27,2016,39,31,1,3,A,0,3,A,K Friend,14,10,6,7,18,15,3,2,6,1,0,0
22,Tottenham_Liverpool_2016,3,3,2016-08-27,2016,6,10,1,1,D,0,1,A,R Madley,11,13,4,3,11,17,5,5,3,5,0,0
23,Leicester_Swansea_2016,3,3,2016-08-27,2016,27,0,2,1,H,1,0,H,R East,13,9,6,3,14,10,4,6,2,2,0,0
24,Hull_Man United_2016,3,3,2016-08-27,2016,34,13,0,1,A,0,0,D,J Moss,8,29,2,9,9,6,1,6,2,3,0,0
25,Everton_Stoke_2016,3,3,2016-08-27,2016,8,22,1,0,H,0,0,D,M Oliver,21,8,9,1,14,11,9,2,2,1,0,0
26,Crystal Palace_Bournemouth_2016,3,3,2016-08-27,2016,24,17,1,1,D,0,1,A,M Dean,24,10,5,3,15,10,10,4,2,1,0,0
27,Chelsea_Burnley_2016,3,3,2016-08-27,2016,30,11,3,0,H,2,0,H,M Clattenburg,22,6,10,0,6,9,9,5,2,2,0,0
28,Man City_West Ham_2016,3,3,2016-08-28,2016,3,5,3,1,H,2,0,H,A Marriner,22,9,5,2,5,10,5,4,1,3,0,0
29,West Brom_Middlesbrough_2016,3,3,2016-08-28,2016,7,25,0,0,D,0,0,D,A Taylor,13,7,2,2,12,11,5,4,1,3,0,0
30,West Ham_Watford_2016,4,4,2016-09-10,2016,5,39,2,4,A,2,2,D,M Atkinson,19,13,4,8,10,15,4,4,2,2,0,0
31,Middlesbrough_Crystal Palace_2016,4,4,2016-09-10,2016,25,24,1,2,A,1,1,D,N Swarbrick,12,12,4,4,5,9,6,6,1,2,0,0
32,Man United_Man City_2016,4,4,2016-09-10,2016,13,3,1,2,A,1,2,A,M Clattenburg,14,18,3,6,15,10,4,4,4,2,0,0
33,Stoke_Tottenham_2016,4,4,2016-09-10,2016,22,6,0,4,A,0,1,A,A Taylor,15,20,2,8,13,18,10,8,3,2,0,0
34,Burnley_Hull_2016,4,4,2016-09-10,2016,11,34,1,1,D,0,0,D,P Tierney,13,11,2,3,13,3,5,9,2,0,0,0
35,Bournemouth_West Brom_2016,4,4,2016-09-10,2016,17,7,1,0,H,0,0,D,K Friend,12,12,5,2,9,11,10,5,1,3,0,0
36,Arsenal_Southampton_2016,4,4,2016-09-10,2016,31,12,2,1,H,1,1,D,R Madley,17,11,2,5,10,8,6,1,2,5,0,0
37,Liverpool_Leicester_2016,4,4,2016-09-10,2016,10,27,4,1,H,2,1,H,C Pawson,17,12,11,3,4,8,1,7,1,2,0,0
38,Swansea_Chelsea_2016,4,4,2016-09-11,2016,0,30,2,2,D,0,1,A,A Marriner,6,28,2,7,17,8,1,11,3,4,0,0
39,Sunderland_Everton_2016,4,4,2016-09-12,2016,38,8,0,3,A,0,0,D,M Jones,11,20,2,9,11,8,5,4,1,1,0,0
40,Chelsea_Liverpool_2016,5,5,2016-09-16,2016,30,10,1,2,A,0,2,A,M Atkinson,12,13,4,5,6,13,6,4,1,1,0,0
41,Everton_Middlesbrough_2016,5,5,2016-09-17,2016,8,25,3,1,H,3,1,H,L Mason,11,7,6,0,5,15,6,3,2,1,0,0
42,Hull_Arsenal_2016,5,5,2016-09-17,2016,34,31,1,4,A,0,1,A,R East,6,24,2,9,9,12,2,4,0,2,1,0
43,Leicester_Burnley_2016,5,5,2016-09-17,2016,27,11,3,0,H,1,0,H,A Taylor,14,7,6,2,10,9,7,1,0,1,0,0
44,Man City_Bournemouth_2016,5,5,2016-09-17,2016,3,17,4,0,H,2,0,H,J Moss,20,6,12,2,8,11,5,5,1,1,1,0
45,West Brom_West Ham_2016,5,5,2016-09-17,2016,7,5,4,2,H,3,0,H,M Clattenburg,8,23,6,5,14,6,2,6,2,1,0,0
46,Watford_Man United_2016,5,5,2016-09-18,2016,39,13,3,1,H,1,0,H,M Oliver,10,15,5,2,14,19,5,7,3,4,0,0
47,Tottenham_Sunderland_2016,5,5,2016-09-18,2016,6,38,1,0,H,0,0,D,M Dean,31,6,9,2,7,16,14,1,1,5,0,1
48,Crystal Palace_Stoke_2016,5,5,2016-09-18,2016,24,22,4,1,H,2,0,H,C Pawson,14,11,8,4,15,9,10,5,2,1,0,0
49,Southampton_Swansea_2016,5,5,2016-09-18,2016,12,0,1,0,H,0,0,D,M Jones,19,9,6,3,14,9,7,1,1,1,0,0
