,idGame,nWeekHome,nWeekAway,Date,year,IdHomeTeam,IdAwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
0,Arsenal_West Brom_2008,1,1,2008-08-16,2008,31,7,1,0,H,1,0,H,H Webb,24,5,14,4,11,8,7,5,0,0,0,0
1,Bolton_Stoke_2008,1,1,2008-08-16,2008,23,22,3,1,H,3,0,H,C Foy,14,8,8,2,13,12,4,3,1,2,0,0
2,Everton_Blackburn_2008,1,1,2008-08-16,2008,8,33,2,3,A,1,1,D,A Marriner,10,15,5,11,11,9,3,5,2,2,0,0
3,Hull_Fulham_2008,1,1,2008-08-16,2008,34,16,2,1,H,1,1,D,P Walton,11,12,6,6,10,9,5,6,3,0,0,0
4,Middlesbrough_Tottenham_2008,1,1,2008-08-16,2008,25,6,2,1,H,0,0,D,M Atkinson,14,8,10,5,11,12,7,9,1,2,0,0
5,Sunderland_Liverpool_2008,1,1,2008-08-16,2008,38,10,0,1,A,0,0,D,A Wiley,6,14,3,8,13,12,1,8,0,2,0,0
6,West Ham_Wigan_2008,1,1,2008-08-16,2008,5,20,2,1,H,2,0,H,S Bennett,15,22,8,9,14,11,6,10,2,1,0,0
7,Aston Villa_Man City_2008,1,1,2008-08-17,2008,21,3,4,2,H,0,0,D,P Dowd,14,13,10,8,8,11,7,8,0,1,0,0
8,Chelsea_Portsmouth_2008,1,1,2008-08-17,2008,30,28,4,0,H,3,0,H,M Dean,18,12,11,8,10,6,8,3,0,1,0,0
9,Man United_Newcastle_2008,1,1,2008-08-17,2008,13,9,1,1,D,1,1,D,M Riley,18,11,12,4,15,11,6,6,3,0,0,0
10,West Brom_Everton_2008,2,2,2008-08-23,2008,7,8,1,2,A,0,0,D,R Styles,14,9,4,7,11,14,11,5,3,1,0,0
11,Tottenham_Sunderland_2008,2,2,2008-08-23,2008,6,38,1,2,A,0,0,D,M Dean,18,12,11,7,12,12,12,6,1,2,0,0
12,Stoke_Aston Villa_2008,2,2,2008-08-23,2008,22,21,3,2,H,1,0,H,M Halsey,8,5,2,2,15,5,2,8,1,0,0,0
13,Fulham_Arsenal_2008,2,2,2008-08-23,2008,16,31,1,0,H,1,0,H,M Atkinson,5,15,2,6,14,6,1,5,2,0,0,0
14,Liverpool_Middlesbrough_2008,2,2,2008-08-23,2008,10,25,2,1,H,0,0,D,M Riley,16,9,8,4,10,12,14,3,2,1,0,0
15,Blackburn_Hull_2008,2,2,2008-08-23,2008,33,34,1,1,D,1,1,D,S Attwell,12,7,5,4,11,15,6,3,0,1,0,0
16,Newcastle_Bolton_2008,2,2,2008-08-23,2008,9,23,1,0,H,0,0,D,S Bennett,10,9,8,4,8,13,4,6,1,2,0,0
17,Man City_West Ham_2008,2,2,2008-08-24,2008,3,5,3,0,H,0,0,D,H Webb,14,3,9,0,12,16,6,3,0,2,0,1
18,Wigan_Chelsea_2008,2,2,2008-08-24,2008,20,30,0,1,A,0,1,A,A Wiley,10,7,6,3,13,17,7,7,1,2,0,0
19,Portsmouth_Man United_2008,2,2,2008-08-25,2008,28,13,0,1,A,0,1,A,C Foy,13,12,6,7,11,11,4,3,2,2,0,0
20,Middlesbrough_Stoke_2008,3,3,2008-08-30,2008,25,22,2,1,H,1,0,H,M Dean,21,7,12,2,14,18,4,5,2,4,0,1
21,West Ham_Blackburn_2008,3,3,2008-08-30,2008,5,33,4,1,H,2,1,H,M Riley,11,12,6,7,14,21,10,4,1,5,0,0
22,Hull_Wigan_2008,3,3,2008-08-30,2008,34,20,0,5,A,0,2,A,M Jones,10,8,5,5,18,12,7,3,1,0,0,0
23,Everton_Portsmouth_2008,3,3,2008-08-30,2008,8,28,0,3,A,0,2,A,M Halsey,16,6,7,5,5,11,4,3,1,0,0,0
24,Bolton_West Brom_2008,3,3,2008-08-30,2008,23,7,0,0,D,0,0,D,K Stroud,18,12,9,7,18,16,7,5,2,2,0,0
25,Arsenal_Newcastle_2008,3,3,2008-08-30,2008,31,9,3,0,H,2,0,H,R Styles,20,4,14,2,12,11,12,1,2,2,0,0
26,Aston Villa_Liverpool_2008,3,3,2008-08-31,2008,21,10,0,0,D,0,0,D,M Atkinson,5,8,2,3,9,13,5,8,0,2,0,0
