,idGame,nWeekHome,nWeekAway,Date,year,IdHomeTeam,IdAwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
0,Blackburn_Wolves_2011,1,1,2011-08-13,2011,33,4,1,2,A,1,1,D,K Friend,16,13,8,4,14,10,12,6,4,2,0,0
1,Fulham_Aston Villa_2011,1,1,2011-08-13,2011,16,21,0,0,D,0,0,D,L Mason,13,7,9,1,10,18,2,3,2,4,0,0
2,Liverpool_Sunderland_2011,1,1,2011-08-13,2011,10,38,1,1,D,1,0,H,P Dowd,11,15,4,6,17,12,6,3,4,4,0,0
3,Newcastle_Arsenal_2011,1,1,2011-08-13,2011,9,31,0,0,D,0,0,D,P Walton,6,9,1,4,9,11,2,5,3,5,0,1
4,QPR_Bolton_2011,1,1,2011-08-13,2011,32,23,0,4,A,0,1,A,M Atkinson,13,13,7,7,9,16,3,2,1,2,1,0
5,Wigan_Norwich_2011,1,1,2011-08-13,2011,20,14,1,1,D,1,1,D,S Attwell,18,13,11,3,11,8,7,3,2,2,0,0
6,Stoke_Chelsea_2011,1,1,2011-08-14,2011,22,30,0,0,D,0,0,D,M Halsey,6,20,3,11,12,12,4,6,2,2,0,0
7,West Brom_Man United_2011,1,1,2011-08-14,2011,7,13,1,2,A,1,1,D,M Jones,14,11,8,5,16,9,6,5,3,2,0,0
8,Man City_Swansea_2011,1,1,2011-08-15,2011,3,0,4,0,H,0,0,D,M Dean,26,8,19,5,9,2,7,4,0,0,0,0
9,Swansea_Wigan_2011,2,2,2011-08-20,2011,0,20,0,0,D,0,0,D,P Dowd,12,10,6,4,8,18,7,7,0,3,0,0
10,Sunderland_Newcastle_2011,2,2,2011-08-20,2011,38,9,0,1,A,0,0,D,H Webb,15,12,5,10,17,7,7,6,3,3,1,0
11,Everton_QPR_2011,1,2,2011-08-20,2011,8,32,0,1,A,0,1,A,K Friend,14,4,7,3,12,9,2,1,1,1,0,0
12,Aston Villa_Blackburn_2011,2,2,2011-08-20,2011,21,33,3,1,H,2,0,H,S Attwell,9,10,6,6,9,13,5,4,3,0,0,0
13,Arsenal_Liverpool_2011,2,2,2011-08-20,2011,31,10,0,2,A,0,0,D,M Atkinson,10,13,6,8,11,6,9,5,2,2,1,0
14,Chelsea_West Brom_2011,2,2,2011-08-20,2011,30,7,2,1,H,0,1,A,L Mason,22,6,12,4,12,8,7,4,2,4,0,0
15,Bolton_Man City_2011,2,2,2011-08-21,2011,23,3,2,3,A,1,2,A,M Jones,6,17,4,9,19,14,7,8,2,0,0,0
16,Norwich_Stoke_2011,2,2,2011-08-21,2011,14,22,1,1,D,1,0,H,N Swarbrick,9,15,7,5,13,12,3,6,0,2,1,0
17,Wolves_Fulham_2011,2,2,2011-08-21,2011,4,16,2,0,H,2,0,H,M Dean,17,8,7,4,7,10,7,8,2,2,0,0
18,Man United_Tottenham_2011,2,1,2011-08-22,2011,13,6,3,0,H,0,0,D,L Probert,27,20,21,12,12,9,11,3,1,2,0,0
19,Wigan_QPR_2011,3,3,2011-08-27,2011,20,32,2,0,H,1,0,H,M Oliver,13,19,10,9,13,8,8,7,2,0,0,0
20,Liverpool_Bolton_2011,3,3,2011-08-27,2011,10,23,3,1,H,1,0,H,L Probert,17,7,9,4,5,7,12,6,0,2,0,0
21,Swansea_Sunderland_2011,3,3,2011-08-27,2011,0,38,0,0,D,0,0,D,M Halsey,15,12,6,8,7,10,7,4,1,1,0,0
22,Blackburn_Everton_2011,3,2,2011-08-27,2011,33,8,0,1,A,0,0,D,L Mason,14,9,6,4,17,13,5,4,5,2,0,0
23,Aston Villa_Wolves_2011,3,3,2011-08-27,2011,21,4,0,0,D,0,0,D,M Atkinson,15,3,5,2,10,9,11,8,1,3,0,0
24,Chelsea_Norwich_2011,3,3,2011-08-27,2011,30,14,3,1,H,1,0,H,M Jones,16,9,8,6,17,14,8,6,2,2,0,1
25,Man United_Arsenal_2011,3,3,2011-08-28,2011,13,31,8,2,H,3,1,H,H Webb,25,19,15,13,9,7,3,5,2,3,0,1
26,Newcastle_Fulham_2011,3,3,2011-08-28,2011,9,16,2,1,H,0,0,D,K Friend,13,16,9,9,19,8,6,6,2,1,0,0
27,Tottenham_Man City_2011,2,3,2011-08-28,2011,6,3,1,5,A,0,2,A,P Dowd,15,22,10,12,11,9,10,5,2,4,0,0
28,West Brom_Stoke_2011,3,3,2011-08-28,2011,7,22,0,1,A,0,0,D,M Dean,16,7,7,1,9,12,5,1,0,0,0,0
29,Wolves_Tottenham_2011,4,3,2011-09-10,2011,4,6,0,2,A,0,0,D,P Walton,10,17,6,11,5,12,4,10,3,2,0,0
30,Stoke_Liverpool_2011,4,4,2011-09-10,2011,22,10,1,0,H,1,0,H,M Clattenburg,3,20,1,11,12,13,2,12,0,1,0,0
31,Man City_Wigan_2011,4,4,2011-09-10,2011,3,20,3,0,H,1,0,H,M Atkinson,23,9,10,5,6,9,8,3,0,0,0,0
32,Sunderland_Chelsea_2011,4,4,2011-09-10,2011,38,30,1,2,A,0,1,A,L Probert,14,16,7,8,7,3,4,7,1,1,0,0
33,Bolton_Man United_2011,4,4,2011-09-10,2011,23,13,0,5,A,0,3,A,A Marriner,20,13,13,9,14,1,5,7,2,0,0,0
