,idGame,nWeekHome,nWeekAway,Date,year,IdHomeTeam,IdAwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
0,Aston Villa_Liverpool_2007,1,1,2007-08-11,2007,1,20,1,2,A,0,1,A,M Riley,10,17,6,7,18,11,4,2,4,2,0,0
1,Bolton_Newcastle_2007,1,1,2007-08-11,2007,5,24,1,3,A,0,3,A,C Foy,13,7,9,5,15,16,4,3,1,1,0,0
2,Derby_Portsmouth_2007,1,1,2007-08-11,2007,13,26,2,2,D,1,1,D,M Dean,12,12,5,6,14,17,6,6,1,2,0,0
3,Everton_Wigan_2007,1,1,2007-08-11,2007,14,38,2,1,H,1,0,H,M Clattenburg,12,14,8,4,8,13,6,2,0,0,0,0
4,Middlesbrough_Blackburn_2007,1,1,2007-08-11,2007,23,3,1,2,A,1,0,H,A Marriner,10,4,6,4,16,16,13,3,3,4,0,0
5,Sunderland_Tottenham_2007,1,1,2007-08-11,2007,32,34,1,0,H,0,0,D,A Wiley,9,6,4,3,14,14,7,2,1,1,0,0
6,West Ham_Man City_2007,1,1,2007-08-11,2007,37,21,0,2,A,0,1,A,P Walton,9,14,2,5,13,11,5,3,0,4,0,0
7,Arsenal_Fulham_2007,1,1,2007-08-12,2007,0,15,2,1,H,0,1,A,P Dowd,19,12,13,9,6,19,14,4,1,5,0,0
8,Chelsea_Birmingham_2007,1,1,2007-08-12,2007,11,2,3,2,H,2,2,D,S Bennett,19,6,11,4,8,8,5,3,2,1,0,0
9,Man United_Reading_2007,1,1,2007-08-12,2007,22,28,0,0,D,0,0,D,R Styles,22,3,9,2,8,16,12,3,0,2,0,1
10,Tottenham_Everton_2007,2,2,2007-08-14,2007,34,14,1,3,A,1,3,A,M Halsey,14,16,8,10,16,9,9,4,2,0,0,0
11,Wigan_Middlesbrough_2007,2,2,2007-08-15,2007,38,23,1,0,H,0,0,D,S Tanner,14,5,5,1,8,20,5,3,1,3,0,0
12,Reading_Chelsea_2007,2,2,2007-08-15,2007,28,11,1,2,A,1,0,H,M Dean,15,15,11,7,15,16,4,11,4,5,1,0
13,Portsmouth_Man United_2007,2,2,2007-08-15,2007,26,22,1,1,D,0,1,A,S Bennett,7,20,6,12,13,5,6,12,2,1,1,1
14,Fulham_Bolton_2007,2,2,2007-08-15,2007,15,5,2,1,H,2,1,H,L Probert,8,14,6,7,19,13,9,8,2,1,0,0
15,Birmingham_Sunderland_2007,2,2,2007-08-15,2007,2,32,2,2,D,1,0,H,K Stroud,7,7,3,3,17,10,2,7,1,1,0,0
16,Man City_Derby_2007,2,2,2007-08-15,2007,21,13,1,0,H,1,0,H,L Mason,9,5,6,3,12,13,4,4,3,1,0,0
17,Wigan_Sunderland_2007,3,3,2007-08-18,2007,38,32,3,0,H,1,0,H,M Riley,9,9,4,6,8,17,5,9,0,2,0,0
18,Birmingham_West Ham_2007,3,2,2007-08-18,2007,2,37,0,1,A,0,0,D,M Halsey,6,13,3,5,16,15,9,5,4,2,0,0
19,Fulham_Middlesbrough_2007,3,3,2007-08-18,2007,15,23,1,2,A,1,0,H,L Mason,13,9,6,6,9,12,8,7,1,3,0,0
20,Newcastle_Aston Villa_2007,2,2,2007-08-18,2007,24,1,0,0,D,0,0,D,H Webb,6,11,2,5,16,12,8,6,0,2,0,0
21,Portsmouth_Bolton_2007,3,3,2007-08-18,2007,26,5,3,1,H,2,1,H,S Tanner,11,8,6,3,13,11,10,6,0,2,0,0
22,Reading_Everton_2007,3,3,2007-08-18,2007,28,14,1,0,H,1,0,H,S Bennett,10,13,5,5,14,8,4,12,2,2,0,0
23,Tottenham_Derby_2007,3,3,2007-08-18,2007,34,13,4,0,H,3,0,H,C Foy,25,4,14,2,8,14,9,3,0,4,0,0
24,Man City_Man United_2007,3,3,2007-08-19,2007,21,22,1,0,H,1,0,H,M Clattenburg,6,15,2,6,8,11,0,11,2,2,0,0
25,Liverpool_Chelsea_2007,2,3,2007-08-19,2007,20,11,1,1,D,1,0,H,R Styles,18,6,8,2,11,16,5,2,4,5,0,0
26,Blackburn_Arsenal_2007,2,2,2007-08-19,2007,3,0,1,1,D,0,1,A,A Wiley,9,10,4,3,19,15,5,4,4,4,1,0
27,Arsenal_Man City_2007,3,4,2007-08-25,2007,0,21,1,0,H,0,0,D,C Foy,16,8,10,4,8,9,8,2,0,1,0,0
28,Aston Villa_Fulham_2007,3,4,2007-08-25,2007,1,15,2,1,H,0,1,A,S Bennett,23,10,4,5,11,13,12,3,1,2,0,1
29,Bolton_Reading_2007,4,4,2007-08-25,2007,5,28,3,0,H,1,0,H,M Clattenburg,18,5,12,2,10,7,10,7,2,1,0,0
30,Chelsea_Portsmouth_2007,4,4,2007-08-25,2007,11,26,1,0,H,1,0,H,A Wiley,18,18,7,4,16,12,4,6,0,2,0,0
31,Derby_Birmingham_2007,4,4,2007-08-25,2007,13,2,1,2,A,0,1,A,L Probert,16,11,8,6,8,13,4,4,0,1,0,0
32,Everton_Blackburn_2007,4,3,2007-08-25,2007,14,3,1,1,D,0,1,A,M Riley,12,11,8,7,20,18,5,7,0,2,0,0
33,Sunderland_Liverpool_2007,4,3,2007-08-25,2007,32,20,0,2,A,0,1,A,M Halsey,7,17,2,12,12,12,6,4,1,1,0,0
34,West Ham_Wigan_2007,3,4,2007-08-25,2007,37,38,1,1,D,0,0,D,A Marriner,13,12,4,3,11,12,6,1,1,2,0,0
35,Man United_Tottenham_2007,4,4,2007-08-26,2007,22,34,1,0,H,0,0,D,H Webb,14,10,5,3,15,7,4,4,2,3,0,0
36,Middlesbrough_Newcastle_2007,4,3,2007-08-26,2007,23,24,2,2,D,1,1,D,M Dean,11,5,7,3,13,10,5,2,6,3,0,0
37,Reading_West Ham_2007,5,4,2007-09-01,2007,28,37,0,3,A,0,1,A,H Webb,9,13,3,9,10,11,14,4,0,1,0,0
38,Newcastle_Wigan_2007,4,5,2007-09-01,2007,24,38,1,0,H,0,0,D,S Bennett,20,7,8,6,15,18,9,1,2,4,0,1
39,Middlesbrough_Birmingham_2007,5,5,2007-09-01,2007,23,2,2,0,H,2,0,H,R Styles,13,9,7,4,8,12,11,5,1,3,0,0
40,Fulham_Tottenham_2007,5,5,2007-09-01,2007,15,34,3,3,D,1,2,A,M Riley,13,13,7,8,13,11,6,14,1,0,0,0
41,Liverpool_Derby_2007,4,5,2007-09-01,2007,20,13,6,0,H,2,0,H,A Wiley,20,8,10,3,10,14,4,2,0,1,0,0
42,Bolton_Everton_2007,5,5,2007-09-01,2007,5,14,1,2,A,0,1,A,P Walton,13,15,7,11,8,10,11,6,1,3,0,0
43,Man United_Sunderland_2007,5,5,2007-09-01,2007,22,32,1,0,H,0,0,D,M Atkinson,17,4,9,1,10,7,6,0,1,2,0,0
44,Arsenal_Portsmouth_2007,4,5,2007-09-02,2007,0,26,3,1,H,2,0,H,M Halsey,10,15,8,10,6,12,8,5,1,2,1,0
45,Aston Villa_Chelsea_2007,4,5,2007-09-02,2007,1,11,2,0,H,0,0,D,M Clattenburg,9,20,5,8,17,11,2,13,4,1,0,0
46,Blackburn_Man City_2007,4,5,2007-09-02,2007,3,21,1,0,H,1,0,H,M Dean,16,7,11,3,23,3,6,3,5,1,1,1
47,Tottenham_Arsenal_2007,6,5,2007-09-15,2007,34,0,1,3,A,1,0,H,M Clattenburg,14,16,5,10,28,22,8,4,2,2,0,0
48,Wigan_Fulham_2007,6,6,2007-09-15,2007,38,15,1,1,D,0,1,A,R Styles,14,10,4,5,8,9,9,4,1,0,0,0
49,West Ham_Middlesbrough_2007,5,6,2007-09-15,2007,37,23,3,0,H,0,0,D,S Bennett,13,16,7,12,14,14,5,8,2,1,0,0
50,Sunderland_Reading_2007,6,6,2007-09-15,2007,32,28,2,1,H,1,0,H,S Tanner,14,10,8,4,14,18,9,9,1,2,0,0
51,Birmingham_Bolton_2007,6,6,2007-09-15,2007,2,5,1,0,H,1,0,H,P Dowd,10,8,5,3,16,15,6,5,1,3,0,0
52,Everton_Man United_2007,6,6,2007-09-15,2007,14,22,0,1,A,0,0,D,A Wiley,8,16,2,8,20,10,3,6,2,2,0,0
53,Chelsea_Blackburn_2007,6,5,2007-09-15,2007,11,3,0,0,D,0,0,D,H Webb,16,5,8,1,21,13,9,2,2,2,0,0
