,GBAHA,WHD,AvgCD,AvgAHH,GBAH,PC>2.5,IWA,WHA,BbAvD,BSH,Max<2.5,BbAvAHA,Max>2.5,SOA,BbAvA,WHCH,PSCA,BbMxA,Avg>2.5,AvgCAHA,IWCA,VCCH,B365AH,B365CH,PC<2.5,SOD,Time,AvgH,AvgAHA,year,BWD,PAHA,SOH,B365CA,BbAv>2.5,LBAH,AvgC<2.5,MaxAHA,VCA,BbAvAHH,IdAwayTeam,IWH,MaxAHH,B365<2.5,B365C<2.5,B365A,GBD,SJA,GBA,PSA,MaxCA,AHh,BbMxH,BbMx<2.5,AvgD,MaxH,SBA,B365CD,LBH,P<2.5,PSCD,MaxCH,BSD,LBA,LBD,PSCH,B365>2.5,BbAvH,BbAv<2.5,nWeekAway,GB>2.5,SBH,MaxCAHA,AvgCAHH,LBAHH,MaxA,idGame,VCCD,MaxC<2.5,Date,SBD,IdHomeTeam,IWCH,VCCA,BbMxAHH,B365H,B365C>2.5,MaxC>2.5,LBAHA,MaxCAHH,B365D,P>2.5,PCAHH,B365CAHA,WHCD,MaxCD,BWCH,GB<2.5,WHH,BbMx>2.5,B365CAHH,BbMxD,SJH,IWCD,IWD,BWA,AvgC>2.5,MaxD,BbAH,AvgCH,nWeekHome,PCAHA,Avg<2.5,AHCh,BbAHh,BWH,PSH,VCD,SJD,BSA,BWCD,AvgCA,PAHH,PSD,VCH,GBAHH,GBH,BbOU,B365AHH,WHCA,Bb1X2,BWCA,AvgA,B365AHA,BbMxAHA
0,2.05,3.1,,,-0.25,,3.6,4.0,,,,,,,,,,,,,,,-0.5,,,,,,,2004,3.25,,,,,-0.5,,,,,12,1.85,,1.75,,4.33,3.25,,3.5,,,,,,,,3.75,,1.73,,,,,4.33,3.2,,2.05,,,1,1.91,1.91,,,2.02,,Aston Villa_Southampton_2004,,,2004-08-14,3.25,21,,,,1.9,,,1.82,,3.1,,,,,,,1.79,1.8,,,,,,3.1,4.0,,,,,1,,,,,1.9,,,,,,,,,,1.7,2.0,,2.0,,,,,1.9,
1,1.95,2.87,,,-0.5,,3.8,4.0,,,,,,,,,,,,,,,-0.5,,,,,,,2004,3.25,,,,,-0.5,,,,,7,1.8,,1.8,,5.0,3.3,,4.75,,,,,,,,4.33,,1.67,,,,,4.5,3.25,,2.0,,,1,1.85,1.73,,,1.8,,Blackburn_West Brom_2004,,,2004-08-14,3.4,33,,,,1.8,,,2.04,,3.1,,,,,,,1.85,1.9,,,,,,3.1,4.5,,,,,1,,,,,1.8,,,,,,,,,,1.77,1.77,,1.85,,,,,2.05,
2,1.85,3.2,,,-0.25,,2.9,2.9,,,,,,,,,,,,,,,-0.25,,,,,,,2004,3.2,,,,,-0.25,,,,,29,2.2,,1.8,,3.1,3.2,,3.1,,,,,,,,2.88,,2.2,,,,,3.0,3.0,,2.0,,,1,1.86,2.25,,,2.04,,Bolton_Charlton_2004,,,2004-08-14,3.2,23,,,,2.25,,,1.8,,3.2,,,,,,,1.85,2.15,,,,,,3.0,3.3,,,,,1,,,,,2.1,,,,,,,,,,2.0,2.25,,2.0,,,,,1.9,
3,2.0,3.1,,,-0.25,,3.2,3.2,,,,,,,,,,,,,,,-0.25,,,,,,,2004,3.2,,,,,-0.25,,,,,16,2.0,,1.9,,3.4,3.25,,3.25,,,,,,,,3.4,,2.1,,,,,3.0,3.2,,1.9,,,1,1.85,2.0,,,1.78,,Man City_Fulham_2004,,,2004-08-14,3.25,3,,,,2.1,,,2.06,,3.25,,,,,,,1.85,2.05,,,,,,3.1,3.3,,,,,1,,,,,2.1,,,,,,,,,,1.85,2.1,,1.85,,,,,2.05,
4,,3.0,,,,,2.6,2.7,,,,,,,,,,,,,,,0.0,,,,,,,2004,3.2,,,,,-0.25,,,,,9,2.3,,1.8,,3.0,3.15,,2.95,,,,,,,,2.8,,2.25,,,,,2.75,3.2,,2.0,,,1,1.9,2.3,,,1.94,,Middlesbrough_Newcastle_2004,,,2004-08-14,3.25,25,,,,2.3,,,1.9,,3.25,,,,,,,1.79,2.37,,,,,,3.1,2.7,,,,,1,,,,,2.4,,,,,,,,,,,2.35,,1.8,,,,,2.1,
5,1.95,3.1,,,-0.25,,3.5,3.3,,,,,,,,,,,,,,,-0.25,,,,,,,2004,3.2,,,,,-0.25,,,,,24,1.9,,1.85,,3.4,3.2,,3.2,,,,,,,,3.2,,1.91,,,,,3.5,3.2,,1.95,,,1,1.9,2.1,,,1.8,,Norwich_Crystal Palace_2004,,,2004-08-14,3.25,14,,,,2.1,,,2.04,,3.25,,,,,,,1.79,2.0,,,,,,3.1,3.3,,,,,1,,,,,2.1,,,,,,,,,,1.9,2.15,,1.825,,,,,2.075,
6,2.0,3.2,,,0.0,,2.7,2.62,,,,,,,,,,,,,,,0.0,,,,,,,2004,3.2,,,,,-0.25,,,,,19,2.3,,1.8,,2.87,3.2,,2.8,,,,,,,,2.8,,2.38,,,,,2.6,3.2,,2.0,,,1,1.95,2.3,,,2.08,,Portsmouth_Birmingham_2004,,,2004-08-14,3.2,28,,,,2.4,,,1.76,,3.2,,,,,,,1.75,2.3,,,,,,3.0,3.0,,,,,1,,,,,2.25,,,,,,,,,,1.85,2.45,,1.8,,,,,2.1,
7,1.9,3.1,,,0.25,,2.3,2.3,,,,,,,,,,,,,,,0.25,,,,,,,2004,3.2,,,,,0.25,,,,,10,2.7,,1.9,,2.25,3.2,,2.4,,,,,,,,2.2,,2.75,,,,,2.25,3.2,,1.9,,,1,1.85,3.0,,,2.04,,Tottenham_Liverpool_2004,,,2004-08-14,3.2,6,,,,3.1,,,1.8,,3.2,,,,,,,1.85,2.75,,,,,,3.0,2.25,,,,,1,,,,,3.0,,,,,,,,,,1.95,2.75,,1.975,,,,,1.925,
8,2.2,3.2,,,0.0,,3.2,3.2,,,,,,,,,,,,,,,-0.25,,,,,,,2004,3.1,,,,,-0.5,,,,,13,2.0,,1.85,,3.4,3.25,,3.35,,,,,,,,3.2,,2.1,,,,,3.0,3.2,,1.95,,,1,1.9,2.1,,,2.0,,Chelsea_Man United_2004,,,2004-08-15,3.25,30,,,,2.1,,,1.84,,3.25,,,,,,,1.79,2.0,,,,,,3.1,3.2,,,,,1,,,,,2.15,,,,,,,,,,1.6,2.1,,1.85,,,,,2.05,
9,1.9,3.1,,,0.75,,1.75,1.61,,,,,,,,,,,,,,,0.75,,,,,,,2004,3.4,,,,,0.75,,,,,31,4.0,,1.9,,1.61,3.3,,1.77,,,,,,,,1.67,,5.0,,,,,1.62,3.25,,1.9,,,1,1.75,5.0,,,1.96,,Everton_Arsenal_2004,,,2004-08-15,3.3,8,,,,6.0,,,1.88,,3.4,,,,,,,1.95,5.5,,,,,,3.2,1.7,,,,,1,,,,,5.0,,,,,,,,,,1.95,4.75,,2.05,,,,,1.85,
10,2.15,3.1,,,0.0,,3.1,3.0,,,,,,,,,,,,,,,-0.25,,,,,,,2004,3.2,,,,,-0.25,,,,,33,2.1,,1.75,,3.0,3.2,,3.0,,,,,,,,2.88,,2.1,,,,,3.0,3.2,,2.05,,,2,1.95,2.25,,,2.0,,Southampton_Blackburn_2004,,,2004-08-21,3.25,12,,,,2.3,,,1.84,,3.25,,,,,,,1.75,2.15,,,,,,3.0,3.0,,,,,2,,,,,2.2,,,,,,,,,,1.65,2.3,,2.05,,,,,1.85,
11,1.65,3.1,,,-1.0,,4.4,5.0,,,,,,,,,,,,,,,-0.75,,,,,,,2004,3.45,,,,,-0.75,,,,,6,1.65,,1.95,,5.5,3.3,,5.0,,,,,,,,5.5,,1.62,,,,,5.0,3.25,,1.85,,,2,1.79,1.62,,,1.92,,Newcastle_Tottenham_2004,,,2004-08-21,3.4,9,,,,1.66,,,1.92,,3.4,,,,,,,1.9,1.66,,,,,,3.3,4.45,,,,,2,,,,,1.7,,,,,,,,,,2.15,1.73,,2.0,,,,,1.9,
12,2.15,4.5,,,-1.25,,8.0,8.0,,,,,,,,,,,,,,,-1.5,,,,,,,2004,5.0,,,,,-1.5,,,,,14,1.3,,2.05,,13.0,4.75,,9.5,,,,,,,,10.0,,1.22,,,,,10.0,5.0,,1.75,,,2,1.71,1.25,,,2.02,,Man United_Norwich_2004,,,2004-08-21,5.0,13,,,,1.25,,,1.82,,5.0,,,,,,,2.0,1.28,,,,,,4.2,10.0,,,,,2,,,,,1.25,,,,,,,,,,1.65,1.31,,2.1,,,,,1.8,
13,1.6,3.3,,,-1.25,,5.0,5.5,,,,,,,,,,,,,,,-1.0,,,,,,,2004,3.5,,,,,-1.0,,,,,3,1.5,,1.95,,6.5,3.5,,5.75,,,,,,,,6.0,,1.57,,,,,5.5,3.25,,1.85,,,2,1.79,1.53,,,2.0,,Liverpool_Man City_2004,,,2004-08-21,3.6,10,,,,1.57,,,1.84,,3.5,,,,,,,1.9,1.57,,,,,,3.7,5.25,,,,,2,,,,,1.6,,,,,,,,,,2.2,1.61,,2.075,,,,,1.825,
