,idGame,Date,Referee,Id_Team_Home,Id_Team_Away,nWeekHome,nWeekAway,year,Goals_H,Goals_A,Prob_H_last_3,Prob_D_last_3,Prob_A_last_3,Prob_H_last_6,Prob_D_last_6,Prob_A_last_6,Prob_H_last_10,Prob_D_last_10,Prob_A_last_10,Prob_H_last_infinity,Prob_D_last_infinity,Prob_A_last_infinity,Average_H,Std_dev_H,Average_D,Std_dev_D,Average_A,Std_dev_A,Average_>2.5,Std_dev_>2.5,Average_<2.5,Std_dev_<2.5
0,Leicester_Southampton_2003,2003-08-16,M Riley,27,12,1,1,2003,2,2,,,,,,,,,,,,,41.802,2.08,31.325,0.449,38.184,1.269,50.641,0.907,56.349,1.122
1,Portsmouth_Aston Villa_2003,2003-08-16,G Barber,28,21,1,1,2003,2,1,,,,,,,,,,,,,42.498,1.054,31.275,0.974,37.131,1.24,52.632,0.0,54.094,2.068
2,Birmingham_Tottenham_2003,2003-08-16,R Styles,19,6,1,1,2003,1,0,,,,,,,,,,,,,43.494,2.021,31.342,0.911,36.512,1.568,52.668,1.96,54.054,0.0
3,Fulham_Middlesbrough_2003,2003-08-16,G Poll,16,25,1,1,2003,3,2,,,,,,,,,,,,,44.18,2.109,31.188,0.53,36.182,1.836,49.451,2.59,57.983,1.188
4,Arsenal_Everton_2003,2003-08-16,M Halsey,31,8,1,1,2003,2,1,,,,,,,,,,,,,72.993,2.931,25.267,1.555,13.248,0.801,57.983,1.188,49.451,2.59
5,Man United_Bolton_2003,2003-08-16,P Durkin,13,23,1,1,2003,4,0,,,,,,,,,,,,,79.082,1.911,21.298,1.488,11.002,0.92,60.424,0.258,46.537,1.531
6,Blackburn_Wolves_2003,2003-08-16,J Winter,33,4,1,1,2003,5,1,,,,,,,,,,,,,61.896,2.032,29.434,0.893,20.082,2.211,53.343,1.006,53.343,1.006
7,Charlton_Man City_2003,2003-08-17,M Dean,29,3,1,1,2003,0,3,,,,,,,,,,,,,44.092,1.875,30.859,0.883,36.45,1.93,53.343,1.006,53.419,3.022
8,Leeds_Newcastle_2003,2003-08-17,R Martin,2,9,1,1,2003,2,2,,,,,,,,,,,,,35.741,1.621,31.148,1.162,44.111,1.946,55.556,0.0,51.316,1.861
9,Liverpool_Chelsea_2003,2003-08-17,S Bennett,10,30,1,1,2003,1,2,,,,,,,,,,,,,44.313,0.679,31.573,1.246,34.692,2.106,52.632,0.0,54.094,2.068
10,Wolves_Charlton_2003,2003-08-23,P Dowd,4,29,2,2,2003,0,4,,,,,,,,,,,,,43.638,1.379,31.488,1.007,36.263,1.156,51.417,3.729,55.598,2.184
11,Everton_Fulham_2003,2003-08-23,N Barry,8,16,2,2,2003,3,1,,,,,,,,,,,,,57.033,2.023,30.14,1.082,24.519,1.382,50.125,3.544,57.345,2.091
12,Bolton_Blackburn_2003,2003-08-23,A D'Urso,23,33,2,2,2003,2,2,,,,,,,,,,,,,40.476,0.813,31.419,1.042,39.579,1.2,52.027,2.867,54.805,1.062
13,Tottenham_Leeds_2003,2003-08-23,S Dunn,6,2,2,2,2003,2,1,,,,,,,,,,,,,47.99,1.584,31.257,0.496,32.207,1.886,52.668,1.96,54.054,0.0
14,Southampton_Birmingham_2003,2003-08-23,Graham Barber,12,19,2,2,2003,0,0,,,,,,,,,,,,,51.805,1.239,31.257,0.496,28.455,1.412,48.81,1.684,58.652,0.243
15,Newcastle_Man United_2003,2003-08-23,U Rennie,9,13,2,2,2003,1,2,,,,,,,,,,,,,33.675,1.47,31.029,1.428,46.382,1.157,59.715,1.26,48.2,0.821
16,Man City_Portsmouth_2003,2003-08-23,M Messias,3,28,2,2,2003,1,1,,,,,,,,,,,,,60.394,0.72,29.186,0.797,22.102,0.988,53.343,1.006,53.343,1.006
17,Chelsea_Leicester_2003,2003-08-23,R Styles,30,27,2,2,2003,2,1,,,,,,,,,,,,,80.471,1.048,20.635,1.084,10.393,0.527,59.821,3.788,47.646,1.604
18,Aston Villa_Liverpool_2003,2003-08-24,P Durkin,21,10,2,2,2003,0,0,,,,,,,,,,,,,33.521,1.564,31.225,1.282,46.224,1.028,51.417,3.729,55.598,2.184
19,Middlesbrough_Arsenal_2003,2003-08-24,D Gallagher,25,31,2,2,2003,0,4,,,,,,,,,,,,,24.149,1.323,30.469,1.106,56.521,1.249,54.212,4.144,52.668,1.96
20,Blackburn_Man City_2003,2003-08-25,A Wiley,33,3,3,3,2003,2,3,,,,,,,,,,,,,51.292,1.695,30.611,1.237,29.369,2.25,54.249,2.287,52.632,0.0
21,Charlton_Everton_2003,2003-08-26,S Dunn,29,8,3,3,2003,2,2,,,,,,,,,,0.0,18.881,80.951,43.323,1.53,31.554,0.928,36.587,1.19,52.668,1.96,53.343,1.006
22,Leicester_Middlesbrough_2003,2003-08-26,G Barber,27,25,3,3,2003,0,0,,,,,,,,,,47.606,18.023,31.444,42.298,1.399,31.554,0.928,37.671,0.842,50.706,2.723,56.504,0.903
23,Portsmouth_Bolton_2003,2003-08-26,D Gallagher,28,23,3,3,2003,4,0,,,,,,,,,,89.738,2.637,0.0,48.33,1.739,31.273,0.936,31.803,1.491,51.957,0.954,54.96,1.281
