,idGame,Date,Referee,Id_Team_Home,Id_Team_Away,nWeekHome,nWeekAway,year,Goals_H,Goals_A,Prob_H_last_3,Prob_D_last_3,Prob_A_last_3,Prob_H_last_6,Prob_D_last_6,Prob_A_last_6,Prob_H_last_10,Prob_D_last_10,Prob_A_last_10,Prob_H_last_infinity,Prob_D_last_infinity,Prob_A_last_infinity,Average_H,Std_dev_H,Average_D,Std_dev_D,Average_A,Std_dev_A,Average_>2.5,Std_dev_>2.5,Average_<2.5,Std_dev_<2.5
18,Wigan_Chelsea_2008,2008-08-24,A Wiley,20,30,2,2,2008,0,1,,,,,,,,,,,,,12.735,1.095,23.71,1.728,71.196,1.306,,,,
19,Portsmouth_Man United_2008,2008-08-25,C Foy,28,13,2,2,2008,0,1,,,,,,,,,,,,,20.944,1.289,29.731,0.659,56.839,1.845,,,,
20,Hull_Wigan_2008,2008-08-30,M Jones,34,20,3,3,2008,0,5,,,,,,,,,,60.428,22.308,16.966,41.31,1.864,31.304,0.434,35.407,1.162,,,,
21,West Ham_Blackburn_2008,2008-08-30,M Riley,5,33,3,3,2008,4,1,,,,,,,,,,27.257,18.609,52.218,42.095,2.536,31.067,0.616,34.958,1.057,,,,
22,Bolton_West Brom_2008,2008-08-30,K Stroud,23,7,3,3,2008,0,0,,,,,,,,,,74.934,25.007,0.0,53.999,1.384,30.465,0.874,23.635,1.452,,,,
23,Arsenal_Newcastle_2008,2008-08-30,R Styles,31,9,3,3,2008,3,0,,,,,,,,,,36.998,63.002,0.0,69.944,1.042,25.348,0.978,13.004,1.471,,,,
24,Everton_Portsmouth_2008,2008-08-30,M Halsey,8,28,3,3,2008,0,3,,,,,,,,,,89.397,2.492,0.0,48.855,2.077,30.727,0.414,28.274,2.211,,,,
25,Middlesbrough_Stoke_2008,2008-08-30,M Dean,25,22,3,3,2008,2,1,,,,,,,,,,74.895,13.87,8.911,63.309,1.112,27.95,0.734,16.974,2.537,,,,
26,Aston Villa_Liverpool_2008,2008-08-31,M Atkinson,21,10,3,3,2008,0,0,,,,,,,,,,0.0,16.533,83.21,34.601,1.51,31.208,0.491,42.496,2.244,,,,
27,Sunderland_Man City_2008,2008-08-31,C Foy,38,3,3,3,2008,0,3,,,,,,,,,,0.0,16.533,83.21,45.368,0.923,31.211,0.581,31.412,2.039,,,,
28,Chelsea_Tottenham_2008,2008-08-31,H Webb,30,6,3,3,2008,1,1,,,,,,,,,,88.761,2.265,0.0,71.693,0.837,24.208,1.43,12.417,1.501,,,,
29,Blackburn_Arsenal_2008,2008-09-13,M Dean,33,31,4,4,2008,0,4,,,,,,,,,,45.492,54.508,0.0,22.463,1.499,29.977,1.103,55.857,1.168,,,,
30,Wigan_Sunderland_2008,2008-09-13,R Styles,20,38,4,4,2008,1,1,,,,,,,,,,0.0,11.96,87.419,49.048,1.249,30.969,0.572,28.127,1.92,,,,
31,Man City_Chelsea_2008,2008-09-13,M Halsey,3,30,4,4,2008,1,3,,,,,,,,,,0.0,100.0,0.0,24.516,1.408,30.451,0.578,53.334,1.324,,,,
32,West Brom_West Ham_2008,2008-09-13,L Probert,7,5,4,4,2008,3,2,,,,,,,,,,83.532,16.195,0.0,41.967,0.989,31.014,0.465,35.236,1.886,,,,
33,Newcastle_Hull_2008,2008-09-13,A Marriner,9,34,4,4,2008,1,2,,,,,,,,,,45.492,54.508,0.0,60.679,1.564,28.816,1.097,18.802,1.691,,,,
34,Portsmouth_Middlesbrough_2008,2008-09-13,S Attwell,28,25,4,4,2008,2,1,,,,,,,,,,0.0,34.601,65.387,51.126,1.244,30.285,0.954,27.092,0.926,,,,
35,Liverpool_Man United_2008,2008-09-13,H Webb,10,13,4,3,2008,2,1,,,,,,,,,,0.0,34.601,65.387,35.366,1.911,33.095,0.755,39.674,1.312,,,,
36,Fulham_Bolton_2008,2008-09-13,S Tanner,16,23,3,4,2008,2,1,,,,,,,,,,45.492,54.508,0.0,46.003,1.158,31.021,0.687,31.134,1.661,,,,
37,Stoke_Everton_2008,2008-09-14,A Wiley,22,8,4,4,2008,2,3,,,,,,,,,,12.897,11.689,64.07,31.218,1.511,30.878,0.689,46.003,1.158,,,,
38,Tottenham_Aston Villa_2008,2008-09-15,S Bennett,6,21,4,4,2008,1,2,,,,,,,,,,13.439,12.3,64.938,49.195,1.756,30.691,0.743,28.439,1.967,,,,
39,Bolton_Arsenal_2008,2008-09-20,S Bennett,23,31,5,5,2008,1,3,,,,,,,,,,17.854,38.473,43.67,17.377,1.929,28.052,1.141,62.286,1.171,,,,
40,Sunderland_Middlesbrough_2008,2008-09-20,H Webb,38,25,5,5,2008,2,0,,,,,,,,,,0.0,17.778,82.017,43.545,1.182,31.37,0.885,32.768,1.533,,,,
41,Blackburn_Fulham_2008,2008-09-20,L Probert,33,16,5,4,2008,1,0,,,,,,,,,,8.728,17.529,73.066,49.342,2.134,30.454,0.65,28.03,0.768,,,,
42,West Ham_Newcastle_2008,2008-09-20,P Dowd,5,9,5,5,2008,3,1,,,,,,,,,,85.175,6.126,1.96,49.524,1.004,30.329,0.925,27.917,1.394,,,,
43,Liverpool_Stoke_2008,2008-09-20,A Marriner,10,22,5,5,2008,0,0,,,,,,,,,,76.296,12.656,7.974,82.923,0.66,17.28,1.37,7.642,1.117,,,,
44,West Brom_Aston Villa_2008,2008-09-21,M Dean,7,21,5,5,2008,1,2,,,,,,,,,,33.497,17.275,44.761,32.938,2.366,30.879,0.708,43.885,1.108,,,,
45,Man City_Portsmouth_2008,2008-09-21,A Wiley,3,28,5,5,2008,6,0,,,,,,,,,,55.704,18.563,24.046,50.55,2.005,30.494,0.449,26.807,1.003,,,,
46,Chelsea_Man United_2008,2008-09-21,M Riley,30,13,5,4,2008,1,1,,,,,,,,,,68.067,23.683,8.122,45.676,0.839,32.377,0.72,29.277,1.626,,,,
47,Tottenham_Wigan_2008,2008-09-21,S Tanner,6,20,5,5,2008,0,0,,,,,,,,,,1.717,4.251,78.572,59.016,1.917,28.716,0.834,19.839,1.308,,,,
48,Hull_Everton_2008,2008-09-21,L Mason,34,8,5,5,2008,2,2,,,,,,,,,,1.504,2.986,64.414,33.677,2.598,30.595,0.691,43.396,1.214,,,,
49,Man United_Bolton_2008,2008-09-27,R Styles,13,23,5,6,2008,2,0,,,,,,,,,,47.839,38.104,14.053,82.18,1.001,17.927,1.346,7.625,1.36,,,,
50,Arsenal_Hull_2008,2008-09-27,A Wiley,31,34,6,6,2008,1,2,,,,,,,,,,70.226,29.748,0.0,83.06,0.576,17.753,0.868,6.919,1.387,,,,
51,Newcastle_Blackburn_2008,2008-09-27,S Tanner,9,33,6,6,2008,1,2,,,,,,,,,,46.569,22.788,30.302,40.064,1.739,30.871,0.494,36.695,1.645,,,,
52,Fulham_West Ham_2008,2008-09-27,A Marriner,16,5,5,6,2008,1,2,,,,,,,,,,84.593,10.235,3.013,44.197,0.628,31.165,0.648,32.104,1.384,,,,
53,Everton_Liverpool_2008,2008-09-27,M Riley,8,10,6,6,2008,0,2,,,,,,,,,,0.0,34.213,65.774,28.631,1.38,31.21,0.538,47.662,1.516,,,,
54,Aston Villa_Sunderland_2008,2008-09-27,P Walton,21,38,6,6,2008,2,1,,,,,,,,,,39.272,28.399,32.289,62.574,1.54,27.773,1.02,17.567,2.048,,,,
55,Stoke_Chelsea_2008,2008-09-27,M Atkinson,22,30,6,6,2008,0,2,,,,,,,,,,4.181,8.148,80.562,11.234,1.236,22.547,1.149,73.913,0.523,,,,
56,Middlesbrough_West Brom_2008,2008-09-27,C Foy,25,7,6,6,2008,0,1,,,,,,,,,,45.458,54.541,0.0,57.221,1.704,29.642,0.633,20.777,1.351,,,,
57,Wigan_Man City_2008,2008-09-28,S Bennett,20,3,6,6,2008,2,1,,,,,,,,,,13.109,22.298,64.347,33.715,1.3,30.925,0.688,43.106,0.994,,,,
58,Portsmouth_Tottenham_2008,2008-09-28,M Dean,28,6,6,6,2008,2,0,,,,,,,,,,40.734,33.604,25.654,40.858,1.391,31.113,0.567,35.453,1.079,,,,
59,West Brom_Fulham_2008,2008-10-04,P Dowd,7,16,7,6,2008,1,0,,,,,,,,,,58.839,24.184,16.811,44.651,0.63,31.02,0.657,31.916,2.098,,,,
60,Wigan_Middlesbrough_2008,2008-10-04,M Atkinson,20,25,7,7,2008,0,1,66.756,23.388,9.705,,,,,,,57.114,28.698,14.142,48.816,1.393,30.645,0.758,28.04,1.486,,,,
61,Blackburn_Man United_2008,2008-10-04,S Bennett,33,13,7,6,2008,0,2,18.063,32.481,49.44,,,,,,,13.056,29.899,57.012,17.466,1.923,27.771,0.981,62.241,0.952,,,,
62,Sunderland_Arsenal_2008,2008-10-04,L Mason,38,31,7,7,2008,1,1,5.451,16.794,77.216,,,,,,,3.395,13.07,82.515,17.156,2.116,27.601,1.268,62.657,1.698,,,,
63,Portsmouth_Stoke_2008,2008-10-05,A Marriner,28,22,7,7,2008,2,1,70.627,22.233,6.974,,,,,,,66.229,25.081,8.595,60.874,1.791,28.511,0.812,18.124,2.119,,,,
64,West Ham_Bolton_2008,2008-10-05,M Dean,5,23,7,7,2008,1,3,86.594,3.966,0.779,,,,,,,87.606,5.461,1.171,55.843,1.57,30.093,0.764,21.645,1.531,,,,
65,Man City_Liverpool_2008,2008-10-05,P Walton,3,10,7,7,2008,2,3,0.0,47.25,52.749,,,,,,,0.0,44.728,55.269,32.032,2.238,30.978,0.781,44.554,0.731,,,,
66,Chelsea_Aston Villa_2008,2008-10-05,C Foy,30,21,7,7,2008,2,0,68.551,16.836,13.182,,,,,,,63.196,19.104,16.823,68.421,2.271,25.528,1.212,13.767,1.04,,,,
67,Everton_Newcastle_2008,2008-10-05,H Webb,8,9,7,7,2008,2,2,32.489,26.825,40.616,,,,,,,27.728,26.424,45.764,57.454,0.996,29.221,0.886,21.083,1.647,,,,
68,Tottenham_Hull_2008,2008-10-05,R Styles,6,34,7,7,2008,0,1,10.717,23.208,65.908,,,,,,,8.71,21.152,69.89,59.027,1.405,28.114,1.388,20.313,1.058,,,,
69,Fulham_Sunderland_2008,2008-10-18,K Stroud,16,38,7,8,2008,0,0,40.241,27.497,32.208,,,,,,,39.452,28.994,31.522,44.858,0.854,31.072,0.747,31.433,1.745,,,,
70,Liverpool_Wigan_2008,2008-10-18,A Wiley,10,20,8,8,2008,3,2,21.09,31.766,47.126,,,,,,,20.881,33.75,45.359,73.7,2.258,23.183,0.885,10.766,0.902,,,,
71,Middlesbrough_Chelsea_2008,2008-10-18,P Dowd,25,30,8,8,2008,0,5,6.486,21.784,71.552,,,,,,,6.711,24.114,69.068,16.419,1.745,27.798,0.785,63.389,2.017,,,,
72,Bolton_Blackburn_2008,2008-10-18,H Webb,23,33,8,8,2008,0,0,39.765,19.432,39.149,,,,,,,39.673,20.39,38.891,42.191,1.803,31.161,0.555,34.133,0.764,,,,
73,Aston Villa_Portsmouth_2008,2008-10-18,M Riley,21,28,8,8,2008,0,0,72.581,3.969,1.927,,,,,,,76.875,4.764,2.24,55.208,1.138,30.413,0.774,22.019,1.487,,,,
74,Arsenal_Everton_2008,2008-10-18,P Walton,31,8,8,8,2008,3,1,53.478,21.44,24.55,,,,,,,52.478,22.678,24.514,73.165,0.965,23.21,0.881,11.174,1.268,,,,
75,Man United_West Brom_2008,2008-10-18,M Halsey,13,7,7,8,2008,4,0,,,,,,,,,,25.252,66.007,8.741,83.696,1.146,16.841,1.325,6.98,1.061,,,,
76,Stoke_Tottenham_2008,2008-10-19,L Mason,22,6,8,8,2008,2,1,54.681,22.085,22.838,,,,,,,52.618,22.432,24.587,31.231,1.023,31.118,0.681,45.088,1.488,,,,
77,Hull_West Ham_2008,2008-10-19,C Foy,34,5,8,8,2008,1,0,31.147,18.278,48.008,,,,,,,28.721,17.808,50.527,41.484,2.243,31.074,0.779,34.865,1.485,,,,
78,Newcastle_Man City_2008,2008-10-20,R Styles,9,3,8,8,2008,2,2,25.999,21.701,51.802,,,,,,,25.016,21.259,53.147,34.737,2.155,31.061,0.405,41.819,1.192,,,,
79,West Brom_Hull_2008,2008-10-25,L Probert,7,34,9,9,2008,0,3,16.736,23.603,59.464,,,,,,,16.17,22.757,60.823,44.963,0.975,30.928,0.753,32.136,2.193,,,,
80,Sunderland_Newcastle_2008,2008-10-25,M Riley,38,9,9,9,2008,2,1,56.526,22.558,20.603,,,,,,,40.289,29.115,30.564,46.003,1.158,31.067,0.616,30.822,1.939,,,,
81,Blackburn_Middlesbrough_2008,2008-10-25,M Dean,33,25,9,9,2008,1,1,10.825,35.179,53.985,,,,,,,18.399,33.899,47.691,49.886,2.215,31.112,0.518,27.141,1.544,,,,
82,Everton_Man United_2008,2008-10-25,A Wiley,8,13,9,8,2008,1,1,5.521,14.203,79.149,,,,,,,5.943,13.828,78.857,15.503,2.093,26.952,1.423,65.547,1.089,,,,
83,Tottenham_Bolton_2008,2008-10-26,A Marriner,6,23,9,9,2008,2,0,14.298,36.309,49.386,,,,,,,19.341,35.584,45.069,51.83,2.017,30.361,0.629,25.727,1.263,,,,
84,West Ham_Arsenal_2008,2008-10-26,P Dowd,5,31,9,9,2008,0,2,10.892,12.85,71.404,,,,,,,20.574,19.419,59.018,18.025,2.358,27.931,1.07,62.044,0.811,,,,
85,Chelsea_Liverpool_2008,2008-10-26,H Webb,30,10,9,9,2008,0,1,25.498,37.353,37.147,,,,,,,33.39,40.467,26.142,53.358,1.813,31.16,0.505,23.485,2.046,,,,
86,Wigan_Aston Villa_2008,2008-10-26,M Jones,20,21,9,9,2008,0,4,32.911,31.804,35.273,,,,,,,28.776,29.967,41.233,39.152,0.765,31.374,0.961,37.456,1.8,,,,
87,Portsmouth_Fulham_2008,2008-10-26,M Halsey,28,16,9,8,2008,1,1,79.413,17.588,2.694,,,,,,,68.49,26.539,4.913,56.355,2.236,29.78,0.765,21.73,1.436,,,,
88,Man City_Stoke_2008,2008-10-26,S Tanner,3,22,9,9,2008,3,0,72.576,14.504,10.532,,,,,,,78.969,8.5,4.86,68.802,1.412,24.875,1.926,14.51,1.343,,,,
89,Newcastle_West Brom_2008,2008-10-28,M Dean,9,7,10,10,2008,2,1,54.188,31.168,14.62,,,,,,,55.205,34.758,10.026,53.729,1.158,29.929,1.062,25.26,2.724,,,,
90,Middlesbrough_Man City_2008,2008-10-29,L Mason,25,3,10,10,2008,2,0,3.868,8.318,81.926,,,,,,,13.9,14.336,67.663,37.903,1.663,30.93,0.777,40.523,1.295,,,,
91,Bolton_Everton_2008,2008-10-29,P Dowd,23,8,10,10,2008,0,1,14.389,26.483,59.046,,,,,,,34.146,24.373,41.301,40.538,1.76,31.284,1.084,36.983,1.29,,,,
92,Liverpool_Portsmouth_2008,2008-10-29,S Tanner,10,28,10,10,2008,1,0,74.182,15.468,9.002,,,,,,,82.173,9.844,4.31,74.079,0.638,23.19,1.95,11.608,1.202,,,,
93,Stoke_Sunderland_2008,2008-10-29,C Foy,22,38,10,10,2008,1,0,34.544,31.168,34.273,,,,,,,29.849,24.923,45.082,40.249,1.574,31.279,1.021,37.211,1.252,,,,
94,Man United_West Ham_2008,2008-10-29,P Walton,13,5,9,10,2008,2,0,86.086,8.794,2.328,,,,,,,87.85,6.025,1.274,83.559,1.269,17.865,1.456,7.471,1.575,,,,
95,Arsenal_Tottenham_2008,2008-10-29,M Atkinson,31,6,10,10,2008,4,4,82.987,10.284,3.936,,,,,,,80.468,13.363,4.885,70.106,1.523,25.081,1.757,13.863,1.039,,,,
96,Aston Villa_Blackburn_2008,2008-10-29,K Stroud,21,33,10,10,2008,3,2,48.201,41.479,10.318,,,,,,,59.72,22.442,17.546,59.89,1.738,28.865,1.663,20.004,2.25,,,,
97,Fulham_Wigan_2008,2008-10-29,H Webb,16,20,9,10,2008,2,0,15.92,23.579,60.308,,,,,,,27.361,29.955,42.659,43.605,1.571,31.129,0.942,34.13,1.508,,,,
98,Hull_Chelsea_2008,2008-10-29,A Marriner,34,30,10,10,2008,0,3,0.135,0.786,64.781,,,,,,,0.407,2.382,82.78,14.458,1.402,25.367,1.889,69.174,1.147,,,,
99,Stoke_Arsenal_2008,2008-11-01,R Styles,22,31,11,11,2008,2,1,11.269,23.877,64.709,,,,,,,7.368,13.95,76.962,13.241,1.459,24.235,2.015,70.701,1.537,,,,
100,Man United_Hull_2008,2008-11-01,M Dean,13,34,10,11,2008,4,3,48.83,51.169,0.0,,,,,,,49.021,37.065,13.908,85.333,0.889,16.227,1.707,6.703,1.41,,,,
101,Middlesbrough_West Ham_2008,2008-11-01,A Marriner,25,5,11,11,2008,1,1,22.705,32.276,45.005,,,,,,,52.259,24.171,23.382,50.619,1.446,30.551,0.744,27.133,2.047,,,,
102,Everton_Fulham_2008,2008-11-01,L Mason,8,16,11,10,2008,1,0,39.388,40.964,19.646,,,,,,,32.933,33.207,33.851,58.699,0.96,29.048,1.401,20.474,2.121,,,,
103,Tottenham_Liverpool_2008,2008-11-01,P Dowd,6,10,11,11,2008,2,1,18.409,49.546,32.045,,,,,,,7.276,32.577,60.129,29.127,1.372,30.522,1.067,48.583,1.468,,,,
104,West Brom_Blackburn_2008,2008-11-01,M Jones,7,33,11,11,2008,2,2,13.463,22.202,64.077,,,,,,,27.553,19.699,51.552,40.545,1.106,30.877,0.665,36.667,1.797,,,,
105,Chelsea_Sunderland_2008,2008-11-01,M Atkinson,30,38,11,11,2008,5,0,47.213,44.596,8.189,,,,,,,54.39,32.769,12.824,84.212,1.868,16.775,1.828,7.306,1.634,,,,
106,Portsmouth_Wigan_2008,2008-11-01,P Walton,28,20,11,11,2008,1,2,78.09,16.131,5.164,,,,,,,44.463,27.089,28.381,52.715,1.823,30.276,0.785,25.259,1.607,,,,
107,Bolton_Man City_2008,2008-11-02,M Riley,23,3,11,11,2008,2,0,16.803,33.671,49.514,,,,,,,31.981,27.362,40.599,34.068,2.053,30.877,0.652,43.25,1.288,,,,
108,Newcastle_Aston Villa_2008,2008-11-03,S Bennett,9,21,11,11,2008,2,0,15.401,16.418,66.064,,,,,,,22.615,19.735,56.68,34.903,2.52,31.017,0.565,41.647,1.49,,,,
109,Hull_Bolton_2008,2008-11-08,A Wiley,34,23,12,12,2008,0,1,35.054,26.749,38.126,,,,,,,31.344,26.766,41.818,47.064,2.533,30.969,0.572,29.247,1.263,,,,
110,West Ham_Everton_2008,2008-11-08,M Halsey,5,8,12,12,2008,1,3,30.819,21.101,47.377,,,,,,,40.347,19.368,38.581,40.261,0.937,30.972,0.656,36.12,0.88,,,,
111,Wigan_Stoke_2008,2008-11-08,M Riley,20,22,12,12,2008,0,0,40.349,38.467,21.181,,,,,,,35.611,35.22,29.165,56.717,1.32,29.563,0.824,21.375,1.353,,,,
112,Arsenal_Man United_2008,2008-11-08,H Webb,31,13,12,11,2008,2,1,19.748,18.715,60.298,,,,,,,38.528,25.951,35.425,32.878,1.817,31.613,0.8,42.824,0.867,,,,
113,Sunderland_Portsmouth_2008,2008-11-08,S Bennett,38,28,12,12,2008,1,2,91.606,5.608,0.0,,,,,,,62.052,24.858,12.97,43.392,1.139,31.019,0.619,32.96,1.543,,,,
114,Liverpool_West Brom_2008,2008-11-08,P Walton,10,7,12,12,2008,3,0,76.107,17.868,5.607,,,,,,,71.866,22.665,5.335,82.334,1.642,18.014,1.106,7.123,1.178,,,,
115,Fulham_Newcastle_2008,2008-11-09,M Atkinson,16,9,11,12,2008,2,1,60.728,23.343,15.723,,,,,,,71.006,20.166,8.512,43.527,1.206,31.017,0.578,32.981,1.066,,,,
116,Blackburn_Chelsea_2008,2008-11-09,C Foy,33,30,12,12,2008,0,2,0.0,6.25,91.419,,,,,,,0.279,3.598,89.442,14.147,1.347,25.249,1.77,68.05,1.308,,,,
117,Aston Villa_Middlesbrough_2008,2008-11-09,R Styles,21,25,12,12,2008,1,2,52.982,30.223,16.765,,,,,,,64.997,22.213,12.545,59.395,0.912,28.023,1.255,19.962,1.382,,,,
118,Man City_Tottenham_2008,2008-11-09,M Dean,3,6,12,12,2008,1,2,38.602,1.619,0.933,,,,,,,69.404,6.602,4.792,45.71,1.569,31.019,0.615,30.718,1.858,,,,
119,Arsenal_Aston Villa_2008,2008-11-15,M Riley,31,21,13,13,2008,0,2,50.353,17.313,28.626,55.259,18.595,24.448,,,,52.955,19.098,26.453,67.143,1.47,26.409,0.833,15.261,1.422,,,,
120,Fulham_Tottenham_2008,2008-11-15,A Wiley,16,6,12,13,2008,2,1,73.467,16.769,8.892,64.811,20.997,13.814,,,,62.993,21.785,14.905,32.8,2.111,31.02,0.657,44.771,1.198,,,,
121,Bolton_Liverpool_2008,2008-11-15,R Styles,23,10,13,13,2008,0,2,34.528,43.521,21.951,20.165,38.791,41.042,,,,19.191,38.464,42.342,18.264,1.905,28.099,1.248,62.442,1.195,,,,
122,West Ham_Portsmouth_2008,2008-11-15,M Atkinson,5,28,13,13,2008,0,0,7.895,25.199,66.816,67.755,16.282,14.034,,,,65.945,17.059,15.349,41.014,1.198,31.219,0.811,36.314,1.704,,,,
123,Blackburn_Sunderland_2008,2008-11-15,S Tanner,33,38,13,13,2008,1,2,38.35,61.65,0.0,24.506,37.18,38.31,,,,23.4,36.926,39.671,49.164,1.13,30.877,0.652,28.821,1.668,,,,
124,Newcastle_Wigan_2008,2008-11-15,A Marriner,9,20,13,13,2008,2,2,71.455,14.2,11.324,37.196,24.704,37.943,,,,35.273,24.691,39.877,50.166,1.518,30.591,0.582,28.096,1.668,,,,
125,Man United_Stoke_2008,2008-11-15,P Walton,13,22,12,13,2008,5,0,84.305,3.209,0.674,,,,,,,86.876,7.593,1.908,87.731,1.083,14.851,1.514,6.286,1.262,,,,
126,West Brom_Chelsea_2008,2008-11-15,S Bennett,7,30,13,13,2008,0,3,0.0,0.975,80.423,0.516,3.696,87.913,,,,0.447,3.338,87.43,10.3,1.307,21.045,1.176,77.35,0.964,,,,
127,Hull_Man City_2008,2008-11-16,P Dowd,34,3,13,13,2008,2,2,21.159,40.034,38.805,24.115,22.983,52.609,,,,20.569,20.719,58.106,36.883,2.251,30.918,0.455,40.513,1.098,,,,
128,Everton_Middlesbrough_2008,2008-11-16,H Webb,8,25,13,13,2008,1,1,21.038,31.257,47.684,27.444,28.792,43.727,,,,24.456,26.68,48.784,54.386,1.525,29.742,0.89,24.059,1.927,,,,
129,Aston Villa_Man United_2008,2008-11-22,C Foy,21,13,14,13,2008,0,0,23.768,26.37,49.772,38.98,28.735,32.25,,,,37.024,28.989,33.955,22.366,1.416,28.857,1.103,56.577,0.996,,,,
130,Liverpool_Fulham_2008,2008-11-22,M Halsey,10,16,14,13,2008,0,0,74.406,21.634,3.813,,,,,,,70.692,24.283,4.932,80.09,1.522,19.013,1.126,8.517,1.318,,,,
131,Stoke_West Brom_2008,2008-11-22,L Mason,22,7,14,14,2008,1,0,88.382,4.42,0.686,75.49,17.975,6.102,,,,73.857,19.098,6.697,46.462,1.755,31.014,0.465,30.389,1.157,,,,
132,Chelsea_Newcastle_2008,2008-11-22,P Dowd,30,9,14,14,2008,0,0,86.264,6.958,1.987,86.012,6.627,1.955,,,,85.812,7.393,2.253,83.197,0.432,17.401,1.155,7.214,1.311,,,,
133,Man City_Arsenal_2008,2008-11-22,A Wiley,3,31,14,14,2008,3,0,29.039,22.62,47.979,32.676,22.237,44.648,,,,30.538,22.102,46.905,30.571,1.107,30.42,0.917,46.902,1.851,,,,
134,Portsmouth_Hull_2008,2008-11-22,S Attwell,28,34,14,14,2008,2,2,16.332,17.23,64.746,27.352,25.434,47.092,,,,25.613,25.198,49.056,55.323,0.902,29.493,1.108,23.035,0.937,,,,
135,Middlesbrough_Bolton_2008,2008-11-22,M Atkinson,25,23,14,14,2008,1,3,10.246,17.66,71.315,38.768,30.171,31.039,,,,36.893,30.433,32.654,53.441,1.164,30.097,0.85,24.208,1.8,,,,
136,Sunderland_West Ham_2008,2008-11-23,M Dean,38,5,14,14,2008,0,1,58.671,30.669,10.632,45.412,29.111,25.442,,,,45.392,29.023,25.548,47.535,1.251,30.349,1.25,30.039,1.786,,,,
137,Tottenham_Blackburn_2008,2008-11-23,H Webb,6,33,14,14,2008,1,0,56.895,25.714,17.284,38.544,26.001,35.361,,,,38.522,25.92,35.46,57.911,0.692,28.691,1.095,21.387,1.255,,,,
