,idGame,Date,Referee,Id_Team_Home,Id_Team_Away,nWeekHome,nWeekAway,year,Goals_H,Goals_A,Prob_H_last_3,Prob_D_last_3,Prob_A_last_3,Prob_H_last_6,Prob_D_last_6,Prob_A_last_6,Prob_H_last_10,Prob_D_last_10,Prob_A_last_10,Prob_H_last_infinity,Prob_D_last_infinity,Prob_A_last_infinity,Average_H,Std_dev_H,Average_D,Std_dev_D,Average_A,Std_dev_A,Average_>2.5,Std_dev_>2.5,Average_<2.5,Std_dev_<2.5
0,Middlesbrough_Stoke_2016,2016-08-13,K Friend,25,22,1,1,2016,1,1,,,,,,,,,,,,,42.86,1.01,31.348,0.708,30.582,2.131,,,,
1,Crystal Palace_West Brom_2016,2016-08-13,C Pawson,24,7,1,1,2016,0,1,,,,,,,,,,,,,49.278,0.968,30.797,0.734,24.591,2.808,,,,
2,Burnley_Swansea_2016,2016-08-13,J Moss,11,0,1,1,2016,0,1,,,,,,,,,,,,,40.541,0.619,30.893,0.756,33.037,2.538,,,,
3,Man City_Sunderland_2016,2016-08-13,R Madley,3,38,1,1,2016,2,1,,,,,,,,,,,,,80.101,0.947,16.374,1.319,7.818,1.086,,,,
4,Hull_Leicester_2016,2016-08-13,M Dean,34,27,1,1,2016,2,1,,,,,,,,,,,,,23.85,2.898,29.082,1.118,51.258,1.71,,,,
5,Everton_Tottenham_2016,2016-08-13,M Atkinson,8,6,1,1,2016,1,1,,,,,,,,,,,,,32.706,2.475,30.172,1.176,41.554,0.718,,,,
6,Southampton_Watford_2016,2016-08-13,R East,12,39,1,1,2016,1,1,,,,,,,,,,,,,54.958,0.889,28.113,1.063,21.401,1.475,,,,
7,Arsenal_Liverpool_2016,2016-08-14,M Oliver,31,10,1,1,2016,3,4,,,,,,,,,,,,,41.839,1.064,29.678,1.401,33.047,1.056,,,,
8,Bournemouth_Man United_2016,2016-08-14,A Marriner,17,13,1,1,2016,1,3,,,,,,,,,,,,,21.486,0.576,28.216,0.659,54.945,1.676,,,,
9,Chelsea_West Ham_2016,2016-08-15,A Taylor,30,5,1,1,2016,2,1,,,,,,,,,,,,,60.779,1.028,25.807,1.578,17.849,1.039,,,,
10,Man United_Southampton_2016,2016-08-19,A Taylor,13,12,2,2,2016,2,0,,,,,,,,,,,,,66.944,2.636,23.432,0.583,13.349,0.439,,,,
11,Swansea_Hull_2016,2016-08-20,S Attwell,0,34,2,2,2016,0,2,,,,,,,,,,,,,55.741,0.763,28.49,1.276,20.022,1.867,,,,
12,Burnley_Liverpool_2016,2016-08-20,L Mason,11,10,2,2,2016,2,0,,,,,,,,,,,,,15.232,1.301,25.004,1.722,64.105,0.411,,,,
13,Leicester_Arsenal_2016,2016-08-20,M Clattenburg,27,31,2,2,2016,0,0,,,,,,,,,,,,,35.055,0.909,28.635,1.489,40.593,0.792,,,,
14,Stoke_Man City_2016,2016-08-20,M Dean,22,3,2,2,2016,1,4,,,,,,,,,,,,,19.07,1.172,26.649,1.166,58.342,0.793,,,,
15,West Brom_Everton_2016,2016-08-20,N Swarbrick,7,8,2,2,2016,1,2,,,,,,,,,,,,,33.828,1.766,31.339,0.447,39.093,1.205,,,,
16,Watford_Chelsea_2016,2016-08-20,J Moss,39,30,2,2,2016,1,2,,,,,,,,,,,,,19.025,2.164,27.47,1.449,57.638,1.3,,,,
17,Tottenham_Crystal Palace_2016,2016-08-20,M Oliver,6,24,2,2,2016,1,0,,,,,,,,,,,,,68.243,1.157,22.893,2.578,13.05,1.518,,,,
18,Sunderland_Middlesbrough_2016,2016-08-21,M Atkinson,38,25,2,2,2016,1,2,,,,,,,,,,,,,39.642,1.868,31.466,0.45,33.058,1.511,,,,
19,West Ham_Bournemouth_2016,2016-08-21,C Pawson,5,17,2,2,2016,1,0,,,,,,,,,,,,,52.088,1.664,27.911,1.646,24.453,0.746,,,,
20,Crystal Palace_Bournemouth_2016,2016-08-27,M Dean,24,17,3,3,2016,1,1,,,,,,,,,,0.0,100.0,0.0,42.381,0.636,30.673,0.641,31.408,2.4,,,,
21,Chelsea_Burnley_2016,2016-08-27,M Clattenburg,30,11,3,3,2016,3,0,,,,,,,,,,,,,79.201,1.172,17.661,1.41,7.767,1.116,,,,
22,Tottenham_Liverpool_2016,2016-08-27,R Madley,6,10,3,3,2016,1,1,,,,,,,,,,89.296,9.698,0.0,41.868,0.277,28.99,0.755,33.686,1.597,,,,
23,Watford_Arsenal_2016,2016-08-27,K Friend,39,31,3,3,2016,1,3,,,,,,,,,,0.0,100.0,0.0,20.184,1.39,26.636,0.989,57.711,0.416,,,,
24,Southampton_Sunderland_2016,2016-08-27,L Mason,12,38,3,3,2016,1,1,,,,,,,,,,54.393,22.569,22.706,62.014,0.94,26.443,1.338,16.311,1.592,,,,
25,Hull_Man United_2016,2016-08-27,J Moss,34,13,3,3,2016,0,1,,,,,,,,,,18.179,14.661,61.254,13.387,1.676,23.257,1.465,68.31,1.155,,,,
