,idGame,Date,Referee,Id_Team_Home,Id_Team_Away,nWeekHome,nWeekAway,year,Goals_H,Goals_A,Prob_H_last_3,Prob_D_last_3,Prob_A_last_3,Prob_H_last_6,Prob_D_last_6,Prob_A_last_6,Prob_H_last_10,Prob_D_last_10,Prob_A_last_10,Prob_H_last_infinity,Prob_D_last_infinity,Prob_A_last_infinity,Average_H,Std_dev_H,Average_D,Std_dev_D,Average_A,Std_dev_A,Average_>2.5,Std_dev_>2.5,Average_<2.5,Std_dev_<2.5
0,Arsenal_Leicester_2017,2017-08-11,M Dean,31,27,1,1,2017,4,3,,,,,,,,,,,,,66.511,1.645,22.417,0.683,15.374,0.656,,,,
1,Everton_Stoke_2017,2017-08-12,N Swarbrick,8,22,1,1,2017,1,0,,,,,,,,,,,,,58.974,0.399,27.128,0.939,18.201,1.02,,,,
2,West Brom_Bournemouth_2017,2017-08-12,R Madley,7,17,1,1,2017,1,0,,,,,,,,,,,,,41.304,1.221,31.063,0.886,31.943,1.176,,,,
3,Southampton_Swansea_2017,2017-08-12,M Jones,12,0,1,1,2017,0,0,,,,,,,,,,,,,61.691,1.121,25.929,1.13,16.883,1.245,,,,
4,Brighton_Man City_2017,2017-08-12,M Oliver,18,3,1,1,2017,0,2,,,,,,,,,,,,,9.973,1.201,19.019,1.055,75.444,1.089,,,,
5,Crystal Palace_Huddersfield_2017,2017-08-12,J Moss,24,26,1,1,2017,0,3,,,,,,,,,,,,,54.951,0.603,28.621,0.945,20.802,1.317,,,,
6,Watford_Liverpool_2017,2017-08-12,A Taylor,39,10,1,1,2017,3,3,,,,,,,,,,,,,17.29,0.68,24.606,1.028,62.303,1.374,,,,
7,Chelsea_Burnley_2017,2017-08-12,C Pawson,30,11,1,1,2017,2,3,,,,,,,,,,,,,80.471,1.048,16.335,1.057,7.094,0.593,,,,
8,Newcastle_Tottenham_2017,2017-08-13,A Marriner,9,6,1,1,2017,0,2,,,,,,,,,,,,,19.277,1.022,26.011,1.065,58.836,0.929,,,,
9,Man United_West Ham_2017,2017-08-13,M Atkinson,13,5,1,1,2017,4,0,,,,,,,,,,,,,76.351,1.168,18.604,1.064,9.417,1.049,,,,
10,Liverpool_Crystal Palace_2017,2017-08-19,K Friend,10,24,2,2,2017,1,0,,,,,,,,,,,,,73.774,1.029,19.736,1.29,11.378,0.796,,,,
11,Burnley_West Brom_2017,2017-08-19,M Atkinson,11,7,2,2,2017,0,1,,,,,,,,,,,,,39.447,1.603,32.285,1.008,32.795,0.566,,,,
12,Southampton_West Ham_2017,2017-08-19,L Mason,12,5,2,2,2017,3,2,,,,,,,,,,,,,58.299,1.0,26.79,0.997,20.089,1.355,,,,
13,Bournemouth_Watford_2017,2017-08-19,R East,17,39,2,2,2017,0,2,,,,,,,,,,,,,50.998,0.926,28.319,0.654,24.963,0.709,,,,
