,idGame,Date,Referee,Id_Team_Home,Id_Team_Away,nWeekHome,nWeekAway,year,Goals_H,Goals_A,Prob_H_last_3,Prob_D_last_3,Prob_A_last_3,Prob_H_last_6,Prob_D_last_6,Prob_A_last_6,Prob_H_last_10,Prob_D_last_10,Prob_A_last_10,Prob_H_last_infinity,Prob_D_last_infinity,Prob_A_last_infinity,Average_H,Std_dev_H,Average_D,Std_dev_D,Average_A,Std_dev_A,Average_>2.5,Std_dev_>2.5,Average_<2.5,Std_dev_<2.5
0,West Ham_Aston Villa_2012,2012-08-18,M Dean,5,21,1,1,2012,1,0,,,,,,,,,,,,,44.539,0.889,30.144,0.68,30.799,1.421,,,,
1,Reading_Stoke_2012,2012-08-18,K Friend,36,22,1,1,2012,1,1,,,,,,,,,,,,,41.883,0.571,30.665,0.566,33.005,1.948,,,,
2,West Brom_Liverpool_2012,2012-08-18,P Dowd,7,10,1,1,2012,3,0,,,,,,,,,,,,,25.175,2.187,28.935,0.896,51.929,1.414,,,,
3,QPR_Swansea_2012,2012-08-18,L Probert,32,0,1,1,2012,0,5,,,,,,,,,,,,,49.402,1.014,29.487,0.684,27.261,2.073,,,,
4,Arsenal_Sunderland_2012,2012-08-18,C Foy,31,38,1,1,2012,0,0,,,,,,,,,,,,,71.837,1.987,22.252,1.144,11.813,0.902,,,,
5,Newcastle_Tottenham_2012,2012-08-18,M Atkinson,9,6,1,1,2012,2,1,,,,,,,,,,,,,38.999,1.379,30.196,1.306,36.346,0.579,,,,
6,Fulham_Norwich_2012,2012-08-18,M Oliver,16,14,1,1,2012,5,0,,,,,,,,,,,,,55.162,0.552,28.247,1.199,22.432,1.147,,,,
7,Man City_Southampton_2012,2012-08-19,H Webb,3,12,1,1,2012,3,2,,,,,,,,,,,,,84.684,0.976,15.177,1.267,6.088,0.802,,,,
8,Wigan_Chelsea_2012,2012-08-19,M Jones,20,30,1,1,2012,0,2,,,,,,,,,,,,,16.571,1.025,25.887,0.902,63.46,2.482,,,,
9,Everton_Man United_2012,2012-08-20,A Marriner,8,13,1,1,2012,1,0,,,,,,,,,,,,,23.766,1.512,28.395,1.151,53.467,1.078,,,,
10,Chelsea_Reading_2012,2012-08-22,L Mason,30,36,2,2,2012,4,2,,,,,,,,,,,,,79.5,0.871,18.042,1.197,8.375,0.986,,,,
11,Tottenham_West Brom_2012,2012-08-25,M Dean,6,7,2,2,2012,1,1,,,,,,,,,,,,,66.966,1.545,23.93,1.178,15.133,1.024,,,,
12,Southampton_Wigan_2012,2012-08-25,A Taylor,12,20,2,2,2012,0,2,,,,,,,,,,,,,47.53,1.111,29.256,0.919,29.025,1.266,,,,
13,Man United_Fulham_2012,2012-08-25,K Friend,13,16,2,2,2012,3,2,,,,,,,,,,,,,77.152,1.648,19.133,0.991,9.603,0.837,,,,
14,Norwich_QPR_2012,2012-08-25,M Clattenburg,14,32,2,2,2012,1,1,,,,,,,,,,,,,44.009,1.627,29.826,0.803,32.074,1.413,,,,
15,Swansea_West Ham_2012,2012-08-25,M Atkinson,0,5,2,2,2012,3,0,,,,,,,,,,,,,48.144,1.074,30.198,0.677,27.703,1.598,,,,
16,Aston Villa_Everton_2012,2012-08-25,M Oliver,21,8,2,2,2012,1,3,,,,,,,,,,,,,34.856,2.329,30.396,0.578,40.306,0.846,,,,
17,Chelsea_Newcastle_2012,2012-08-25,P Dowd,30,9,3,2,2012,2,0,,,,,,,,,,,,,66.492,0.421,23.745,1.283,15.391,1.14,,,,
18,Stoke_Arsenal_2012,2012-08-26,L Mason,22,31,2,2,2012,0,0,,,,,,,,,,,,,28.298,1.468,30.037,0.727,47.303,1.528,,,,
19,Liverpool_Man City_2012,2012-08-26,A Marriner,10,3,2,2,2012,2,2,,,,,,,,,,,,,33.28,1.34,29.555,0.846,42.608,0.951,,,,
20,Wigan_Stoke_2012,2012-09-01,M Atkinson,20,22,3,3,2012,2,2,,,,,,,,,,0.0,13.53,86.016,44.434,0.662,30.919,0.497,30.488,2.039,,,,
21,West Ham_Fulham_2012,2012-09-01,A Taylor,5,16,3,3,2012,3,0,,,,,,,,,,80.397,19.451,0.0,39.946,1.072,30.113,0.818,35.464,1.059,,,,
22,Swansea_Sunderland_2012,2012-09-01,R East,0,38,3,2,2012,2,2,,,,,,,,,,0.0,100.0,0.0,45.729,0.457,30.443,0.812,29.607,1.681,,,,
23,Man City_QPR_2012,2012-09-01,C Foy,3,32,3,3,2012,3,1,,,,,,,,,,31.784,21.479,46.134,83.495,0.838,14.844,1.516,7.489,0.85,,,,
24,Tottenham_Norwich_2012,2012-09-01,M Halsey,6,14,3,3,2012,1,1,,,,,,,,,,91.308,6.528,0.0,72.583,1.045,20.834,1.629,12.589,1.125,,,,
25,West Brom_Everton_2012,2012-09-01,J Moss,7,8,3,3,2012,2,0,,,,,,,,,,80.356,19.493,0.0,34.534,1.731,30.377,0.558,40.538,0.95,,,,
26,Newcastle_Aston Villa_2012,2012-09-02,L Probert,9,21,3,3,2012,1,1,,,,,,,,,,74.896,25.045,0.0,61.625,0.85,25.989,1.004,18.208,1.375,,,,
27,Liverpool_Arsenal_2012,2012-09-02,H Webb,10,31,3,3,2012,0,2,,,,,,,,,,0.0,100.0,0.0,48.438,0.796,29.72,1.116,27.14,1.717,,,,
28,Southampton_Man United_2012,2012-09-02,M Dean,12,13,3,3,2012,2,3,,,,,,,,,,0.0,100.0,0.0,16.634,1.461,24.177,1.101,65.002,1.328,,,,
29,Stoke_Man City_2012,2012-09-15,M Clattenburg,22,3,4,4,2012,1,1,,,,,,,,,,0.0,100.0,0.0,19.787,1.22,28.199,1.324,58.087,0.971,,,,
30,Arsenal_Southampton_2012,2012-09-15,K Friend,31,12,4,4,2012,6,1,,,,,,,,,,0.0,100.0,0.0,74.111,1.744,20.931,1.766,11.067,0.897,,,,
31,QPR_Chelsea_2012,2012-09-15,A Marriner,32,30,4,4,2012,0,0,,,,,,,,,,0.0,0.062,39.274,22.179,0.711,28.639,1.426,55.282,1.974,,,,
32,Man United_Wigan_2012,2012-09-15,M Oliver,13,20,4,4,2012,4,0,,,,,,,,,,0.0,5.207,91.663,80.043,1.962,17.662,1.49,8.117,0.607,,,,
33,Aston Villa_Swansea_2012,2012-09-15,L Mason,21,0,4,4,2012,2,0,,,,,,,,,,0.0,0.002,7.524,42.636,1.157,30.668,0.654,32.734,1.556,,,,
34,Fulham_West Brom_2012,2012-09-15,R East,16,7,4,4,2012,3,0,,,,,,,,,,90.877,3.337,0.0,49.389,2.09,30.01,0.94,26.753,1.233,,,,
35,Norwich_West Ham_2012,2012-09-15,C Foy,14,5,4,4,2012,0,0,,,,,,,,,,86.487,13.01,0.0,42.572,1.319,29.94,1.111,33.095,1.485,,,,
36,Sunderland_Liverpool_2012,2012-09-15,M Atkinson,38,10,3,4,2012,1,1,,,,,,,,,,,,,30.617,1.373,30.408,1.023,44.654,1.252,,,,
37,Reading_Tottenham_2012,2012-09-16,H Webb,36,6,3,4,2012,1,3,,,,,,,,,,50.545,28.386,21.021,27.045,0.748,29.156,1.339,49.216,1.225,,,,
38,Everton_Newcastle_2012,2012-09-17,M Jones,8,9,4,4,2012,2,2,,,,,,,,,,72.99,26.967,0.0,55.868,1.441,28.365,1.491,21.483,2.269,,,,
39,West Brom_Reading_2012,2012-09-22,C Foy,7,36,5,4,2012,1,0,,,,,,,,,,64.902,0.33,0.0,56.092,1.557,28.076,1.319,22.345,2.28,,,,
40,Swansea_Everton_2012,2012-09-22,A Taylor,0,8,5,5,2012,0,3,,,,,,,,,,59.041,20.359,19.929,34.314,2.835,30.561,0.776,41.314,0.611,,,,
41,Chelsea_Stoke_2012,2012-09-22,M Oliver,30,22,5,5,2012,1,0,,,,,,,,,,66.071,17.036,15.247,74.179,2.042,21.32,1.644,11.098,0.889,,,,
42,Wigan_Fulham_2012,2012-09-22,L Probert,20,16,5,5,2012,1,2,,,,,,,,,,41.722,23.083,34.887,41.818,1.174,30.908,1.098,33.752,2.505,,,,
43,Southampton_Aston Villa_2012,2012-09-22,J Moss,12,21,5,5,2012,4,1,,,,,,,,,,21.003,35.014,43.976,41.283,0.74,30.728,1.101,34.417,1.992,,,,
44,West Ham_Sunderland_2012,2012-09-22,L Mason,5,38,5,4,2012,1,1,,,,,,,,,,68.074,31.907,0.0,45.706,1.081,30.213,1.13,29.822,2.779,,,,
45,Liverpool_Man United_2012,2012-09-23,M Halsey,10,13,5,5,2012,1,2,,,,,,,,,,11.988,17.202,69.708,36.487,0.832,30.788,1.558,38.659,2.631,,,,
46,Newcastle_Norwich_2012,2012-09-23,N Swarbrick,9,14,5,5,2012,1,0,,,,,,,,,,82.909,11.57,3.781,58.009,3.997,27.695,1.811,21.245,0.917,,,,
