,idGame,Date,Referee,Id_Team_Home,Id_Team_Away,nWeekHome,nWeekAway,year,Goals_H,Goals_A,Prob_H_last_3,Prob_D_last_3,Prob_A_last_3,Prob_H_last_6,Prob_D_last_6,Prob_A_last_6,Prob_H_last_10,Prob_D_last_10,Prob_A_last_10,Prob_H_last_infinity,Prob_D_last_infinity,Prob_A_last_infinity,Average_H,Std_dev_H,Average_D,Std_dev_D,Average_A,Std_dev_A,Average_>2.5,Std_dev_>2.5,Average_<2.5,Std_dev_<2.5
0,Liverpool_Norwich_2019,2019-08-09,M Oliver,10,14,1,1,2019,4,1,,,,,,,,,,,,,87.726,0.851,11.223,1.034,5.146,0.488,71.429,0.0,32.744,0.834
1,Bournemouth_Sheffield United_2019,2019-08-10,K Friend,17,15,1,1,2019,1,1,,,,,,,,,,,,,50.391,0.884,28.014,0.317,26.115,0.953,51.826,1.139,51.826,1.139
2,Burnley_Southampton_2019,2019-08-10,G Scott,11,12,1,1,2019,3,0,,,,,,,,,,,,,37.436,0.514,30.919,0.513,36.126,0.37,46.851,1.086,57.318,1.161
3,Crystal Palace_Everton_2019,2019-08-10,J Moss,24,8,1,1,2019,0,0,,,,,,,,,,,,,31.917,0.862,30.591,0.618,41.937,0.658,45.149,0.432,58.856,1.958
4,Tottenham_Aston Villa_2019,2019-08-10,C Kavanagh,6,21,1,1,2019,3,1,,,,,,,,,,,,,77.022,0.243,18.15,0.611,9.646,0.77,60.608,0.519,43.561,2.678
5,Watford_Brighton_2019,2019-08-10,C Pawson,39,18,1,1,2019,0,3,,,,,,,,,,,,,51.691,0.84,29.215,0.344,23.569,0.778,46.641,1.384,57.479,0.934
6,West Ham_Man City_2019,2019-08-10,M Dean,5,3,1,1,2019,0,5,,,,,,,,,,,,,8.451,0.466,16.089,0.862,80.224,0.979,68.279,1.648,36.232,0.186
7,Man United_Chelsea_2019,2019-08-11,A Taylor,13,30,1,1,2019,4,0,,,,,,,,,,,,,46.141,1.12,30.123,0.285,28.541,0.591,49.39,0.862,54.516,1.471
8,Newcastle_Arsenal_2019,2019-08-11,M Atkinson,9,31,1,1,2019,0,1,,,,,,,,,,,,,22.161,0.351,26.177,0.563,56.3,1.011,55.1,0.644,48.81,1.684
9,Leicester_Wolves_2019,2019-08-11,A Marriner,27,4,1,1,2019,0,0,,,,,,,,,,,,,45.084,0.501,30.556,0.465,28.729,1.088,45.149,0.432,58.856,1.958
10,Man City_Tottenham_2019,2019-08-17,M Oliver,3,6,2,2,2019,2,2,,,,,,,,,,,,,73.712,0.442,18.629,0.41,12.043,0.696,64.938,0.596,39.157,1.192
11,Southampton_Liverpool_2019,2019-08-17,A Marriner,12,10,2,2,2019,1,2,,,,,,,,,,,,,14.424,1.082,21.116,0.335,69.07,1.44,60.424,0.258,43.824,2.305
12,Brighton_West Ham_2019,2019-08-17,A Taylor,18,5,2,2,2019,1,1,,,,,,,,,,,,,39.532,0.539,30.113,0.512,34.453,0.62,51.441,1.683,52.223,0.578
13,Aston Villa_Bournemouth_2019,2019-08-17,M Atkinson,21,17,2,2,2019,1,2,,,,,,,,,,,,,43.494,0.91,28.7,0.449,32.059,0.56,55.402,0.217,48.697,1.843
14,Everton_Watford_2019,2019-08-17,L Mason,8,39,2,2,2019,1,0,,,,,,,,,,,,,58.211,1.043,25.598,0.604,20.526,0.811,55.951,3.094,48.081,0.654
15,Arsenal_Burnley_2019,2019-08-17,M Dean,31,11,2,2,2019,2,1,,,,,,,,,,,,,76.057,1.014,18.176,0.487,10.124,0.423,62.903,1.119,41.34,1.208
16,Norwich_Newcastle_2019,2019-08-17,S Attwell,14,9,2,2,2019,3,1,,,,,,,,,,,,,44.957,0.862,29.753,0.471,29.585,0.696,51.568,1.504,52.223,0.578
17,Sheffield United_Crystal Palace_2019,2019-08-18,D Coote,15,24,2,2,2019,1,0,,,,,,,,,,,,,38.891,0.522,31.57,0.534,33.965,0.622,42.486,1.403,61.731,0.539
