,idGame,Date,Referee,Id_Team_Home,Id_Team_Away,nWeekHome,nWeekAway,year,Goals_H,Goals_A,Prob_H_last_3,Prob_D_last_3,Prob_A_last_3,Prob_H_last_6,Prob_D_last_6,Prob_A_last_6,Prob_H_last_10,Prob_D_last_10,Prob_A_last_10,Prob_H_last_infinity,Prob_D_last_infinity,Prob_A_last_infinity,Average_H,Std_dev_H,Average_D,Std_dev_D,Average_A,Std_dev_A,Average_>2.5,Std_dev_>2.5,Average_<2.5,Std_dev_<2.5
24,Fulham_Sheffield United_2006,2006-08-26,G Poll,16,15,3,3,2006,1,0,,,,,,,,,,81.789,18.014,0.0,52.761,1.479,30.842,0.839,26.525,1.72,,,,
25,Blackburn_Chelsea_2006,2006-08-27,M Clattenburg,33,30,3,3,2006,0,2,,,,,,,,,,50.117,25.432,24.328,16.161,1.871,27.76,0.882,66.046,1.048,,,,
26,Aston Villa_Newcastle_2006,2006-08-27,H Webb,21,9,3,2,2006,2,0,,,,,,,,,,,,,43.887,1.156,31.598,0.818,34.568,0.851,,,,
27,Middlesbrough_Portsmouth_2006,2006-08-28,C Foy,25,28,3,3,2006,0,4,,,,,,,,,,0.0,100.0,0.0,48.196,1.905,31.258,0.547,30.669,2.687,,,,
28,Everton_Liverpool_2006,2006-09-09,G Poll,8,10,4,3,2006,3,0,,,,,,,,,,31.765,28.257,39.936,28.535,1.769,31.885,0.987,49.77,1.617,,,,
29,Chelsea_Charlton_2006,2006-09-09,A Wiley,30,29,4,4,2006,2,1,,,,,,,,,,78.268,0.824,0.0,85.335,1.609,17.109,1.919,7.714,1.317,,,,
30,Arsenal_Middlesbrough_2006,2006-09-09,R Styles,31,25,3,4,2006,1,1,,,,,,,,,,24.233,18.942,55.376,76.236,1.589,22.709,1.87,11.13,1.4,,,,
31,Newcastle_Fulham_2006,2006-09-09,C Foy,9,16,3,4,2006,1,2,,,,,,,,,,64.154,4.29,2.714,59.442,2.226,29.824,0.878,20.977,1.471,,,,
32,Portsmouth_Wigan_2006,2006-09-09,P Walton,28,20,4,3,2006,1,0,,,,,,,,,,91.461,4.074,0.0,56.122,2.321,30.826,0.371,23.042,1.691,,,,
33,Man United_Tottenham_2006,2006-09-09,M Riley,13,6,4,4,2006,1,0,,,,,,,,,,70.696,0.482,0.0,67.795,1.348,27.229,1.107,15.071,1.493,,,,
34,Sheffield United_Blackburn_2006,2006-09-09,M Dean,15,33,4,4,2006,0,0,,,,,,,,,,79.653,20.214,0.0,39.08,0.88,31.476,0.506,39.349,1.723,,,,
35,Bolton_Watford_2006,2006-09-09,M Clattenburg,23,39,4,4,2006,1,0,,,,,,,,,,87.529,11.833,0.0,61.991,1.855,29.574,0.759,18.597,2.11,,,,
36,West Ham_Aston Villa_2006,2006-09-10,S Bennett,5,21,4,4,2006,1,1,,,,,,,,,,47.288,24.343,28.186,48.013,0.838,31.158,0.735,30.919,1.216,,,,
37,Reading_Man City_2006,2006-09-11,H Webb,36,3,4,4,2006,1,0,,,,,,,,,,78.734,0.854,0.0,43.339,1.169,31.588,0.559,35.138,1.389,,,,
38,Everton_Wigan_2006,2006-09-16,A Wiley,8,20,5,4,2006,2,2,,,,,,,,,,79.028,15.845,4.526,60.769,1.647,29.148,0.848,20.279,1.327,,,,
39,Sheffield United_Reading_2006,2006-09-16,A Marriner,15,36,5,5,2006,1,2,,,,,,,,,,26.589,54.212,19.199,43.153,1.53,31.422,0.556,35.354,1.121,,,,
40,Bolton_Middlesbrough_2006,2006-09-16,S Bennett,23,25,5,5,2006,0,0,,,,,,,,,,81.342,18.477,0.0,50.859,2.384,31.106,0.784,28.154,1.915,,,,
41,Watford_Aston Villa_2006,2006-09-16,M Dean,39,21,5,5,2006,0,0,,,,,,,,,,9.895,20.001,69.729,35.96,1.112,31.476,0.506,42.503,1.845,,,,
42,Charlton_Portsmouth_2006,2006-09-16,P Dowd,29,28,5,5,2006,0,1,,,,,,,,,,0.0,2.107,88.235,40.901,1.477,31.534,0.615,37.491,2.483,,,,
43,West Ham_Newcastle_2006,2006-09-17,R Styles,5,9,5,4,2006,0,2,,,,,,,,,,89.922,8.861,0.0,49.879,2.42,31.145,0.324,29.099,1.477,,,,
44,Man United_Arsenal_2006,2006-09-17,G Poll,13,31,5,4,2006,0,1,,,,,,,,,,83.503,16.225,0.0,54.264,1.716,31.268,0.811,24.795,1.611,,,,
45,Chelsea_Liverpool_2006,2006-09-17,M Riley,30,10,5,4,2006,1,0,,,,,,,,,,87.121,7.57,1.808,57.261,1.708,30.789,0.822,22.094,1.118,,,,
46,Blackburn_Man City_2006,2006-09-17,M Atkinson,33,3,5,5,2006,4,2,,,,,,,,,,45.44,54.56,0.0,49.597,1.454,31.422,0.556,29.028,1.733,,,,
47,Tottenham_Fulham_2006,2006-09-17,M Clattenburg,6,16,5,5,2006,0,0,,,,,,,,,,40.252,22.059,37.204,62.402,1.482,29.051,0.788,18.841,2.166,,,,
48,Liverpool_Newcastle_2006,2006-09-20,M Halsey,10,9,5,5,2006,2,0,,,,,,,,,,38.529,27.608,33.811,66.54,1.26,27.673,0.862,15.905,1.264,,,,
49,Liverpool_Tottenham_2006,2006-09-23,H Webb,10,6,6,6,2006,3,0,,,,,,,,,,87.227,12.179,0.0,62.577,1.537,28.712,1.266,18.963,1.601,,,,
50,Reading_Man United_2006,2006-09-23,P Walton,36,13,6,6,2006,1,1,,,,,,,,,,4.865,9.689,80.83,15.952,1.57,27.25,0.752,66.848,1.591,,,,
51,Middlesbrough_Blackburn_2006,2006-09-23,G Poll,25,33,6,6,2006,0,1,,,,,,,,,,65.09,34.898,0.0,48.013,0.838,31.766,0.844,30.115,1.481,,,,
52,Fulham_Chelsea_2006,2006-09-23,M Halsey,16,30,6,6,2006,0,2,,,,,,,,,,25.56,33.968,40.465,13.829,1.173,24.919,1.501,71.515,1.55,,,,
53,Wigan_Watford_2006,2006-09-23,R Styles,20,39,5,6,2006,1,1,,,,,,,,,,65.09,34.898,0.0,55.935,2.074,30.57,0.57,23.54,1.483,,,,
54,Man City_West Ham_2006,2006-09-23,C Foy,3,5,6,6,2006,2,0,,,,,,,,,,40.973,59.026,0.0,45.241,0.859,31.364,0.415,33.366,1.485,,,,
55,Aston Villa_Charlton_2006,2006-09-23,M Riley,21,29,6,6,2006,2,0,,,,,,,,,,82.21,7.726,3.48,59.996,2.78,29.231,0.572,21.01,1.773,,,,
56,Arsenal_Sheffield United_2006,2006-09-23,A Wiley,31,15,5,6,2006,3,0,,,,,,,,,,65.09,34.898,0.0,83.81,1.013,18.029,1.444,8.194,1.116,,,,
57,Newcastle_Everton_2006,2006-09-24,S Bennett,9,8,6,6,2006,1,1,,,,,,,,,,4.665,11.176,81.668,46.053,0.953,31.421,0.5,32.466,1.098,,,,
58,Portsmouth_Bolton_2006,2006-09-25,U Rennie,28,23,6,6,2006,0,1,,,,,,,,,,87.234,12.171,0.0,53.435,1.172,30.787,0.787,25.935,1.036,,,,
59,Sheffield United_Middlesbrough_2006,2006-09-30,P Walton,15,25,7,7,2006,2,1,15.266,28.029,56.65,,,,,,,20.132,30.599,49.243,38.989,1.126,31.595,0.771,39.198,1.249,,,,
60,Charlton_Arsenal_2006,2006-09-30,M Clattenburg,29,31,7,6,2006,1,2,,,,,,,,,,10.748,42.487,46.763,17.089,1.561,28.488,0.488,64.995,0.979,,,,
61,Everton_Man City_2006,2006-09-30,A Marriner,8,3,7,7,2006,1,1,77.897,7.46,4.319,,,,,,,75.665,4.6,2.216,56.828,2.33,30.615,0.333,22.734,1.419,,,,
62,Chelsea_Aston Villa_2006,2006-09-30,G Poll,30,21,7,7,2006,1,1,47.011,40.365,12.621,,,,,,,53.341,36.78,9.872,78.32,2.307,21.14,2.361,10.681,1.31,,,,
63,Bolton_Liverpool_2006,2006-09-30,P Dowd,23,10,7,7,2006,2,0,65.153,34.836,0.0,,,,,,,70.497,29.476,0.0,28.59,2.541,31.422,0.556,50.168,1.775,,,,
64,West Ham_Reading_2006,2006-10-01,U Rennie,5,36,7,7,2006,0,1,33.596,25.069,41.199,,,,,,,31.129,24.766,43.95,52.51,1.362,30.998,0.751,26.753,1.985,,,,
65,Blackburn_Wigan_2006,2006-10-01,H Webb,33,20,7,6,2006,2,1,43.195,20.686,35.225,,,,,,,40.131,20.744,38.239,54.861,1.008,30.944,0.748,24.528,0.992,,,,
66,Man United_Newcastle_2006,2006-10-01,M Dean,13,9,7,7,2006,2,0,72.407,18.821,8.326,,,,,,,70.487,19.877,9.27,76.285,1.108,22.674,1.147,11.232,1.567,,,,
67,Tottenham_Portsmouth_2006,2006-10-01,C Foy,6,28,7,7,2006,2,1,0.0,28.396,71.571,,,,,,,0.0,26.81,73.146,54.278,1.312,30.727,0.585,25.158,2.11,,,,
68,Watford_Fulham_2006,2006-10-02,M Riley,39,16,7,7,2006,3,3,30.809,30.143,39.026,,,,,,,30.404,28.802,40.759,41.673,1.089,31.761,0.731,36.502,1.428,,,,
69,Aston Villa_Tottenham_2006,2006-10-14,M Atkinson,21,6,8,8,2006,1,1,91.671,4.986,0.0,,,,,,,91.658,5.262,0.0,45.884,2.102,31.753,0.504,32.404,1.794,,,,
70,Portsmouth_West Ham_2006,2006-10-14,G Poll,28,5,8,8,2006,2,0,72.466,21.738,5.629,,,,,,,71.883,22.237,5.729,53.071,2.0,30.879,0.395,26.265,0.871,,,,
71,Middlesbrough_Everton_2006,2006-10-14,M Halsey,25,8,8,8,2006,2,1,1.697,6.42,86.709,,,,,,,1.686,6.468,86.8,41.011,1.739,31.808,0.468,37.17,1.547,,,,
72,Arsenal_Watford_2006,2006-10-14,H Webb,31,39,7,8,2006,3,0,64.28,23.483,12.069,,,,,,,63.695,23.896,12.258,85.739,1.543,17.029,1.467,7.561,1.0,,,,
73,Reading_Chelsea_2006,2006-10-14,M Riley,36,30,8,8,2006,0,1,14.067,19.815,65.558,,,,,,,13.899,19.881,65.679,14.058,1.002,25.777,1.56,70.167,1.211,,,,
74,Liverpool_Blackburn_2006,2006-10-14,M Clattenburg,10,33,8,8,2006,1,1,78.276,19.03,2.475,,,,,,,77.679,19.588,2.536,69.143,1.212,26.568,1.779,14.377,0.744,,,,
75,Man City_Sheffield United_2006,2006-10-14,M Dean,3,15,8,8,2006,0,0,77.578,22.33,0.0,,,,,,,76.978,22.939,0.0,59.746,1.31,29.608,1.315,20.732,1.394,,,,
76,Wigan_Man United_2006,2006-10-14,S Bennett,20,13,7,8,2006,1,3,,,,,,,,,,14.775,30.286,54.908,16.294,1.507,27.383,0.936,66.446,1.384,,,,
77,Newcastle_Bolton_2006,2006-10-15,A Wiley,9,23,8,8,2006,1,2,33.382,30.102,36.494,,,,,,,32.113,29.792,38.071,45.379,1.427,31.476,0.506,33.275,1.831,,,,
78,Fulham_Charlton_2006,2006-10-16,R Styles,16,29,8,8,2006,2,1,43.69,30.789,25.5,,,,,,,44.371,30.231,25.373,50.613,1.698,31.106,0.784,28.424,1.034,,,,
79,Wigan_Man City_2006,2006-10-21,P Dowd,20,3,8,9,2006,4,0,37.542,24.054,38.199,,,,,,,50.315,24.168,25.324,44.587,1.309,31.707,0.788,33.797,0.991,,,,
80,Chelsea_Portsmouth_2006,2006-10-21,M Clattenburg,30,28,9,9,2006,2,1,16.23,25.502,58.158,,,,,,,26.242,36.549,37.206,80.022,1.423,20.022,2.093,10.0,0.0,,,,
81,Everton_Sheffield United_2006,2006-10-21,D Gallagher,8,15,9,9,2006,2,0,86.262,13.259,0.0,,,,,,,88.551,10.628,0.0,64.762,1.015,28.239,0.929,17.201,1.363,,,,
82,Charlton_Watford_2006,2006-10-21,L Mason,29,39,9,9,2006,0,0,59.209,29.669,11.087,,,,,,,37.471,32.534,29.985,52.09,1.465,31.053,0.789,27.16,1.715,,,,
83,Aston Villa_Fulham_2006,2006-10-21,C Foy,21,16,9,9,2006,1,1,62.675,23.487,13.657,,,,,,,76.729,12.506,7.691,59.821,1.166,30.233,1.049,20.247,0.741,,,,
84,Man United_Liverpool_2006,2006-10-22,G Poll,13,10,9,9,2006,2,0,78.022,21.879,0.0,,,,,,,87.819,9.339,1.227,53.72,1.12,31.762,0.769,24.683,1.818,,,,
85,Tottenham_West Ham_2006,2006-10-22,S Bennett,6,5,9,9,2006,1,0,50.855,35.188,13.948,,,,,,,58.069,29.429,12.464,57.989,1.54,30.007,0.502,22.304,0.626,,,,
86,Blackburn_Bolton_2006,2006-10-22,M Dean,33,23,9,9,2006,0,1,29.85,21.793,47.843,,,,,,,28.426,23.585,47.745,43.695,1.536,31.992,0.866,34.698,1.29,,,,
87,Reading_Arsenal_2006,2006-10-22,A Wiley,36,31,9,8,2006,0,4,14.864,41.58,43.554,,,,,,,19.629,31.469,48.882,17.958,1.949,28.323,0.836,64.362,1.489,,,,
88,Middlesbrough_Newcastle_2006,2006-10-22,M Atkinson,25,9,9,9,2006,1,0,15.85,25.072,58.954,,,,,,,37.414,29.829,32.733,44.905,2.604,31.764,0.809,33.474,1.918,,,,
89,Liverpool_Aston Villa_2006,2006-10-28,S Bennett,10,21,10,10,2006,3,1,57.087,34.298,8.603,,,,,,,53.173,32.946,13.866,63.002,1.24,29.186,1.437,18.069,1.682,,,,
90,Portsmouth_Reading_2006,2006-10-28,P Dowd,28,36,10,10,2006,3,1,31.237,48.736,20.027,,,,,,,57.504,33.224,9.257,56.156,1.746,30.894,0.812,23.165,1.296,,,,
91,Watford_Tottenham_2006,2006-10-28,U Rennie,39,6,10,10,2006,0,0,64.946,22.287,12.529,,,,,,,67.255,23.463,9.139,29.852,1.862,31.265,0.733,48.976,1.876,,,,
92,Newcastle_Charlton_2006,2006-10-28,M Dean,9,29,10,10,2006,0,0,45.022,24.564,30.246,,,,,,,55.871,20.977,22.557,57.703,1.776,30.268,0.74,22.348,1.388,,,,
93,Bolton_Man United_2006,2006-10-28,R Styles,23,13,10,10,2006,0,4,55.065,44.933,0.0,,,,,,,50.092,49.907,0.0,24.578,1.473,31.043,0.554,54.593,0.95,,,,
94,Sheffield United_Chelsea_2006,2006-10-28,M Atkinson,15,30,10,10,2006,0,2,0.0,15.069,84.594,,,,,,,7.662,22.289,69.876,10.766,1.668,22.257,1.624,76.954,1.635,,,,
95,Fulham_Wigan_2006,2006-10-28,G Poll,16,20,10,9,2006,0,1,41.268,27.04,31.627,,,,,,,40.59,27.425,31.928,51.167,1.826,31.09,0.24,27.815,1.07,,,,
96,Arsenal_Everton_2006,2006-10-28,M Riley,31,8,9,10,2006,1,1,70.195,20.419,9.075,,,,,,,55.985,26.389,17.538,72.841,1.459,24.726,0.99,12.509,1.165,,,,
97,West Ham_Blackburn_2006,2006-10-29,A Wiley,5,33,10,10,2006,2,1,3.258,36.399,60.334,,,,,,,32.371,37.624,30.003,42.276,1.725,31.422,0.556,36.199,1.819,,,,
98,Man City_Middlesbrough_2006,2006-10-30,H Webb,3,25,10,10,2006,1,0,56.509,43.489,0.0,,,,,,,56.262,43.736,0.0,44.557,1.539,31.641,0.49,33.795,1.814,,,,
99,Man United_Portsmouth_2006,2006-11-04,M Dean,13,28,11,11,2006,3,0,61.546,28.452,9.957,,,,,,,48.24,31.503,20.237,77.205,1.249,21.457,1.616,11.334,0.931,,,,
100,Newcastle_Sheffield United_2006,2006-11-04,S Bennett,9,15,11,11,2006,0,1,56.815,43.182,0.0,,,,,,,68.267,31.714,0.0,58.592,1.573,29.915,0.701,21.528,1.713,,,,
101,Watford_Middlesbrough_2006,2006-11-04,D Gallagher,39,25,11,11,2006,2,0,41.354,42.467,16.178,,,,,,,32.98,30.025,36.974,40.752,1.754,32.115,1.034,36.938,1.499,,,,
102,Charlton_Man City_2006,2006-11-04,C Foy,29,3,11,11,2006,1,0,24.7,31.795,43.489,,,,,,,42.6,30.986,26.395,43.805,0.696,31.482,0.701,34.821,1.311,,,,
103,Liverpool_Reading_2006,2006-11-04,U Rennie,10,36,11,11,2006,2,0,66.642,18.139,14.22,,,,,,,71.75,17.579,9.903,73.959,0.768,23.763,1.645,12.61,0.99,,,,
104,Fulham_Everton_2006,2006-11-04,M Atkinson,16,8,11,11,2006,1,0,17.168,26.801,55.954,,,,,,,15.791,28.267,55.891,38.497,1.71,31.7,0.583,39.676,1.115,,,,
105,Bolton_Wigan_2006,2006-11-04,M Clattenburg,23,20,11,10,2006,0,1,12.043,20.597,66.983,,,,,,,36.925,31.697,31.366,57.214,2.092,30.369,0.706,22.646,1.446,,,,
106,Aston Villa_Blackburn_2006,2006-11-05,H Webb,21,33,11,11,2006,2,0,39.999,33.314,26.678,,,,,,,61.538,27.549,10.855,52.931,1.756,31.26,0.608,25.887,0.849,,,,
107,Tottenham_Chelsea_2006,2006-11-05,G Poll,6,30,11,11,2006,2,1,0.0,54.177,45.823,,,,,,,9.747,33.778,56.461,21.211,1.799,29.715,0.647,59.192,1.162,,,,
108,West Ham_Arsenal_2006,2006-11-05,R Styles,5,31,11,10,2006,1,0,0.629,4.468,88.786,,,,,,,5.066,13.951,79.867,18.688,1.267,28.88,1.066,62.556,0.962,,,,
109,Chelsea_Watford_2006,2006-11-11,H Webb,30,39,12,12,2006,4,0,66.271,26.995,6.677,,,,,,,76.716,18.246,4.699,87.651,1.294,15.681,1.739,6.788,1.171,,,,
110,Wigan_Charlton_2006,2006-11-11,D Gallagher,20,29,11,12,2006,3,2,73.742,17.875,7.833,,,,,,,73.438,16.235,9.244,54.238,1.127,30.727,0.585,25.196,1.25,,,,
111,Middlesbrough_West Ham_2006,2006-11-11,M Halsey,25,5,12,12,2006,1,0,72.788,27.171,0.0,,,,,,,49.289,30.527,20.158,46.081,1.539,31.421,0.5,32.681,1.889,,,,
112,Everton_Aston Villa_2006,2006-11-11,P Dowd,8,21,12,12,2006,0,1,60.076,23.347,16.367,,,,,,,62.269,22.444,15.026,48.301,1.535,32.053,1.332,29.791,2.12,,,,
113,Portsmouth_Fulham_2006,2006-11-11,S Bennett,28,16,12,12,2006,1,1,53.693,23.719,22.369,,,,,,,78.407,12.946,6.566,54.659,0.928,30.886,0.633,24.671,0.959,,,,
114,Man City_Newcastle_2006,2006-11-11,G Poll,3,9,12,12,2006,0,0,72.788,27.171,0.0,,,,,,,56.954,43.043,0.0,50.012,2.663,31.145,0.324,28.857,1.822,,,,
115,Blackburn_Man United_2006,2006-11-11,M Riley,33,13,12,12,2006,0,1,4.723,7.436,75.712,,,,,,,1.88,4.616,79.571,17.473,1.461,28.873,0.928,63.951,1.488,,,,
116,Sheffield United_Bolton_2006,2006-11-11,A Wiley,15,23,12,12,2006,2,2,2.364,10.592,85.445,,,,,,,12.642,27.292,60.002,36.317,2.046,31.37,0.64,42.271,1.644,,,,
117,Arsenal_Liverpool_2006,2006-11-12,M Clattenburg,31,10,11,12,2006,3,0,91.597,4.434,0.0,,,,,,,87.308,10.11,1.257,50.14,1.259,31.886,1.373,28.04,1.211,,,,
118,Reading_Tottenham_2006,2006-11-12,R Styles,36,6,12,12,2006,3,1,16.378,43.864,39.757,,,,,,,53.371,34.195,12.422,33.368,1.919,31.529,0.444,45.312,2.152,,,,
119,Chelsea_West Ham_2006,2006-11-18,M Dean,30,5,13,13,2006,1,0,89.245,9.763,0.0,83.059,13.613,2.58,,,,85.917,10.979,1.858,82.816,1.343,18.691,1.737,8.63,1.348,,,,
120,Reading_Charlton_2006,2006-11-18,G Poll,36,29,13,13,2006,2,0,20.724,19.925,58.53,43.111,22.61,33.903,,,,50.406,21.721,27.365,53.364,0.961,30.779,0.563,26.099,1.223,,,,
121,Arsenal_Newcastle_2006,2006-11-18,M Atkinson,31,9,12,13,2006,1,1,82.415,17.365,0.0,72.7,22.659,4.515,,,,76.762,19.542,3.476,78.284,1.435,21.591,1.214,10.225,1.276,,,,
122,Man City_Fulham_2006,2006-11-18,A Wiley,3,16,13,13,2006,3,1,33.866,66.134,0.0,56.4,43.597,0.0,,,,60.018,39.977,0.0,47.508,0.86,31.715,0.95,30.88,1.416,,,,
123,Everton_Bolton_2006,2006-11-18,U Rennie,8,23,13,13,2006,1,0,22.439,29.598,47.931,33.652,27.928,38.374,,,,39.483,27.876,32.594,45.05,1.565,31.595,0.771,33.361,1.4,,,,
124,Portsmouth_Watford_2006,2006-11-18,C Foy,28,39,13,13,2006,2,1,90.459,3.025,0.0,81.365,15.186,2.908,,,,84.509,12.454,2.13,62.775,0.973,28.681,0.779,18.575,1.417,,,,
125,Middlesbrough_Liverpool_2006,2006-11-18,L Mason,25,10,13,13,2006,0,0,89.248,9.759,0.0,65.669,27.558,6.723,,,,70.137,24.45,5.322,30.112,2.346,31.314,0.58,48.579,1.831,,,,
126,Sheffield United_Man United_2006,2006-11-18,M Clattenburg,15,13,13,13,2006,1,2,0.396,1.736,74.682,1.015,4.029,84.763,,,,1.612,5.687,85.922,11.927,1.32,23.307,1.098,74.825,1.019,,,,
127,Wigan_Aston Villa_2006,2006-11-19,S Bennett,20,21,12,13,2006,0,0,53.472,18.158,26.136,,,,,,,45.489,25.763,28.641,41.602,0.743,31.422,0.556,36.976,1.368,,,,
128,Blackburn_Tottenham_2006,2006-11-19,P Dowd,33,6,13,13,2006,1,1,28.719,38.06,33.219,57.41,28.33,14.21,,,,60.98,26.434,12.507,41.582,0.728,31.542,0.814,36.864,1.274,,,,
129,Aston Villa_Middlesbrough_2006,2006-11-25,P Walton,21,25,14,14,2006,1,1,73.708,20.915,5.184,69.231,22.225,8.359,,,,73.407,19.363,6.897,57.68,2.003,30.361,0.485,22.34,1.264,,,,
130,Charlton_Everton_2006,2006-11-25,A Wiley,29,8,14,14,2006,1,1,33.982,41.326,24.691,13.81,30.719,55.443,,,,15.814,31.334,52.829,37.934,1.289,31.422,0.556,40.58,1.341,,,,
131,Fulham_Reading_2006,2006-11-25,D Gallagher,16,36,14,14,2006,0,1,54.988,29.419,15.555,32.966,34.274,32.754,,,,36.731,33.347,29.913,47.785,1.458,31.481,0.662,30.796,1.679,,,,
132,West Ham_Sheffield United_2006,2006-11-25,M Riley,5,15,14,14,2006,1,0,32.899,52.298,14.802,57.877,34.873,7.239,,,,62.031,31.655,6.292,56.752,1.619,30.419,0.68,22.963,1.453,,,,
133,Liverpool_Man City_2006,2006-11-25,R Styles,10,3,14,14,2006,1,0,87.641,7.053,1.546,87.044,5.646,1.358,,,,85.804,4.102,0.932,70.767,0.992,25.578,1.481,13.86,1.387,,,,
134,Bolton_Arsenal_2006,2006-11-25,M Dean,23,31,14,13,2006,3,1,0.971,3.812,84.151,,,,,,,10.0,27.601,62.343,28.651,1.038,31.155,0.687,50.449,1.3,,,,
135,Newcastle_Portsmouth_2006,2006-11-26,M Halsey,9,28,14,14,2006,1,0,23.828,38.333,37.837,14.922,23.531,61.359,,,,16.449,24.602,58.805,45.363,1.092,31.588,0.559,33.089,0.971,,,,
136,Man United_Chelsea_2006,2006-11-26,H Webb,13,30,14,14,2006,1,1,68.491,31.489,0.0,45.159,33.437,21.393,,,,47.22,32.911,19.855,41.225,1.277,33.063,1.173,35.628,1.017,,,,
137,Tottenham_Wigan_2006,2006-11-26,M Clattenburg,6,20,14,13,2006,3,1,33.267,34.938,31.79,37.706,32.626,29.658,,,,39.827,32.484,27.678,57.503,1.422,30.419,0.68,22.34,0.978,,,,
