,idGame,Date,Referee,Id_Team_Home,Id_Team_Away,nWeekHome,nWeekAway,year,Goals_H,Goals_A,Prob_H_last_3,Prob_D_last_3,Prob_A_last_3,Prob_H_last_6,Prob_D_last_6,Prob_A_last_6,Prob_H_last_10,Prob_D_last_10,Prob_A_last_10,Prob_H_last_infinity,Prob_D_last_infinity,Prob_A_last_infinity,Average_H,Std_dev_H,Average_D,Std_dev_D,Average_A,Std_dev_A,Average_>2.5,Std_dev_>2.5,Average_<2.5,Std_dev_<2.5
0,Arsenal_Crystal Palace_2014,2014-08-16,J Moss,31,24,1,1,2014,2,1,,,,,,,,,,,,,79.536,1.079,17.164,1.59,8.391,1.4,,,,
1,West Brom_Sunderland_2014,2014-08-16,N Swarbrick,7,38,1,1,2014,2,2,,,,,,,,,,,,,44.435,0.885,30.338,0.906,29.823,1.978,,,,
2,Stoke_Aston Villa_2014,2014-08-16,A Taylor,22,21,1,1,2014,0,1,,,,,,,,,,,,,51.122,0.453,29.797,0.897,23.911,2.201,,,,
3,West Ham_Tottenham_2014,2014-08-16,C Foy,5,6,1,1,2014,0,1,,,,,,,,,,,,,27.453,2.309,29.17,0.929,48.19,1.176,,,,
4,QPR_Hull_2014,2014-08-16,C Pawson,32,34,1,1,2014,0,1,,,,,,,,,,,,,40.393,1.546,31.208,1.064,33.3,1.548,,,,
5,Leicester_Everton_2014,2014-08-16,M Jones,27,8,1,1,2014,2,2,,,,,,,,,,,,,32.459,1.471,30.242,1.041,42.157,1.209,,,,
6,Man United_Swansea_2014,2014-08-16,M Dean,13,0,1,1,2014,1,2,,,,,,,,,,,,,73.407,1.023,20.264,0.944,10.718,1.309,,,,
7,Liverpool_Southampton_2014,2014-08-17,M Clattenburg,10,12,1,1,2014,2,1,,,,,,,,,,,,,73.873,0.586,19.996,1.747,11.035,1.141,,,,
8,Newcastle_Man City_2014,2014-08-17,M Atkinson,9,3,1,1,2014,0,2,,,,,,,,,,,,,19.372,1.245,24.959,1.544,60.431,0.737,,,,
9,Burnley_Chelsea_2014,2014-08-18,M Oliver,11,30,1,1,2014,1,3,,,,,,,,,,,,,11.763,1.621,21.496,1.172,71.365,0.179,,,,
10,Chelsea_Leicester_2014,2014-08-23,L Mason,30,27,2,2,2014,2,0,,,,,,,,,,,,,82.148,1.056,15.721,1.886,6.975,1.08,,,,
11,Aston Villa_Newcastle_2014,2014-08-23,M Dean,21,9,2,2,2014,0,0,,,,,,,,,,,,,40.227,1.493,30.299,0.498,33.978,0.927,,,,
12,Southampton_West Brom_2014,2014-08-23,R East,12,7,2,2,2014,0,0,,,,,,,,,,,,,53.388,1.077,28.3,1.742,22.912,1.862,,,,
13,Crystal Palace_West Ham_2014,2014-08-23,M Clattenburg,24,5,2,2,2014,1,3,,,,,,,,,,,,,40.81,1.303,31.34,1.022,33.072,1.75,,,,
14,Swansea_Burnley_2014,2014-08-23,C Pawson,0,11,2,2,2014,1,0,,,,,,,,,,,,,60.211,1.011,26.564,1.752,17.947,1.776,,,,
15,Everton_Arsenal_2014,2014-08-23,K Friend,8,31,2,2,2014,2,2,,,,,,,,,,,,,36.708,0.686,30.335,1.055,37.473,1.824,,,,
16,Hull_Stoke_2014,2014-08-24,J Moss,34,22,2,2,2014,1,1,,,,,,,,,,,,,40.838,1.417,31.222,0.558,32.555,2.073,,,,
17,Sunderland_Man United_2014,2014-08-24,M Atkinson,38,13,2,2,2014,1,1,,,,,,,,,,,,,21.077,1.13,26.738,1.282,56.79,1.865,,,,
18,Tottenham_QPR_2014,2014-08-24,A Taylor,6,32,2,2,2014,4,0,,,,,,,,,,,,,67.757,1.182,23.131,1.42,13.67,0.925,,,,
19,Man City_Liverpool_2014,2014-08-25,M Oliver,3,10,2,2,2014,3,1,,,,,,,,,,,,,54.129,0.375,26.746,1.964,23.615,0.918,,,,
20,QPR_Sunderland_2014,2014-08-30,R Madley,32,38,3,3,2014,1,0,,,,,,,,,,0.0,24.642,75.295,40.809,0.782,31.479,1.316,32.491,2.842,,,,
21,Burnley_Man United_2014,2014-08-30,C Foy,11,13,3,3,2014,0,0,,,,,,,,,,12.69,19.313,67.408,16.905,0.963,25.513,1.776,62.125,0.976,,,,
22,Swansea_West Brom_2014,2014-08-30,P Tierney,0,7,3,3,2014,3,0,,,,,,,,,,0.0,100.0,0.0,53.783,1.104,28.684,1.588,22.372,0.992,,,,
23,Newcastle_Crystal Palace_2014,2014-08-30,M Jones,9,24,3,3,2014,3,3,,,,,,,,,,0.0,24.642,75.295,57.266,0.246,28.106,1.485,19.358,1.647,,,,
24,Everton_Chelsea_2014,2014-08-30,J Moss,8,30,3,3,2014,3,6,,,,,,,,,,8.564,9.525,68.555,27.669,0.889,30.487,1.761,46.325,1.751,,,,
25,Man City_Stoke_2014,2014-08-30,L Mason,3,22,3,3,2014,0,1,,,,,,,,,,73.019,16.535,9.437,83.863,0.731,14.754,2.057,6.212,1.292,,,,
26,West Ham_Southampton_2014,2014-08-30,M Dean,5,12,3,3,2014,1,3,,,,,,,,,,0.0,49.641,50.358,36.602,1.772,30.959,2.045,37.067,0.745,,,,
27,Tottenham_Liverpool_2014,2014-08-31,P Dowd,6,10,3,3,2014,0,3,,,,,,,,,,24.837,0.019,0.0,37.41,0.651,30.067,1.714,37.056,0.896,,,,
28,Aston Villa_Hull_2014,2014-08-31,M Clattenburg,21,34,3,3,2014,2,1,,,,,,,,,,0.0,100.0,0.0,43.995,1.819,31.749,1.417,28.934,1.703,,,,
29,Leicester_Arsenal_2014,2014-08-31,A Taylor,27,31,3,3,2014,1,1,,,,,,,,,,31.934,16.055,44.154,22.036,0.829,28.275,2.35,54.451,1.357,,,,
