,idGame,Date,Referee,Id_Team_Home,Id_Team_Away,nWeekHome,nWeekAway,year,Goals_H,Goals_A,Prob_H_last_3,Prob_D_last_3,Prob_A_last_3,Prob_H_last_6,Prob_D_last_6,Prob_A_last_6,Prob_H_last_10,Prob_D_last_10,Prob_A_last_10,Prob_H_last_infinity,Prob_D_last_infinity,Prob_A_last_infinity,Average_H,Std_dev_H,Average_D,Std_dev_D,Average_A,Std_dev_A,Average_>2.5,Std_dev_>2.5,Average_<2.5,Std_dev_<2.5
0,Man United_Leicester_2018,2018-08-10,A Marriner,13,27,1,1,2018,2,1,,,,,,,,,,,,,64.042,0.76,25.62,0.595,14.206,1.292,,,,
1,Fulham_Crystal Palace_2018,2018-08-11,M Dean,16,24,1,1,2018,0,2,,,,,,,,,,,,,40.55,0.678,29.772,0.61,33.918,0.922,,,,
2,Bournemouth_Cardiff_2018,2018-08-11,K Friend,17,1,1,1,2018,2,0,,,,,,,,,,,,,52.773,0.386,28.276,0.706,22.871,1.527,,,,
3,Newcastle_Tottenham_2018,2018-08-11,M Atkinson,9,6,1,1,2018,1,2,,,,,,,,,,,,,26.175,0.518,29.278,1.169,48.713,0.82,,,,
4,Huddersfield_Chelsea_2018,2018-08-11,C Kavanagh,26,30,1,1,2018,0,3,,,,,,,,,,,,,15.957,0.702,25.193,0.35,62.912,1.203,,,,
5,Wolves_Everton_2018,2018-08-11,C Pawson,4,8,1,1,2018,2,2,,,,,,,,,,,,,42.843,0.936,30.395,0.741,30.807,0.49,,,,
6,Watford_Brighton_2018,2018-08-11,J Moss,39,18,1,1,2018,2,0,,,,,,,,,,,,,42.506,1.521,31.575,1.064,29.812,0.45,,,,
7,Southampton_Burnley_2018,2018-08-12,G Scott,12,11,1,1,2018,0,0,,,,,,,,,,,,,54.605,0.79,28.932,1.039,20.563,1.042,,,,
8,Liverpool_West Ham_2018,2018-08-12,A Taylor,10,5,1,1,2018,4,0,,,,,,,,,,,,,80.346,1.548,15.985,1.195,7.825,0.76,,,,
9,Arsenal_Man City_2018,2018-08-12,M Oliver,31,3,1,1,2018,0,2,,,,,,,,,,,,,26.127,1.127,26.211,1.019,51.515,0.884,,,,
10,Everton_Southampton_2018,2018-08-18,L Mason,8,12,2,2,2018,2,1,,,,,,,,,,,,,52.102,1.053,29.286,1.068,22.708,1.822,,,,
11,Tottenham_Fulham_2018,2018-08-18,A Taylor,6,16,2,2,2018,3,1,,,,,,,,,,,,,78.439,0.857,16.539,0.314,9.118,0.973,,,,
12,Leicester_Wolves_2018,2018-08-18,M Dean,27,4,2,2,2018,2,0,,,,,,,,,,,,,48.83,0.759,28.92,0.801,26.359,1.175,,,,
