,idGame,Date,Referee,Id_Team_Home,Id_Team_Away,nWeekHome,nWeekAway,year,Goals_H,Goals_A,Prob_H_last_3,Prob_D_last_3,Prob_A_last_3,Prob_H_last_6,Prob_D_last_6,Prob_A_last_6,Prob_H_last_10,Prob_D_last_10,Prob_A_last_10,Prob_H_last_infinity,Prob_D_last_infinity,Prob_A_last_infinity,Average_H,Std_dev_H,Average_D,Std_dev_D,Average_A,Std_dev_A,Average_>2.5,Std_dev_>2.5,Average_<2.5,Std_dev_<2.5
0,Swansea_Man United_2013,2013-08-17,P Dowd,0,13,1,1,2013,1,4,,,,,,,,,,,,,24.714,0.816,28.458,0.519,51.837,2.311,,,,
1,Liverpool_Stoke_2013,2013-08-17,M Atkinson,10,22,1,1,2013,1,0,,,,,,,,,,,,,71.642,1.345,21.761,1.461,11.567,1.32,,,,
2,Sunderland_Fulham_2013,2013-08-17,N Swarbrick,38,16,1,1,2013,0,1,,,,,,,,,,,,,44.582,0.826,30.297,0.755,30.072,1.007,,,,
3,Norwich_Everton_2013,2013-08-17,M Oliver,14,8,1,1,2013,2,2,,,,,,,,,,,,,32.386,1.35,29.905,0.572,42.91,0.831,,,,
4,Arsenal_Aston Villa_2013,2013-08-17,A Taylor,31,21,1,1,2013,1,3,,,,,,,,,,,,,71.59,1.656,21.017,1.05,12.819,0.641,,,,
5,West Brom_Southampton_2013,2013-08-17,K Friend,7,12,1,1,2013,0,1,,,,,,,,,,,,,43.491,1.727,29.937,0.541,31.53,0.572,,,,
6,West Ham_Cardiff_2013,2013-08-17,H Webb,5,1,1,1,2013,2,0,,,,,,,,,,,,,51.439,1.201,28.565,0.672,25.173,0.826,,,,
7,Chelsea_Hull_2013,2013-08-18,J Moss,30,34,1,1,2013,2,0,,,,,,,,,,,,,83.25,0.573,15.483,1.201,6.364,0.95,,,,
8,Crystal Palace_Tottenham_2013,2013-08-18,M Clattenburg,24,6,1,1,2013,0,1,,,,,,,,,,,,,21.453,1.304,27.337,0.873,56.056,1.48,,,,
9,Man City_Newcastle_2013,2013-08-19,A Marriner,3,9,1,1,2013,4,0,,,,,,,,,,,,,76.641,1.037,18.486,0.871,9.82,0.767,,,,
10,Chelsea_Aston Villa_2013,2013-08-21,K Friend,30,21,2,2,2013,2,1,,,,,,,,,,,,,77.297,0.446,18.376,0.969,9.863,0.997,,,,
11,Stoke_Crystal Palace_2013,2013-08-24,A Marriner,22,24,2,2,2013,2,1,,,,,,,,,,,,,54.914,0.651,28.752,0.938,21.32,1.381,,,,
12,Fulham_Arsenal_2013,2013-08-24,H Webb,16,31,2,2,2013,1,3,,,,,,,,,,,,,28.319,1.27,28.918,0.742,47.694,1.021,,,,
13,Everton_West Brom_2013,2013-08-24,R East,8,7,2,2,2013,0,0,,,,,,,,,,,,,64.061,0.858,24.587,1.246,16.355,1.072,,,,
14,Newcastle_West Ham_2013,2013-08-24,P Dowd,9,5,2,2,2013,0,0,,,,,,,,,,,,,44.834,1.47,29.976,0.678,30.128,0.496,,,,
15,Aston Villa_Liverpool_2013,2013-08-24,M Clattenburg,21,10,3,2,2013,0,1,,,,,,,,,,,,,25.666,1.21,27.762,1.404,51.591,0.813,,,,
16,Hull_Norwich_2013,2013-08-24,M Jones,34,14,2,2,2013,1,0,,,,,,,,,,,,,41.267,0.62,30.441,0.902,33.325,1.55,,,,
17,Southampton_Sunderland_2013,2013-08-24,L Mason,12,38,2,2,2013,1,1,,,,,,,,,,,,,58.119,2.033,27.069,1.255,20.192,2.404,,,,
18,Cardiff_Man City_2013,2013-08-25,L Probert,1,3,2,2,2013,3,2,,,,,,,,,,,,,13.378,1.231,22.329,1.427,69.516,0.96,,,,
19,Tottenham_Swansea_2013,2013-08-25,N Swarbrick,6,0,2,2,2013,1,0,,,,,,,,,,,,,62.802,2.045,25.177,0.608,17.012,1.55,,,,
20,Man United_Chelsea_2013,2013-08-26,M Atkinson,13,30,2,3,2013,0,0,,,,,,,,,,,,,42.297,1.991,29.441,1.178,33.045,1.461,,,,
21,West Ham_Stoke_2013,2013-08-31,J Moss,5,22,3,3,2013,0,1,,,,,,,,,,86.013,13.534,0.0,50.792,1.322,29.256,0.74,24.909,1.259,,,,
22,Cardiff_Everton_2013,2013-08-31,A Taylor,1,8,3,3,2013,0,0,,,,,,,,,,17.118,8.557,14.977,31.295,0.863,29.971,0.524,43.562,1.34,,,,
