,idGame,Date,Referee,Id_Team_Home,Id_Team_Away,nWeekHome,nWeekAway,year,Goals_H,Goals_A,Prob_H_last_3,Prob_D_last_3,Prob_A_last_3,Prob_H_last_6,Prob_D_last_6,Prob_A_last_6,Prob_H_last_10,Prob_D_last_10,Prob_A_last_10,Prob_H_last_infinity,Prob_D_last_infinity,Prob_A_last_infinity,Average_H,Std_dev_H,Average_D,Std_dev_D,Average_A,Std_dev_A,Average_>2.5,Std_dev_>2.5,Average_<2.5,Std_dev_<2.5
0,West Ham_Man City_2007,2007-08-11,P Walton,5,3,1,1,2007,0,2,,,,,,,,,,,,,50.401,1.456,31.197,0.16,28.25,1.635,,,,
1,Aston Villa_Liverpool_2007,2007-08-11,M Riley,21,10,1,1,2007,1,2,,,,,,,,,,,,,27.282,2.208,30.792,0.865,51.172,1.439,,,,
2,Middlesbrough_Blackburn_2007,2007-08-11,A Marriner,25,33,1,1,2007,1,2,,,,,,,,,,,,,42.658,1.457,31.203,0.52,35.951,0.968,,,,
3,Sunderland_Tottenham_2007,2007-08-11,A Wiley,38,6,1,1,2007,1,0,,,,,,,,,,,,,32.552,2.056,31.433,0.848,45.839,1.405,,,,
4,Everton_Wigan_2007,2007-08-11,M Clattenburg,8,20,1,1,2007,2,1,,,,,,,,,,,,,60.802,1.489,29.137,0.606,19.984,1.474,,,,
5,Bolton_Newcastle_2007,2007-08-11,C Foy,23,9,1,1,2007,1,3,,,,,,,,,,,,,42.201,1.51,31.487,0.815,35.97,1.28,,,,
6,Derby_Portsmouth_2007,2007-08-11,M Dean,37,28,1,1,2007,2,2,,,,,,,,,,,,,36.478,1.276,31.257,0.494,42.073,0.911,,,,
7,Man United_Reading_2007,2007-08-12,R Styles,13,36,1,1,2007,0,0,,,,,,,,,,,,,81.985,1.291,19.317,1.407,8.544,0.737,,,,
8,Arsenal_Fulham_2007,2007-08-12,P Dowd,31,16,1,1,2007,2,1,,,,,,,,,,,,,75.835,1.09,22.859,1.61,11.313,1.136,,,,
9,Chelsea_Birmingham_2007,2007-08-12,S Bennett,30,19,1,1,2007,3,2,,,,,,,,,,,,,84.613,1.606,17.703,1.238,7.558,1.213,,,,
10,Tottenham_Everton_2007,2007-08-14,M Halsey,6,8,2,2,2007,1,3,,,,,,,,,,,,,55.62,1.388,30.328,0.919,23.911,1.09,,,,
11,Fulham_Bolton_2007,2007-08-15,L Probert,16,23,2,2,2007,2,1,,,,,,,,,,,,,45.839,1.405,31.148,0.481,32.737,1.285,,,,
12,Portsmouth_Man United_2007,2007-08-15,S Bennett,28,13,2,2,2007,1,1,,,,,,,,,,,,,18.489,1.865,28.587,0.708,63.001,2.112,,,,
13,Man City_Derby_2007,2007-08-15,L Mason,3,37,2,2,2007,1,0,,,,,,,,,,,,,62.544,1.762,28.499,0.778,18.908,1.102,,,,
14,Reading_Chelsea_2007,2007-08-15,M Dean,36,30,2,2,2007,1,2,,,,,,,,,,,,,17.276,1.755,27.795,0.738,64.815,1.194,,,,
15,Wigan_Middlesbrough_2007,2007-08-15,S Tanner,20,25,2,2,2007,1,0,,,,,,,,,,,,,43.447,0.739,31.203,0.52,34.996,1.551,,,,
16,Birmingham_Sunderland_2007,2007-08-15,K Stroud,19,38,2,2,2007,2,2,,,,,,,,,,,,,43.679,1.62,31.095,0.494,35.025,1.708,,,,
17,Portsmouth_Bolton_2007,2007-08-18,S Tanner,28,23,3,3,2007,3,1,,,,,,,,,,55.405,27.125,17.4,54.08,1.249,30.615,0.333,25.134,1.541,,,,
18,Reading_Everton_2007,2007-08-18,S Bennett,36,8,3,3,2007,1,0,,,,,,,,,,2.776,5.987,80.179,42.046,1.527,31.433,0.848,36.315,1.006,,,,
19,Tottenham_Derby_2007,2007-08-18,C Foy,6,37,3,3,2007,4,0,,,,,,,,,,51.022,48.977,0.0,69.47,1.416,26.01,1.036,14.4,1.724,,,,
20,Wigan_Sunderland_2007,2007-08-18,M Riley,20,38,3,3,2007,3,0,,,,,,,,,,75.967,23.963,0.0,44.005,1.742,31.202,0.459,34.502,2.162,,,,
21,Fulham_Middlesbrough_2007,2007-08-18,L Mason,16,25,3,3,2007,1,2,,,,,,,,,,75.943,23.987,0.0,47.05,1.666,30.985,0.346,31.752,1.85,,,,
22,Newcastle_Aston Villa_2007,2007-08-18,H Webb,9,21,2,2,2007,0,0,,,,,,,,,,,,,54.142,1.168,30.728,0.631,24.948,1.731,,,,
23,Birmingham_West Ham_2007,2007-08-18,M Halsey,19,5,3,2,2007,0,1,,,,,,,,,,,,,42.707,0.767,31.38,0.875,35.638,0.945,,,,
24,Man City_Man United_2007,2007-08-19,M Clattenburg,3,13,3,3,2007,1,0,,,,,,,,,,54.084,45.914,0.0,24.124,1.78,30.892,0.777,54.869,1.908,,,,
25,Blackburn_Arsenal_2007,2007-08-19,A Wiley,33,31,2,2,2007,1,1,,,,,,,,,,,,,32.4,0.968,31.309,0.39,46.064,1.211,,,,
26,Liverpool_Chelsea_2007,2007-08-19,R Styles,10,30,2,3,2007,1,1,,,,,,,,,,,,,41.187,1.551,32.778,1.008,35.254,1.674,,,,
27,Arsenal_Man City_2007,2007-08-25,C Foy,31,3,3,4,2007,1,0,,,,,,,,,,0.0,25.553,74.393,63.522,1.911,27.751,1.369,18.781,1.573,,,,
28,Aston Villa_Fulham_2007,2007-08-25,S Bennett,21,16,3,4,2007,2,1,,,,,,,,,,40.51,24.895,34.449,56.025,1.908,30.477,0.826,23.153,2.217,,,,
29,West Ham_Wigan_2007,2007-08-25,A Marriner,5,20,3,4,2007,1,1,,,,,,,,,,0.0,25.578,74.369,53.732,2.011,30.779,0.563,25.428,1.332,,,,
30,Derby_Birmingham_2007,2007-08-25,L Probert,37,19,4,4,2007,1,2,,,,,,,,,,51.43,12.174,17.687,42.726,0.749,31.54,0.777,35.486,0.655,,,,
31,Bolton_Reading_2007,2007-08-25,M Clattenburg,23,36,4,4,2007,3,0,,,,,,,,,,0.0,100.0,0.0,45.217,1.723,31.038,0.345,33.617,2.238,,,,
