,LBAHH,GBAHA,WHD,LBAH,GBAH,IWH,IWA,WHA,SBD,B365<2.5,SOA,B365A,GBD,GBA,B365H,SBA,LBAHA,B365D,LBH,GBAHH,GB<2.5,LBD,GBH,LBA,SOD,WHH,B365>2.5,B365AH,B365AHH,IWD,SOH,GB>2.5,B365AHA,SBH,idGame,nWeekHome,nWeekAway,Date,year,IdHomeTeam,IdAwayTeam
152,1.85,2.0,3.25,-0.75,-0.75,1.55,4.8,6.0,3.4,1.85,6.0,6.0,3.5,6.0,1.571,6.0,2.0,3.4,1.571,1.8,1.85,3.25,1.55,5.5,3.4,1.53,1.95,-0.75,1.8,3.5,1.53,1.85,2.1,1.53,Liverpool_Southampton_2003,16,16,2003-12-13,2003,10,12
153,1.85,1.9,3.75,-1.25,-1.25,1.4,6.0,8.0,4.0,2.0,8.5,8.5,3.8,8.4,1.4,7.5,2.0,3.75,1.364,1.9,1.9,3.75,1.4,8.0,4.33,1.36,1.8,-1.25,1.95,3.9,1.36,1.79,1.95,1.36,Man United_Man City_2003,16,16,2003-12-13,2003,13,3
154,2.05,1.95,3.2,-0.5,-0.25,2.1,3.1,3.2,3.2,1.7,3.0,3.2,3.2,3.3,2.1,3.1,1.8,3.25,2.1,1.85,1.71,3.2,2.1,3.0,3.25,2.0,2.1,-0.25,1.85,3.0,2.1,2.0,2.05,2.1,Middlesbrough_Charlton_2003,16,16,2003-12-13,2003,25,29
155,1.85,1.9,3.5,-0.75,-0.75,1.65,4.4,5.0,3.4,1.95,5.0,5.5,3.4,5.25,1.615,5.0,2.0,3.4,1.615,1.9,1.79,3.5,1.65,4.5,3.5,1.57,1.85,-0.75,1.9,3.3,1.57,1.9,2.0,1.61,Newcastle_Tottenham_2003,16,16,2003-12-13,2003,9,6
156,2.0,1.85,3.2,-0.25,-0.25,2.1,3.0,3.0,3.2,1.8,2.88,3.0,3.2,3.0,2.2,2.87,1.85,3.2,2.2,1.95,1.79,3.2,2.2,2.8,3.2,2.1,2.0,-0.25,2.05,3.1,2.2,1.9,1.85,2.2,Portsmouth_Everton_2003,16,16,2003-12-13,2003,28,8
157,2.0,1.8,3.1,-0.25,-0.25,2.4,2.5,2.5,3.2,1.85,2.8,2.6,3.25,2.85,2.5,2.62,1.85,3.2,2.5,2.0,1.75,3.2,2.26,2.5,3.3,2.5,1.95,-0.25,2.1,3.1,2.38,1.95,1.8,2.37,Leeds_Fulham_2003,16,16,2003-12-14,2003,2,16
158,1.85,1.95,3.25,-0.75,-0.75,1.8,3.8,4.2,3.4,1.75,4.5,4.5,3.3,4.6,1.7269999999999999,4.5,2.0,3.4,1.7269999999999999,1.85,1.75,3.2,1.75,4.333,3.4,1.72,2.05,-0.75,1.9,3.1,1.67,1.95,2.0,1.66,Aston Villa_Wolves_2003,16,16,2003-12-14,2003,21,4
159,2.0,1.85,4.2,-1.25,-1.25,1.4,6.0,8.5,4.33,2.05,8.5,7.5,4.2,8.35,1.364,7.5,1.85,4.333,1.3330000000000002,1.95,1.95,4.0,1.35,8.0,4.33,1.3,1.75,-1.25,2.1,3.9,1.36,1.75,1.8,1.33,Arsenal_Blackburn_2003,16,16,2003-12-14,2003,31,33
160,1.9,1.95,3.25,-0.5,-0.5,1.75,4.0,4.2,3.2,1.75,3.75,4.0,3.25,3.9,1.909,3.6,1.95,3.3,1.8,1.9,1.85,3.2,1.87,4.0,3.25,1.72,2.05,-0.5,1.95,3.2,1.83,1.85,1.95,1.9,Blackburn_Aston Villa_2003,17,17,2003-12-20,2003,33,21
161,2.0,1.9,3.5,0.75,0.75,4.2,1.7,1.57,3.4,1.95,1.62,1.6669999999999998,3.5,1.7,5.0,1.66,1.85,3.6,4.333,1.95,1.9,3.4,4.5,1.6669999999999998,3.4,5.0,1.85,0.75,1.975,3.2,5.0,1.79,1.925,4.5,Bolton_Arsenal_2003,17,17,2003-12-20,2003,23,31
162,1.85,1.75,3.2,0.25,0.0,2.6,2.4,2.25,3.2,1.9,2.38,2.375,3.25,2.4,2.875,2.4,2.0,3.3,2.4,2.1,1.9,3.25,2.7,2.5,3.2,2.75,1.9,0.0,2.05,3.0,2.62,1.79,1.85,2.6,Charlton_Newcastle_2003,17,17,2003-12-20,2003,29,9
163,2.0,1.8,3.1,-0.75,-0.75,1.75,4.2,4.0,3.25,1.75,4.33,4.0,3.35,4.35,1.8,4.33,1.85,3.4,1.7269999999999999,2.05,1.85,3.2,1.75,4.333,3.25,1.8,2.05,-0.75,2.1,3.1,1.73,1.85,1.8,1.72,Everton_Leicester_2003,17,17,2003-12-20,2003,8,27
164,2.05,1.8,3.3,0.5,0.5,3.6,1.85,1.66,3.25,1.85,1.73,1.8,3.3,1.78,4.5,1.72,1.8,3.4,3.75,2.05,2.0,3.25,4.3,1.8,3.25,4.5,1.95,0.5,2.05,3.1,4.33,1.71,1.85,4.33,Fulham_Chelsea_2003,17,17,2003-12-20,2003,16,30
165,2.0,1.85,3.2,-0.75,-0.75,1.75,4.2,4.33,3.25,1.7,4.75,5.0,3.35,4.35,1.7269999999999999,4.0,1.85,3.4,1.6669999999999998,2.0,1.71,3.25,1.75,4.5,3.4,1.72,2.1,-0.75,2.075,3.1,1.73,2.0,1.825,1.8,Southampton_Portsmouth_2003,17,17,2003-12-21,2003,12,28
166,2.0,1.85,3.3,0.75,0.75,4.4,1.65,1.61,3.4,2.0,1.62,1.615,3.4,1.7,5.5,1.66,1.85,3.6,4.5,2.0,2.1,3.5,4.65,1.615,3.6,5.0,1.8,0.75,2.025,3.3,5.5,1.63,1.875,4.5,Tottenham_Man United_2003,17,17,2003-12-21,2003,6,13
167,2.05,1.85,3.4,-0.5,-0.5,2.0,3.2,3.25,3.25,1.9,3.75,4.0,3.3,3.75,1.909,3.25,1.8,3.3,2.0,2.0,1.95,3.4,1.9,3.0,3.4,1.9,1.9,-0.5,2.075,3.1,1.91,1.75,1.825,2.0,Man City_Leeds_2003,17,17,2003-12-22,2003,3,2
168,1.85,2.0,3.1,0.0,0.0,2.4,2.6,2.62,3.2,1.8,2.5,2.7,3.25,2.65,2.5,2.6,2.0,3.25,2.4,1.85,1.85,3.25,2.45,2.5,3.2,2.37,2.0,0.0,1.95,3.0,2.5,1.87,1.95,2.4,Portsmouth_Tottenham_2003,18,18,2003-12-26,2003,28,6
169,1.85,2.0,5.0,-1.5,-1.5,1.22,9.5,11.0,5.0,2.05,10.0,10.0,5.25,10.0,1.25,10.0,2.0,5.5,1.222,1.85,2.25,5.0,1.25,10.0,5.5,1.2,1.75,-1.5,1.85,4.8,1.25,1.61,2.05,1.22,Man United_Everton_2003,18,18,2003-12-26,2003,13,8
170,1.95,1.9,3.3,-0.75,-0.75,1.6,4.6,5.0,3.4,1.9,4.5,5.0,3.45,5.2,1.6669999999999998,5.0,1.9,3.6,1.6669999999999998,1.95,1.95,3.25,1.65,4.5,3.4,1.61,1.9,-0.75,2.0,3.4,1.67,1.82,1.9,1.61,Liverpool_Bolton_2003,17,18,2003-12-26,2003,10,23
171,1.75,2.05,3.2,0.5,0.5,3.2,2.0,2.0,3.25,1.9,2.0,2.1,3.3,2.0,3.25,2.0,2.1,3.4,3.2,1.8,1.85,3.2,3.4,2.0,3.25,3.2,1.9,0.25,2.075,3.1,3.25,1.87,1.825,3.25,Leicester_Newcastle_2003,18,18,2003-12-26,2003,27,9
172,1.9,1.85,3.2,-0.25,-0.25,2.1,3.1,2.75,3.2,1.8,2.88,3.0,3.25,2.9,2.3,2.87,1.95,3.25,2.2,2.0,1.85,3.25,2.25,2.75,3.2,2.25,2.0,-0.25,2.05,3.0,2.2,1.88,1.85,2.2,Leeds_Aston Villa_2003,18,18,2003-12-26,2003,2,21
173,1.75,2.1,6.0,-1.75,-1.75,1.2,10.0,15.0,6.0,2.25,15.0,15.0,6.0,16.0,1.167,15.0,2.1,6.5,1.167,1.75,2.36,5.5,1.15,12.0,6.0,1.12,1.61,-1.75,1.775,5.0,1.14,1.55,2.125,1.14,Arsenal_Wolves_2003,18,17,2003-12-26,2003,31,4
174,1.9,2.0,3.3,0.75,0.75,4.0,1.75,1.61,3.4,1.8,1.67,1.6669999999999998,3.4,1.67,5.5,1.61,1.95,3.4,4.5,1.85,1.87,3.25,4.95,1.6669999999999998,3.6,5.0,2.0,0.75,1.85,3.2,5.0,1.84,2.05,5.0,Charlton_Chelsea_2003,18,18,2003-12-26,2003,29,30
175,1.85,2.0,3.1,-0.25,-0.25,2.1,3.0,3.1,3.2,1.75,2.88,3.1,3.2,3.0,2.25,2.87,2.0,3.25,2.1,1.85,1.71,3.2,2.25,3.0,3.2,2.1,2.05,-0.25,1.85,3.1,2.2,2.01,2.05,2.2,Blackburn_Middlesbrough_2003,18,17,2003-12-26,2003,33,25
176,2.0,1.85,3.3,-0.25,-0.25,2.2,2.9,2.87,3.25,1.7,3.0,3.1,3.3,2.95,2.25,3.0,1.85,3.25,2.1,2.0,1.79,3.2,2.2,3.0,3.25,2.1,2.1,-0.25,2.1,3.0,2.1,1.93,1.8,2.1,Birmingham_Man City_2003,17,18,2003-12-26,2003,19,3
177,1.9,1.9,3.1,-0.25,-0.25,2.0,3.2,3.1,3.25,1.75,3.0,3.2,3.2,3.1,2.2,3.25,1.95,3.25,2.1,1.95,1.75,3.2,2.2,3.0,3.25,2.1,2.05,-0.25,2.0,3.1,2.1,1.96,1.9,2.0,Fulham_Southampton_2003,18,18,2003-12-26,2003,16,12
178,2.05,1.8,3.1,0.0,0.0,2.7,2.3,2.5,3.2,1.85,2.38,2.6,3.25,2.52,2.62,2.5,1.8,3.25,2.6,2.05,1.85,3.2,2.52,2.38,3.2,2.5,1.95,0.0,2.0,3.0,2.62,1.87,1.9,2.5,Wolves_Leeds_2003,18,19,2003-12-28,2003,4,2
179,1.95,1.9,3.2,-0.25,-0.25,2.3,2.7,2.75,3.2,1.85,2.75,3.0,3.25,3.0,2.3,2.88,1.9,3.25,2.2,1.95,1.85,3.2,2.2,2.8,3.2,2.25,1.95,-0.25,2.1,3.0,2.25,1.86,1.8,2.2,Tottenham_Charlton_2003,19,19,2003-12-28,2003,6,29
180,1.9,1.9,3.3,-0.75,-0.75,1.6,4.6,5.0,3.4,1.9,5.0,5.5,3.4,5.0,1.61,5.0,1.95,3.6,1.57,1.95,1.9,3.5,1.65,5.0,3.6,1.61,1.9,-0.75,1.975,3.4,1.67,1.81,1.925,1.62,Newcastle_Blackburn_2003,19,19,2003-12-28,2003,9,33
181,1.9,1.75,3.2,0.25,0.0,2.9,2.2,2.2,3.2,1.8,2.25,2.37,3.2,2.4,2.87,2.38,1.95,3.25,2.6,2.1,1.85,3.2,2.7,2.38,3.2,2.8,2.0,0.25,1.775,3.0,2.75,1.87,2.125,2.62,Man City_Liverpool_2003,19,18,2003-12-28,2003,3,10
182,1.95,1.9,3.3,0.75,0.75,4.4,1.65,1.61,3.4,1.85,1.67,1.66,3.3,1.65,5.0,1.62,1.9,3.6,4.5,1.95,1.85,3.25,5.25,1.67,3.4,5.0,1.95,0.75,1.9,3.3,5.5,1.88,2.0,5.0,Middlesbrough_Man United_2003,18,19,2003-12-28,2003,25,13
183,1.9,2.15,4.5,-1.75,-1.5,1.22,9.5,8.0,5.0,2.05,10.0,11.0,5.0,10.0,1.25,10.0,1.95,5.5,1.22,1.72,2.12,5.0,1.25,10.0,5.0,1.28,1.75,-1.75,2.075,4.8,1.22,1.65,1.825,1.22,Chelsea_Portsmouth_2003,19,19,2003-12-28,2003,30,28
184,1.8,1.75,3.2,-0.5,-0.75,1.8,3.8,4.33,3.25,1.8,5.0,4.5,3.3,4.5,1.8,4.33,2.05,3.4,1.73,2.1,1.79,3.2,1.75,4.33,3.2,1.72,2.0,-0.5,1.9,3.1,1.67,1.9,2.0,1.73,Bolton_Leicester_2003,19,19,2003-12-28,2003,23,27
185,1.95,1.9,3.1,-0.25,-0.25,2.1,3.1,2.87,3.1,1.8,2.88,3.2,3.2,3.05,2.2,3.0,1.9,3.25,2.0,1.95,1.79,3.2,2.2,3.2,3.25,2.2,2.0,-0.25,2.05,3.0,2.2,1.91,1.85,2.2,Aston Villa_Fulham_2003,19,19,2003-12-28,2003,21,16
186,2.0,1.75,3.2,-0.5,-0.5,1.9,3.5,3.0,3.25,1.7,3.25,3.4,3.25,3.2,2.1,3.25,1.85,3.25,1.83,2.05,1.85,3.2,2.1,3.75,3.25,2.1,2.1,-0.25,1.85,3.1,2.0,1.86,2.05,2.0,Everton_Birmingham_2003,19,18,2003-12-28,2003,8,19
187,1.9,2.0,3.3,0.75,0.75,4.0,1.75,1.66,3.25,1.9,1.73,1.72,3.35,1.72,4.5,1.73,1.95,3.6,4.33,1.85,1.8,3.2,4.7,1.73,3.4,4.5,1.9,0.75,1.9,3.2,4.75,1.91,2.0,4.33,Southampton_Arsenal_2003,19,19,2003-12-29,2003,12,31
188,1.85,2.05,3.3,-0.75,-0.75,1.7,4.2,4.5,3.4,1.75,5.5,5.5,3.3,4.85,1.66,5.0,2.0,3.4,1.57,1.8,1.79,3.25,1.7,5.5,3.6,1.66,2.05,-0.75,1.9,3.2,1.62,1.9,2.0,1.62,Aston Villa_Portsmouth_2003,20,20,2004-01-06,2003,21,28
189,1.95,1.9,3.3,-0.75,-0.75,1.7,4.2,4.5,3.25,1.8,4.5,4.5,3.3,4.85,1.8,4.33,1.9,3.4,1.73,1.95,1.75,3.2,1.7,4.33,3.4,1.66,2.0,-0.75,2.075,3.2,1.67,1.95,1.825,1.73,Southampton_Leicester_2003,20,20,2004-01-07,2003,12,27
190,1.85,1.85,3.1,0.25,0.0,2.6,2.3,2.37,3.2,1.95,2.38,2.4,3.25,2.42,2.87,2.38,2.0,3.25,2.5,2.0,1.9,3.25,2.65,2.4,3.2,2.62,1.85,0.25,1.8,3.1,2.62,1.79,2.1,2.62,Wolves_Blackburn_2003,19,20,2004-01-07,2003,4,33
191,1.8,2.0,3.2,-0.25,-0.25,2.0,3.2,3.0,3.25,1.8,2.75,3.2,3.25,3.0,2.2,3.0,2.05,3.25,2.2,1.85,1.85,3.2,2.2,2.8,3.25,2.1,2.0,-0.25,1.9,3.1,2.25,1.85,2.0,2.1,Tottenham_Birmingham_2003,20,19,2004-01-07,2003,6,19
192,1.85,1.85,3.4,-1.0,-1.0,1.55,4.8,6.0,3.4,2.0,6.5,7.0,3.5,6.0,1.53,6.0,2.0,3.6,1.5,2.0,2.0,3.4,1.55,6.0,3.75,1.5,1.8,-1.0,2.0,3.5,1.44,1.71,1.9,1.53,Newcastle_Leeds_2003,20,20,2004-01-07,2003,9,2
193,1.85,1.75,3.4,1.0,0.75,4.6,1.6,1.53,3.5,1.9,1.5,1.57,3.5,1.57,6.5,1.53,2.0,3.5,5.5,2.1,1.9,3.5,5.6,1.53,3.5,5.5,1.9,1.0,1.775,3.4,6.0,1.75,2.125,5.5,Bolton_Man United_2003,20,20,2004-01-07,2003,23,13
194,1.95,1.85,3.2,-0.25,-0.25,2.2,2.9,2.62,3.25,1.9,2.75,3.0,3.25,2.9,2.3,2.75,1.9,3.25,2.25,2.0,1.85,3.2,2.25,2.75,3.25,2.3,1.9,-0.25,2.05,3.0,2.25,1.85,1.85,2.25,Man City_Charlton_2003,20,20,2004-01-07,2003,3,29
195,2.0,1.9,3.4,0.75,0.75,4.4,1.65,1.53,3.4,1.9,1.57,1.66,3.45,1.65,5.5,1.67,1.85,3.4,5.0,1.95,1.85,3.25,5.0,1.62,3.6,5.5,1.9,0.75,2.0,3.3,5.0,1.85,1.9,4.5,Everton_Arsenal_2003,20,20,2004-01-07,2003,8,31
196,1.8,2.1,3.3,-0.5,-0.5,1.7,4.2,4.5,3.25,1.75,4.75,4.5,3.3,4.5,1.8,4.2,2.05,3.4,1.73,1.75,1.85,3.4,1.75,4.0,3.4,1.66,2.05,-0.5,1.875,3.2,1.73,1.85,2.025,1.75,Chelsea_Liverpool_2003,20,19,2004-01-07,2003,30,10
197,1.85,2.0,3.0,-0.25,-0.25,2.2,2.9,3.0,3.1,1.7,3.2,3.2,3.25,3.0,2.2,3.0,2.0,3.25,2.2,1.85,1.75,3.0,2.2,3.0,3.1,2.2,2.1,-0.25,1.875,3.0,2.1,1.95,2.025,2.2,Middlesbrough_Fulham_2003,19,20,2004-01-07,2003,25,16
198,1.85,2.0,3.2,0.0,0.0,2.3,2.7,2.62,3.2,1.8,2.75,2.7,3.25,2.7,2.5,2.7,2.0,3.25,2.2,1.85,1.85,3.25,2.4,2.75,3.25,2.3,2.0,0.0,1.9,3.0,2.25,1.85,2.0,2.3,Portsmouth_Man City_2003,21,21,2004-01-10,2003,28,3
199,1.9,1.95,3.2,0.0,0.0,2.2,2.9,2.3,3.2,1.8,2.62,2.7,3.2,2.85,2.5,2.8,1.95,3.25,2.1,1.9,1.85,3.2,2.3,3.0,3.2,2.62,2.0,0.0,1.825,3.0,2.38,1.85,2.075,2.25,Leeds_Tottenham_2003,21,21,2004-01-10,2003,2,6
200,2.1,1.8,3.2,-0.5,-0.5,1.85,3.6,3.5,3.25,1.75,3.25,3.4,3.25,3.4,2.1,3.5,1.75,3.25,1.8,2.05,1.85,3.25,2.05,3.75,3.25,1.9,2.05,-0.5,2.1,3.1,2.0,1.85,1.8,1.91,Fulham_Everton_2003,21,21,2004-01-10,2003,16,8
201,1.9,1.95,3.4,-0.75,-0.75,1.65,4.4,5.5,3.4,1.8,5.0,5.5,3.4,5.25,1.66,5.0,1.95,3.4,1.62,1.9,1.85,3.25,1.65,5.0,3.4,1.53,2.0,-0.75,1.875,3.3,1.62,1.85,2.025,1.62,Liverpool_Aston Villa_2003,20,21,2004-01-10,2003,10,21
202,1.8,2.05,3.1,-0.25,-0.25,2.0,3.3,3.3,3.25,1.8,3.25,3.4,3.1,3.5,2.1,3.25,2.05,3.25,1.91,1.8,1.85,3.25,2.05,3.4,3.25,2.0,2.0,-0.25,1.875,3.0,2.0,1.85,2.025,2.0,Blackburn_Bolton_2003,21,21,2004-01-10,2003,33,23
203,2.05,1.77,3.0,-0.25,-0.25,2.2,2.9,3.0,3.2,1.66,3.1,3.4,3.2,3.05,2.1,3.1,1.8,3.25,2.1,2.08,1.7,3.2,2.2,3.0,3.2,2.2,2.15,-0.25,2.0,3.0,2.1,2.0,1.9,2.1,Birmingham_Southampton_2003,20,21,2004-01-10,2003,19,12
204,2.05,1.8,4.5,-1.5,-1.5,1.25,9.0,10.0,5.0,1.95,10.0,10.0,5.0,10.0,1.28,9.0,1.8,5.0,1.22,2.05,2.0,5.0,1.27,10.0,5.0,1.25,1.85,-1.5,2.05,4.5,1.22,1.71,1.85,1.25,Arsenal_Middlesbrough_2003,21,20,2004-01-10,2003,31,25
205,1.75,2.1,3.4,-0.75,-0.75,1.6,4.6,6.0,3.5,2.0,6.0,6.5,3.5,6.0,1.57,5.5,2.1,3.5,1.53,1.75,1.85,3.5,1.57,5.5,3.5,1.5,1.8,-0.75,1.85,3.4,1.5,1.85,2.05,1.53,Charlton_Wolves_2003,21,20,2004-01-10,2003,29,4
206,,1.85,3.4,,0.75,4.4,1.65,1.53,3.5,1.85,1.57,1.61,3.5,1.55,6.0,1.53,,3.5,5.0,2.0,1.85,3.5,6.0,1.57,3.75,5.5,1.95,0.75,2.025,3.3,5.5,1.85,1.875,5.5,Leicester_Chelsea_2003,21,21,2004-01-11,2003,27,30
207,1.8,2.1,3.6,-1.0,-1.0,1.4,6.0,6.5,3.75,2.0,7.5,7.5,3.75,7.0,1.44,7.5,2.05,4.0,1.36,1.75,1.95,3.75,1.47,8.0,4.0,1.44,1.8,-1.0,1.8,3.9,1.44,1.75,2.1,1.4,Man United_Newcastle_2003,21,21,2004-01-11,2003,13,9
208,2.1,1.85,4.33,1.25,1.25,6.0,1.4,1.3,4.0,2.05,1.33,1.36,4.35,1.35,8.5,1.36,1.75,4.5,8.0,2.0,2.05,3.75,8.0,1.36,4.5,8.0,1.75,1.25,2.075,3.9,9.0,1.65,1.825,7.5,Wolves_Man United_2003,21,22,2004-01-17,2003,4,13
209,1.85,1.95,3.3,-0.5,-0.5,1.8,3.8,3.75,3.3,1.75,4.33,4.5,3.2,4.35,1.83,3.75,2.0,3.25,1.67,1.9,1.9,3.25,1.8,4.5,3.25,1.8,2.05,-0.5,1.9,3.1,1.73,1.79,2.0,1.83,Bolton_Portsmouth_2003,22,22,2004-01-17,2003,23,28
210,1.85,2.0,3.2,-0.25,-0.25,2.1,3.1,2.75,3.2,1.7,2.88,3.1,3.25,3.0,2.25,2.88,2.0,3.25,2.1,1.85,1.85,3.2,2.2,3.0,3.2,2.25,2.1,-0.25,1.925,3.0,2.2,1.85,1.975,2.2,Everton_Charlton_2003,22,22,2004-01-17,2003,8,29
211,1.8,2.0,3.2,-0.25,-0.25,2.1,3.1,2.8,3.2,1.95,3.0,3.4,3.2,3.2,2.1,2.88,2.05,3.25,2.1,1.85,1.9,3.2,2.1,3.0,3.25,2.2,1.85,-0.25,1.85,3.0,2.1,1.75,2.05,2.2,Man City_Blackburn_2003,22,22,2004-01-17,2003,3,33
212,1.95,2.05,3.2,-0.75,-0.5,1.8,3.8,4.33,3.25,1.66,4.5,5.0,3.2,4.35,1.72,4.0,1.9,3.3,1.67,1.8,1.85,3.25,1.8,4.5,3.4,1.72,2.15,-0.75,2.05,3.1,1.67,1.85,1.85,1.8,Middlesbrough_Leicester_2003,21,22,2004-01-17,2003,25,27
213,2.15,2.05,3.5,-1.0,-0.75,1.7,4.2,5.0,3.4,1.75,5.0,5.0,3.4,5.1,1.72,4.5,1.7,3.3,1.62,1.8,1.75,3.5,1.65,4.5,3.5,1.57,2.05,-1.0,2.125,3.2,1.57,1.95,1.775,1.67,Southampton_Leeds_2003,22,22,2004-01-17,2003,12,2
214,1.85,2.0,3.1,0.25,0.25,2.8,2.2,2.25,3.2,1.85,2.3,2.37,3.2,2.3,2.87,2.3,2.0,3.25,2.6,1.85,1.8,3.2,2.85,2.38,3.2,2.8,1.95,0.25,1.85,3.1,2.75,1.9,2.05,2.75,Tottenham_Liverpool_2003,22,21,2004-01-17,2003,6,10
215,1.95,1.95,4.33,-1.5,-1.5,1.3,8.0,8.0,4.33,1.95,11.0,12.0,4.5,9.4,1.3,8.5,1.9,4.5,1.3,1.9,2.0,4.33,1.3,8.0,4.75,1.3,1.85,-1.5,1.975,4.2,1.29,1.71,1.925,1.3,Chelsea_Birmingham_2003,22,21,2004-01-18,2003,30,19
216,1.9,2.0,3.3,0.75,0.75,3.8,1.8,1.66,3.25,1.8,1.67,1.66,3.25,1.7,5.5,1.73,1.95,3.4,4.5,1.85,1.75,3.25,5.0,1.67,3.6,4.5,2.0,0.75,1.95,3.1,5.0,1.95,1.95,4.33,Aston Villa_Arsenal_2003,22,22,2004-01-18,2003,21,31
217,1.8,2.0,3.5,-0.75,-0.75,1.65,4.4,5.0,3.4,1.95,6.0,5.5,3.45,5.4,1.66,5.0,2.05,3.4,1.62,1.85,1.95,3.5,1.62,4.5,3.6,1.57,1.85,-0.75,1.875,3.3,1.57,1.75,2.025,1.62,Newcastle_Fulham_2003,22,22,2004-01-19,2003,9,16
218,2.05,1.8,3.1,0.5,0.5,3.6,1.85,1.8,3.25,1.9,1.73,1.8,3.25,1.8,4.5,1.8,1.8,3.4,4.0,2.05,1.79,3.2,4.3,1.8,3.25,4.0,1.9,0.5,2.075,3.1,4.5,1.9,1.825,4.0,Wolves_Liverpool_2003,22,22,2004-01-21,2003,4,10
219,1.9,2.0,5.0,-1.5,-1.5,1.25,9.0,9.5,4.75,2.05,11.0,10.0,5.0,10.0,1.25,10.0,1.95,5.5,1.25,1.85,2.0,4.5,1.26,10.0,5.0,1.22,1.75,-1.5,1.875,4.5,1.27,1.71,2.025,1.25,Man United_Southampton_2003,23,23,2004-01-31,2003,13,12
220,1.95,1.85,3.3,-0.75,-0.75,1.75,4.0,5.5,3.4,1.85,5.0,5.0,3.35,4.75,1.7269999999999999,4.5,1.9,3.4,1.7269999999999999,2.0,1.9,3.2,1.72,4.333,3.4,1.57,1.95,-0.75,1.95,3.2,1.62,1.79,1.95,1.66,Liverpool_Everton_2003,23,23,2004-01-31,2003,10,8
221,1.85,2.05,3.1,0.0,0.0,2.3,2.9,2.75,3.1,1.75,2.62,2.7,3.2,2.65,2.5,2.7,2.0,3.25,2.4,1.8,1.85,3.25,2.45,2.5,3.2,2.3,2.05,0.0,1.8,2.8,2.38,1.85,2.1,2.37,Leicester_Aston Villa_2003,23,23,2004-01-31,2003,27,21
222,1.95,1.95,3.3,-0.5,-0.5,1.85,3.6,3.6,3.3,1.9,3.6,4.0,3.3,3.75,1.909,3.75,1.9,3.25,1.7269999999999999,1.9,1.85,3.4,1.9,4.0,3.25,1.83,1.9,-0.5,2.0,3.1,1.91,1.85,1.9,1.83,Portsmouth_Wolves_2003,23,23,2004-01-31,2003,28,4
223,2.0,1.8,3.2,-0.25,-0.25,2.1,3.1,2.75,3.2,1.8,2.75,2.875,3.25,2.85,2.375,2.87,1.85,3.25,2.2,2.05,1.9,3.2,2.3,2.8,3.25,2.25,2.0,-0.25,2.0,3.0,2.25,1.79,1.9,2.2,Fulham_Tottenham_2003,23,23,2004-01-31,2003,16,6
224,1.95,2.0,3.25,-0.5,-0.5,1.85,3.6,4.2,3.25,1.85,4.0,4.5,3.3,4.0,1.8,4.0,1.9,3.3,1.7269999999999999,1.85,1.85,3.2,1.85,4.333,3.25,1.72,1.95,-0.5,1.975,3.1,1.8,1.85,1.925,1.8,Charlton_Bolton_2003,23,23,2004-01-31,2003,29,23
225,1.8,1.77,3.1,0.25,0.0,2.7,2.4,2.5,3.1,1.75,2.25,2.5,3.2,2.5,2.7,2.37,2.05,3.25,2.6,2.08,1.79,3.2,2.6,2.375,3.25,2.5,2.05,0.0,2.1,2.9,2.75,1.9,1.8,2.7,Birmingham_Newcastle_2003,22,23,2004-01-31,2003,19,9
226,1.95,1.95,3.2,0.0,0.0,2.4,2.4,2.25,3.2,1.75,2.5,2.7,3.2,2.65,2.5,2.5,1.9,3.25,2.5,1.9,1.85,3.25,2.45,2.4,3.2,2.75,2.05,0.0,2.0,3.2,2.5,1.85,1.9,2.5,Leeds_Middlesbrough_2003,23,22,2004-01-31,2003,2,25
227,1.9,1.9,4.5,-1.5,-1.5,1.22,9.5,10.0,4.75,2.1,10.0,10.0,5.0,10.0,1.25,10.0,1.95,5.5,1.2,1.95,2.05,5.0,1.26,11.0,5.5,1.25,1.7,-1.5,2.0,4.8,1.25,1.65,1.9,1.25,Arsenal_Man City_2003,23,23,2004-02-01,2003,31,3
228,2.05,1.8,3.3,0.5,0.5,3.8,1.8,1.66,3.25,1.9,1.8,1.8,3.25,1.8,4.5,1.72,1.8,3.3,4.5,2.05,2.0,3.25,4.25,1.6669999999999998,3.4,4.5,1.9,0.5,2.05,3.1,4.33,1.71,1.85,4.33,Blackburn_Chelsea_2003,23,23,2004-02-01,2003,33,30
229,1.9,1.7,3.5,-0.75,-1.0,1.7,4.2,5.0,3.4,1.85,5.0,5.5,3.4,5.0,1.6669999999999998,5.0,1.95,3.4,1.615,2.1,1.9,3.5,1.65,4.5,3.4,1.57,1.95,-0.75,1.95,3.2,1.62,1.79,1.95,1.61,Tottenham_Portsmouth_2003,24,24,2004-02-07,2003,6,28
230,2.0,1.55,3.75,-1.0,-1.25,1.55,4.8,6.0,3.6,1.95,6.0,6.0,3.4,5.5,1.615,5.5,1.85,3.4,1.5,2.3,1.95,3.4,1.6,6.0,3.5,1.44,1.85,-0.75,1.85,3.5,1.5,1.75,2.05,1.53,Aston Villa_Leeds_2003,24,24,2004-02-07,2003,21,2
