,LBAHH,GBAHA,WHD,LBAH,GBAH,IWH,IWA,WHA,SBD,B365<2.5,SOA,B365A,GBD,GBA,B365H,SBA,LBAHA,B365D,LBH,GBAHH,GB<2.5,LBD,GBH,LBA,SOD,WHH,B365>2.5,B365AH,B365AHH,IWD,SOH,GB>2.5,B365AHA,SBH,idGame,nWeekHome,nWeekAway,Date,year,IdHomeTeam,IdAwayTeam
71,1.8,1.95,3.4,-0.5,-0.5,1.7,4.2,4.0,3.25,1.85,3.75,4.33,3.45,3.65,1.72,4.33,2.05,3.5,1.6669999999999998,1.87,1.9,3.25,1.87,4.5,3.4,1.72,1.95,-0.5,1.825,3.2,1.8,1.79,2.075,1.72,Newcastle_Southampton_2003,7,8,2003-10-04,2003,9,12
72,2.0,1.9,3.4,0.0,0.0,2.3,2.6,2.25,3.2,1.9,2.38,2.5,3.25,2.6,2.5,2.62,1.85,3.3,2.4,1.9,1.9,3.25,2.5,2.5,3.2,2.6,1.9,0.0,1.975,3.1,2.63,1.79,1.925,2.37,Leeds_Blackburn_2003,8,8,2003-10-04,2003,2,33
73,1.9,1.95,3.1,0.0,0.0,2.4,2.6,2.4,3.2,1.9,2.6,2.5,3.25,2.65,2.5,2.6,1.95,3.3,2.6,1.87,1.85,3.2,2.45,2.375,3.4,2.6,1.9,0.0,1.9,3.0,2.5,1.85,2.0,2.4,Liverpool_Arsenal_2003,8,8,2003-10-04,2003,10,31
74,1.85,1.9,3.3,-0.75,-0.75,1.65,4.4,4.5,3.4,2.0,5.0,5.0,3.5,4.5,1.61,4.5,2.0,3.6,1.615,1.9,1.85,3.5,1.71,4.5,3.4,1.66,1.8,-0.75,1.9,3.3,1.62,1.85,2.0,1.66,Fulham_Leicester_2003,7,8,2003-10-04,2003,16,27
75,1.95,1.9,4.5,-1.5,-1.5,1.35,7.0,8.0,4.5,2.05,8.5,9.5,4.5,9.0,1.3,9.0,1.9,4.5,1.3330000000000002,1.9,2.1,3.75,1.31,9.0,4.5,1.28,1.75,-1.5,1.975,4.0,1.29,1.65,1.925,1.28,Man United_Birmingham_2003,8,7,2003-10-04,2003,13,19
76,1.8,2.0,3.2,-0.5,-0.5,1.75,4.0,4.33,3.25,1.75,4.5,4.0,3.4,4.1,1.8,4.33,2.05,3.4,1.7269999999999999,1.8,1.75,3.2,1.8,4.333,3.6,1.72,2.05,-0.5,1.9,3.2,1.73,1.95,2.0,1.72,Aston Villa_Bolton_2003,8,8,2003-10-05,2003,21,23
77,2.05,1.8,3.3,0.5,0.5,4.0,1.75,1.66,3.4,1.9,1.73,1.72,3.33,1.8,4.33,1.72,1.8,3.5,4.5,2.0,1.95,3.25,4.25,1.6669999999999998,3.4,4.5,1.9,0.75,1.8,3.2,4.75,1.75,2.1,4.2,Middlesbrough_Chelsea_2003,8,7,2003-10-05,2003,25,30
78,2.1,1.82,3.25,0.5,0.5,3.8,1.8,1.72,3.25,1.85,1.8,1.72,3.4,1.8,4.33,1.8,1.75,3.5,4.0,2.0,1.92,3.4,4.2,1.7269999999999999,3.25,4.2,1.95,0.5,2.05,3.1,4.0,1.81,1.85,4.0,Birmingham_Chelsea_2003,8,8,2003-10-14,2003,19,30
79,1.9,1.95,3.2,0.5,0.5,3.4,1.9,1.83,3.25,1.9,1.91,1.83,3.3,1.95,4.0,1.9,1.95,3.25,3.75,1.85,1.79,3.25,3.6,1.8,3.25,3.75,1.9,0.5,1.9,3.2,3.5,1.9,2.0,3.5,Portsmouth_Liverpool_2003,9,9,2003-10-18,2003,28,10
80,1.95,1.8,3.1,0.0,0.0,2.4,2.4,2.4,3.2,1.85,2.5,2.5,3.25,2.55,2.5,2.5,1.9,3.3,2.5,2.0,1.85,3.25,2.55,2.4,3.2,2.6,1.95,0.0,1.95,3.2,2.5,1.85,1.95,2.5,Middlesbrough_Newcastle_2003,9,8,2003-10-18,2003,25,9
81,1.95,1.9,3.3,-0.75,-0.75,1.8,3.8,4.5,3.25,1.95,4.5,5.0,3.4,4.95,1.66,4.5,1.9,3.4,1.6669999999999998,1.9,1.95,3.25,1.65,4.5,3.25,1.66,1.85,-0.75,1.9,3.1,1.7,1.75,2.0,1.7,Man City_Bolton_2003,9,9,2003-10-18,2003,3,23
82,2.1,1.8,3.3,0.75,0.75,4.4,1.65,1.57,3.4,2.0,1.53,1.61,3.5,1.66,5.0,1.61,1.75,3.6,4.5,2.03,2.0,3.25,4.75,1.6669999999999998,3.5,5.5,1.8,0.75,2.1,3.3,5.5,1.71,1.8,5.0,Leeds_Man United_2003,9,9,2003-10-18,2003,2,13
83,1.9,1.93,3.2,-0.25,-0.25,2.1,3.1,2.8,3.2,2.0,2.8,3.0,3.25,3.1,2.2,2.87,1.95,3.2,2.0,1.9,1.85,3.4,2.15,3.0,3.25,2.2,1.8,-0.25,2.025,3.0,2.2,1.85,1.875,2.2,Arsenal_Chelsea_2003,9,9,2003-10-18,2003,31,30
84,1.8,2.0,3.3,-0.75,-0.75,1.6,4.6,5.5,3.4,2.0,5.5,5.5,3.4,5.55,1.57,5.5,2.05,3.6,1.571,1.8,1.85,3.5,1.6,5.0,3.4,1.57,1.8,-0.75,1.85,3.4,1.57,1.85,2.05,1.57,Fulham_Wolves_2003,8,9,2003-10-18,2003,16,4
85,1.9,1.85,3.1,-0.25,-0.25,2.0,3.2,3.1,3.2,1.66,2.8,3.1,3.25,3.15,2.25,2.87,1.95,3.0,2.1,1.95,1.75,3.2,2.15,3.0,3.25,2.1,2.15,-0.25,1.975,3.1,2.2,1.95,1.925,2.2,Birmingham_Aston Villa_2003,9,9,2003-10-19,2003,19,21
86,2.05,1.8,3.2,-0.5,-0.5,1.85,3.5,3.2,3.25,1.9,3.5,3.4,3.3,3.5,2.0,3.5,1.8,3.25,2.1,2.0,1.85,3.2,1.95,3.0,3.4,2.0,1.9,-0.25,1.85,3.2,2.0,1.85,2.05,1.9,Everton_Southampton_2003,9,9,2003-10-19,2003,8,12
87,2.0,1.88,3.1,0.0,0.0,2.4,2.4,2.37,3.2,1.9,2.5,2.5,3.2,2.55,2.6,2.5,1.85,3.2,2.6,1.95,1.9,3.2,2.55,2.375,3.4,2.62,1.9,0.0,1.975,3.2,2.6,1.79,1.925,2.5,Leicester_Tottenham_2003,9,9,2003-10-19,2003,27,6
88,1.9,1.9,3.25,-0.5,-0.5,1.85,3.5,3.8,3.25,1.95,3.75,3.75,3.25,3.8,1.9,3.75,1.95,3.25,1.83,1.9,1.95,3.2,1.9,3.75,3.4,1.8,1.85,-0.5,1.975,3.2,1.91,1.75,1.925,1.85,Blackburn_Charlton_2003,9,9,2003-10-20,2003,33,29
89,1.85,1.9,3.2,0.0,0.0,2.4,2.4,2.3,3.2,1.9,2.38,2.6,3.2,2.5,2.5,2.4,2.0,3.2,2.38,1.9,1.85,3.2,2.6,2.6,3.2,2.62,1.9,0.0,1.875,3.2,2.62,1.85,2.025,2.6,Fulham_Newcastle_2003,9,9,2003-10-21,2003,16,9
90,1.85,1.9,3.5,-0.75,-0.75,1.55,4.8,5.0,3.4,1.95,5.5,6.0,3.5,5.5,1.53,5.5,2.0,3.6,1.571,1.9,1.9,3.25,1.6,5.5,3.4,1.57,1.85,-0.75,1.85,3.5,1.57,1.79,2.05,1.57,Newcastle_Portsmouth_2003,10,10,2003-10-25,2003,9,28
91,1.95,1.85,3.2,-0.25,-0.25,1.9,3.4,3.0,3.2,1.8,2.88,3.2,3.2,3.1,2.1,2.87,1.9,3.25,2.2,1.95,1.71,3.2,2.2,2.8,3.2,2.1,2.0,-0.25,2.0,3.2,2.2,2.0,1.9,2.2,Wolves_Leicester_2003,10,10,2003-10-25,2003,4,27
92,1.85,1.95,5.5,-1.5,-1.5,1.25,9.0,12.0,5.0,2.05,10.0,10.0,4.75,9.0,1.25,10.0,2.0,5.0,1.25,1.85,2.1,4.5,1.3,10.0,5.0,1.16,1.75,-1.5,1.9,4.5,1.22,1.65,2.0,1.22,Man United_Fulham_2003,10,10,2003-10-25,2003,13,16
93,1.85,1.9,3.2,-0.25,-0.25,1.9,3.4,3.2,3.25,1.85,3.25,3.4,3.2,3.3,2.0,3.25,2.0,3.25,1.909,1.9,1.75,3.25,2.1,3.4,3.25,2.0,1.95,-0.25,1.875,3.2,2.0,1.95,2.025,2.0,Southampton_Blackburn_2003,10,10,2003-10-25,2003,12,33
94,1.9,1.9,3.6,-1.0,-1.0,1.55,4.8,5.5,3.75,2.1,6.5,7.0,3.75,5.85,1.5,6.5,1.95,3.5,1.444,1.9,2.1,3.75,1.51,6.0,3.75,1.5,1.7,-1.0,1.9,3.5,1.44,1.65,2.0,1.44,Chelsea_Man City_2003,10,10,2003-10-25,2003,30,3
95,1.8,1.95,3.1,-0.25,-0.25,2.0,3.2,3.6,3.25,1.8,3.25,3.4,3.3,3.3,2.0,3.25,2.05,3.25,1.909,1.85,1.85,3.2,2.05,3.5,3.25,1.9,2.0,-0.25,1.85,3.1,2.0,1.85,2.05,2.0,Aston Villa_Everton_2003,10,10,2003-10-25,2003,21,8
96,1.95,1.9,3.4,-1.0,-1.0,1.55,4.8,6.0,3.5,2.0,6.5,7.0,3.75,5.85,1.5,6.0,1.9,3.5,1.5,1.9,1.9,3.4,1.51,6.0,3.75,1.5,1.8,-1.0,1.975,3.5,1.44,1.79,1.925,1.5,Liverpool_Leeds_2003,10,10,2003-10-25,2003,10,2
97,1.75,1.75,3.1,0.0,-0.25,2.2,2.9,2.62,3.2,1.7,2.63,2.7,3.15,2.8,2.4,2.62,2.1,3.2,2.375,2.05,1.75,3.2,2.4,2.6,3.3,2.37,2.1,0.0,1.8,3.0,2.5,1.95,2.1,2.37,Bolton_Birmingham_2003,10,10,2003-10-25,2003,23,19
98,1.9,1.85,3.4,0.75,0.75,4.4,1.65,1.53,3.4,2.0,1.57,1.61,3.5,1.6,5.0,1.61,1.95,3.6,5.0,1.95,2.1,3.5,5.5,1.571,3.75,5.5,1.8,0.75,1.9,3.3,5.5,1.65,2.0,5.0,Charlton_Arsenal_2003,10,10,2003-10-26,2003,29,31
99,2.05,1.85,3.3,-0.5,-0.5,1.9,3.4,3.75,3.3,1.9,4.0,4.0,3.25,3.7,1.83,3.75,1.8,3.25,1.7269999999999999,1.95,1.85,3.4,1.95,4.0,3.25,1.8,1.9,-0.5,2.1,3.2,1.91,1.85,1.8,1.83,Tottenham_Middlesbrough_2003,10,10,2003-10-26,2003,6,25
100,,,3.25,,,2.1,3.0,2.75,3.2,1.9,2.8,2.87,3.3,2.9,2.2,2.88,,3.4,2.0,2.0,1.85,3.2,2.25,3.2,3.25,2.2,1.9,,,3.1,2.2,1.85,,2.2,Southampton_Man City_2003,11,11,2003-11-01,2003,12,3
101,,,3.4,,,1.55,4.8,6.0,3.6,1.85,5.5,5.5,3.6,5.1,1.57,5.5,,3.6,1.57,1.8,1.79,3.25,1.6,5.5,3.5,1.5,1.95,,,3.5,1.53,1.9,,1.53,Newcastle_Aston Villa_2003,11,11,2003-11-01,2003,9,21
102,,,3.4,,,1.75,4.0,4.0,3.25,1.75,4.5,4.5,3.4,4.3,1.72,4.5,,3.4,1.73,1.95,1.79,3.2,1.77,4.33,3.4,1.72,2.05,,,3.2,1.67,1.9,,1.7,Middlesbrough_Wolves_2003,11,11,2003-11-01,2003,25,4
103,,,3.3,,,1.65,4.4,4.5,3.25,1.9,5.0,4.5,3.4,4.5,1.72,4.5,,3.4,1.67,2.0,1.79,3.25,1.71,4.5,3.4,1.66,1.9,,,3.3,1.62,1.9,,1.7,Tottenham_Bolton_2003,11,11,2003-11-01,2003,6,23
104,,,3.5,,,4.2,1.7,1.57,3.4,1.9,1.57,1.57,3.55,1.65,5.5,1.62,,3.6,5.0,1.95,1.95,3.25,4.75,1.62,3.5,5.0,1.9,,,3.2,5.0,1.75,,5.0,Leeds_Arsenal_2003,11,11,2003-11-01,2003,2,31
105,1.95,1.9,3.25,0.5,0.5,3.5,1.9,1.72,3.25,2.0,1.8,1.72,3.3,1.9,4.5,1.8,1.9,3.4,4.0,1.9,1.95,3.4,3.8,1.73,3.25,4.2,1.8,0.5,1.975,3.1,4.0,1.75,1.925,4.0,Everton_Chelsea_2003,11,11,2003-11-01,2003,8,30
106,,,5.5,,,1.25,9.0,9.0,5.0,2.1,10.0,10.0,5.0,9.0,1.25,10.0,,5.0,1.2,2.0,2.2,5.0,1.28,11.0,5.5,1.2,1.7,,,4.5,1.2,1.6,,1.22,Man United_Portsmouth_2003,11,11,2003-11-01,2003,13,28
107,,,3.1,,,2.7,2.3,2.25,3.1,1.95,2.38,2.37,3.2,2.4,2.7,2.38,,3.25,2.6,1.8,1.95,3.2,2.7,2.38,3.3,2.8,1.85,,,3.0,2.8,1.75,,2.7,Fulham_Liverpool_2003,11,11,2003-11-02,2003,16,10
108,,,3.1,,,2.5,2.5,2.37,3.2,1.8,2.5,2.5,3.2,2.55,2.5,2.4,,3.3,2.5,1.9,1.75,3.25,2.55,2.4,3.3,2.62,2.0,,,3.0,2.62,1.95,,2.6,Leicester_Blackburn_2003,11,11,2003-11-02,2003,27,33
109,,,3.2,,,1.85,3.6,3.5,3.25,1.75,3.75,3.75,3.25,3.7,1.9,3.75,,3.25,1.83,1.95,1.71,3.2,1.95,3.75,3.4,1.9,2.05,,,3.1,1.91,2.0,,1.85,Birmingham_Charlton_2003,11,11,2003-11-03,2003,19,29
110,2.1,2.0,3.1,0.0,0.25,2.6,2.4,2.4,3.1,1.7,2.38,2.5,3.15,2.45,2.6,2.37,1.75,3.2,2.6,1.8,1.85,3.2,2.7,2.375,3.25,2.6,2.1,0.0,2.075,3.0,2.88,1.85,1.825,2.7,Wolves_Birmingham_2003,12,12,2003-11-08,2003,4,19
111,1.85,1.95,3.3,-1.25,-1.25,1.45,5.4,7.5,3.6,2.05,8.0,8.5,3.85,7.0,1.4,7.0,2.0,3.75,1.444,1.85,2.0,3.6,1.45,6.5,4.0,1.44,1.75,-1.25,1.85,3.8,1.36,1.65,2.05,1.44,Arsenal_Tottenham_2003,12,12,2003-11-08,2003,31,6
112,1.85,1.95,3.0,-0.25,-0.25,2.1,3.1,3.0,3.1,1.66,3.25,3.4,3.2,3.45,2.0,3.4,2.0,3.25,2.1,1.85,1.71,3.0,2.05,3.2,3.25,2.2,2.15,-0.25,1.85,3.0,2.0,2.0,2.05,2.0,Aston Villa_Middlesbrough_2003,12,12,2003-11-08,2003,21,25
113,2.0,1.8,3.1,-0.25,-0.25,2.2,2.9,2.62,3.1,1.7,2.75,2.75,3.2,2.7,2.37,2.8,1.85,3.2,2.375,2.05,1.71,3.2,2.4,2.6,3.25,2.37,2.1,-0.25,2.125,3.0,2.25,2.0,1.775,2.3,Bolton_Southampton_2003,12,12,2003-11-08,2003,23,12
114,1.95,1.8,3.2,-0.25,-0.25,2.2,2.9,3.0,3.2,1.95,3.0,2.87,3.2,2.9,2.25,2.87,1.9,3.25,2.1,2.0,1.71,3.2,2.3,3.0,3.2,2.1,1.85,-0.25,2.0,3.0,2.1,2.0,1.9,2.2,Charlton_Fulham_2003,12,12,2003-11-08,2003,29,16
115,1.95,1.9,3.2,-0.5,-0.5,1.9,3.4,3.5,3.3,2.0,4.0,4.0,3.25,3.9,1.83,3.75,1.9,3.25,1.909,1.9,1.95,3.25,1.9,3.4,3.25,1.9,1.8,-0.5,1.975,3.2,1.8,1.75,1.925,1.83,Portsmouth_Leeds_2003,12,12,2003-11-08,2003,28,2
116,2.1,1.8,3.1,0.0,0.0,2.7,2.3,2.25,3.2,1.85,2.38,2.37,3.25,2.35,2.75,2.3,1.75,3.2,2.6,2.0,1.95,3.2,2.8,2.375,3.25,2.8,1.95,0.0,2.025,3.0,2.88,1.75,1.875,2.75,Liverpool_Man United_2003,12,12,2003-11-09,2003,10,13
117,1.85,2.0,3.4,-1.0,-1.0,1.5,5.0,6.0,3.6,2.1,6.5,7.0,3.8,7.0,1.44,6.0,2.0,3.8,1.444,1.8,1.95,3.6,1.45,6.5,3.75,1.5,1.7,-1.0,1.875,3.7,1.44,1.75,2.025,1.5,Man City_Leicester_2003,12,12,2003-11-09,2003,3,27
118,1.8,2.0,3.5,-0.75,-0.75,1.6,4.6,5.0,3.4,2.05,6.5,5.0,3.5,5.25,1.61,5.5,2.05,3.6,1.5,1.8,2.0,3.4,1.62,6.0,3.5,1.57,1.75,-0.75,1.825,3.4,1.57,1.71,2.075,1.57,Chelsea_Newcastle_2003,12,12,2003-11-09,2003,30,9
119,1.9,1.85,3.1,-0.25,-0.25,2.2,2.9,2.87,3.2,1.85,2.88,2.87,3.2,2.9,2.25,2.8,1.95,3.25,2.2,1.95,1.85,3.25,2.3,2.75,3.25,2.2,1.95,-0.25,2.05,3.0,2.38,1.85,1.85,2.25,Blackburn_Everton_2003,12,12,2003-11-10,2003,33,8
120,1.8,1.77,3.25,0.75,0.5,3.6,1.85,1.72,3.25,1.85,1.73,1.72,3.35,1.77,4.5,1.73,2.05,3.4,4.33,2.05,1.9,3.2,4.45,1.73,3.25,4.2,1.95,0.5,2.025,3.1,4.33,1.79,1.875,4.33,Birmingham_Arsenal_2003,13,13,2003-11-22,2003,19,31
121,1.85,1.95,3.2,-0.75,-0.75,1.7,4.2,4.33,3.25,1.9,4.5,5.0,3.3,5.0,1.66,4.75,2.0,3.4,1.73,1.85,1.75,3.2,1.7,4.33,3.4,1.72,1.9,-0.75,1.9,3.2,1.67,1.95,2.0,1.67,Everton_Wolves_2003,13,13,2003-11-22,2003,8,4
122,2.0,1.85,3.3,-0.25,-0.25,2.1,3.0,2.87,3.2,1.9,2.75,3.0,3.2,3.0,2.2,2.8,1.85,3.2,2.0,1.95,1.75,3.4,2.25,3.0,3.25,2.1,1.9,-0.25,2.025,3.1,2.25,1.95,1.875,2.25,Leeds_Bolton_2003,13,13,2003-11-22,2003,2,23
123,1.95,1.9,3.1,0.0,0.0,2.5,2.5,2.5,3.2,1.85,2.38,2.37,3.2,2.5,2.7,2.5,1.9,3.25,2.5,1.9,1.75,3.25,2.65,2.4,3.2,2.5,1.95,0.0,2.0,3.0,2.62,1.95,1.9,2.5,Leicester_Charlton_2003,13,13,2003-11-22,2003,27,29
124,1.8,2.0,5.0,-1.5,-1.5,1.25,9.0,9.5,5.0,2.1,10.0,10.0,4.75,10.0,1.25,9.0,2.05,5.0,1.22,1.8,2.25,5.0,1.28,10.0,5.5,1.22,1.7,-1.5,1.8,4.5,1.25,1.55,2.1,1.25,Man United_Blackburn_2003,13,13,2003-11-22,2003,13,33
125,1.85,2.0,3.2,0.25,0.25,2.8,2.2,2.25,3.2,1.75,2.25,2.3,3.25,2.33,2.8,2.25,2.0,3.25,2.6,1.8,1.79,3.2,2.85,2.38,3.25,2.75,2.05,0.25,1.8,3.1,2.75,1.9,2.1,2.8,Middlesbrough_Liverpool_2003,13,13,2003-11-22,2003,25,10
126,1.8,1.95,3.3,-0.5,-0.5,1.75,4.0,3.75,3.25,2.0,4.0,4.0,3.35,4.0,1.8,4.2,2.05,3.4,1.73,1.85,2.0,3.2,1.85,4.33,3.25,1.8,1.8,-0.5,1.875,3.2,1.8,1.71,2.025,1.75,Newcastle_Man City_2003,13,13,2003-11-22,2003,9,3
127,1.95,1.9,3.3,0.75,0.75,4.2,1.7,1.66,3.25,1.95,1.62,1.72,3.4,1.75,4.5,1.73,1.9,3.4,4.33,1.9,1.95,3.4,4.5,1.67,3.4,4.5,1.85,0.75,1.925,3.2,5.0,1.75,1.975,4.33,Southampton_Chelsea_2003,13,13,2003-11-22,2003,12,30
128,1.8,1.8,3.1,-0.25,-0.5,1.9,3.5,3.3,3.1,1.75,3.75,3.75,3.2,3.6,1.9,3.4,2.05,3.25,2.1,2.0,1.75,3.2,2.0,3.0,3.2,2.0,2.05,-0.5,2.1,3.1,2.0,1.95,1.8,2.0,Tottenham_Aston Villa_2003,13,13,2003-11-23,2003,6,21
129,1.95,1.85,3.3,-0.5,-0.5,1.75,4.0,3.6,3.2,1.95,4.0,4.0,3.25,3.7,1.83,3.6,1.9,3.25,1.8,1.95,1.85,3.25,1.95,3.75,3.25,1.83,1.85,-0.5,1.95,3.2,1.91,1.85,1.95,1.91,Fulham_Portsmouth_2003,13,13,2003-11-24,2003,16,28
130,2.0,1.9,3.2,0.5,0.5,3.6,1.8,1.9,3.25,1.95,1.8,1.9,3.25,1.92,3.75,1.85,1.85,3.25,3.0,1.9,1.85,3.2,3.7,2.1,3.4,3.5,1.85,0.5,2.0,3.3,4.33,1.85,1.9,3.75,Wolves_Newcastle_2003,14,14,2003-11-29,2003,4,9
131,1.9,1.95,3.1,-0.5,-0.5,1.75,3.8,4.0,3.25,1.9,4.0,4.0,3.3,3.95,1.8,4.0,1.95,3.4,1.73,1.85,1.85,3.4,1.85,4.0,3.25,1.8,1.9,-0.5,1.925,3.3,1.8,1.85,1.975,1.8,Portsmouth_Leicester_2003,14,14,2003-11-29,2003,28,27
132,1.8,1.9,3.5,-0.75,-0.75,1.65,4.4,4.5,3.4,2.0,5.5,5.5,3.5,4.85,1.61,5.0,2.05,3.4,1.53,1.9,2.0,3.5,1.65,5.5,3.4,1.61,1.8,-0.75,1.875,3.3,1.57,1.71,2.025,1.62,Charlton_Leeds_2003,14,14,2003-11-29,2003,29,2
133,1.95,1.85,3.0,-0.25,-0.25,2.2,2.9,2.87,3.2,1.66,2.88,2.87,3.2,2.9,2.25,2.88,1.9,3.25,2.25,1.95,1.75,3.0,2.27,2.88,3.2,2.25,2.15,-0.25,2.025,3.0,2.2,1.95,1.875,2.2,Aston Villa_Southampton_2003,14,14,2003-11-29,2003,21,12
134,1.9,1.9,3.2,-0.25,-0.25,2.2,2.9,2.8,3.2,1.75,2.88,3.2,3.25,3.05,2.1,2.88,1.95,3.25,2.1,1.9,1.85,3.2,2.18,3.0,3.2,2.2,2.05,-0.25,1.85,3.0,2.2,1.85,2.05,2.2,Blackburn_Tottenham_2003,14,14,2003-11-29,2003,33,6
135,2.05,1.8,3.1,-0.25,-0.25,2.2,2.9,2.8,3.2,1.66,2.8,2.87,3.2,2.85,2.25,2.8,1.8,3.25,2.2,2.0,1.71,3.2,2.3,2.8,3.25,2.25,2.15,-0.25,2.025,3.0,2.2,2.0,1.875,2.25,Bolton_Everton_2003,14,14,2003-11-29,2003,23,8
136,1.9,1.8,4.5,-1.25,-1.5,1.4,6.0,8.0,4.0,2.1,9.0,8.5,4.15,8.7,1.33,8.5,1.95,4.33,1.29,2.0,2.25,4.33,1.35,9.0,4.5,1.28,1.7,-1.25,1.85,3.9,1.33,1.55,2.05,1.33,Arsenal_Fulham_2003,14,14,2003-11-30,2003,31,16
137,1.85,2.0,2.9,0.0,0.0,2.2,2.9,2.75,3.0,1.85,2.8,2.7,3.15,2.75,2.37,2.75,2.0,3.25,2.25,1.8,1.95,3.2,2.4,2.75,3.3,2.4,1.95,0.0,1.8,3.0,2.38,1.75,2.1,2.38,Chelsea_Man United_2003,14,14,2003-11-30,2003,30,13
138,1.9,1.9,3.4,-1.0,-1.0,1.55,4.8,5.5,3.4,1.9,5.0,5.5,3.5,5.7,1.57,5.5,1.95,3.6,1.57,1.9,,3.25,1.58,5.5,3.4,1.53,1.9,-1.0,2.05,3.5,1.62,,1.85,1.57,Liverpool_Birmingham_2003,14,14,2003-11-30,2003,10,19
139,2.0,1.8,3.25,-0.5,-0.5,2.0,3.2,3.4,3.25,1.85,3.5,3.75,3.25,3.45,1.9,3.5,1.85,3.25,1.91,2.0,1.71,3.25,2.0,3.4,3.25,1.9,1.95,-0.5,2.1,3.1,1.91,2.0,1.8,1.91,Man City_Middlesbrough_2003,14,14,2003-11-30,2003,3,25
140,1.8,1.97,3.5,-0.75,-0.75,1.6,4.6,5.0,3.4,1.8,5.5,5.0,3.4,5.5,1.66,5.5,2.05,3.4,1.615,1.83,1.79,3.25,1.62,5.0,3.5,1.57,2.0,-0.75,1.825,3.4,1.53,1.9,2.075,1.57,Tottenham_Wolves_2003,15,15,2003-12-06,2003,6,4
141,1.8,2.0,3.2,0.0,0.0,2.2,2.8,2.75,3.2,1.8,2.88,2.75,3.2,2.9,2.25,2.8,2.05,3.4,2.2,1.8,1.85,3.2,2.25,2.8,3.25,2.25,2.0,0.0,1.775,3.1,2.38,1.87,2.125,2.25,Newcastle_Liverpool_2003,15,15,2003-12-06,2003,9,10
142,1.9,1.85,3.2,-0.75,-0.75,1.7,4.2,4.33,3.25,1.7,4.5,4.5,3.35,4.5,1.72,4.33,1.95,3.4,1.6669999999999998,1.95,1.71,3.25,1.75,4.5,3.4,1.72,2.1,-0.75,2.05,3.2,1.67,2.0,1.85,1.72,Middlesbrough_Portsmouth_2003,15,15,2003-12-06,2003,25,28
143,1.9,1.9,5.0,-1.5,-1.5,1.27,8.5,11.0,4.5,2.0,11.0,10.0,5.0,10.0,1.28,11.0,1.95,4.5,1.25,1.9,2.05,4.5,1.27,10.0,4.5,1.2,1.8,-1.5,2.0,4.3,1.25,1.65,1.9,1.25,Man United_Aston Villa_2003,15,15,2003-12-06,2003,13,21
144,1.95,1.95,3.6,1.0,1.0,4.6,1.6,1.5,3.6,2.1,1.44,1.53,3.5,1.55,6.5,1.53,1.9,3.4,6.0,1.85,1.85,3.4,6.25,1.5,3.75,5.5,1.7,1.0,1.875,3.4,6.5,1.85,2.025,5.5,Leicester_Arsenal_2003,15,15,2003-12-06,2003,27,31
145,2.0,1.85,3.3,-0.5,-0.5,1.8,3.8,3.6,3.25,1.9,3.75,4.33,3.25,3.8,1.8,3.75,1.85,3.2,1.7269999999999999,1.95,1.85,3.2,1.9,4.333,3.25,1.83,1.9,-0.5,1.975,3.1,1.83,1.9,1.925,1.85,Fulham_Bolton_2003,15,15,2003-12-06,2003,16,23
146,1.95,1.9,3.2,-0.25,-0.25,2.0,3.1,3.0,3.25,1.7,3.0,3.0,3.2,3.0,2.2,3.0,1.9,3.2,2.0,1.9,1.71,3.2,2.2,3.2,3.25,2.1,2.1,-0.25,2.0,3.2,2.1,2.0,1.9,2.1,Birmingham_Blackburn_2003,15,15,2003-12-06,2003,19,33
147,1.85,1.8,3.6,1.0,0.75,4.6,1.6,1.5,3.6,1.85,1.5,1.5,3.6,1.55,6.5,1.53,2.0,3.6,5.5,2.0,1.8,3.5,5.5,1.5330000000000001,3.5,5.5,1.95,0.75,2.1,3.4,6.0,1.95,1.8,5.5,Leeds_Chelsea_2003,15,15,2003-12-06,2003,2,30
148,1.9,1.85,3.2,-0.25,-0.25,2.2,2.8,2.75,3.2,1.8,2.9,2.7,3.15,2.82,2.3,2.8,1.95,3.4,2.1,1.95,1.9,3.2,2.32,3.0,3.4,2.25,2.0,-0.25,2.025,3.1,2.25,1.79,1.875,2.25,Everton_Man City_2003,15,15,2003-12-07,2003,8,3
149,1.95,1.9,3.2,-0.25,-0.25,2.2,2.8,2.8,3.2,1.75,3.0,2.87,3.1,3.05,2.25,2.87,1.9,3.25,2.2,1.9,1.71,3.2,2.2,2.8,3.3,2.2,2.05,-0.25,2.025,3.1,2.25,2.0,1.875,2.2,Southampton_Charlton_2003,15,15,2003-12-07,2003,12,29
150,2.0,1.85,4.5,-1.5,-1.5,1.3,8.0,10.0,4.33,2.05,9.5,10.0,4.5,10.0,1.286,8.5,1.85,4.5,1.286,1.95,2.0,4.333,1.3,9.0,4.75,1.25,1.75,-1.25,1.85,4.2,1.25,1.71,2.05,1.3,Chelsea_Bolton_2003,16,16,2003-12-13,2003,30,23
151,1.95,1.8,3.1,-0.25,-0.25,2.2,2.9,2.75,3.2,1.66,2.75,2.875,3.2,2.85,2.25,2.8,1.9,3.25,2.2,2.01,1.79,3.2,2.3,2.8,3.25,2.3,2.15,-0.25,2.05,3.0,2.25,1.9,1.85,2.25,Leicester_Birmingham_2003,16,16,2003-12-13,2003,27,19
