,SBD,B365D,SBH,LBA,BWD,GBAH,BWH,WHD,LBAHA,B365AHA,GBH,GBD,B365AH,WHA,GBA,IWH,B365H,WHH,LBH,IWA,LBD,GB>2.5,IWD,LBAHH,GB<2.5,B365A,B365AHH,SBA,B365<2.5,GBAHH,GBAHA,LBAH,BWA,B365>2.5,idGame,nWeekHome,nWeekAway,Date,year,IdHomeTeam,IdAwayTeam
155,4.5,4.5,1.3,9.0,4.5,-1.25,1.3,4.5,1.92,1.95,1.35,4.4,-1.25,8.0,9.0,1.35,1.33,1.28,1.29,7.0,4.33,1.75,4.0,1.92,1.95,9.5,1.95,9.5,1.95,1.85,1.95,-1.25,9.0,1.85,Arsenal_Birmingham_2004,16,16,2004-12-04,2004,0,2
156,3.8,4.0,1.44,7.0,3.5,-1.0,1.5,3.6,1.94,1.925,1.5,3.7,-1.0,6.5,7.0,1.4,1.44,1.44,1.4,6.0,3.75,1.9,3.9,1.98,1.79,7.5,1.975,7.0,1.75,1.9,1.9,-1.0,6.75,2.05,Chelsea_Newcastle_2004,16,16,2004-12-04,2004,11,24
157,3.2,3.2,2.38,2.6,3.2,0.0,2.4,3.1,2.04,2.075,2.4,3.15,0.0,2.75,2.9,2.3,2.37,2.3,2.38,2.7,3.2,1.95,3.0,1.8,1.75,2.9,1.825,2.75,1.7,1.8,2.0,0.0,2.7,2.1,Crystal Palace_Charlton_2004,16,16,2004-12-05,2004,12,10
158,3.2,3.25,1.83,4.0,3.2,-0.5,1.85,3.2,1.86,1.9,1.9,3.25,-0.5,3.75,4.1,1.85,1.83,1.83,1.8,3.6,3.2,1.95,3.1,1.98,1.75,4.5,2.0,4.2,1.75,1.9,1.81,-0.5,4.0,2.05,Middlesbrough_Man City_2004,16,16,2004-12-06,2004,23,21
159,3.2,3.2,2.88,2.25,3.2,0.0,2.9,3.2,1.74,1.775,2.85,3.2,0.0,2.2,2.4,2.7,2.87,2.8,2.75,2.3,3.2,1.95,3.0,2.1,1.75,2.4,2.125,2.4,1.7,2.05,1.75,0.0,2.25,2.1,Southampton_Middlesbrough_2004,17,17,2004-12-11,2004,30,23
160,3.2,3.1,2.5,2.5,3.2,0.0,2.2,3.1,2.12,2.125,2.5,3.2,0.0,2.5,2.7,2.5,2.5,2.5,2.5,2.5,3.2,1.95,3.0,1.72,1.75,2.8,1.775,2.7,1.66,1.75,2.05,0.0,3.0,2.15,West Brom_Charlton_2004,17,17,2004-12-11,2004,36,10
161,3.2,3.2,2.6,2.5,3.15,0.25,2.55,3.1,1.78,1.775,2.65,3.2,0.0,2.4,2.55,2.5,2.75,2.6,2.5,2.5,3.2,1.95,3.0,2.06,1.75,2.5,2.125,2.6,1.8,1.75,2.0,0.0,2.55,2.0,Norwich_Bolton_2004,17,17,2004-12-11,2004,25,5
162,3.25,3.25,2.1,3.0,3.2,-0.25,2.0,3.2,2.02,2.05,2.15,3.25,-0.25,2.9,3.25,2.2,2.1,2.15,2.1,2.9,3.2,2.05,3.0,1.82,1.65,3.4,1.85,3.4,1.65,1.85,1.95,-0.25,3.45,2.2,Man City_Tottenham_2004,17,17,2004-12-11,2004,21,34
163,3.2,3.2,2.5,2.75,3.15,0.0,2.55,3.1,1.88,1.9,2.6,3.0,0.0,2.5,2.75,2.5,2.6,2.5,2.38,2.5,3.0,2.0,3.0,1.96,1.71,2.62,2.0,2.7,1.65,1.9,1.9,0.0,2.55,2.2,Everton_Liverpool_2004,17,16,2004-12-11,2004,14,20
164,3.2,3.25,2.3,2.8,3.15,-0.25,2.15,3.2,1.78,1.8,2.4,3.15,-0.25,2.75,2.9,2.4,2.3,2.25,2.2,2.6,3.2,2.0,3.0,2.06,1.71,3.0,2.1,3.0,1.66,2.05,1.75,-0.25,3.15,2.15,Crystal Palace_Blackburn_2004,17,17,2004-12-11,2004,12,3
165,3.6,3.5,1.57,5.0,3.6,-1.0,1.6,3.3,1.98,2.025,1.57,3.5,-1.0,5.5,6.5,1.6,1.57,1.57,1.57,4.6,3.5,1.71,3.4,1.86,2.0,6.5,1.875,6.0,2.0,1.85,1.95,-1.0,5.0,1.8,Newcastle_Portsmouth_2004,17,16,2004-12-11,2004,24,26
166,3.1,3.1,2.5,2.62,3.15,-0.25,2.25,3.0,1.78,1.775,2.7,3.33,-0.25,2.8,3.0,2.4,2.5,2.3,2.5,2.7,2.88,1.95,2.9,2.14,1.75,2.8,2.125,2.8,1.7,1.97,1.83,-0.25,2.95,2.1,Arsenal_Chelsea_2004,17,17,2004-12-12,2004,0,11
167,3.25,3.1,1.91,4.0,3.2,-0.5,1.9,3.0,1.86,1.925,1.97,3.3,-0.5,4.0,3.75,1.9,2.0,1.83,1.8,3.5,3.2,2.05,3.1,1.98,1.65,4.0,1.975,4.0,1.61,1.97,1.76,-0.5,3.8,2.25,Aston Villa_Birmingham_2004,17,17,2004-12-12,2004,1,2
168,3.6,3.5,5.5,1.44,3.5,1.0,5.2,3.5,,1.725,5.75,3.6,0.75,1.53,1.6,4.6,6.5,5.5,6.5,1.6,3.6,1.85,3.4,,1.85,1.57,2.175,1.62,1.9,1.75,2.0,,1.6,1.9,Fulham_Man United_2004,17,17,2004-12-13,2004,15,22
169,3.75,4.0,1.5,6.5,3.7,-1.25,1.45,3.4,1.9,1.95,1.47,3.75,-1.25,6.0,7.5,1.45,1.44,1.5,1.44,5.4,3.6,1.9,3.8,1.94,1.79,7.5,1.95,7.0,1.85,2.0,1.8,-1.25,7.0,1.95,Liverpool_Portsmouth_2004,17,17,2004-12-14,2004,20,26
170,6.0,6.5,1.17,12.0,5.4,-1.75,1.2,5.5,2.0,2.05,1.2,5.5,-1.75,12.0,16.0,1.22,1.16,1.16,1.17,9.5,5.5,1.65,4.8,1.84,2.05,15.0,1.85,17.0,2.1,1.8,2.0,-1.75,12.0,1.7,Chelsea_Norwich_2004,18,18,2004-12-18,2004,11,25
171,3.3,3.4,1.73,5.0,3.25,-0.5,1.75,3.25,1.78,1.8,1.75,3.25,-0.75,4.2,5.0,1.7,1.72,1.72,1.62,4.2,3.25,1.95,3.2,2.06,1.75,5.0,2.1,5.0,1.8,1.75,1.97,-0.75,4.5,2.0,Tottenham_Southampton_2004,18,18,2004-12-18,2004,34,30
172,3.25,3.1,1.91,3.75,3.15,-0.5,2.0,3.2,1.84,2.175,2.0,3.3,-0.25,3.5,3.6,1.9,1.9,1.9,1.83,3.5,3.2,1.95,3.1,2.0,1.75,4.33,1.725,4.0,1.75,2.0,1.72,-0.5,3.5,2.05,Middlesbrough_Aston Villa_2004,18,18,2004-12-18,2004,23,1
173,5.5,5.5,1.22,12.0,5.4,-1.75,1.2,4.8,2.0,2.0,1.23,5.25,-1.75,10.0,13.0,1.22,1.22,1.22,1.17,9.5,5.5,1.6,4.8,1.92,2.15,13.0,1.9,12.0,2.05,1.9,1.9,-1.75,12.0,1.75,Man United_Crystal Palace_2004,18,18,2004-12-18,2004,22,12
174,3.2,3.2,2.88,2.2,3.2,0.0,2.9,3.1,1.82,1.8,2.85,3.25,0.0,2.25,2.4,2.7,2.75,2.8,2.8,2.3,3.2,2.05,3.0,2.02,1.65,2.5,2.1,2.38,1.66,2.0,1.8,0.0,2.25,2.15,Blackburn_Everton_2004,18,18,2004-12-18,2004,3,14
175,3.3,3.1,1.73,4.33,3.2,-0.75,1.7,3.0,1.88,1.9,1.8,3.25,-0.75,4.2,4.7,1.8,1.8,1.8,1.73,3.8,3.2,2.05,3.1,1.96,1.65,5.0,2.0,5.0,1.66,1.95,1.85,-0.75,5.0,2.15,Birmingham_West Brom_2004,18,18,2004-12-18,2004,2,36
176,3.25,3.2,2.1,3.2,3.2,-0.25,2.1,3.2,2.0,2.075,2.2,3.25,-0.25,3.2,3.2,2.1,2.2,2.0,2.0,3.1,3.2,2.0,3.0,1.84,1.71,3.25,1.825,3.4,1.8,1.85,1.95,-0.25,3.2,2.0,Bolton_Man City_2004,18,18,2004-12-18,2004,5,21
177,3.25,3.1,1.83,4.0,3.25,-0.5,1.75,3.2,1.9,1.95,1.91,3.2,-0.5,3.75,4.2,1.75,1.9,1.83,1.73,4.0,3.4,1.95,3.2,1.94,1.75,4.33,1.95,4.33,1.75,1.91,1.82,-0.5,4.5,2.05,Liverpool_Newcastle_2004,18,18,2004-12-19,2004,20,24
178,3.4,3.5,6.0,1.57,3.5,1.0,5.25,3.5,1.92,2.0,6.0,3.5,1.0,1.53,1.6,4.4,6.5,5.5,5.0,1.65,3.5,1.85,3.3,1.92,1.85,1.57,1.9,1.62,2.0,1.9,1.9,1.0,1.6,1.8,Portsmouth_Arsenal_2004,18,18,2004-12-19,2004,26,0
179,3.25,3.2,2.1,3.5,3.15,-0.25,2.0,3.2,1.75,2.025,2.05,3.2,-0.25,3.5,3.6,2.1,2.0,1.9,1.91,3.1,3.2,2.05,3.0,2.1,1.65,3.75,1.875,3.4,1.7,1.7,2.05,-0.5,3.5,2.1,Charlton_Fulham_2004,18,18,2004-12-20,2004,10,15
180,3.25,3.25,2.9,2.25,3.1,0.0,2.75,3.2,1.72,1.925,2.85,3.25,0.25,2.25,2.4,2.9,3.0,2.75,2.75,2.2,3.2,1.71,3.0,2.12,2.0,2.3,1.925,2.3,1.7,2.1,1.75,0.0,2.4,2.1,Norwich_Tottenham_2004,19,19,2004-12-26,2004,25,34
181,4.5,5.0,1.33,9.0,4.2,-1.5,1.35,4.0,1.82,2.125,1.33,4.5,1.25,8.0,9.5,1.35,1.28,1.33,1.29,7.0,4.33,2.15,4.0,2.02,1.6,10.0,1.775,9.0,2.3,1.95,1.85,-1.5,8.25,1.6,Man United_Bolton_2004,19,19,2004-12-26,2004,22,5
182,3.25,3.25,2.4,2.5,3.1,0.0,2.25,3.1,2.1,2.175,2.4,3.25,0.0,2.62,2.85,2.4,2.6,2.37,2.4,2.7,3.25,1.75,2.9,1.74,1.95,2.6,1.725,2.8,1.75,1.75,2.1,0.0,3.0,2.05,Southampton_Charlton_2004,19,19,2004-12-26,2004,30,10
183,3.25,3.25,1.91,4.0,3.2,-0.5,1.8,3.2,1.78,1.8,1.95,3.25,-0.5,3.75,3.9,1.85,1.9,1.83,1.8,3.6,3.2,1.71,3.1,2.06,2.0,4.0,2.1,4.0,1.6,1.95,1.77,-0.5,4.3,2.3,Everton_Man City_2004,19,19,2004-12-26,2004,14,21
184,3.6,3.4,6.0,1.5,3.3,0.75,5.15,3.3,1.78,1.825,5.75,3.3,0.75,1.66,1.67,4.2,5.5,4.5,6.0,1.7,3.4,1.75,3.2,2.06,1.95,1.66,2.075,1.57,1.75,2.0,1.8,0.75,1.65,2.05,West Brom_Liverpool_2004,19,19,2004-12-26,2004,36,20
185,4.75,4.5,1.29,9.0,4.5,-1.5,1.3,4.33,2.04,2.0,1.3,4.75,-1.5,8.5,10.0,1.27,1.3,1.28,1.3,8.5,4.0,2.05,4.3,1.88,1.65,12.0,1.9,11.0,2.1,1.85,1.95,-1.5,9.0,1.7,Chelsea_Aston Villa_2004,19,19,2004-12-26,2004,11,1
186,3.2,3.25,2.6,2.5,3.1,0.0,2.4,3.1,1.96,1.975,2.6,3.2,0.0,2.37,2.6,2.4,2.6,2.62,2.5,2.7,3.2,1.79,2.9,1.88,1.9,2.6,1.925,2.6,1.8,1.85,1.95,0.0,2.75,2.0,Blackburn_Newcastle_2004,19,19,2004-12-26,2004,3,24
187,3.2,3.2,2.6,2.75,3.1,0.0,2.4,3.1,2.02,2.075,2.55,3.25,0.0,2.5,2.65,2.4,2.62,2.5,2.38,2.7,3.0,1.75,2.9,1.82,1.95,2.62,1.825,2.6,1.75,1.8,2.0,0.0,2.75,2.05,Birmingham_Middlesbrough_2004,19,19,2004-12-26,2004,2,23
188,4.75,5.0,1.29,10.0,5.0,-1.5,1.25,5.0,1.98,2.05,1.26,5.0,-1.5,9.5,12.0,1.25,1.25,1.22,1.25,9.0,4.5,2.15,4.5,1.86,1.6,13.0,1.85,11.0,2.25,1.8,2.0,-1.5,10.0,1.61,Arsenal_Fulham_2004,19,19,2004-12-26,2004,0,15
189,3.25,3.2,2.4,2.6,3.15,0.0,2.35,3.1,2.04,2.075,2.5,3.2,0.0,2.62,2.72,2.4,2.5,2.37,2.38,2.7,3.2,1.75,2.9,1.8,1.95,2.75,1.825,2.8,1.7,1.8,2.0,0.0,2.8,2.1,Crystal Palace_Portsmouth_2004,19,19,2004-12-26,2004,12,26
190,3.6,3.5,1.53,5.0,3.7,-1.0,1.45,3.5,1.98,2.05,1.55,3.5,-1.0,5.5,6.75,1.65,1.57,1.53,1.57,4.4,3.5,1.79,3.3,1.86,1.9,6.5,1.85,6.5,1.95,1.8,2.0,-1.0,6.75,1.85,Tottenham_Crystal Palace_2004,20,20,2004-12-28,2004,34,12
191,3.6,3.75,6.5,1.44,3.45,1.0,6.0,3.4,1.96,2.0,6.75,3.5,1.0,1.5,1.55,4.6,6.5,6.0,6.5,1.6,3.6,1.9,3.4,1.88,1.79,1.53,1.9,1.53,1.95,1.9,1.9,1.0,1.55,1.85,Portsmouth_Chelsea_2004,20,20,2004-12-28,2004,26,11
192,3.75,3.75,1.5,6.0,3.6,-1.25,1.45,3.6,2.1,2.125,1.5,3.7,-1.0,6.5,7.0,1.45,1.5,1.44,1.5,5.4,3.4,1.79,3.8,1.74,1.9,7.0,1.775,7.0,1.95,2.02,1.72,-1.0,7.5,1.85,Middlesbrough_Norwich_2004,20,20,2004-12-28,2004,23,25
193,3.6,3.75,1.53,5.5,3.55,-1.25,1.5,3.5,1.82,2.15,1.53,3.6,-1.0,5.5,6.75,1.55,1.53,1.53,1.53,4.8,3.5,1.79,3.5,2.02,1.9,6.5,1.75,6.5,1.95,2.0,1.8,-1.25,6.5,1.85,Man City_West Brom_2004,20,20,2004-12-28,2004,21,36
194,4.2,4.33,1.36,9.0,4.5,-1.5,1.3,3.75,1.8,1.875,1.36,4.33,-1.5,8.0,9.0,1.35,1.36,1.36,1.33,7.0,3.75,1.71,4.0,2.04,2.0,9.0,2.025,9.0,2.0,1.91,1.65,-1.5,9.0,1.8,Liverpool_Southampton_2004,20,20,2004-12-28,2004,20,30
195,3.25,3.2,2.3,2.8,3.1,0.0,2.2,3.2,1.78,1.8,2.3,3.2,-0.25,2.75,3.0,2.4,2.37,2.25,2.2,2.7,3.2,2.05,2.9,2.06,1.65,2.9,2.1,3.0,1.65,1.7,2.05,-0.25,3.1,2.2,Fulham_Birmingham_2004,20,20,2004-12-28,2004,15,2
196,3.2,3.2,2.6,2.75,3.2,0.0,2.5,3.1,2.04,1.75,2.6,3.25,-0.25,2.5,2.6,2.5,2.62,2.5,2.25,2.5,3.2,2.05,3.0,1.8,1.65,2.6,2.15,2.6,1.65,1.8,2.0,0.0,2.55,2.2,Charlton_Everton_2004,20,20,2004-12-28,2004,10,14
197,3.25,3.2,1.91,3.5,3.05,-0.5,1.9,3.2,1.78,1.775,1.95,3.3,-0.5,3.5,3.75,2.2,2.0,1.9,1.91,3.0,3.2,2.0,2.9,2.06,1.71,3.75,2.125,4.0,1.75,2.0,1.74,-0.5,4.0,2.05,Bolton_Blackburn_2004,20,20,2004-12-28,2004,5,3
198,3.4,3.5,4.2,1.73,3.2,0.5,4.0,3.3,1.76,1.8,4.5,3.3,0.5,1.8,1.8,4.2,4.75,3.75,4.0,1.7,3.4,2.0,3.2,2.08,1.71,1.72,2.1,1.83,1.8,1.9,1.8,0.5,1.85,2.0,Aston Villa_Man United_2004,20,20,2004-12-28,2004,1,22
199,3.4,3.5,3.75,1.83,3.2,0.5,4.3,3.3,1.88,1.95,4.0,3.3,0.5,1.8,1.9,3.5,3.75,3.75,3.5,1.9,3.4,1.79,3.1,1.96,1.9,1.9,1.95,1.91,2.0,1.81,1.9,0.5,1.8,1.8,Newcastle_Arsenal_2004,20,20,2004-12-29,2004,24,0
200,3.4,3.4,1.7,5.0,3.4,-0.75,1.6,3.3,2.02,2.05,1.68,3.3,-0.75,4.33,5.5,1.65,1.66,1.7,1.62,4.4,3.25,1.95,3.3,1.82,1.75,5.5,1.85,5.0,1.8,1.8,2.0,-0.75,5.5,2.0,Portsmouth_Norwich_2004,21,21,2005-01-01,2004,26,25
201,3.4,3.1,1.85,3.75,3.2,-0.5,1.8,3.2,1.9,1.875,1.87,3.4,-0.5,3.5,4.0,1.9,1.9,1.9,1.83,3.5,3.2,1.95,3.1,1.94,1.75,4.33,2.025,4.0,1.85,1.87,1.84,-0.5,4.3,1.95,Newcastle_Birmingham_2004,21,21,2005-01-01,2004,24,2
202,3.25,3.2,3.4,2.0,3.2,0.25,3.6,3.2,2.06,2.1,3.4,3.25,0.5,2.1,2.1,2.9,3.5,3.0,3.2,2.2,3.2,2.0,3.0,1.78,1.71,2.1,1.8,2.1,1.75,1.9,1.8,0.5,1.95,2.05,Middlesbrough_Man United_2004,21,21,2005-01-01,2004,23,22
203,3.4,3.4,1.73,4.5,3.25,-0.75,1.75,3.3,1.84,1.85,1.73,3.4,-0.75,4.33,4.8,1.7,1.72,1.7,1.67,4.2,3.25,2.0,3.2,2.0,1.71,5.0,2.05,4.75,1.75,1.95,1.85,-0.75,4.5,2.05,Man City_Southampton_2004,21,21,2005-01-01,2004,21,30
204,3.2,3.2,2.3,2.8,3.1,-0.25,2.3,3.2,1.9,1.95,2.25,3.25,-0.25,2.75,3.05,2.1,2.25,2.25,2.2,3.1,3.2,2.05,3.0,1.94,1.65,3.1,1.95,3.0,1.7,1.9,1.9,-0.25,2.9,2.1,Tottenham_Everton_2004,21,21,2005-01-01,2004,34,14
205,3.25,3.2,1.91,3.5,3.2,-0.5,1.85,3.2,1.88,1.9,1.9,3.3,-0.5,3.5,4.0,1.9,2.0,1.9,1.91,3.5,3.2,1.95,3.1,1.96,1.75,3.75,2.0,4.0,1.75,1.9,1.81,-0.5,4.0,2.05,Fulham_Crystal Palace_2004,21,21,2005-01-01,2004,15,12
206,3.6,3.4,6.0,1.5,3.7,1.0,7.0,3.3,2.08,2.1,6.0,3.5,1.0,1.57,1.6,4.6,6.0,5.5,6.0,1.6,3.4,1.75,3.4,1.76,1.95,1.61,1.8,1.57,1.95,1.8,2.0,1.0,1.45,1.85,Charlton_Arsenal_2004,21,21,2005-01-01,2004,10,0
207,3.4,3.4,1.67,4.33,3.5,-0.75,1.55,3.3,1.82,2.1,1.65,3.5,-0.75,5.0,5.25,1.7,1.66,1.61,1.73,4.2,3.2,1.9,3.2,2.02,1.79,5.5,1.8,5.5,1.75,1.8,2.0,-1.0,5.75,2.05,Bolton_West Brom_2004,21,21,2005-01-01,2004,5,36
208,3.3,3.1,1.8,4.0,3.2,-0.5,1.75,3.3,1.86,1.875,1.8,3.4,-0.5,3.75,4.33,2.0,1.9,1.8,1.8,3.2,3.2,2.05,3.1,1.98,1.65,4.33,2.025,4.5,1.61,1.8,1.9,-0.5,4.6,2.2,Aston Villa_Blackburn_2004,21,21,2005-01-01,2004,1,3
209,3.25,3.2,3.1,2.25,3.1,0.25,3.1,3.2,2.0,2.025,2.95,3.25,0.25,2.2,2.3,2.9,3.1,2.8,2.75,2.2,3.2,2.15,3.0,1.84,1.6,2.25,1.875,2.2,1.66,1.85,1.95,0.25,2.2,2.15,Liverpool_Chelsea_2004,21,21,2005-01-01,2004,20,11
210,3.2,3.2,2.38,2.75,3.0,-0.5,2.25,3.2,1.94,2.0,2.3,3.3,-0.25,2.62,2.9,2.1,2.3,2.3,2.25,3.1,3.2,2.05,3.0,1.9,1.65,2.7,1.9,2.88,,2.3,1.54,-0.25,3.1,,Blackburn_Charlton_2004,22,22,2005-01-03,2004,3,10
211,3.2,3.2,2.7,2.4,3.1,0.5,2.75,3.25,1.78,1.85,2.65,3.3,0.0,2.4,2.5,2.5,2.5,2.5,2.5,2.5,3.25,2.05,3.0,2.06,1.65,2.5,2.05,2.5,,1.47,2.5,0.0,2.4,,Crystal Palace_Aston Villa_2004,22,22,2005-01-03,2004,12,1
212,3.4,3.4,5.5,1.73,3.2,0.5,5.0,3.1,1.84,1.8,5.5,3.4,0.75,1.66,1.65,4.2,4.33,5.0,4.33,1.7,3.2,1.95,3.2,2.0,1.75,1.66,2.1,1.67,,2.1,1.65,0.75,1.7,,Norwich_Liverpool_2004,22,22,2005-01-03,2004,25,20
213,3.25,3.4,4.0,1.91,3.25,0.5,3.75,3.2,1.9,1.925,3.95,3.3,0.5,1.9,1.9,3.5,3.6,3.5,3.4,1.9,3.25,1.85,3.1,1.94,1.85,1.83,1.975,1.91,,1.8,1.9,0.5,1.9,,West Brom_Newcastle_2004,22,22,2005-01-03,2004,36,24
214,5.0,4.5,1.29,10.0,4.5,-0.5,1.3,5.0,1.88,1.9,1.3,4.75,-1.5,8.0,10.0,1.25,1.28,1.25,1.22,9.0,5.0,1.65,4.5,1.96,2.05,9.0,2.0,10.0,2.05,1.3,3.22,-1.5,9.0,1.75,Arsenal_Man City_2004,22,22,2005-01-04,2004,0,21
215,3.4,3.25,1.83,4.33,3.2,-0.5,1.85,3.3,1.92,1.975,1.85,3.3,-0.5,3.75,4.3,1.85,1.8,1.8,1.73,3.6,3.2,2.05,3.1,1.92,1.65,4.0,1.925,4.2,1.66,1.85,1.87,-0.5,4.0,2.15,Birmingham_Bolton_2004,22,22,2005-01-04,2004,2,5
216,4.33,4.0,1.36,8.0,3.7,-1.5,1.45,3.75,2.0,2.05,1.37,4.2,-1.25,8.0,9.0,1.4,1.36,1.36,1.3,6.0,4.33,1.95,3.9,1.84,1.75,7.5,1.85,8.5,1.85,1.93,1.64,-1.25,7.0,1.95,Chelsea_Middlesbrough_2004,22,22,2005-01-04,2004,11,23
217,3.4,3.25,1.73,4.5,3.2,-0.5,1.75,3.4,1.96,1.975,1.73,3.4,-0.5,4.0,4.75,1.75,1.72,1.72,1.67,4.0,3.25,2.0,3.2,1.88,1.71,4.33,1.925,4.75,1.66,1.73,1.98,-0.5,4.6,2.15,Everton_Portsmouth_2004,22,22,2005-01-04,2004,14,26
218,4.0,3.75,1.4,8.0,4.0,-1.5,1.4,3.6,1.82,1.85,1.4,4.1,-1.25,6.5,8.0,1.4,1.4,1.44,1.36,6.0,3.75,1.85,3.9,2.02,1.85,7.5,2.05,8.5,1.9,2.02,1.58,-1.25,7.25,1.9,Man United_Tottenham_2004,22,22,2005-01-04,2004,22,34
219,3.2,3.2,2.38,2.8,3.1,-0.5,2.3,3.3,1.78,1.825,2.3,3.3,-0.25,2.5,2.9,2.2,2.37,2.37,2.2,2.9,3.2,2.0,3.0,2.06,1.71,2.62,2.075,2.88,1.7,2.3,1.54,-0.25,2.9,2.1,Southampton_Fulham_2004,22,22,2005-01-05,2004,30,15
220,3.4,3.4,1.67,4.5,3.4,-0.75,1.6,3.3,1.92,1.95,1.7,3.35,-0.75,4.5,5.25,1.65,1.72,1.66,1.67,4.4,3.25,1.95,3.3,1.92,1.75,5.0,1.95,5.5,1.7,1.9,1.9,-0.75,5.5,2.1,Aston Villa_Norwich_2004,23,23,2005-01-15,2004,1,25
221,3.6,3.5,6.0,1.57,3.55,0.75,6.5,3.4,1.8,1.8,6.25,3.5,0.75,1.5,1.57,4.4,6.5,6.0,5.0,1.65,3.5,1.85,3.3,2.04,1.85,1.57,2.1,1.57,1.75,2.0,1.72,0.75,1.5,2.05,Bolton_Arsenal_2004,23,23,2005-01-15,2004,5,0
222,3.2,3.1,2.1,3.4,3.2,-0.25,2.05,3.2,1.92,1.95,2.1,3.2,-0.25,3.5,3.45,2.0,2.2,1.9,2.0,3.2,3.0,2.0,3.1,1.92,1.71,3.4,1.95,3.4,1.7,1.9,1.9,-0.25,3.3,2.1,Charlton_Birmingham_2004,23,23,2005-01-15,2004,10,2
223,3.2,3.2,2.6,2.75,3.1,0.0,2.4,2.9,1.98,2.025,2.85,3.3,0.0,2.5,2.85,2.5,2.62,2.62,2.38,2.5,3.0,2.05,3.0,1.86,1.65,2.6,1.875,2.6,1.65,1.88,1.92,0.0,2.75,2.2,Liverpool_Man United_2004,23,23,2005-01-15,2004,20,22
224,3.4,3.4,1.7,4.33,3.2,-0.75,1.7,3.3,2.02,2.0,1.7,3.3,-0.75,4.5,5.3,1.7,1.72,1.66,1.73,4.2,3.2,1.9,3.2,1.82,1.79,5.0,1.9,5.0,1.8,1.88,1.92,-0.75,5.0,2.0,Man City_Crystal Palace_2004,23,23,2005-01-15,2004,21,12
225,3.6,3.5,1.57,5.0,3.5,-1.0,1.55,3.3,1.92,1.95,1.6,3.3,-1.0,5.5,6.5,1.6,1.57,1.57,1.62,4.6,3.25,1.79,3.4,1.92,1.9,6.5,1.95,6.0,1.95,1.9,1.9,-1.0,5.75,1.85,Newcastle_Southampton_2004,23,23,2005-01-15,2004,24,30
226,3.25,3.1,2.05,3.4,3.2,-0.25,1.95,3.2,2.0,2.025,2.1,3.2,-0.25,3.3,3.45,2.1,2.2,1.95,1.91,3.1,3.25,2.05,3.0,1.84,1.65,3.4,1.875,3.5,1.65,1.8,2.0,-0.25,3.6,2.2,Portsmouth_Blackburn_2004,23,23,2005-01-15,2004,26,3
227,3.4,3.25,4.33,1.8,3.35,0.5,5.0,3.1,1.82,1.85,4.5,3.25,0.5,1.72,1.83,4.2,4.5,4.5,3.75,1.7,3.25,1.95,3.2,2.02,1.75,1.83,2.05,1.8,1.75,1.89,1.83,0.5,1.65,2.05,Tottenham_Chelsea_2004,23,23,2005-01-15,2004,34,11
228,3.3,3.1,1.73,4.33,3.2,-0.5,1.7,3.1,1.98,2.025,1.77,3.3,-0.5,4.5,4.7,1.7,1.8,1.72,1.73,4.2,3.2,1.95,3.2,1.86,1.75,5.0,1.875,5.0,1.75,1.77,1.94,-0.5,5.0,2.05,Fulham_West Brom_2004,23,23,2005-01-16,2004,15,36
229,3.2,3.1,2.1,3.0,3.2,-0.25,2.1,3.0,2.0,2.025,2.1,3.25,-0.25,3.2,3.4,2.2,2.2,2.1,2.1,2.9,3.2,2.05,3.0,1.84,1.65,3.4,1.875,3.4,1.65,1.8,2.0,-0.25,3.2,2.2,Middlesbrough_Everton_2004,23,23,2005-01-16,2004,23,14
230,3.2,3.25,3.0,2.2,3.1,0.25,3.0,3.1,1.96,2.0,3.0,3.2,0.25,2.2,2.3,2.7,3.0,2.87,2.8,2.3,3.2,1.95,3.0,1.88,1.75,2.3,1.9,2.3,1.66,1.85,1.95,0.25,2.25,2.15,West Brom_Man City_2004,24,24,2005-01-22,2004,36,21
231,3.25,3.25,4.33,1.8,3.2,0.5,5.0,3.2,1.8,1.825,4.5,3.25,0.5,1.72,1.83,3.5,4.5,4.33,4.0,1.9,3.2,2.0,3.1,2.04,1.71,1.83,2.075,1.83,1.61,1.89,1.83,0.5,1.7,2.25,Southampton_Liverpool_2004,24,24,2005-01-22,2004,30,20
232,3.25,3.2,3.1,2.1,3.1,0.25,3.45,3.1,1.96,1.975,3.1,3.2,0.25,2.25,2.25,2.9,3.1,2.8,3.0,2.2,3.2,1.95,3.0,1.86,1.75,2.25,1.925,2.2,1.7,1.85,1.95,0.25,2.05,2.1,Norwich_Middlesbrough_2004,24,24,2005-01-22,2004,25,23
233,4.5,4.5,1.33,9.0,4.5,-1.5,1.3,4.33,1.8,1.875,1.33,4.65,-1.5,8.5,9.0,1.3,1.33,1.28,1.33,8.0,3.75,1.79,4.2,2.04,1.9,9.5,2.025,9.0,2.0,1.85,1.7,-1.5,9.0,1.8,Man United_Aston Villa_2004,24,24,2005-01-22,2004,22,1
234,5.5,6.0,1.22,11.0,5.5,-1.75,1.2,5.0,1.78,1.825,1.22,5.5,-1.75,11.0,13.0,1.22,1.2,1.2,1.2,9.5,5.0,1.71,4.8,2.06,2.0,13.0,2.075,12.0,2.0,2.0,1.8,-1.75,12.0,1.8,Chelsea_Portsmouth_2004,24,24,2005-01-22,2004,11,26
