,SBD,B365D,SBH,LBA,BWD,GBAH,BWH,WHD,LBAHA,B365AHA,GBH,GBD,B365AH,WHA,GBA,IWH,B365H,WHH,LBH,IWA,LBD,GB>2.5,IWD,LBAHH,GB<2.5,B365A,B365AHH,SBA,B365<2.5,GBAHH,GBAHA,LBAH,BWA,B365>2.5,idGame,nWeekHome,nWeekAway,Date,year,IdHomeTeam,IdAwayTeam
75,3.2,3.2,2.6,2.5,3.2,-0.25,2.7,3.1,1.88,1.875,2.75,3.2,0.0,2.4,2.5,2.5,2.62,2.6,2.5,2.5,3.2,1.9,3.0,1.96,1.79,2.6,2.025,2.5,1.75,2.2,1.6,0.0,2.4,2.05,Birmingham_Newcastle_2004,8,8,2004-10-03,2004,2,24
76,3.2,3.1,1.8,4.5,3.2,-0.25,1.8,3.1,1.96,2.05,1.8,3.3,-0.5,4.0,4.5,1.8,1.8,1.8,1.67,3.8,3.25,2.0,3.1,1.88,1.75,5.0,1.85,4.33,1.7,1.5,2.45,-0.5,4.3,2.1,Chelsea_Liverpool_2004,8,7,2004-10-03,2004,11,20
77,4.0,4.0,1.36,8.0,4.0,-1.0,1.4,3.75,2.08,2.125,1.4,4.0,-1.25,8.0,9.0,1.35,1.4,1.36,1.36,7.0,3.75,1.71,4.0,1.76,2.0,9.0,1.775,8.0,2.0,1.55,2.3,-1.25,7.25,1.8,Man United_Middlesbrough_2004,8,8,2004-10-03,2004,22,23
78,3.2,3.2,2.6,2.25,3.1,-0.25,2.6,3.1,,1.85,2.7,3.15,0.0,2.4,2.55,2.7,2.62,2.6,2.75,2.3,3.2,1.9,3.0,,1.79,2.6,2.05,2.5,1.75,2.3,1.55,,2.55,2.05,Crystal Palace_Fulham_2004,8,8,2004-10-04,2004,12,15
79,3.2,3.25,2.1,3.0,3.05,-0.25,2.05,3.0,1.72,2.05,2.15,3.25,-0.25,3.2,3.3,1.9,2.1,2.1,2.1,3.5,3.2,2.0,3.1,2.12,1.71,3.4,1.85,3.2,1.75,1.8,1.9,-0.5,3.5,2.05,West Brom_Norwich_2004,9,9,2004-10-16,2004,36,25
80,3.4,3.2,5.0,1.62,3.25,0.5,4.5,3.3,1.74,1.775,4.7,3.25,0.5,1.66,1.77,4.4,5.5,4.5,4.5,1.65,3.5,2.05,3.3,2.18,1.65,1.72,2.125,1.67,1.7,1.99,1.75,0.5,1.75,2.1,Man City_Chelsea_2004,9,9,2004-10-16,2004,21,11
81,3.2,3.25,3.2,2.1,3.2,0.25,3.2,3.0,2.06,2.125,3.25,3.25,0.5,2.15,2.15,3.1,3.4,3.1,3.0,2.1,3.2,1.9,3.0,1.78,1.79,2.1,1.775,2.1,1.75,2.0,1.72,0.5,2.1,2.05,Fulham_Liverpool_2004,9,8,2004-10-16,2004,15,20
82,3.25,3.4,1.73,4.33,3.2,-0.5,1.8,3.2,2.1,2.125,1.75,3.3,-0.5,4.5,4.85,1.7,1.72,1.7,1.73,4.2,3.2,1.95,3.2,1.74,1.75,5.0,1.775,4.75,1.7,1.75,1.99,-0.5,4.3,2.1,Everton_Southampton_2004,9,9,2004-10-16,2004,14,30
83,4.75,5.0,1.29,10.0,4.5,-1.5,1.3,4.33,1.8,1.825,1.3,4.5,-1.5,8.5,11.0,1.33,1.3,1.28,1.25,7.5,4.5,1.6,4.0,2.04,2.15,9.5,2.075,9.0,2.05,1.77,1.78,-1.5,9.0,1.75,Arsenal_Aston Villa_2004,9,9,2004-10-16,2004,0,1
84,3.2,3.2,2.4,2.6,3.1,-0.25,2.4,2.9,2.0,2.05,2.55,3.25,0.0,2.62,2.6,2.5,2.5,2.5,2.38,2.5,3.2,2.0,3.0,1.84,1.71,2.75,1.85,2.7,1.75,2.2,1.6,0.0,2.75,2.05,Blackburn_Middlesbrough_2004,9,9,2004-10-16,2004,3,23
85,3.4,3.2,4.5,1.73,3.35,0.5,4.3,3.0,1.72,1.775,4.5,3.3,0.5,1.83,1.8,4.0,5.5,4.0,4.33,1.75,3.2,1.9,3.2,2.12,1.79,1.72,2.125,1.73,1.8,1.99,1.75,0.5,1.75,2.0,Birmingham_Man United_2004,9,9,2004-10-16,2004,2,22
86,3.6,3.6,1.57,5.0,3.45,-1.25,1.55,3.3,1.82,1.875,1.63,3.4,-1.0,5.0,6.0,1.6,1.61,1.61,1.57,4.6,3.5,1.85,3.4,2.02,1.85,5.5,2.025,5.5,1.9,2.2,1.6,-1.0,6.0,1.9,Bolton_Crystal Palace_2004,9,9,2004-10-16,2004,5,12
87,3.2,3.2,2.7,2.5,3.15,-0.25,2.5,2.9,1.78,1.8,2.65,3.25,0.0,2.5,2.5,2.5,2.75,2.62,2.5,2.5,3.2,1.85,3.0,2.06,1.85,2.5,2.1,2.4,1.9,2.6,1.45,0.0,2.6,1.9,Charlton_Newcastle_2004,9,9,2004-10-17,2004,10,24
88,3.2,3.2,2.6,2.38,3.15,0.5,2.6,3.1,,1.9,2.6,3.25,0.0,2.6,2.55,2.5,2.6,2.4,2.6,2.5,3.2,2.05,3.0,,1.71,2.62,2.0,2.5,1.7,1.2,2.55,,2.5,2.1,Portsmouth_Tottenham_2004,8,9,2004-10-18,2004,26,34
89,3.2,3.2,2.6,2.5,3.0,0.0,2.6,2.9,1.88,1.9,2.65,3.25,0.0,2.4,2.55,2.7,2.75,2.75,2.62,2.4,2.88,2.05,2.9,1.96,1.65,2.5,2.0,2.5,1.65,1.9,1.8,0.0,2.6,2.2,Norwich_Everton_2004,10,10,2004-10-23,2004,25,14
90,3.25,3.25,1.95,3.75,3.2,-0.25,1.85,3.2,1.76,1.8,2.0,3.2,-0.5,3.75,3.75,1.9,1.9,1.83,1.8,3.5,3.25,2.0,3.1,2.08,1.71,4.0,2.1,3.6,1.66,1.8,1.9,-0.5,4.0,2.15,Tottenham_Bolton_2004,10,10,2004-10-23,2004,34,5
91,3.6,3.6,1.5,6.5,3.45,-1.0,1.55,3.6,2.04,2.05,1.5,3.75,-1.0,6.5,6.8,1.5,1.5,1.44,1.44,5.0,3.6,1.85,3.7,1.88,1.85,7.5,1.85,6.5,1.85,1.85,1.85,-1.0,6.0,1.95,Liverpool_Charlton_2004,9,10,2004-10-23,2004,20,10
92,3.2,3.25,2.25,3.0,3.1,-0.25,2.25,3.0,1.76,1.85,2.38,3.1,-0.25,2.87,2.95,2.3,2.3,2.25,2.1,2.8,3.2,2.0,2.9,2.08,1.71,3.0,2.05,2.9,1.7,2.05,1.7,-0.25,3.0,2.1,Crystal Palace_West Brom_2004,10,10,2004-10-23,2004,12,36
93,4.5,5.0,1.3,10.0,4.5,-1.5,1.3,4.33,1.78,1.85,1.33,4.5,-1.5,8.5,9.5,1.35,1.28,1.28,1.25,7.0,4.5,1.9,4.0,2.06,1.79,10.0,2.05,9.5,1.85,1.85,1.7,-1.5,9.0,1.95,Chelsea_Blackburn_2004,10,10,2004-10-23,2004,11,3
94,3.2,3.3,1.8,4.5,3.3,-0.5,1.7,3.0,2.12,2.15,1.83,3.25,-0.5,4.0,4.5,1.75,1.8,1.83,1.67,4.0,3.25,1.9,3.2,1.72,1.79,4.5,1.75,4.33,1.8,1.83,1.89,-0.5,4.75,2.0,Aston Villa_Fulham_2004,10,10,2004-10-23,2004,1,15
95,3.2,3.0,2.5,2.5,3.15,0.0,2.4,3.1,2.02,2.075,2.8,3.3,0.0,2.6,2.9,2.5,2.62,2.4,2.5,2.5,3.2,1.85,3.0,1.82,1.85,2.75,1.825,2.62,1.8,1.8,1.9,0.0,2.7,2.0,Man United_Arsenal_2004,10,10,2004-10-24,2004,22,0
96,3.4,3.4,1.62,5.0,3.35,-0.75,1.65,3.3,2.04,2.0,1.73,3.4,-0.75,4.5,4.85,1.6,1.66,1.66,1.62,4.6,3.25,1.85,3.4,1.8,1.85,5.5,1.8,5.5,1.8,1.8,1.9,-0.75,4.85,2.0,Middlesbrough_Portsmouth_2004,10,9,2004-10-24,2004,23,26
97,3.4,3.4,1.62,4.5,3.3,-0.75,1.7,3.3,1.9,1.9,1.73,3.4,-0.75,4.5,4.85,1.65,1.66,1.66,1.62,4.4,3.5,1.75,3.3,1.94,1.95,5.5,2.0,5.5,1.85,1.85,1.85,-0.75,4.75,1.95,Newcastle_Man City_2004,10,10,2004-10-24,2004,24,21
98,3.2,3.2,2.38,2.6,3.1,0.0,2.25,3.1,1.7,2.075,2.4,3.2,0.0,2.6,2.85,2.4,2.5,2.4,2.38,2.7,3.2,2.05,2.9,2.14,1.65,2.75,1.825,2.75,1.65,1.8,1.9,-0.25,3.0,2.2,Southampton_Birmingham_2004,10,10,2004-10-24,2004,30,2
99,3.75,4.0,7.0,1.4,3.55,1.25,6.5,3.6,1.7,1.75,7.75,3.85,1.0,1.44,1.45,5.4,7.5,6.5,7.0,1.45,3.75,1.95,3.8,2.14,1.75,1.44,2.15,1.44,1.75,1.9,1.9,1.0,1.5,2.05,West Brom_Chelsea_2004,11,11,2004-10-30,2004,36,11
100,3.4,3.4,5.0,1.67,3.35,0.75,5.0,3.3,1.74,1.775,5.0,3.45,0.75,1.66,1.7,4.4,5.5,4.5,4.5,1.65,3.25,1.9,3.3,2.1,1.79,1.66,2.125,1.67,1.8,1.95,1.85,0.75,1.65,2.0,Portsmouth_Man United_2004,10,11,2004-10-30,2004,26,22
101,3.2,3.2,2.38,2.5,3.15,0.0,2.5,2.9,2.02,2.075,2.5,3.2,0.0,2.62,2.75,2.4,2.5,2.5,2.5,2.7,3.2,2.05,2.9,1.82,1.65,2.75,1.825,2.75,1.66,1.8,2.0,0.0,2.6,2.15,Fulham_Tottenham_2004,11,11,2004-10-30,2004,15,34
102,3.2,3.2,2.1,3.2,3.2,-0.25,2.1,3.0,1.9,2.0,2.1,3.25,-0.25,3.4,3.4,2.0,2.1,2.0,2.1,3.2,3.0,2.0,3.1,1.94,1.71,3.5,1.9,3.25,1.66,1.85,1.95,-0.25,3.2,2.15,Everton_Aston Villa_2004,11,11,2004-10-30,2004,14,1
103,3.2,3.2,2.4,2.75,3.2,0.0,2.4,3.0,2.12,2.075,2.45,3.2,0.0,2.7,2.8,2.4,2.6,2.37,2.25,2.7,3.2,2.0,2.9,1.72,1.71,2.62,1.825,2.7,1.66,1.77,2.03,0.0,2.7,2.15,Charlton_Middlesbrough_2004,11,11,2004-10-30,2004,10,23
104,3.25,3.1,4.33,1.73,3.2,0.5,4.0,3.2,1.8,1.8,4.15,3.3,0.5,1.83,1.87,3.6,5.0,3.75,4.33,1.85,3.2,1.85,3.1,2.12,1.85,1.8,2.1,1.8,1.85,1.84,1.87,0.5,1.85,1.95,Blackburn_Liverpool_2004,11,10,2004-10-30,2004,3,20
105,3.2,3.25,1.8,4.5,3.4,-0.5,1.7,3.2,2.06,2.1,1.8,3.3,-0.5,4.33,4.55,1.7,1.83,1.72,1.67,4.2,3.25,2.0,3.2,1.78,1.71,4.5,1.8,4.33,1.65,1.8,1.91,-0.5,4.5,2.2,Birmingham_Crystal Palace_2004,11,11,2004-10-30,2004,2,12
106,6.0,6.5,1.17,12.0,6.5,-1.75,1.15,5.5,1.9,1.925,1.18,6.25,-1.75,12.0,15.0,1.2,1.16,1.16,1.17,10.0,5.5,1.6,5.0,1.94,2.15,15.0,1.975,13.0,2.15,2.0,1.8,-1.75,13.0,1.66,Arsenal_Southampton_2004,11,11,2004-10-30,2004,0,30
107,3.1,3.2,2.4,2.6,3.1,0.5,2.4,3.1,2.02,2.075,2.4,3.2,0.0,2.6,2.85,2.4,2.5,2.4,2.38,2.7,3.2,1.85,2.9,1.82,1.85,2.75,1.825,2.8,1.85,1.8,2.0,0.0,2.75,1.95,Bolton_Newcastle_2004,11,11,2004-10-31,2004,5,24
108,3.4,3.4,1.67,5.0,3.2,-0.75,1.7,3.1,2.02,2.025,1.7,3.25,-0.75,5.0,5.5,1.65,1.72,1.66,1.62,4.4,3.25,1.85,3.3,1.82,1.85,5.0,1.875,5.0,1.75,1.85,1.95,-0.75,5.0,2.05,Man City_Norwich_2004,11,11,2004-11-01,2004,21,25
109,3.2,3.2,1.91,4.0,3.2,-0.5,2.0,3.1,1.88,1.975,2.0,3.2,-0.5,3.3,3.75,1.9,2.0,2.0,1.83,3.5,3.0,2.0,3.1,1.96,1.71,3.75,1.925,3.75,1.65,2.0,1.73,-0.5,3.45,2.2,Southampton_West Brom_2004,12,12,2004-11-06,2004,30,36
110,3.2,3.25,2.2,2.75,3.1,-0.25,2.25,3.2,1.84,1.875,2.3,3.2,-0.25,2.8,3.0,2.2,2.3,2.2,2.25,2.9,3.2,1.85,3.0,2.0,1.85,3.0,2.025,3.0,1.75,1.95,1.85,-0.25,3.0,2.05,Norwich_Blackburn_2004,12,12,2004-11-06,2004,25,3
111,3.75,3.6,1.44,6.5,4.0,-1.0,1.4,3.6,1.88,1.925,1.47,3.9,-1.0,6.5,7.0,1.5,1.5,1.44,1.44,5.0,3.6,1.95,3.7,1.96,1.75,7.5,1.975,7.5,1.75,1.95,1.85,-1.0,7.25,2.05,Liverpool_Birmingham_2004,11,12,2004-11-06,2004,20,2
112,3.25,3.1,1.91,4.33,3.3,-0.5,1.7,3.2,1.96,2.0,1.9,3.3,-0.5,3.75,4.0,1.9,1.9,1.83,1.73,3.5,3.2,2.0,3.1,1.88,1.71,4.33,1.9,3.75,1.66,1.9,1.81,-0.5,4.75,2.15,Tottenham_Charlton_2004,12,12,2004-11-06,2004,34,10
113,3.75,4.0,1.4,7.0,4.0,-1.25,1.4,3.75,1.88,1.875,1.45,3.9,-1.25,7.0,7.5,1.4,1.4,1.4,1.4,6.0,3.75,1.9,3.9,1.96,1.79,9.0,2.025,8.5,1.75,1.95,1.85,-1.25,7.25,2.05,Chelsea_Everton_2004,12,12,2004-11-06,2004,11,14
114,3.2,3.3,1.8,4.33,3.25,-0.5,1.75,3.1,2.04,2.05,1.85,3.25,-0.5,4.0,4.35,1.8,1.83,1.8,1.73,3.8,3.2,1.95,3.1,1.8,1.75,4.33,1.85,4.33,1.66,1.85,1.86,-0.5,4.5,2.15,Aston Villa_Portsmouth_2004,12,11,2004-11-06,2004,1,26
115,3.75,4.0,7.0,1.4,4.0,1.25,7.25,4.0,2.02,2.025,7.5,4.1,1.25,1.36,1.42,5.4,7.5,7.0,7.0,1.45,3.75,1.71,3.8,1.9,2.0,1.44,1.875,1.44,2.05,1.85,1.95,1.25,1.4,1.75,Crystal Palace_Arsenal_2004,12,12,2004-11-06,2004,12,0
116,4.0,4.0,1.4,6.5,4.0,-1.25,1.4,3.75,1.9,1.875,1.45,3.8,-1.25,7.0,8.0,1.45,1.4,1.4,1.44,5.4,3.6,1.9,3.8,1.94,1.79,9.0,2.025,7.5,2.0,1.9,1.9,-1.25,7.25,1.8,Man United_Man City_2004,12,12,2004-11-07,2004,22,21
117,3.25,3.2,1.91,3.5,3.25,-0.5,1.9,3.2,1.78,1.825,1.95,3.25,-0.5,3.5,3.85,1.9,2.0,1.9,1.91,3.5,3.2,1.85,3.1,2.06,1.85,3.75,2.075,3.75,1.75,1.95,1.76,-0.5,3.75,2.05,Middlesbrough_Bolton_2004,12,12,2004-11-07,2004,23,5
118,3.6,3.5,1.53,5.0,3.45,-1.0,1.55,3.5,1.86,1.875,1.6,3.5,-1.0,5.5,6.0,1.55,1.57,1.53,1.57,4.8,3.5,1.75,3.5,1.98,1.95,6.5,2.025,6.0,2.0,1.95,1.85,-1.0,6.0,1.8,Newcastle_Fulham_2004,12,12,2004-11-07,2004,24,15
119,3.4,3.2,4.5,1.73,3.4,0.75,5.5,3.1,1.94,1.875,5.0,3.3,0.75,1.66,1.73,4.0,5.5,5.0,4.33,1.75,3.2,1.9,3.2,1.98,1.79,1.72,2.025,1.73,1.85,1.85,1.95,0.75,1.6,1.95,Tottenham_Arsenal_2004,13,13,2004-11-13,2004,34,0
120,3.4,3.4,1.8,4.33,3.2,-0.5,1.8,3.2,2.02,2.025,1.85,3.25,-0.5,3.75,4.3,2.0,1.8,1.83,1.73,3.2,3.2,1.95,3.1,1.82,1.75,4.5,1.875,4.0,1.75,1.85,1.85,-0.5,4.3,2.05,Man City_Blackburn_2004,13,13,2004-11-13,2004,21,3
121,3.75,3.5,1.44,6.5,4.0,-1.0,1.35,3.75,2.04,2.1,1.47,3.75,-1.0,6.0,7.5,1.5,1.5,1.44,1.44,5.0,3.6,1.9,3.7,1.8,1.79,8.0,1.8,7.0,1.75,1.85,1.95,-1.0,9.0,2.05,Liverpool_Crystal Palace_2004,12,13,2004-11-13,2004,20,12
122,3.2,3.2,2.3,2.6,3.1,-0.25,2.25,3.1,1.84,1.85,2.4,3.2,-0.25,2.62,2.85,2.1,2.4,2.37,2.38,3.1,3.2,2.0,3.0,2.0,1.71,2.87,2.05,2.88,1.66,2.0,1.8,-0.25,3.0,2.15,Southampton_Portsmouth_2004,13,12,2004-11-13,2004,30,26
123,3.4,3.1,1.8,4.33,3.1,-0.5,1.75,3.1,2.02,2.05,1.85,3.4,-0.5,4.0,4.1,1.75,1.8,1.8,1.73,4.0,3.2,2.0,3.2,1.82,1.71,5.0,1.85,4.0,1.7,1.85,1.86,-0.5,4.75,2.1,Charlton_Norwich_2004,13,13,2004-11-13,2004,10,25
124,3.2,3.2,2.1,3.0,3.1,-0.25,1.95,3.1,1.94,1.925,2.2,3.2,-0.25,3.2,3.2,2.0,2.25,2.05,2.1,3.3,3.2,1.95,3.0,1.9,1.75,3.1,1.975,3.25,1.7,1.95,1.85,-0.25,3.75,2.1,Bolton_Aston Villa_2004,13,13,2004-11-13,2004,5,1
125,3.2,3.1,2.38,2.8,3.1,0.0,2.5,3.1,1.86,1.8,2.4,3.3,-0.25,2.75,2.8,2.3,2.37,2.3,2.2,2.8,3.2,2.05,2.9,1.98,1.65,3.0,2.1,2.75,1.65,1.8,2.0,-0.25,2.65,2.2,Birmingham_Everton_2004,13,13,2004-11-13,2004,2,14
126,3.4,3.2,5.5,1.67,3.4,0.75,5.5,3.3,1.82,1.85,5.55,3.4,0.75,1.57,1.65,4.6,6.0,5.5,4.5,1.6,3.25,2.0,3.4,2.02,1.71,1.66,2.05,1.62,1.7,1.95,1.85,0.75,1.6,2.1,Fulham_Chelsea_2004,13,13,2004-11-13,2004,15,11
127,3.25,3.25,2.8,2.25,3.15,0.25,2.8,3.2,1.86,1.85,2.95,3.2,0.25,2.2,2.3,2.8,3.0,2.8,2.75,2.3,3.2,1.9,2.9,1.98,1.79,2.3,2.05,2.3,1.8,2.0,1.8,0.25,2.35,2.0,Newcastle_Man United_2004,13,13,2004-11-14,2004,24,22
128,3.25,3.1,2.88,2.1,3.1,0.25,2.75,3.1,1.92,2.075,2.95,3.2,0.25,2.25,2.35,2.8,3.1,2.8,3.0,2.3,3.2,1.95,2.9,1.92,1.75,2.3,1.825,2.25,1.75,1.75,2.05,0.25,2.4,2.05,West Brom_Middlesbrough_2004,13,13,2004-11-14,2004,36,23
129,3.2,3.25,2.1,3.2,3.2,-0.25,2.1,3.2,1.78,1.8,2.3,3.25,-0.25,3.0,3.0,2.0,2.3,2.1,2.0,3.2,3.2,1.95,3.1,2.14,1.75,3.0,2.1,3.25,1.7,2.0,1.8,-0.25,3.2,2.1,Portsmouth_Man City_2004,13,14,2004-11-20,2004,26,21
130,5.5,6.5,1.17,12.0,5.25,-1.75,1.2,5.5,1.98,2.025,1.2,6.0,-1.75,12.0,13.0,1.17,1.16,1.16,1.17,11.0,5.5,1.45,5.5,1.86,2.5,15.0,1.875,17.0,2.3,1.8,2.0,-1.75,13.0,1.6,Arsenal_West Brom_2004,14,14,2004-11-20,2004,0,36
131,4.2,4.33,1.36,9.0,4.0,-1.25,1.4,3.75,1.9,1.9,1.4,4.0,-1.25,8.0,9.0,1.35,1.36,1.36,1.3,7.0,4.0,1.85,4.0,1.94,1.85,9.0,2.0,8.0,1.75,1.85,1.95,-1.25,7.25,2.05,Chelsea_Bolton_2004,14,14,2004-11-20,2004,11,5
132,3.25,3.2,2.9,2.1,3.1,0.25,2.85,3.1,1.84,1.9,3.0,3.25,0.25,2.25,2.3,2.7,3.1,2.8,3.0,2.3,3.2,1.85,3.0,2.0,1.85,2.25,2.0,2.25,1.85,2.0,1.8,0.25,2.35,1.95,Crystal Palace_Newcastle_2004,14,14,2004-11-20,2004,12,24
133,3.25,3.25,1.8,4.5,3.2,-0.5,1.7,2.87,2.04,2.05,1.85,3.2,-0.5,4.0,4.5,1.75,1.83,1.9,1.67,4.0,3.25,1.95,3.2,1.8,1.75,4.5,1.85,4.33,1.7,1.85,1.87,-0.5,5.0,2.1,Everton_Fulham_2004,14,14,2004-11-20,2004,14,15
134,4.33,4.5,1.33,9.0,4.0,-1.5,1.35,3.75,2.12,1.825,1.35,4.5,-1.5,8.0,9.0,1.33,1.33,1.36,1.3,7.5,4.0,1.65,4.0,1.72,2.05,9.5,2.075,8.5,2.0,1.87,1.69,-1.25,9.0,1.8,Man United_Charlton_2004,14,14,2004-11-20,2004,22,10
135,3.2,3.2,2.38,2.6,3.2,0.0,2.45,3.1,2.08,2.15,2.6,3.25,0.0,2.5,2.6,2.3,2.5,2.5,2.38,2.7,3.2,1.95,3.0,1.76,1.75,2.75,1.75,2.75,1.66,1.75,2.05,0.0,2.65,2.15,Middlesbrough_Liverpool_2004,14,13,2004-11-20,2004,23,20
136,3.2,3.1,2.3,2.75,3.05,-0.25,2.35,3.2,1.86,1.825,2.35,3.25,-0.25,2.75,2.9,2.3,2.37,2.25,2.2,2.8,3.25,1.95,2.9,1.98,1.75,3.0,2.075,2.88,1.66,2.0,1.75,-0.25,2.85,2.15,Norwich_Southampton_2004,14,14,2004-11-20,2004,25,30
137,3.2,3.1,2.25,2.8,3.2,-0.25,2.3,3.0,1.78,1.825,2.35,3.1,-0.25,2.7,3.0,2.2,2.3,2.37,2.2,2.9,3.2,2.0,3.0,2.06,1.71,3.1,2.075,3.0,1.61,2.05,1.75,-0.25,2.8,2.25,Blackburn_Birmingham_2004,14,14,2004-11-21,2004,3,2
138,3.25,3.2,1.91,4.33,3.2,-0.5,1.85,3.1,,1.875,2.0,3.2,-0.5,3.6,3.75,1.85,2.0,1.9,1.73,3.6,3.2,2.0,3.1,,1.71,3.75,2.025,3.75,1.66,2.0,1.73,,4.0,2.15,Aston Villa_Tottenham_2004,14,14,2004-11-22,2004,1,34
139,3.25,3.25,1.85,4.33,3.2,-0.5,1.65,3.0,2.0,2.05,1.83,3.25,-0.5,4.0,4.5,1.8,1.83,1.83,1.73,3.8,3.2,2.0,3.1,1.84,1.71,4.5,1.85,4.0,1.66,1.83,1.89,-0.5,5.5,2.15,Birmingham_Norwich_2004,15,15,2004-11-27,2004,2,25
140,3.4,3.4,1.62,5.0,3.3,-0.75,1.7,3.3,2.08,2.075,1.65,3.6,-0.75,5.0,5.15,1.65,1.61,1.61,1.62,4.4,3.25,1.85,3.3,1.76,1.85,6.0,1.825,5.5,1.8,1.9,1.9,-0.75,4.75,2.0,Bolton_Portsmouth_2004,15,14,2004-11-27,2004,5,26
141,3.4,3.5,6.0,1.53,3.45,0.75,6.0,3.25,2.08,2.075,6.0,3.5,1.0,1.53,1.6,4.4,6.5,6.0,5.5,1.65,3.5,1.95,3.3,1.76,1.75,1.57,1.825,1.57,1.75,1.95,1.85,1.0,1.55,2.05,Charlton_Chelsea_2004,15,15,2004-11-27,2004,10,11
142,3.25,3.3,1.85,4.0,3.2,-0.5,1.9,3.0,1.9,1.875,1.91,3.3,-0.5,4.0,4.0,1.9,1.9,1.83,1.8,3.5,3.2,1.85,3.1,2.02,1.85,4.0,2.025,4.0,1.8,1.91,1.81,-0.5,3.8,2.0,Fulham_Blackburn_2004,15,15,2004-11-27,2004,15,3
143,3.25,3.25,2.3,2.75,3.1,0.0,2.3,3.2,1.82,1.85,2.35,3.25,-0.25,2.8,2.9,2.2,2.3,2.2,2.25,2.9,3.2,1.95,3.0,2.02,1.75,3.0,2.05,2.8,1.66,1.75,2.05,-0.25,2.9,2.15,Man City_Aston Villa_2004,15,15,2004-11-27,2004,21,1
144,3.2,3.2,2.0,3.75,3.2,-0.5,1.9,3.0,1.84,1.85,2.0,3.2,-0.5,3.4,3.75,1.9,2.0,2.0,1.83,3.5,3.2,2.0,3.1,2.0,1.71,3.75,2.05,3.5,1.7,2.0,1.73,-0.5,3.8,2.1,Southampton_Crystal Palace_2004,15,15,2004-11-27,2004,30,12
145,3.6,3.6,6.0,1.44,3.5,0.75,5.25,3.25,2.0,2.025,6.0,3.5,1.0,1.53,1.6,4.8,7.0,6.0,6.5,1.55,3.6,1.85,3.5,1.84,1.85,1.53,1.875,1.53,1.85,1.95,1.85,1.0,1.6,1.95,West Brom_Man United_2004,15,15,2004-11-27,2004,36,22
146,3.25,3.25,2.9,2.25,3.2,0.25,3.2,3.1,1.8,1.85,3.05,3.25,0.25,2.1,2.25,2.9,3.4,3.1,2.75,2.2,3.2,1.9,3.0,2.04,1.79,2.1,2.05,2.25,1.75,2.0,1.8,0.25,2.1,2.05,Liverpool_Arsenal_2004,14,15,2004-11-28,2004,20,0
147,3.25,3.25,1.91,4.0,3.2,-0.5,1.85,3.1,1.98,2.025,1.91,3.3,-0.5,4.0,4.0,1.9,1.83,1.8,1.8,3.5,3.2,1.85,3.1,1.86,1.85,4.5,1.875,3.75,1.85,1.91,1.81,-0.5,4.0,1.95,Newcastle_Everton_2004,15,15,2004-11-28,2004,24,14
148,3.2,3.1,2.5,2.6,3.2,0.0,2.35,3.1,2.04,2.075,2.45,3.25,0.0,2.62,2.75,2.7,2.5,2.37,2.38,2.3,3.2,1.95,3.0,1.8,1.75,2.8,1.825,2.6,1.8,1.85,1.95,0.0,2.75,2.0,Tottenham_Middlesbrough_2004,15,15,2004-11-28,2004,34,23
149,3.25,3.3,1.8,4.5,3.2,-0.5,1.75,2.87,1.86,1.9,1.9,3.25,-0.5,4.33,4.1,1.8,1.83,1.83,1.62,3.8,3.5,1.95,3.1,1.98,1.75,4.33,2.0,4.33,1.8,1.9,1.81,-0.5,4.6,2.0,Portsmouth_West Brom_2004,15,16,2004-12-04,2004,26,36
150,3.2,3.25,2.3,2.75,3.1,0.0,2.45,3.0,1.8,2.15,2.4,3.1,0.0,2.8,2.95,2.2,2.37,2.3,2.2,2.9,3.25,2.0,3.0,2.04,1.71,2.87,1.75,2.88,1.8,1.8,2.0,-0.25,2.7,2.0,Norwich_Fulham_2004,16,16,2004-12-04,2004,25,15
151,5.0,5.5,1.25,11.0,5.5,-1.5,1.22,5.0,2.02,2.1,1.25,5.3,-1.5,9.5,11.0,1.2,1.22,1.22,1.2,10.0,5.0,1.71,5.0,1.82,2.0,13.0,1.8,10.5,2.05,1.8,2.0,-1.5,9.75,1.75,Man United_Southampton_2004,16,16,2004-12-04,2004,22,30
152,3.2,3.2,2.0,3.5,3.1,-0.25,2.15,2.87,1.94,2.05,2.1,3.2,-0.25,3.6,3.4,1.9,2.0,2.0,1.91,3.5,3.2,2.0,3.1,1.9,1.71,3.75,1.85,3.5,1.65,1.85,1.95,-0.25,3.2,2.2,Everton_Bolton_2004,16,16,2004-12-04,2004,14,5
153,3.2,3.2,2.38,2.6,3.1,0.0,2.3,3.1,2.06,1.775,2.5,3.1,-0.25,2.6,2.8,2.5,2.5,2.4,2.38,2.5,3.2,2.05,3.0,1.78,1.65,2.75,2.125,2.75,1.65,1.75,2.05,0.0,2.9,2.2,Aston Villa_Liverpool_2004,16,15,2004-12-04,2004,1,20
154,3.2,3.2,2.38,2.75,3.0,0.0,2.5,3.0,2.08,1.775,2.45,3.15,-0.25,2.7,2.85,2.3,2.5,2.37,2.25,2.7,3.2,1.95,3.0,1.76,1.75,2.75,2.125,2.75,1.7,1.77,2.05,0.0,2.7,2.1,Blackburn_Tottenham_2004,16,16,2004-12-04,2004,3,34
