,idGame,nWeekHome,nWeekAway,Date,year,IdHomeTeam,IdAwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
0,Arsenal_Sunderland_2012,1,1,2012-08-18,2012,0,32,0,0,D,0,0,D,C Foy,14,3,4,2,12,8,7,0,0,0,0,0
1,Fulham_Norwich_2012,1,1,2012-08-18,2012,15,25,5,0,H,2,0,H,M Oliver,11,4,9,2,12,11,6,3,0,0,0,0
2,Newcastle_Tottenham_2012,1,1,2012-08-18,2012,24,34,2,1,H,0,0,D,M Atkinson,6,12,4,6,12,8,3,5,2,2,0,0
3,QPR_Swansea_2012,1,1,2012-08-18,2012,27,33,0,5,A,0,1,A,L Probert,20,12,11,8,11,14,5,3,2,2,0,0
4,Reading_Stoke_2012,1,1,2012-08-18,2012,28,31,1,1,D,0,1,A,K Friend,9,6,3,3,9,14,4,3,2,4,0,1
5,West Brom_Liverpool_2012,1,1,2012-08-18,2012,36,20,3,0,H,1,0,H,P Dowd,15,14,10,7,10,11,7,3,1,4,0,1
6,West Ham_Aston Villa_2012,1,1,2012-08-18,2012,37,1,1,0,H,1,0,H,M Dean,8,10,4,6,17,8,6,4,0,1,0,0
7,Man City_Southampton_2012,1,1,2012-08-19,2012,21,30,3,2,H,1,0,H,H Webb,20,9,15,6,4,6,7,3,1,2,0,0
8,Wigan_Chelsea_2012,1,1,2012-08-19,2012,38,11,0,2,A,0,2,A,M Jones,12,5,4,3,16,11,7,1,2,2,0,0
9,Everton_Man United_2012,1,1,2012-08-20,2012,14,22,1,0,H,0,0,D,A Marriner,16,12,7,7,12,11,6,8,1,2,0,0
10,Chelsea_Reading_2012,2,2,2012-08-22,2012,11,28,4,2,H,1,2,A,L Mason,23,7,11,5,11,14,1,5,0,2,0,0
11,Aston Villa_Everton_2012,2,2,2012-08-25,2012,1,14,1,3,A,0,3,A,M Oliver,7,19,3,11,10,7,1,9,1,0,1,0
12,Chelsea_Newcastle_2012,3,2,2012-08-25,2012,11,24,2,0,H,2,0,H,P Dowd,11,11,6,5,8,10,2,3,1,0,0,0
13,Man United_Fulham_2012,2,2,2012-08-25,2012,22,15,3,2,H,3,1,H,K Friend,20,14,11,11,12,7,8,8,0,1,0,0
14,Norwich_QPR_2012,2,2,2012-08-25,2012,25,27,1,1,D,1,1,D,M Clattenburg,13,6,4,4,15,14,6,2,0,2,0,0
15,Southampton_Wigan_2012,2,2,2012-08-25,2012,30,38,0,2,A,0,0,D,A Taylor,14,12,9,8,11,9,10,3,0,0,0,0
16,Swansea_West Ham_2012,2,2,2012-08-25,2012,33,37,3,0,H,2,0,H,M Atkinson,10,7,7,6,13,17,5,4,2,4,0,0
17,Tottenham_West Brom_2012,2,2,2012-08-25,2012,34,36,1,1,D,0,0,D,M Dean,18,10,10,5,8,7,7,5,1,2,0,0
18,Liverpool_Man City_2012,2,2,2012-08-26,2012,20,21,2,2,D,1,0,H,A Marriner,15,11,8,5,10,7,4,4,1,0,0,0
19,Stoke_Arsenal_2012,2,2,2012-08-26,2012,31,0,0,0,D,0,0,D,L Mason,7,16,4,6,9,9,0,11,2,0,0,0
20,Wigan_Stoke_2012,3,3,2012-09-01,2012,38,31,2,2,D,1,1,D,M Atkinson,9,16,5,8,13,11,2,1,1,2,0,0
