,idGame,nWeekHome,nWeekAway,Date,year,IdHomeTeam,IdAwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
0,Aston Villa_Bolton_2005,1,1,2005-08-13,2005,21,23,2,2,D,2,2,D,M Riley,3,13,2,6,14,16,7,8,0,2,0,0
1,Everton_Man United_2005,1,1,2005-08-13,2005,8,13,0,2,A,0,1,A,G Poll,10,12,5,5,15,14,8,6,3,1,0,0
2,Fulham_Birmingham_2005,1,1,2005-08-13,2005,16,19,0,0,D,0,0,D,R Styles,15,7,7,4,12,13,6,6,1,2,0,0
3,Man City_West Brom_2005,1,1,2005-08-13,2005,3,7,0,0,D,0,0,D,C Foy,15,13,8,3,13,11,3,6,2,3,0,0
4,Middlesbrough_Liverpool_2005,1,1,2005-08-13,2005,25,10,0,0,D,0,0,D,M Halsey,4,16,2,7,17,11,5,0,2,3,1,0
5,Portsmouth_Tottenham_2005,1,1,2005-08-13,2005,28,6,0,2,A,0,1,A,B Knight,11,11,7,6,13,23,7,2,0,2,0,0
6,Sunderland_Charlton_2005,1,1,2005-08-13,2005,38,29,1,3,A,1,1,D,H Webb,12,14,8,4,15,17,5,5,2,0,0,1
7,West Ham_Blackburn_2005,1,1,2005-08-13,2005,5,33,3,1,H,0,1,A,A Wiley,13,11,5,5,11,14,2,6,0,1,0,1
8,Arsenal_Newcastle_2005,1,1,2005-08-14,2005,31,9,2,0,H,0,0,D,S Bennett,15,2,12,1,15,17,8,3,0,1,0,1
9,Wigan_Chelsea_2005,1,1,2005-08-14,2005,20,30,0,1,A,0,0,D,M Clattenburg,12,20,5,9,14,7,2,6,1,0,0,0
10,West Brom_Portsmouth_2005,2,2,2005-08-20,2005,7,28,2,1,H,1,0,H,M Riley,6,10,2,2,21,19,3,3,4,3,0,0
11,Tottenham_Middlesbrough_2005,2,2,2005-08-20,2005,6,25,2,0,H,0,0,D,M Atkinson,18,12,8,3,16,10,5,6,3,1,0,0
12,Newcastle_West Ham_2005,2,2,2005-08-20,2005,9,5,0,0,D,0,0,D,D Gallagher,14,6,6,1,9,11,10,2,1,1,0,1
13,Man United_Aston Villa_2005,2,2,2005-08-20,2005,13,21,1,0,H,0,0,D,P Dowd,18,3,12,3,13,21,11,7,2,1,0,0
14,Charlton_Wigan_2005,2,2,2005-08-20,2005,29,20,1,0,H,1,0,H,R Styles,21,4,10,0,10,11,4,4,0,1,0,0
15,Blackburn_Fulham_2005,2,2,2005-08-20,2005,33,16,2,1,H,1,0,H,H Webb,16,8,9,4,26,14,8,1,2,2,0,0
16,Birmingham_Man City_2005,2,2,2005-08-20,2005,19,3,1,2,A,1,1,D,M Clattenburg,9,9,2,6,7,12,9,4,3,1,0,0
17,Liverpool_Sunderland_2005,2,2,2005-08-20,2005,10,38,1,0,H,1,0,H,B Knight,15,2,6,0,8,20,5,5,2,3,0,1
18,Bolton_Everton_2005,2,2,2005-08-21,2005,23,8,0,1,A,0,0,D,A Wiley,16,3,6,1,10,13,8,3,0,1,0,0
19,Chelsea_Arsenal_2005,2,2,2005-08-21,2005,30,31,1,0,H,0,0,D,G Poll,9,9,6,3,17,21,3,7,2,3,0,0
20,Birmingham_Middlesbrough_2005,3,3,2005-08-23,2005,19,25,0,3,A,0,2,A,P Dowd,14,8,8,3,14,15,2,2,0,1,0,0
21,Portsmouth_Aston Villa_2005,3,3,2005-08-23,2005,28,21,1,1,D,1,1,D,G Poll,20,7,11,3,12,10,13,4,3,1,0,1
22,Sunderland_Man City_2005,3,3,2005-08-23,2005,38,3,1,2,A,1,2,A,P Walton,15,12,10,7,10,10,5,3,1,2,0,0
23,Chelsea_West Brom_2005,3,3,2005-08-24,2005,30,7,4,0,H,2,0,H,M Halsey,11,0,8,0,10,7,9,1,0,1,0,0
24,Bolton_Newcastle_2005,3,3,2005-08-24,2005,23,9,2,0,H,1,0,H,R Styles,14,7,6,4,12,17,4,3,0,1,0,0
25,Arsenal_Fulham_2005,3,3,2005-08-24,2005,31,16,4,1,H,1,1,D,M Clattenburg,20,8,14,3,16,11,6,7,5,2,0,0
26,Blackburn_Tottenham_2005,3,3,2005-08-24,2005,33,6,0,0,D,0,0,D,D Gallagher,11,1,7,1,15,12,7,0,2,2,1,0
27,Aston Villa_Blackburn_2005,4,4,2005-08-27,2005,21,33,1,0,H,1,0,H,M Clattenburg,10,9,3,2,13,16,4,11,2,2,0,0
28,Fulham_Everton_2005,4,3,2005-08-27,2005,16,8,1,0,H,0,0,D,M Riley,9,6,4,2,19,25,6,2,1,2,0,1
29,Man City_Portsmouth_2005,4,4,2005-08-27,2005,3,28,2,1,H,0,0,D,A Wiley,16,7,9,2,13,17,12,3,1,2,0,0
30,Tottenham_Chelsea_2005,4,4,2005-08-27,2005,6,30,0,2,A,0,1,A,R Styles,11,13,6,7,16,12,2,5,3,2,1,0
31,West Brom_Birmingham_2005,4,4,2005-08-27,2005,7,19,2,3,A,1,3,A,G Poll,15,8,8,7,11,24,3,2,1,3,0,0
32,West Ham_Bolton_2005,3,4,2005-08-27,2005,5,23,1,2,A,0,0,D,P Dowd,13,10,6,6,13,16,7,7,1,4,0,0
33,Wigan_Sunderland_2005,3,4,2005-08-27,2005,20,38,1,0,H,1,0,H,S Bennett,11,9,5,7,11,13,0,6,3,3,0,0
34,Newcastle_Man United_2005,4,3,2005-08-28,2005,9,13,0,2,A,0,0,D,H Webb,9,11,4,5,26,16,5,3,1,2,0,0
35,Middlesbrough_Charlton_2005,4,3,2005-08-28,2005,25,29,0,3,A,0,1,A,M Dean,10,12,6,8,18,15,6,1,2,1,0,0
36,West Brom_Wigan_2005,5,4,2005-09-10,2005,7,20,1,2,A,1,1,D,M Clattenburg,10,9,5,4,19,15,5,0,3,1,0,0
37,Tottenham_Liverpool_2005,5,3,2005-09-10,2005,6,10,0,0,D,0,0,D,H Webb,10,11,7,6,16,13,4,4,1,1,0,0
38,Newcastle_Fulham_2005,5,5,2005-09-10,2005,9,16,1,1,D,0,1,A,A Wiley,15,13,10,8,19,16,10,8,4,1,1,0
39,Middlesbrough_Arsenal_2005,5,4,2005-09-10,2005,25,31,2,1,H,1,0,H,M Riley,6,13,5,8,17,16,6,7,3,4,0,0
40,Birmingham_Charlton_2005,5,4,2005-09-10,2005,19,29,0,1,A,0,1,A,M Halsey,18,8,5,4,9,10,13,4,0,2,0,0
