,idGame,nWeekHome,nWeekAway,Date,year,IdHomeTeam,IdAwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
0,Aston Villa_Southampton_2004,1,1,2004-08-14,2004,21,12,2,0,H,2,0,H,U Rennie,14,6,5,2,14,9,12,6,0,0,0,0
1,Blackburn_West Brom_2004,1,1,2004-08-14,2004,33,7,1,1,D,0,1,A,C Foy,12,4,4,2,15,17,4,5,1,0,0,0
2,Bolton_Charlton_2004,1,1,2004-08-14,2004,23,29,4,1,H,2,0,H,P Dowd,21,9,11,5,10,12,9,5,1,1,0,0
3,Man City_Fulham_2004,1,1,2004-08-14,2004,3,16,1,1,D,1,0,H,M Messias,12,4,5,2,14,12,9,4,0,2,0,0
4,Middlesbrough_Newcastle_2004,1,1,2004-08-14,2004,25,9,2,2,D,0,1,A,S Bennett,15,11,8,4,16,13,6,7,3,1,0,0
5,Norwich_Crystal Palace_2004,1,1,2004-08-14,2004,14,24,1,1,D,1,0,H,P Walton,14,14,10,8,14,16,6,11,0,1,0,0
6,Portsmouth_Birmingham_2004,1,1,2004-08-14,2004,28,19,1,1,D,1,1,D,H Webb,14,16,8,11,13,16,8,4,2,4,0,0
7,Tottenham_Liverpool_2004,1,1,2004-08-14,2004,6,10,1,1,D,0,1,A,D Gallagher,14,16,7,8,17,11,3,8,3,1,0,0
8,Chelsea_Man United_2004,1,1,2004-08-15,2004,30,13,1,0,H,1,0,H,G Poll,8,11,5,3,17,8,2,3,0,0,0,0
9,Everton_Arsenal_2004,1,1,2004-08-15,2004,8,31,1,4,A,0,2,A,M Riley,9,18,5,14,14,19,0,7,2,1,0,0
10,Southampton_Blackburn_2004,2,2,2004-08-21,2004,12,33,3,2,H,1,0,H,A D'Urso,13,10,7,6,12,18,3,6,0,3,0,0
11,Newcastle_Tottenham_2004,2,2,2004-08-21,2004,9,6,0,1,A,0,0,D,M Dean,13,15,6,8,10,12,13,3,1,2,0,0
12,Man United_Norwich_2004,2,2,2004-08-21,2004,13,14,2,1,H,1,0,H,N Barry,17,7,7,2,8,23,11,5,0,1,0,0
13,Liverpool_Man City_2004,2,2,2004-08-21,2004,10,3,2,1,H,0,1,A,G Poll,15,7,10,4,9,17,8,3,1,3,0,1
14,Birmingham_Chelsea_2004,2,2,2004-08-21,2004,19,30,0,1,A,0,0,D,B Knight,9,7,3,3,10,16,8,2,0,0,0,0
15,Crystal Palace_Everton_2004,2,2,2004-08-21,2004,24,8,1,3,A,1,1,D,M Clattenburg,15,14,9,7,6,18,6,6,1,1,0,1
