,idGame,nWeekHome,nWeekAway,Date,year,IdHomeTeam,IdAwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
0,Arsenal_Everton_2003,1,1,2003-08-16,2003,0,14,2,1,H,1,0,H,M Halsey,11,13,5,7,8,15,6,9,1,3,1,1
1,Birmingham_Tottenham_2003,1,1,2003-08-16,2003,2,34,1,0,H,1,0,H,R Styles,10,15,5,7,20,27,1,4,3,5,0,0
2,Blackburn_Wolves_2003,1,1,2003-08-16,2003,3,39,5,1,H,2,0,H,J Winter,25,8,13,5,8,14,6,2,1,1,0,0
3,Fulham_Middlesbrough_2003,1,1,2003-08-16,2003,15,23,3,2,H,1,1,D,G Poll,17,8,9,5,18,16,7,6,1,1,0,0
4,Leicester_Southampton_2003,1,1,2003-08-16,2003,19,30,2,2,D,2,0,H,M Riley,12,13,7,10,27,15,2,7,3,1,0,0
5,Man United_Bolton_2003,1,1,2003-08-16,2003,22,5,4,0,H,1,0,H,P Durkin,13,15,6,5,12,8,8,4,0,4,0,0
6,Portsmouth_Aston Villa_2003,1,1,2003-08-16,2003,26,1,2,1,H,1,0,H,G Barber,4,9,3,5,18,22,7,9,2,1,0,1
7,Charlton_Man City_2003,1,1,2003-08-17,2003,10,21,0,3,A,0,2,A,M Dean,10,14,5,8,12,16,4,7,2,1,1,0
8,Leeds_Newcastle_2003,1,1,2003-08-17,2003,18,24,2,2,D,1,1,D,R Martin,8,19,3,10,19,16,4,8,4,2,0,0
9,Liverpool_Chelsea_2003,1,1,2003-08-17,2003,20,11,1,2,A,0,1,A,S Bennett,12,10,7,6,13,12,8,6,3,1,0,0
10,Wolves_Charlton_2003,2,2,2003-08-23,2003,39,10,0,4,A,0,4,A,P Dowd,10,8,4,6,11,7,5,2,2,1,0,1
11,Tottenham_Leeds_2003,2,2,2003-08-23,2003,34,18,2,1,H,1,1,D,S Dunn,20,5,4,2,14,14,6,0,1,2,0,0
12,Southampton_Birmingham_2003,2,2,2003-08-23,2003,30,2,0,0,D,0,0,D,Graham Barber,14,12,7,5,15,19,2,7,3,1,0,0
13,Newcastle_Man United_2003,2,2,2003-08-23,2003,24,22,1,2,A,1,0,H,U Rennie,7,11,5,8,18,14,2,4,2,2,0,0
14,Chelsea_Leicester_2003,2,2,2003-08-23,2003,11,19,2,1,H,2,1,H,R Styles,17,5,7,1,12,18,7,2,0,3,1,2
15,Everton_Fulham_2003,2,2,2003-08-23,2003,14,15,3,1,H,3,0,H,N Barry,10,23,8,15,15,14,4,10,2,4,0,0
16,Bolton_Blackburn_2003,2,2,2003-08-23,2003,5,3,2,2,D,2,0,H,A D'Urso,16,10,10,5,11,15,9,2,2,4,0,1
17,Man City_Portsmouth_2003,2,2,2003-08-23,2003,21,26,1,1,D,0,1,A,M Messias,21,4,11,2,8,22,11,7,2,3,0,0
18,Aston Villa_Liverpool_2003,2,2,2003-08-24,2003,1,20,0,0,D,0,0,D,P Durkin,14,15,9,9,16,7,8,9,0,1,0,0
19,Middlesbrough_Arsenal_2003,2,2,2003-08-24,2003,23,0,0,4,A,0,3,A,D Gallagher,10,14,4,10,11,7,3,5,1,0,0,0
