,idGame,Date,Referee,Id_Team_Home,Id_Team_Away,nWeekHome,nWeekAway,year,Goals_H,Goals_A,Prob_H_last_3,Prob_D_last_3,Prob_A_last_3,Prob_H_last_6,Prob_D_last_6,Prob_A_last_6,Prob_H_last_10,Prob_D_last_10,Prob_A_last_10,Prob_H_last_infinity,Prob_D_last_infinity,Prob_A_last_infinity,Average_H,Std_dev_H,Average_D,Std_dev_D,Average_A,Std_dev_A,Average_>2.5,Std_dev_>2.5,Average_<2.5,Std_dev_<2.5,Diff_H_last_3,Diff_D_last_3,Diff_A_last_3,Diff_H_last_6,Diff_D_last_6,Diff_A_last_6,Diff_H_last_10,Diff_D_last_10,Diff_A_last_10,Diff_H_last_infinity,Diff_D_last_infinity,Diff_A_last_infinity
69,Tottenham_Everton_2003,2003-10-04,D Gallagher,6,8,8,8,2003,3,0,26.127,23.545,50.083,,,,,,,25.099,24.501,50.23,46.378,2.123,31.151,0.667,33.916,1.386,53.343,1.006,53.343,1.006,-20.251,-7.606,16.167,,,,,,,-21.279,-6.65,16.314
70,Liverpool_Arsenal_2003,2003-10-04,G Barber,10,31,8,8,2003,1,2,5.56,24.446,69.902,,,,,,,5.437,26.09,68.408,40.153,1.341,31.225,1.282,39.556,1.735,53.343,1.006,53.343,1.006,-34.593,-6.779,30.346,,,,,,,-34.716,-5.135,28.852
71,Wolves_Man City_2003,2003-10-04,J Winter,4,3,8,8,2003,1,0,0.0,0.246,60.287,,,,,,,0.0,0.35,65.824,29.197,1.749,30.601,1.085,51.794,2.431,56.349,1.122,50.641,0.907,-29.197,-30.355,8.493,,,,,,,-29.197,-30.251,14.03
72,Leeds_Blackburn_2003,2003-10-04,U Rennie,2,33,8,8,2003,2,1,14.202,20.529,64.819,,,,,,,13.81,21.504,64.361,40.546,1.995,30.859,0.883,40.222,2.294,54.249,2.287,52.632,0.0,-26.344,-10.33,24.597,,,,,,,-26.736,-9.355,24.139
75,Portsmouth_Charlton_2003,2003-10-04,G Poll,28,29,8,8,2003,1,2,32.903,27.766,39.282,,,,,,,31.429,29.028,39.511,49.212,2.251,31.119,0.551,31.105,2.266,52.668,1.96,54.054,0.0,-16.309,-3.353,8.177,,,,,,,-17.783,-2.091,8.406
76,Aston Villa_Bolton_2003,2003-10-05,R Styles,21,23,8,8,2003,1,1,91.658,4.763,0.0,,,,,,,91.624,4.548,0.0,57.177,1.157,30.16,1.337,23.697,1.092,50.031,1.769,57.143,0.0,34.481,-25.397,-23.697,,,,,,,34.447,-25.612,-23.697
78,Birmingham_Chelsea_2003,2003-10-14,N Barry,19,30,8,8,2003,0,0,19.26,25.842,54.793,,,,,,,19.403,26.334,54.173,24.576,1.075,30.28,1.229,56.629,1.342,53.265,2.805,53.069,1.394,-5.316,-4.438,-1.836,,,,,,,-5.173,-3.946,-2.456
79,Fulham_Wolves_2003,2003-10-18,H Webb,16,4,8,9,2003,0,0,80.284,14.558,4.339,,,,,,,84.078,6.299,2.277,63.347,0.579,29.186,0.797,18.926,1.42,54.805,1.062,52.027,2.867,16.937,-14.628,-14.587,,,,,,,20.731,-22.887,-16.649
80,Arsenal_Chelsea_2003,2003-10-18,P Durkin,31,30,9,9,2003,2,1,8.987,20.933,69.811,,,,,,,14.712,23.458,61.64,46.564,1.725,31.148,1.162,33.922,1.5,54.805,1.062,52.027,2.867,-37.577,-10.215,35.889,,,,,,,-31.852,-7.69,27.718
81,Man City_Bolton_2003,2003-10-18,S Bennett,3,23,9,9,2003,6,2,79.333,16.363,3.83,,,,,,,84.824,12.123,2.078,59.183,1.748,30.527,0.976,22.201,2.073,55.598,2.184,51.282,0.0,20.15,-14.164,-18.371,,,,,,,25.641,-18.404,-20.123
