,idGame,Date,Referee,Id_Team_Home,Id_Team_Away,nWeekHome,nWeekAway,year,Goals_H,Goals_A,Prob_H_last_3,Prob_D_last_3,Prob_A_last_3,Prob_H_last_6,Prob_D_last_6,Prob_A_last_6,Prob_H_last_10,Prob_D_last_10,Prob_A_last_10,Prob_H_last_infinity,Prob_D_last_infinity,Prob_A_last_infinity,Average_H,Std_dev_H,Average_D,Std_dev_D,Average_A,Std_dev_A,Average_>2.5,Std_dev_>2.5,Average_<2.5,Std_dev_<2.5,Diff_H_last_3,Diff_D_last_3,Diff_A_last_3,Diff_H_last_6,Diff_D_last_6,Diff_A_last_6,Diff_H_last_10,Diff_D_last_10,Diff_A_last_10,Diff_H_last_infinity,Diff_D_last_infinity,Diff_A_last_infinity
70,Crystal Palace_West Ham_2016,2016-10-15,M Atkinson,24,5,8,8,2016,0,1,76.873,10.815,7.069,,,,,,,76.15,11.489,7.734,47.055,1.572,29.144,1.505,27.596,1.282,,,,,29.818,-18.329,-20.527,,,,,,,29.095,-17.655,-19.862
71,Man City_Everton_2016,2016-10-15,M Oliver,3,8,8,8,2016,1,1,49.113,28.281,22.557,,,,,,,47.626,28.731,23.601,66.998,1.008,21.695,0.885,14.842,0.763,,,,,-17.885,6.586,7.715,,,,,,,-19.372,7.036,8.759
72,Chelsea_Leicester_2016,2016-10-15,A Marriner,30,27,8,8,2016,3,0,77.567,4.594,2.049,,,,,,,78.344,5.05,2.316,63.125,0.602,23.998,1.468,16.305,0.709,,,,,14.442,-19.404,-14.256,,,,,,,15.219,-18.948,-13.989
73,Bournemouth_Hull_2016,2016-10-15,L Mason,17,34,8,8,2016,6,1,45.08,27.88,26.988,,,,,,,43.658,28.2,28.096,54.437,0.566,28.454,0.577,20.857,1.184,,,,,-9.357,-0.574,6.131,,,,,,,-10.779,-0.254,7.239
74,Arsenal_Swansea_2016,2016-10-15,J Moss,31,0,8,8,2016,3,2,60.121,22.992,16.65,,,,,,,58.602,23.599,17.596,78.224,1.037,16.65,0.919,8.713,0.729,,,,,-18.103,6.342,7.937,,,,,,,-19.622,6.949,8.883
75,West Brom_Tottenham_2016,2016-10-15,K Friend,7,6,8,8,2016,1,1,10.934,17.825,70.443,,,,,,,10.25,17.306,71.572,18.832,0.966,27.12,1.291,57.865,0.975,,,,,-7.898,-9.295,12.578,,,,,,,-8.582,-9.814,13.707
76,Stoke_Sunderland_2016,2016-10-15,M Jones,22,38,8,8,2016,2,0,15.15,26.825,57.951,,,,,,,14.395,26.394,59.128,49.924,1.333,28.7,0.899,24.981,1.809,,,,,-34.774,-1.875,32.97,,,,,,,-35.529,-2.306,34.147
77,Middlesbrough_Watford_2016,2016-10-16,R East,25,39,8,8,2016,0,1,19.907,21.09,58.491,,,,,,,19.063,20.867,59.536,44.101,1.028,31.103,0.852,28.446,1.479,,,,,-24.194,-10.013,30.045,,,,,,,-25.038,-10.236,31.09
78,Southampton_Burnley_2016,2016-10-16,M Dean,12,11,8,8,2016,3,1,,,,,,,,,,84.993,14.642,0.0,71.802,0.785,21.207,0.716,10.745,1.314,,,,,,,,,,,,,,13.191,-6.565,-10.745
79,Liverpool_Man United_2016,2016-10-17,A Taylor,10,13,8,8,2016,0,0,,,,,,,,,,73.542,10.142,7.853,45.951,1.021,29.327,1.355,28.253,0.4,,,,,,,,,,,,,,27.591,-19.185,-20.4
80,Swansea_Watford_2016,2016-10-22,P Tierney,0,39,9,9,2016,0,0,12.067,14.372,70.414,,,,,,,9.418,15.254,73.786,42.981,0.689,30.117,0.575,30.432,0.913,,,,,-30.914,-15.745,39.982,,,,,,,-33.563,-14.863,43.354
81,Arsenal_Middlesbrough_2016,2016-10-22,M Dean,31,25,9,9,2016,0,0,77.797,14.866,6.28,,,,,,,56.191,20.415,22.651,80.101,0.947,16.282,0.517,7.884,0.782,,,,,-2.304,-1.416,-1.604,,,,,,,-23.91,4.133,14.767
82,Hull_Stoke_2016,2016-10-22,K Friend,34,22,9,9,2016,0,2,13.68,31.399,54.897,,,,,,,26.654,30.734,42.592,33.241,1.839,30.644,0.589,39.67,1.186,,,,,-19.561,0.755,15.227,,,,,,,-6.587,0.09,2.922
83,West Ham_Sunderland_2016,2016-10-22,R Madley,5,38,9,9,2016,1,0,38.302,35.687,26.006,,,,,,,38.506,33.797,27.69,58.834,0.859,26.0,1.169,18.746,1.214,,,,,-20.532,9.687,7.26,,,,,,,-20.328,7.797,8.944
84,Burnley_Everton_2016,2016-10-22,M Jones,11,8,9,9,2016,2,1,20.884,43.163,35.953,,,,,,,22.146,42.616,35.237,17.147,1.644,26.716,0.764,59.702,1.343,,,,,3.737,16.447,-23.749,,,,,,,4.999,15.9,-24.465
85,Bournemouth_Tottenham_2016,2016-10-22,C Pawson,17,6,9,9,2016,0,0,50.689,31.034,18.253,,,,,,,26.805,25.784,47.304,24.74,0.811,28.144,1.013,50.658,0.643,,,,,25.949,2.89,-32.405,,,,,,,2.065,-2.36,-3.354
86,Liverpool_West Brom_2016,2016-10-22,N Swarbrick,10,7,9,9,2016,2,1,76.682,17.521,5.356,,,,,,,63.546,26.685,9.701,77.607,0.415,16.784,0.668,8.692,0.981,,,,,-0.925,0.737,-3.336,,,,,,,-14.061,9.901,1.009
87,Leicester_Crystal Palace_2016,2016-10-22,M Oliver,27,24,9,9,2016,3,1,61.214,26.201,12.501,,,,,,,53.083,36.489,10.42,48.921,0.484,29.25,0.597,25.482,0.913,,,,,12.293,-3.049,-12.981,,,,,,,4.162,7.239,-15.062
88,Chelsea_Man United_2016,2016-10-23,M Atkinson,30,13,9,9,2016,4,0,68.953,23.341,7.572,,,,,,,54.823,26.807,18.292,45.057,0.788,30.381,0.966,27.779,1.065,,,,,23.896,-7.04,-20.207,,,,,,,9.766,-3.574,-9.487
89,Man City_Southampton_2016,2016-10-23,M Clattenburg,3,12,9,9,2016,1,1,49.241,30.04,20.69,,,,,,,62.788,24.266,12.806,66.667,0.0,22.346,0.819,14.38,0.775,,,,,-17.426,7.694,6.31,,,,,,,-3.879,1.92,-1.574
90,Sunderland_Arsenal_2016,2016-10-29,M Atkinson,38,31,10,10,2016,1,4,0.585,2.175,75.704,,,,,,,1.304,5.322,86.729,12.156,0.71,19.936,0.709,71.285,0.38,,,,,-11.571,-17.761,4.419,,,,,,,-10.852,-14.614,15.444
91,Crystal Palace_Liverpool_2016,2016-10-29,A Marriner,24,10,10,10,2016,2,4,28.678,27.948,43.324,,,,,,,33.519,25.942,40.443,20.192,0.661,25.749,1.016,57.388,0.849,,,,,8.486,2.199,-14.064,,,,,,,13.327,0.193,-16.945
92,Watford_Hull_2016,2016-10-29,J Moss,39,34,10,10,2016,1,0,65.871,7.185,5.939,,,,,,,59.066,15.276,20.198,57.285,0.377,27.338,0.72,19.021,1.081,,,,,8.586,-20.153,-13.082,,,,,,,1.781,-12.062,1.177
93,Tottenham_Leicester_2016,2016-10-29,R Madley,6,27,10,10,2016,1,1,88.853,7.073,1.07,,,,,,,87.668,9.497,1.268,60.668,0.838,25.328,1.322,17.506,0.917,,,,,28.185,-18.255,-16.436,,,,,,,27.0,-15.831,-16.238
94,Man United_Burnley_2016,2016-10-29,M Clattenburg,13,11,10,10,2016,0,0,86.148,5.175,1.352,,,,,,,86.392,3.983,0.811,82.748,0.73,15.126,0.855,5.95,0.549,,,,,3.4,-9.951,-4.598,,,,,,,3.644,-11.143,-5.139
95,West Brom_Man City_2016,2016-10-29,L Mason,7,3,10,10,2016,0,4,37.605,26.195,36.112,,,,,,,19.531,19.95,59.756,13.134,0.848,21.937,0.438,68.842,0.989,,,,,24.471,4.258,-32.73,,,,,,,6.397,-1.987,-9.086
96,Middlesbrough_Bournemouth_2016,2016-10-29,S Attwell,25,17,10,10,2016,2,0,26.841,28.221,44.892,,,,,,,35.375,32.635,31.981,39.741,0.791,32.051,0.724,31.85,0.803,,,,,-12.9,-3.83,13.042,,,,,,,-4.366,0.584,0.131
97,Everton_West Ham_2016,2016-10-30,A Taylor,8,5,10,10,2016,2,0,74.172,15.804,8.845,,,,,,,70.417,17.965,10.861,55.478,0.84,26.46,1.042,21.589,0.665,,,,,18.694,-10.656,-12.744,,,,,,,14.939,-8.495,-10.728
98,Southampton_Chelsea_2016,2016-10-30,M Jones,12,30,10,10,2016,0,2,61.981,23.194,14.621,,,,,,,51.05,26.498,22.366,31.7,0.987,29.902,0.677,41.891,1.618,,,,,30.281,-6.708,-27.27,,,,,,,19.35,-3.404,-19.525
99,Stoke_Swansea_2016,2016-10-31,M Oliver,22,0,10,10,2016,3,1,32.726,26.433,40.76,,,,,,,19.979,23.013,56.745,48.999,1.693,28.208,0.407,26.251,1.005,,,,,-16.273,-1.775,14.509,,,,,,,-29.02,-5.195,30.494
100,Burnley_Crystal Palace_2016,2016-11-05,A Taylor,11,24,11,11,2016,3,2,50.609,25.527,23.746,,,,,,,46.388,30.046,23.539,30.619,1.706,30.626,0.809,42.357,0.712,,,,,19.99,-5.099,-18.611,,,,,,,15.769,-0.58,-18.818
101,West Ham_Stoke_2016,2016-11-05,A Marriner,5,22,11,11,2016,1,1,15.67,25.556,58.666,,,,,,,25.719,28.226,46.008,49.477,0.652,28.61,0.955,25.543,0.833,,,,,-33.807,-3.054,33.123,,,,,,,-23.758,-0.384,20.465
102,Chelsea_Everton_2016,2016-11-05,R Madley,30,8,11,11,2016,5,0,76.635,16.98,5.843,,,,,,,61.016,23.798,15.011,64.405,0.749,24.051,1.357,15.275,0.738,,,,,12.23,-7.071,-9.432,,,,,,,-3.389,-0.253,-0.264
103,Man City_Middlesbrough_2016,2016-11-05,K Friend,3,25,11,11,2016,1,1,66.416,24.465,9.007,,,,,,,59.133,27.141,13.66,82.262,0.771,14.787,0.612,6.898,0.379,,,,,-15.846,9.678,2.109,,,,,,,-23.129,12.354,6.762
104,Bournemouth_Sunderland_2016,2016-11-05,M Dean,17,38,11,11,2016,1,2,83.304,16.434,0.0,,,,,,,72.015,22.308,5.53,60.929,0.691,25.11,1.587,17.712,0.735,,,,,22.375,-8.676,-17.712,,,,,,,11.086,-2.802,-12.182
105,Hull_Southampton_2016,2016-11-06,G Scott,34,12,11,11,2016,2,1,0.278,4.73,90.662,,,,,,,7.883,22.296,69.646,17.95,0.559,26.497,0.622,59.333,0.87,,,,,-17.672,-21.767,31.329,,,,,,,-10.067,-4.201,10.313
106,Swansea_Man United_2016,2016-11-06,N Swarbrick,0,13,11,11,2016,1,3,43.308,37.305,19.382,,,,,,,20.174,26.045,53.681,20.023,0.638,25.697,0.737,58.017,1.229,,,,,23.285,11.608,-38.635,,,,,,,0.151,0.348,-4.336
107,Arsenal_Tottenham_2016,2016-11-06,M Clattenburg,31,6,11,11,2016,1,1,35.717,38.654,25.627,,,,,,,16.209,21.893,61.569,50.916,0.626,28.745,1.255,24.21,1.271,,,,,-15.199,9.909,1.417,,,,,,,-34.707,-6.852,37.359
108,Liverpool_Watford_2016,2016-11-06,M Oliver,10,39,11,11,2016,6,1,52.199,39.801,7.996,,,,,,,60.887,23.107,15.785,77.613,0.822,17.191,1.425,8.7,0.988,,,,,-25.414,22.61,-0.704,,,,,,,-16.726,5.916,7.085
109,Leicester_West Brom_2016,2016-11-06,C Pawson,27,7,11,11,2016,1,2,68.604,24.434,6.862,,,,,,,54.6,35.714,9.677,56.187,0.71,28.106,0.973,19.399,1.144,,,,,12.417,-3.672,-12.537,,,,,,,-1.587,7.608,-9.722
110,Man United_Arsenal_2016,2016-11-19,A Marriner,13,31,12,12,2016,1,1,12.136,21.108,66.429,,,,,,,14.413,24.789,60.669,38.838,0.801,30.228,1.037,34.483,1.18,,,,,-26.702,-9.12,31.946,,,,,,,-24.425,-5.439,26.186
111,Everton_Swansea_2016,2016-11-19,M Atkinson,8,0,12,12,2016,1,1,79.063,12.664,6.164,,,,,,,70.418,20.288,8.975,63.36,0.914,24.086,0.806,16.122,0.587,,,,,15.703,-11.422,-9.958,,,,,,,7.058,-3.798,-7.147
112,Stoke_Bournemouth_2016,2016-11-19,R East,22,17,12,12,2016,0,1,85.183,8.203,2.675,,,,,,,56.507,22.855,20.358,44.6,1.515,29.696,0.597,29.191,0.638,,,,,40.583,-21.493,-26.516,,,,,,,11.907,-6.841,-8.833
113,Sunderland_Hull_2016,2016-11-19,L Mason,38,34,12,12,2016,3,0,62.3,15.508,18.142,,,,,,,30.497,20.671,47.989,46.796,0.49,30.186,0.684,26.682,1.202,,,,,15.504,-14.678,-8.54,,,,,,,-16.299,-9.515,21.307
114,Watford_Leicester_2016,2016-11-19,N Swarbrick,39,27,12,12,2016,2,1,81.669,9.847,4.546,,,,,,,72.24,14.046,10.767,35.758,1.024,30.784,0.743,36.984,0.492,,,,,45.911,-20.937,-32.438,,,,,,,36.482,-16.738,-26.217
115,Southampton_Liverpool_2016,2016-11-19,M Clattenburg,12,10,12,12,2016,0,0,13.661,16.988,67.925,,,,,,,27.845,23.112,48.749,29.325,1.392,28.749,0.678,45.6,2.202,,,,,-15.664,-11.761,22.325,,,,,,,-1.48,-5.637,3.149
116,Tottenham_West Ham_2016,2016-11-19,M Dean,6,5,12,12,2016,3,2,68.882,23.982,7.024,,,,,,,71.914,21.339,6.548,65.801,2.291,23.066,1.575,14.77,1.877,,,,,3.081,0.916,-7.746,,,,,,,6.113,-1.727,-8.222
117,Crystal Palace_Man City_2016,2016-11-19,R Madley,24,3,12,12,2016,1,2,4.739,7.004,73.049,,,,,,,6.028,9.821,78.049,15.821,0.476,22.824,0.779,65.195,1.176,,,,,-11.082,-15.82,7.854,,,,,,,-9.793,-13.003,12.854
118,Middlesbrough_Chelsea_2016,2016-11-20,J Moss,25,30,12,12,2016,0,1,17.178,29.34,53.445,,,,,,,18.252,24.86,56.749,15.209,0.566,24.252,0.624,64.295,1.092,,,,,1.969,5.088,-10.85,,,,,,,3.043,0.608,-7.546
119,West Brom_Burnley_2016,2016-11-21,M Jones,7,11,12,12,2016,4,0,68.4,19.461,11.626,,,,,,,72.837,20.132,6.76,51.589,0.548,29.813,0.678,22.311,1.251,,,,,16.811,-10.352,-10.685,,,,,,,21.248,-9.681,-15.551
120,Burnley_Man City_2016,2016-11-26,A Marriner,11,3,13,13,2016,1,2,14.12,17.364,67.212,29.738,23.111,46.852,,,,20.688,23.694,55.405,10.675,1.003,17.402,0.971,75.778,1.34,,,,,3.445,-0.038,-8.566,19.063,5.709,-28.926,,,,10.013,6.292,-20.373
121,Swansea_Crystal Palace_2016,2016-11-26,K Friend,0,24,13,13,2016,5,4,16.947,20.607,61.923,16.71,17.367,64.263,,,,14.151,17.596,67.05,38.533,1.539,30.359,0.776,34.644,0.546,,,,,-21.586,-9.752,27.279,-21.823,-12.992,29.619,,,,-24.382,-12.763,32.406
122,Liverpool_Sunderland_2016,2016-11-26,A Taylor,10,38,13,13,2016,2,0,77.94,15.706,5.613,,,,,,,84.7,8.861,2.988,84.551,0.984,13.041,1.394,5.99,0.495,,,,,-6.611,2.665,-0.377,,,,,,,0.149,-4.18,-3.002
123,Chelsea_Tottenham_2016,2016-11-26,M Oliver,30,6,13,13,2016,2,1,80.753,19.085,0.0,61.761,23.924,14.152,,,,54.756,28.446,16.749,56.779,0.648,26.791,1.019,19.932,0.531,,,,,23.974,-7.706,-19.932,4.982,-2.867,-5.78,,,,-2.023,1.655,-3.183
124,Hull_West Brom_2016,2016-11-26,P Tierney,34,7,13,13,2016,1,1,8.809,18.495,72.181,16.131,25.205,58.544,,,,13.895,26.342,59.679,32.739,2.042,31.507,0.831,39.275,0.83,,,,,-23.93,-13.012,32.906,-16.608,-6.302,19.269,,,,-18.844,-5.165,20.404
125,Leicester_Middlesbrough_2016,2016-11-26,L Mason,27,25,13,13,2016,2,2,26.552,42.577,30.87,55.327,30.334,14.309,,,,48.581,35.218,16.192,53.216,1.238,28.417,0.805,22.061,0.594,,,,,-26.664,14.16,8.809,2.111,1.917,-7.752,,,,-4.635,6.801,-5.869
126,Watford_Stoke_2016,2016-11-27,R Madley,39,22,13,13,2016,0,1,22.091,30.218,47.663,43.585,24.596,31.654,,,,42.615,25.678,31.599,41.829,0.801,30.479,0.394,31.332,1.234,,,,,-19.738,-0.261,16.331,1.756,-5.883,0.322,,,,0.786,-4.801,0.267
127,Man United_West Ham_2016,2016-11-27,J Moss,13,5,13,13,2016,1,1,33.769,39.38,26.849,71.724,16.142,10.765,,,,70.431,17.409,11.217,68.109,1.11,21.959,0.638,13.708,0.788,,,,,-34.34,17.421,13.141,3.615,-5.817,-2.943,,,,2.322,-4.55,-2.491
128,Southampton_Everton_2016,2016-11-27,C Pawson,12,8,13,13,2016,1,0,64.225,22.903,12.669,43.753,29.947,26.274,,,,42.53,31.369,26.084,46.254,1.005,29.992,0.684,27.488,0.697,,,,,17.971,-7.089,-14.819,-2.501,-0.045,-1.214,,,,-3.724,1.377,-1.404
129,Arsenal_Bournemouth_2016,2016-11-27,M Jones,31,17,13,13,2016,3,1,40.919,30.116,28.942,71.772,16.687,10.448,,,,70.33,18.022,10.901,71.165,1.511,20.085,0.714,12.305,0.696,,,,,-30.246,10.031,16.637,0.607,-3.398,-1.857,,,,-0.835,-2.063,-1.404
