,idGame,Date,Referee,Id_Team_Home,Id_Team_Away,nWeekHome,nWeekAway,year,Goals_H,Goals_A,Prob_H_last_3,Prob_D_last_3,Prob_A_last_3,Prob_H_last_6,Prob_D_last_6,Prob_A_last_6,Prob_H_last_10,Prob_D_last_10,Prob_A_last_10,Prob_H_last_infinity,Prob_D_last_infinity,Prob_A_last_infinity,Average_H,Std_dev_H,Average_D,Std_dev_D,Average_A,Std_dev_A,Average_>2.5,Std_dev_>2.5,Average_<2.5,Std_dev_<2.5,Diff_H_last_3,Diff_D_last_3,Diff_A_last_3,Diff_H_last_6,Diff_D_last_6,Diff_A_last_6,Diff_H_last_10,Diff_D_last_10,Diff_A_last_10,Diff_H_last_infinity,Diff_D_last_infinity,Diff_A_last_infinity
70,Liverpool_Leicester_2019,2019-10-05,C Kavanagh,10,27,8,8,2019,2,1,66.545,19.839,13.1,,,,,,,65.284,20.504,13.771,68.812,0.645,21.381,0.393,14.25,0.669,62.522,1.658,41.844,0.495,-2.267,-1.542,-1.15,,,,,,,-3.528,-0.877,-0.479
71,Burnley_Everton_2019,2019-10-05,G Scott,11,8,8,8,2019,1,0,74.125,20.718,4.959,,,,,,,73.021,21.589,5.222,34.434,0.643,30.446,0.406,39.686,0.384,47.174,0.629,57.003,1.608,39.691,-9.728,-34.727,,,,,,,38.587,-8.857,-34.464
72,Watford_Sheffield United_2019,2019-10-05,A Marriner,39,15,8,8,2019,0,0,3.4,7.806,82.631,,,,,,,3.209,7.577,82.905,47.119,1.145,29.517,0.398,28.021,0.881,49.51,0.693,54.374,1.672,-43.719,-21.711,54.61,,,,,,,-43.91,-21.94,54.884
73,Norwich_Aston Villa_2019,2019-10-05,A Madley,14,21,8,8,2019,1,5,68.734,11.191,10.604,,,,,,,68.304,11.816,11.485,42.035,0.956,27.576,0.307,35.187,0.831,62.903,1.119,41.258,1.323,26.699,-16.385,-24.583,,,,,,,26.269,-15.76,-23.702
74,West Ham_Crystal Palace_2019,2019-10-05,M Oliver,5,24,8,8,2019,1,2,55.465,24.593,19.786,,,,,,,54.073,25.171,20.626,50.345,0.751,27.912,0.405,26.359,0.503,54.805,1.062,49.155,1.196,5.12,-3.319,-6.573,,,,,,,3.728,-2.741,-5.733
75,Brighton_Tottenham_2019,2019-10-05,J Moss,18,6,8,8,2019,3,0,17.768,23.626,58.404,,,,,,,17.033,23.449,59.309,25.791,0.443,27.564,0.338,51.293,0.832,57.479,0.934,46.745,1.236,-8.023,-3.938,7.111,,,,,,,-8.758,-4.115,8.016
76,Man City_Wolves_2019,2019-10-06,C Pawson,3,4,8,8,2019,0,2,83.412,5.736,2.099,,,,,,,83.412,5.736,2.099,89.159,0.784,10.896,0.335,4.669,0.623,72.479,1.486,31.448,0.28,-5.747,-5.16,-2.57,,,,,,,-5.747,-5.16,-2.57
77,Newcastle_Man United_2019,2019-10-06,M Dean,9,13,8,8,2019,1,0,17.207,59.175,23.618,,,,,,,17.207,59.175,23.618,22.51,0.347,29.118,0.456,52.966,0.781,45.149,0.432,59.022,1.724,-5.303,30.057,-29.348,,,,,,,-5.303,30.057,-29.348
78,Arsenal_Bournemouth_2019,2019-10-06,M Atkinson,31,17,8,8,2019,1,0,35.56,18.33,43.35,,,,,,,35.56,18.33,43.35,69.449,0.61,20.262,0.546,15.013,1.075,74.359,1.173,29.369,0.061,-33.889,-1.932,28.337,,,,,,,-33.889,-1.932,28.337
79,Southampton_Chelsea_2019,2019-10-06,P Tierney,12,30,8,8,2019,1,4,9.376,9.987,67.746,,,,,,,9.376,9.987,67.746,24.859,0.362,26.245,0.545,53.718,0.383,58.31,0.24,46.032,2.245,-15.483,-16.258,14.028,,,,,,,-15.483,-16.258,14.028
80,Bournemouth_Norwich_2019,2019-10-19,L Mason,17,14,9,9,2019,0,0,89.26,9.743,0.0,,,,,,,83.664,11.406,3.309,58.031,0.548,23.649,0.877,22.991,0.57,70.926,0.711,32.796,0.76,31.229,-13.906,-22.991,,,,,,,25.633,-12.243,-19.682
81,Chelsea_Newcastle_2019,2019-10-19,A Marriner,30,9,9,9,2019,1,0,76.856,14.006,7.431,,,,,,,73.309,16.003,9.48,76.928,0.643,17.944,0.372,9.649,0.642,62.903,1.119,41.422,1.092,-0.072,-3.938,-2.218,,,,,,,-3.619,-1.941,-0.169
82,Wolves_Southampton_2019,2019-10-19,P Bankes,4,12,9,9,2019,1,1,10.938,19.492,69.092,,,,,,,29.884,26.804,43.24,54.357,0.793,28.294,0.43,22.023,0.577,46.851,1.086,57.318,1.161,-43.419,-8.802,47.069,,,,,,,-24.473,-1.49,21.217
83,Aston Villa_Brighton_2019,2019-10-19,D Coote,21,18,9,9,2019,2,1,78.625,21.264,0.0,,,,,,,47.777,32.504,19.704,42.197,0.405,29.407,0.573,32.992,0.529,55.1,0.644,48.923,1.522,36.428,-8.143,-32.992,,,,,,,5.58,3.097,-13.288
84,Leicester_Burnley_2019,2019-10-19,J Moss,27,11,9,9,2019,2,1,76.641,14.168,7.543,,,,,,,76.045,16.349,6.859,64.105,0.45,24.726,0.33,15.694,0.675,51.316,1.861,52.357,0.388,12.536,-10.558,-8.151,,,,,,,11.94,-8.377,-8.835
85,Crystal Palace_Man City_2019,2019-10-19,A Taylor,24,3,9,9,2019,0,2,51.595,29.12,19.245,,,,,,,33.48,38.678,27.841,8.247,0.893,15.035,0.542,81.419,0.873,68.506,1.327,35.664,0.989,43.348,14.085,-62.174,,,,,,,25.233,23.643,-53.578
86,Tottenham_Watford_2019,2019-10-19,C Kavanagh,6,39,9,9,2019,1,1,83.391,2.184,0.299,,,,,,,86.235,2.754,0.344,70.601,1.021,20.685,0.886,13.242,0.713,65.147,0.3,38.939,1.5,12.79,-18.501,-12.943,,,,,,,15.634,-17.931,-12.898
87,Everton_West Ham_2019,2019-10-19,P Tierney,8,5,9,9,2019,2,0,6.81,11.968,78.097,,,,,,,12.099,19.386,67.968,51.023,0.432,27.147,0.57,26.402,0.419,57.479,0.934,46.745,1.236,-44.213,-15.179,51.695,,,,,,,-38.924,-7.761,41.566
88,Man United_Liverpool_2019,2019-10-20,M Atkinson,13,10,9,9,2019,1,1,4.519,24.14,71.248,,,,,,,16.205,31.342,52.43,19.769,0.676,25.43,0.72,59.66,1.148,57.003,1.608,47.174,0.629,-15.25,-1.29,11.588,,,,,,,-3.564,5.912,-7.23
89,Sheffield United_Arsenal_2019,2019-10-21,M Dean,15,31,9,9,2019,1,0,10.832,28.841,60.285,,,,,,,16.358,35.69,47.945,25.801,0.426,26.574,0.227,52.271,0.627,59.36,1.246,44.949,0.714,-14.969,2.267,8.014,,,,,,,-9.443,9.116,-4.326
90,Southampton_Leicester_2019,2019-10-25,A Marriner,12,27,10,10,2019,0,9,14.136,21.102,64.387,,,,,,,13.469,20.977,65.181,31.34,0.579,29.945,0.437,42.991,0.755,49.39,0.862,54.659,1.267,-17.204,-8.843,21.396,,,,,,,-17.871,-8.968,22.19
91,Man City_Aston Villa_2019,2019-10-26,G Scott,3,21,10,10,2019,3,0,73.349,8.647,6.413,,,,,,,67.83,9.322,8.463,92.603,1.092,8.657,0.491,3.683,0.412,82.65,0.966,21.429,2.356,-19.254,-0.01,2.73,,,,,,,-24.773,0.665,4.78
92,Brighton_Everton_2019,2019-10-26,A Madley,18,8,10,10,2019,3,2,71.776,22.534,5.55,,,,,,,61.327,32.267,6.386,34.93,0.471,30.354,0.404,39.095,0.577,48.923,1.522,55.1,0.644,36.846,-7.82,-33.545,,,,,,,26.397,1.913,-32.709
93,Burnley_Chelsea_2019,2019-10-26,M Oliver,11,30,10,10,2019,2,4,8.571,12.156,75.063,,,,,,,44.353,20.927,33.928,21.973,0.274,24.99,0.557,57.529,0.441,59.882,0.507,44.279,1.662,-13.402,-12.834,17.534,,,,,,,22.38,-4.063,-23.601
94,Watford_Bournemouth_2019,2019-10-26,M Dean,39,17,10,10,2019,0,0,21.687,23.512,54.57,,,,,,,8.856,15.91,74.093,45.773,0.578,28.213,0.368,30.488,0.757,58.856,1.958,45.25,0.29,-24.086,-4.701,24.082,,,,,,,-36.917,-12.303,43.605
