,idGame,Date,Referee,Id_Team_Home,Id_Team_Away,nWeekHome,nWeekAway,year,Goals_H,Goals_A,Prob_H_last_3,Prob_D_last_3,Prob_A_last_3,Prob_H_last_6,Prob_D_last_6,Prob_A_last_6,Prob_H_last_10,Prob_D_last_10,Prob_A_last_10,Prob_H_last_infinity,Prob_D_last_infinity,Prob_A_last_infinity,Average_H,Std_dev_H,Average_D,Std_dev_D,Average_A,Std_dev_A,Average_>2.5,Std_dev_>2.5,Average_<2.5,Std_dev_<2.5,Diff_H_last_3,Diff_D_last_3,Diff_A_last_3,Diff_H_last_6,Diff_D_last_6,Diff_A_last_6,Diff_H_last_10,Diff_D_last_10,Diff_A_last_10,Diff_H_last_infinity,Diff_D_last_infinity,Diff_A_last_infinity
70,Man City_Stoke_2017,2017-10-14,C Pawson,3,22,8,8,2017,7,2,87.304,3.717,0.598,,,,,,,86.251,3.143,0.488,87.293,1.055,11.448,0.973,5.716,0.858,,,,,0.011,-7.731,-5.118,,,,,,,-1.042,-8.305,-5.228
71,Liverpool_Man United_2017,2017-10-14,M Atkinson,10,13,8,8,2017,0,0,42.923,33.29,23.777,,,,,,,45.05,32.599,22.337,36.783,0.899,30.352,0.566,36.942,0.985,,,,,6.14,2.938,-13.165,,,,,,,8.267,2.247,-14.605
72,Swansea_Huddersfield_2017,2017-10-14,P Tierney,0,26,8,8,2017,2,0,2.35,14.977,82.157,,,,,,,2.604,15.749,81.196,46.346,1.007,31.263,0.983,26.472,1.083,,,,,-43.996,-16.286,55.685,,,,,,,-43.742,-15.514,54.724
73,Watford_Arsenal_2017,2017-10-14,N Swarbrick,39,31,8,8,2017,2,1,71.983,27.981,0.0,,,,,,,73.711,26.241,0.0,19.202,1.302,24.133,1.523,60.916,1.771,,,,,52.781,3.848,-60.916,,,,,,,54.509,2.108,-60.916
74,Burnley_West Ham_2017,2017-10-14,S Attwell,11,5,8,8,2017,1,1,33.981,54.781,11.237,,,,,,,43.799,49.072,7.128,37.262,1.106,31.011,0.618,35.989,0.868,,,,,-3.281,23.77,-24.752,,,,,,,6.537,18.061,-28.861
75,Tottenham_Bournemouth_2017,2017-10-14,R Madley,6,17,8,8,2017,1,0,54.02,35.538,10.433,,,,,,,56.045,34.223,9.72,82.664,1.342,13.948,1.532,7.416,0.853,,,,,-28.644,21.59,3.017,,,,,,,-26.619,20.275,2.304
76,Crystal Palace_Chelsea_2017,2017-10-14,A Marriner,24,30,8,8,2017,2,1,0.0,0.91,79.556,,,,,,,0.0,1.024,81.02,11.625,0.886,20.85,0.856,71.531,1.578,,,,,-11.625,-19.94,8.025,,,,,,,-11.625,-19.826,9.489
77,Brighton_Everton_2017,2017-10-15,M Oliver,18,8,8,8,2017,1,1,82.577,13.12,3.313,,,,,,,83.131,12.567,3.182,31.328,1.181,31.449,1.073,41.299,1.105,,,,,51.249,-18.329,-37.986,,,,,,,51.803,-18.882,-38.117
78,Southampton_Newcastle_2017,2017-10-15,K Friend,12,9,8,8,2017,2,2,27.253,47.0,25.747,,,,,,,23.796,54.124,22.08,53.945,1.006,28.26,0.623,21.826,0.688,,,,,-26.692,18.74,3.921,,,,,,,-30.149,25.864,0.254
79,Leicester_West Brom_2017,2017-10-16,M Dean,27,7,8,8,2017,1,1,62.536,20.412,16.508,,,,,,,63.716,19.8,15.842,49.922,1.317,29.613,0.714,24.514,0.774,,,,,12.614,-9.201,-8.006,,,,,,,13.794,-9.813,-8.672
80,West Ham_Brighton_2017,2017-10-20,M Atkinson,5,18,9,9,2017,0,3,71.793,22.143,5.908,,,,,,,78.597,17.508,3.548,54.864,0.542,29.031,0.873,20.338,1.588,,,,,16.929,-6.888,-14.43,,,,,,,23.733,-11.523,-16.79
81,Southampton_West Brom_2017,2017-10-21,G Scott,12,7,9,9,2017,1,0,34.889,31.169,33.926,,,,,,,42.177,29.908,27.889,54.576,1.01,29.347,0.552,19.976,2.108,,,,,-19.687,1.822,13.95,,,,,,,-12.399,0.561,7.913
82,Stoke_Bournemouth_2017,2017-10-21,L Probert,22,17,9,9,2017,1,2,67.685,20.167,11.731,,,,,,,70.409,21.874,7.527,46.717,1.682,29.505,0.801,28.138,1.096,,,,,20.968,-9.338,-16.407,,,,,,,23.692,-7.631,-20.611
83,Huddersfield_Man United_2017,2017-10-21,L Mason,26,13,9,9,2017,2,1,3.959,24.877,71.088,,,,,,,3.282,17.949,78.465,9.962,1.313,19.884,0.943,74.396,0.774,,,,,-6.003,4.993,-3.308,,,,,,,-6.68,-1.935,4.069
84,Chelsea_Watford_2017,2017-10-21,J Moss,30,39,9,9,2017,4,2,25.038,44.776,30.185,,,,,,,12.345,23.147,64.322,73.385,0.9,19.64,0.705,11.033,0.77,,,,,-48.347,25.136,19.152,,,,,,,-61.04,3.507,53.289
85,Swansea_Leicester_2017,2017-10-21,M Oliver,0,27,9,9,2017,1,2,43.02,43.805,13.174,,,,,,,25.999,26.088,47.816,36.304,2.452,30.838,0.726,36.988,1.688,,,,,6.716,12.967,-23.814,,,,,,,-10.305,-4.75,10.828
86,Man City_Burnley_2017,2017-10-21,R East,3,11,9,9,2017,3,0,80.743,11.561,5.204,,,,,,,77.468,9.762,6.202,89.881,1.503,9.693,1.874,4.262,0.639,,,,,-9.138,1.868,0.942,,,,,,,-12.413,0.069,1.94
87,Newcastle_Crystal Palace_2017,2017-10-21,S Attwell,9,24,9,9,2017,1,0,76.528,0.724,0.0,,,,,,,91.434,4.022,0.0,50.823,1.215,29.374,1.483,24.011,0.628,,,,,25.705,-28.65,-24.011,,,,,,,40.611,-25.352,-24.011
88,Tottenham_Liverpool_2017,2017-10-22,A Marriner,6,10,9,9,2017,4,1,61.094,28.247,10.61,,,,,,,49.078,24.508,26.243,45.705,0.827,28.746,0.853,29.694,0.849,,,,,15.389,-0.499,-19.084,,,,,,,3.373,-4.238,-3.451
89,Everton_Arsenal_2017,2017-10-22,C Pawson,8,31,9,9,2017,2,5,47.537,34.931,17.523,,,,,,,55.496,35.007,9.486,26.023,0.961,28.368,1.149,49.729,0.87,,,,,21.514,6.563,-32.206,,,,,,,29.473,6.639,-40.243
90,Man United_Tottenham_2017,2017-10-28,J Moss,13,6,10,10,2017,1,0,77.922,21.98,0.0,,,,,,,72.655,27.305,0.0,46.182,1.45,29.902,0.674,27.822,1.36,,,,,31.74,-7.922,-27.822,,,,,,,26.473,-2.597,-27.822
91,Arsenal_Swansea_2017,2017-10-28,L Mason,31,0,10,10,2017,2,1,40.665,59.335,0.0,,,,,,,30.853,50.468,18.679,80.654,0.927,14.843,1.031,8.205,0.813,,,,,-39.989,44.492,-8.205,,,,,,,-49.801,35.625,10.474
92,Bournemouth_Chelsea_2017,2017-10-28,C Pawson,17,30,10,10,2017,0,1,9.368,16.794,72.917,,,,,,,6.06,13.543,78.859,18.264,1.073,24.091,0.892,61.628,0.746,,,,,-8.896,-7.297,11.289,,,,,,,-12.204,-10.548,17.231
93,Watford_Stoke_2017,2017-10-28,M Oliver,39,22,10,10,2017,0,1,16.256,15.269,64.788,,,,,,,44.304,18.585,34.706,48.857,0.696,28.495,0.958,26.695,0.954,,,,,-32.601,-13.226,38.093,,,,,,,-4.553,-9.91,8.011
94,West Brom_Man City_2017,2017-10-28,M Jones,7,3,10,10,2017,2,3,1.42,7.433,88.037,,,,,,,3.102,17.758,78.83,8.379,0.6,15.815,0.888,79.641,0.709,,,,,-6.959,-8.382,8.396,,,,,,,-5.277,1.943,-0.811
95,Crystal Palace_West Ham_2017,2017-10-28,R Madley,24,5,10,10,2017,2,2,33.065,45.347,21.588,,,,,,,29.767,33.176,37.05,42.178,0.679,30.4,0.402,31.434,1.468,,,,,-9.113,14.947,-9.846,,,,,,,-12.411,2.776,5.616
96,Liverpool_Huddersfield_2017,2017-10-28,K Friend,10,26,10,10,2017,3,0,77.782,22.123,0.0,,,,,,,61.147,33.228,5.609,80.281,0.744,15.686,0.912,8.041,0.622,,,,,-2.499,6.437,-8.041,,,,,,,-19.134,17.542,-2.432
97,Leicester_Everton_2017,2017-10-29,A Marriner,27,8,10,10,2017,2,0,71.595,17.926,9.797,,,,,,,71.375,17.763,10.119,46.368,0.754,29.657,0.536,28.209,1.309,,,,,25.227,-11.731,-18.412,,,,,,,25.007,-11.894,-18.09
98,Brighton_Southampton_2017,2017-10-29,N Swarbrick,18,12,10,10,2017,1,1,40.418,40.494,19.086,,,,,,,29.391,41.514,29.095,31.416,1.797,31.615,0.991,41.116,0.763,,,,,9.002,8.879,-22.03,,,,,,,-2.025,9.899,-12.021
99,Burnley_Newcastle_2017,2017-10-30,M Dean,11,9,10,10,2017,1,0,28.66,52.599,18.741,,,,,,,22.913,55.904,21.183,34.679,1.578,31.656,0.965,37.812,0.822,,,,,-6.019,20.943,-19.071,,,,,,,-11.766,24.248,-16.629
100,Huddersfield_West Brom_2017,2017-11-04,R East,26,7,11,11,2017,1,0,42.366,34.782,22.845,,,,,,,36.327,37.159,26.511,37.045,1.457,33.328,0.644,33.692,0.938,,,,,5.321,1.454,-10.847,,,,,,,-0.718,3.831,-7.181
101,Newcastle_Bournemouth_2017,2017-11-04,P Tierney,9,17,11,11,2017,0,1,52.248,29.404,18.311,,,,,,,67.037,23.433,9.384,50.778,1.003,28.847,0.396,24.369,0.921,,,,,1.47,0.557,-6.058,,,,,,,16.259,-5.414,-14.985
102,Stoke_Leicester_2017,2017-11-04,R Madley,22,27,11,11,2017,2,2,6.808,16.442,76.028,,,,,,,27.6,22.056,49.899,37.998,1.904,30.548,0.493,35.583,1.161,,,,,-31.19,-14.106,40.445,,,,,,,-10.398,-8.492,14.316
103,Southampton_Burnley_2017,2017-11-04,L Probert,12,11,11,11,2017,0,1,42.146,34.711,23.136,,,,,,,29.833,28.261,41.863,60.384,1.632,27.518,0.881,16.216,2.134,,,,,-18.238,7.193,6.92,,,,,,,-30.551,0.743,25.647
104,West Ham_Liverpool_2017,2017-11-04,N Swarbrick,5,10,11,11,2017,1,4,17.984,15.37,62.414,,,,,,,48.712,18.061,30.443,19.34,1.01,24.377,1.649,60.171,1.505,,,,,-1.356,-9.007,2.243,,,,,,,29.372,-6.316,-29.728
