,idGame,Date,Referee,Id_Team_Home,Id_Team_Away,nWeekHome,nWeekAway,year,Goals_H,Goals_A,Prob_H_last_3,Prob_D_last_3,Prob_A_last_3,Prob_H_last_6,Prob_D_last_6,Prob_A_last_6,Prob_H_last_10,Prob_D_last_10,Prob_A_last_10,Prob_H_last_infinity,Prob_D_last_infinity,Prob_A_last_infinity,Average_H,Std_dev_H,Average_D,Std_dev_D,Average_A,Std_dev_A,Average_>2.5,Std_dev_>2.5,Average_<2.5,Std_dev_<2.5,Diff_H_last_3,Diff_D_last_3,Diff_A_last_3,Diff_H_last_6,Diff_D_last_6,Diff_A_last_6,Diff_H_last_10,Diff_D_last_10,Diff_A_last_10,Diff_H_last_infinity,Diff_D_last_infinity,Diff_A_last_infinity
70,Newcastle_Wigan_2010,2010-10-16,M Halsey,9,20,8,8,2010,2,2,,,,,,,,,,0.0,55.955,44.045,55.098,1.401,29.081,0.599,22.884,0.921,,,,,,,,,,,,,,-55.098,26.874,21.161
71,Arsenal_Birmingham_2010,2010-10-16,M Atkinson,31,19,8,8,2010,2,1,56.839,8.201,8.56,,,,,,,51.223,5.091,4.358,76.582,1.037,20.224,1.192,10.219,1.229,,,,,-19.743,-12.023,-1.659,,,,,,,-25.359,-15.133,-5.861
72,Bolton_Stoke_2010,2010-10-16,P Walton,23,22,8,8,2010,2,1,35.187,26.944,37.803,,,,,,,43.033,26.191,30.687,45.897,1.14,31.065,0.571,30.037,1.321,,,,,-10.71,-4.121,7.766,,,,,,,-2.864,-4.874,0.65
73,Fulham_Tottenham_2010,2010-10-16,M Dean,16,6,8,8,2010,1,2,26.735,33.746,39.512,,,,,,,32.619,33.731,33.643,35.242,1.103,31.011,0.337,40.22,1.642,,,,,-8.507,2.735,-0.708,,,,,,,-2.623,2.72,-6.577
74,Aston Villa_Chelsea_2010,2010-10-16,L Mason,21,30,8,8,2010,0,0,22.903,34.928,42.163,,,,,,,28.096,35.439,36.46,20.354,1.285,28.181,1.25,58.018,1.737,,,,,2.549,6.747,-15.855,,,,,,,7.742,7.258,-21.558
75,Wolves_West Ham_2010,2010-10-16,M Clattenburg,4,5,8,8,2010,1,1,69.119,22.094,8.594,,,,,,,75.545,17.901,6.113,44.66,0.926,30.962,0.248,31.277,1.653,,,,,24.459,-8.868,-22.683,,,,,,,30.885,-13.061,-25.164
76,Man United_West Brom_2010,2010-10-16,M Jones,13,7,8,8,2010,2,2,72.692,2.883,1.115,,,,,,,62.237,1.478,0.494,80.145,1.233,18.189,1.227,8.751,0.725,,,,,-7.453,-15.306,-7.636,,,,,,,-17.908,-16.711,-8.257
77,Blackpool_Man City_2010,2010-10-17,P Dowd,35,3,8,8,2010,2,3,,,,,,,,,,9.808,31.432,58.737,18.083,1.47,26.802,1.363,62.049,1.011,,,,,,,,,,,,,,-8.275,4.63,-3.312
78,Everton_Liverpool_2010,2010-10-17,H Webb,8,10,8,8,2010,2,0,48.396,25.636,25.854,,,,,,,53.578,24.129,22.104,41.561,1.247,31.043,0.476,34.188,1.688,,,,,6.835,-5.407,-8.334,,,,,,,12.017,-6.914,-12.084
79,Blackburn_Sunderland_2010,2010-10-18,L Probert,33,38,8,8,2010,0,0,28.624,33.787,37.582,,,,,,,31.737,33.762,34.494,47.741,0.648,30.679,0.373,28.804,1.477,,,,,-19.117,3.108,8.778,,,,,,,-16.004,3.083,5.69
