,idGame,Date,Referee,Id_Team_Home,Id_Team_Away,nWeekHome,nWeekAway,year,Goals_H,Goals_A,Prob_H_last_3,Prob_D_last_3,Prob_A_last_3,Prob_H_last_6,Prob_D_last_6,Prob_A_last_6,Prob_H_last_10,Prob_D_last_10,Prob_A_last_10,Prob_H_last_infinity,Prob_D_last_infinity,Prob_A_last_infinity,Average_H,Std_dev_H,Average_D,Std_dev_D,Average_A,Std_dev_A,Average_>2.5,Std_dev_>2.5,Average_<2.5,Std_dev_<2.5,Diff_H_last_3,Diff_D_last_3,Diff_A_last_3,Diff_H_last_6,Diff_D_last_6,Diff_A_last_6,Diff_H_last_10,Diff_D_last_10,Diff_A_last_10,Diff_H_last_infinity,Diff_D_last_infinity,Diff_A_last_infinity
68,Portsmouth_Newcastle_2005,2005-10-01,S Bennett,28,9,8,8,2005,0,0,23.78,30.644,45.553,,,,,,,24.135,27.397,48.405,36.12,1.406,31.487,0.815,42.47,0.92,,,,,-12.34,-0.843,3.083,,,,,,,-11.985,-4.09,5.935
70,Blackburn_West Brom_2005,2005-10-01,U Rennie,33,7,8,8,2005,2,0,48.437,36.905,14.652,,,,,,,52.253,32.658,15.072,56.538,1.621,30.546,1.14,23.095,2.185,,,,,-8.101,6.359,-8.443,,,,,,,-4.285,2.112,-8.023
73,Aston Villa_Middlesbrough_2005,2005-10-02,M Dean,21,25,8,8,2005,2,3,35.458,26.639,37.83,,,,,,,36.029,25.774,38.094,47.256,0.768,31.553,1.034,30.947,1.597,,,,,-11.798,-4.914,6.883,,,,,,,-11.227,-5.779,7.147
76,Wigan_Newcastle_2005,2005-10-15,P Dowd,20,9,8,9,2005,1,0,38.61,36.641,24.746,,,,,,,45.81,34.637,19.545,37.782,1.797,31.629,1.363,40.599,1.671,,,,,0.828,5.012,-15.853,,,,,,,8.028,3.008,-21.054
77,Sunderland_Man United_2005,2005-10-15,S Bennett,38,13,9,8,2005,1,3,10.486,18.99,69.992,,,,,,,3.806,9.86,83.204,14.711,1.977,27.505,0.86,67.72,2.78,,,,,-4.225,-8.515,2.272,,,,,,,-10.905,-17.645,15.484
78,Chelsea_Bolton_2005,2005-10-15,R Styles,30,23,9,9,2005,5,1,82.344,11.997,4.038,,,,,,,85.013,9.644,2.847,80.576,2.629,20.311,2.044,9.18,1.477,,,,,1.768,-8.314,-5.142,,,,,,,4.437,-10.667,-6.333
79,Tottenham_Everton_2005,2005-10-15,D Gallagher,6,8,9,8,2005,2,0,41.129,58.871,0.0,,,,,,,56.577,38.725,4.692,62.551,0.722,29.15,0.894,18.624,1.531,,,,,-21.422,29.721,-18.624,,,,,,,-5.974,9.575,-13.932
81,West Brom_Arsenal_2005,2005-10-15,B Knight,7,31,9,8,2005,2,1,49.947,29.217,20.798,,,,,,,58.116,26.067,15.723,16.789,0.737,27.859,1.096,65.331,2.217,,,,,33.158,1.358,-44.533,,,,,,,41.327,-1.792,-49.608
82,Middlesbrough_Portsmouth_2005,2005-10-15,C Foy,25,28,9,9,2005,1,1,19.267,29.917,50.784,,,,,,,21.021,32.581,46.385,60.363,1.69,30.152,1.32,20.23,1.838,,,,,-41.096,-0.235,30.554,,,,,,,-39.342,2.429,26.155
83,Man City_West Ham_2005,2005-10-16,M Clattenburg,3,5,9,8,2005,2,1,38.67,36.604,24.722,,,,,,,34.394,42.705,22.9,53.048,1.62,31.441,1.369,25.664,2.009,,,,,-14.378,5.163,-0.942,,,,,,,-18.654,11.264,-2.764
