,idGame,Date,Referee,Id_Team_Home,Id_Team_Away,nWeekHome,nWeekAway,year,Goals_H,Goals_A,Prob_H_last_3,Prob_D_last_3,Prob_A_last_3,Prob_H_last_6,Prob_D_last_6,Prob_A_last_6,Prob_H_last_10,Prob_D_last_10,Prob_A_last_10,Prob_H_last_infinity,Prob_D_last_infinity,Prob_A_last_infinity,Average_H,Std_dev_H,Average_D,Std_dev_D,Average_A,Std_dev_A,Average_>2.5,Std_dev_>2.5,Average_<2.5,Std_dev_<2.5,Diff_H_last_3,Diff_D_last_3,Diff_A_last_3,Diff_H_last_6,Diff_D_last_6,Diff_A_last_6,Diff_H_last_10,Diff_D_last_10,Diff_A_last_10,Diff_H_last_infinity,Diff_D_last_infinity,Diff_A_last_infinity
70,Man United_Stoke_2012,2012-10-20,A Taylor,13,22,8,8,2012,4,2,59.333,23.029,17.397,,,,,,,56.514,22.948,20.267,77.05,0.821,19.286,1.522,9.257,0.709,,,,,-17.717,3.743,8.14,,,,,,,-20.536,3.662,11.01
71,West Brom_Man City_2012,2012-10-20,M Clattenburg,7,3,8,8,2012,1,2,54.609,25.31,19.956,,,,,,,64.761,22.055,12.923,20.15,1.062,27.356,1.455,58.256,0.976,,,,,34.459,-2.046,-38.3,,,,,,,44.611,-5.301,-45.333
72,Swansea_Wigan_2012,2012-10-20,M Jones,0,20,8,8,2012,2,1,39.894,27.01,33.031,,,,,,,57.067,23.3,19.398,48.939,1.875,29.39,0.99,26.957,1.185,,,,,-9.045,-2.38,6.074,,,,,,,8.128,-6.09,-7.559
73,Norwich_Arsenal_2012,2012-10-20,L Probert,14,31,8,8,2012,1,0,2.733,8.705,85.225,,,,,,,3.417,12.993,82.542,16.741,0.969,24.589,1.438,64.656,1.027,,,,,-14.008,-15.884,20.569,,,,,,,-13.324,-11.596,17.886
74,West Ham_Southampton_2012,2012-10-20,N Swarbrick,5,12,8,8,2012,4,1,72.159,9.551,7.674,,,,,,,76.28,9.664,6.541,53.981,0.936,27.978,1.272,23.772,1.332,,,,,18.178,-18.427,-16.098,,,,,,,22.299,-18.314,-17.231
75,Fulham_Aston Villa_2012,2012-10-20,C Foy,16,21,8,8,2012,1,0,83.267,3.38,0.833,,,,,,,87.024,4.53,0.945,55.211,1.213,28.025,1.189,22.592,0.889,,,,,28.056,-24.645,-21.759,,,,,,,31.813,-23.495,-21.647
76,Tottenham_Chelsea_2012,2012-10-20,M Dean,6,30,8,8,2012,2,4,15.77,45.55,38.68,,,,,,,13.169,42.328,44.501,38.81,0.943,30.162,1.335,36.491,1.192,,,,,-23.04,15.388,2.189,,,,,,,-25.641,12.166,8.01
78,QPR_Everton_2012,2012-10-21,J Moss,32,8,8,8,2012,1,1,1.932,8.928,86.821,,,,,,,0.782,3.974,86.602,30.097,1.134,29.775,0.998,45.347,1.76,,,,,-28.165,-20.847,41.474,,,,,,,-29.315,-25.801,41.255
79,Aston Villa_Norwich_2012,2012-10-27,P Dowd,21,14,9,9,2012,1,1,57.679,25.758,16.459,,,,,,,73.53,17.691,8.174,51.35,1.558,28.934,1.144,25.115,0.764,,,,,6.329,-3.176,-8.656,,,,,,,22.18,-11.243,-16.941
80,Stoke_Sunderland_2012,2012-10-27,M Halsey,22,38,9,8,2012,0,0,59.546,32.363,8.072,,,,,,,50.996,40.68,8.321,50.33,1.247,29.857,0.47,25.092,2.447,,,,,9.216,2.506,-17.02,,,,,,,0.666,10.823,-16.771
