,idGame,nWeek,Date,year,IdTeam,FTG_asH,FT_against_H,FT_RESULT,HTG_asH,HT_against_H,HT_RESULT,Referee,Shoot_asH,Shoot_against_H,ShootTarget_asH,ShootTarget_against_H,Fouls_asH,Fouls_against_H,Corner_asH,Corner_against_H,YellowC_asH,YellowC_against_H,RedC_asH,RedC_againts_H,nWeekHome,Shoot_asH_last_3,Shoot_asH_last_6,Shoot_asH_last_10,Shoot_asH_last_infinity,ShootTarget_asH_last_3,ShootTarget_asH_last_6,ShootTarget_asH_last_10,ShootTarget_asH_last_infinity,Fouls_asH_last_3,Fouls_asH_last_6,Fouls_asH_last_10,Fouls_asH_last_infinity,Corner_asH_last_3,Corner_asH_last_6,Corner_asH_last_10,Corner_asH_last_infinity,FTG_asH_last_3,FTG_asH_last_6,FTG_asH_last_10,FTG_asH_last_infinity,HTG_asH_last_3,HTG_asH_last_6,HTG_asH_last_10,HTG_asH_last_infinity,YellowC_asH_last_3,YellowC_asH_last_6,YellowC_asH_last_10,YellowC_asH_last_infinity,RedC_asH_last_3,RedC_asH_last_6,RedC_asH_last_10,RedC_asH_last_infinity,FT_against_H_last_3,FT_against_H_last_6,FT_against_H_last_10,FT_against_H_last_infinity,HT_against_H_last_3,HT_against_H_last_6,HT_against_H_last_10,HT_against_H_last_infinity,Shoot_against_H_last_3,Shoot_against_H_last_6,Shoot_against_H_last_10,Shoot_against_H_last_infinity,ShootTarget_against_H_last_3,ShootTarget_against_H_last_6,ShootTarget_against_H_last_10,ShootTarget_against_H_last_infinity,Fouls_against_H_last_3,Fouls_against_H_last_6,Fouls_against_H_last_10,Fouls_against_H_last_infinity,Corner_against_H_last_3,Corner_against_H_last_6,Corner_against_H_last_10,Corner_against_H_last_infinity,RedC_againts_H_last_3,RedC_againts_H_last_6,RedC_againts_H_last_10,RedC_againts_H_last_infinity,YellowC_against_H_last_3,YellowC_against_H_last_6,YellowC_against_H_last_10,YellowC_against_H_last_infinity
10,Tottenham_Sheffield United_2006,2,2006-08-22,2006,6,2,0,Winn,2,0,Winn,P Walton,18,6,13,3,5,9,6,4,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Watford_West Ham_2006,2,2006-08-22,2006,39,1,1,Draw,0,0,Draw,M Atkinson,11,8,4,4,12,12,5,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Man City_Portsmouth_2006,2,2006-08-23,2006,3,0,0,Draw,0,0,Draw,D Gallagher,6,3,3,1,15,13,8,0,2,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Middlesbrough_Chelsea_2006,2,2006-08-23,2006,25,2,1,Winn,0,1,Lost,H Webb,9,8,2,5,15,7,3,3,2,2,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Charlton_Man United_2006,2,2006-08-23,2006,29,0,3,Lost,0,0,Draw,C Foy,8,21,2,11,14,11,4,11,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Fulham_Bolton_2006,2,2006-08-23,2006,16,1,1,Draw,0,0,Draw,A Wiley,11,4,4,1,9,16,1,6,0,2,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Aston Villa_Reading_2006,2,2006-08-23,2006,21,2,1,Winn,1,1,Draw,L Mason,11,5,6,3,9,6,2,7,2,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Blackburn_Everton_2006,2,2006-08-23,2006,33,1,1,Draw,0,0,Draw,U Rennie,10,10,5,4,22,20,5,3,4,3,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Man City_Arsenal_2006,3,2006-08-26,2006,3,1,0,Winn,1,0,Winn,U Rennie,10,17,3,6,16,8,2,8,1,1,0,0,2,,,,6.0,,,,3.0,,,,15.0,,,,8.0,,,,0.0,,,,0.0,,,,2.0,,,,0.0,,,,0.0,,,,0.0,,,,3.0,,,,1.0,,,,13.0,,,,0.0,,,,0.0,,,,1.0
19,Wigan_Reading_2006,2,2006-08-26,2006,20,1,0,Winn,1,0,Winn,M Riley,15,5,5,3,12,14,4,10,2,2,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Charlton_Bolton_2006,3,2006-08-26,2006,29,2,0,Winn,0,0,Draw,M Dean,9,7,5,2,11,17,6,5,1,4,1,1,2,,,,8.0,,,,2.0,,,,14.0,,,,4.0,,,,0.0,,,,0.0,,,,1.0,,,,0.0,,,,3.0,,,,0.0,,,,21.0,,,,11.0,,,,11.0,,,,11.0,,,,0.0,,,,1.0
21,Liverpool_West Ham_2006,2,2006-08-26,2006,10,2,1,Winn,2,1,Winn,A Wiley,19,8,8,3,15,6,6,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Watford_Man United_2006,3,2006-08-26,2006,39,1,2,Lost,1,1,Draw,P Dowd,8,19,7,10,20,14,4,7,1,1,0,0,2,,,,11.0,,,,4.0,,,,12.0,,,,5.0,,,,1.0,,,,0.0,,,,0.0,,,,0.0,,,,1.0,,,,0.0,,,,8.0,,,,4.0,,,,12.0,,,,1.0,,,,0.0,,,,0.0
23,Tottenham_Everton_2006,3,2006-08-26,2006,6,0,2,Lost,0,0,Draw,M Halsey,15,6,6,2,9,12,7,2,1,1,0,1,2,,,,18.0,,,,13.0,,,,5.0,,,,6.0,,,,2.0,,,,2.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,6.0,,,,3.0,,,,9.0,,,,4.0,,,,0.0,,,,1.0
24,Fulham_Sheffield United_2006,3,2006-08-26,2006,16,1,0,Winn,1,0,Winn,G Poll,10,9,5,1,17,17,9,5,3,3,0,0,2,,,,11.0,,,,4.0,,,,9.0,,,,1.0,,,,1.0,,,,0.0,,,,0.0,,,,0.0,,,,1.0,,,,0.0,,,,4.0,,,,1.0,,,,16.0,,,,6.0,,,,0.0,,,,2.0
25,Blackburn_Chelsea_2006,3,2006-08-27,2006,33,0,2,Lost,0,0,Draw,M Clattenburg,12,14,3,8,10,15,7,3,3,1,0,0,2,,,,10.0,,,,5.0,,,,22.0,,,,5.0,,,,1.0,,,,0.0,,,,4.0,,,,0.0,,,,1.0,,,,0.0,,,,10.0,,,,4.0,,,,20.0,,,,3.0,,,,0.0,,,,3.0
26,Aston Villa_Newcastle_2006,3,2006-08-27,2006,21,2,0,Winn,2,0,Winn,H Webb,9,8,7,5,14,12,2,3,2,2,0,0,2,,,,11.0,,,,6.0,,,,9.0,,,,2.0,,,,2.0,,,,1.0,,,,2.0,,,,0.0,,,,1.0,,,,1.0,,,,5.0,,,,3.0,,,,6.0,,,,7.0,,,,1.0,,,,1.0
27,Middlesbrough_Portsmouth_2006,3,2006-08-28,2006,25,0,4,Lost,0,1,Lost,C Foy,19,10,8,7,15,9,8,6,2,1,0,0,2,,,,9.0,,,,2.0,,,,15.0,,,,3.0,,,,2.0,,,,0.0,,,,2.0,,,,0.0,,,,1.0,,,,1.0,,,,8.0,,,,5.0,,,,7.0,,,,3.0,,,,0.0,,,,2.0
28,Everton_Liverpool_2006,4,2006-09-09,2006,8,3,0,Winn,2,0,Winn,G Poll,8,21,6,5,22,13,2,11,1,3,0,0,2,,,,6.0,,,,2.0,,,,12.0,,,,0.0,,,,2.0,,,,1.0,,,,2.0,,,,0.0,,,,1.0,,,,0.0,,,,12.0,,,,8.0,,,,13.0,,,,6.0,,,,0.0,,,,2.0
29,Chelsea_Charlton_2006,4,2006-09-09,2006,30,2,1,Winn,1,0,Winn,A Wiley,19,3,6,2,12,7,6,3,2,1,0,0,2,,,,10.0,,,,4.0,,,,7.0,,,,5.0,,,,3.0,,,,2.0,,,,1.0,,,,0.0,,,,0.0,,,,0.0,,,,5.0,,,,2.0,,,,15.0,,,,2.0,,,,1.0,,,,3.0
30,Arsenal_Middlesbrough_2006,3,2006-09-09,2006,31,1,1,Draw,0,1,Lost,R Styles,20,1,12,1,5,17,15,0,1,6,0,1,2,,,,19.0,,,,11.0,,,,10.0,,,,18.0,,,,1.0,,,,0.0,,,,1.0,,,,0.0,,,,1.0,,,,0.0,,,,5.0,,,,3.0,,,,19.0,,,,1.0,,,,0.0,,,,2.0
31,Newcastle_Fulham_2006,3,2006-09-09,2006,9,1,2,Lost,0,0,Draw,C Foy,15,8,7,5,16,12,4,7,1,1,0,0,2,,,,9.0,,,,8.0,,,,17.0,,,,4.0,,,,2.0,,,,1.0,,,,1.0,,,,0.0,,,,1.0,,,,0.0,,,,14.0,,,,9.0,,,,20.0,,,,11.0,,,,0.0,,,,2.0
32,Portsmouth_Wigan_2006,4,2006-09-09,2006,28,1,0,Winn,0,0,Draw,P Walton,9,11,7,5,14,5,6,9,0,1,0,0,2,,,,21.0,,,,16.0,,,,20.0,,,,6.0,,,,3.0,,,,1.0,,,,2.0,,,,0.0,,,,0.0,,,,0.0,,,,9.0,,,,7.0,,,,17.0,,,,2.0,,,,2.0,,,,1.0
33,Man United_Tottenham_2006,4,2006-09-09,2006,13,1,0,Winn,1,0,Winn,M Riley,10,9,5,4,12,17,5,4,2,2,0,0,2,,,,15.0,,,,7.0,,,,14.0,,,,5.0,,,,5.0,,,,4.0,,,,1.0,,,,0.0,,,,1.0,,,,1.0,,,,12.0,,,,8.0,,,,20.0,,,,2.0,,,,0.0,,,,1.0
34,Sheffield United_Blackburn_2006,4,2006-09-09,2006,15,0,0,Draw,0,0,Draw,M Dean,14,12,9,1,12,11,7,6,2,2,0,0,2,,,,5.0,,,,3.0,,,,10.0,,,,0.0,,,,1.0,,,,0.0,,,,1.0,,,,0.0,,,,1.0,,,,0.0,,,,12.0,,,,7.0,,,,16.0,,,,12.0,,,,0.0,,,,2.0
35,Bolton_Watford_2006,4,2006-09-09,2006,23,1,0,Winn,0,0,Draw,M Clattenburg,7,15,2,6,13,15,6,6,3,1,0,0,2,,,,8.0,,,,6.0,,,,19.0,,,,6.0,,,,2.0,,,,2.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,9.0,,,,6.0,,,,22.0,,,,3.0,,,,0.0,,,,1.0
36,West Ham_Aston Villa_2006,4,2006-09-10,2006,5,1,1,Draw,0,1,Lost,S Bennett,7,10,1,6,15,9,3,5,2,2,0,0,2,,,,16.0,,,,5.0,,,,14.0,,,,6.0,,,,3.0,,,,0.0,,,,2.0,,,,0.0,,,,1.0,,,,1.0,,,,4.0,,,,2.0,,,,14.0,,,,0.0,,,,1.0,,,,2.0
37,Reading_Man City_2006,4,2006-09-11,2006,36,1,0,Winn,1,0,Winn,H Webb,12,15,7,8,6,16,6,4,0,4,0,1,2,,,,14.0,,,,9.0,,,,8.0,,,,8.0,,,,3.0,,,,2.0,,,,1.0,,,,0.0,,,,2.0,,,,2.0,,,,7.0,,,,5.0,,,,15.0,,,,2.0,,,,0.0,,,,3.0
38,Everton_Wigan_2006,5,2006-09-16,2006,8,2,2,Draw,0,0,Draw,A Wiley,14,10,9,7,14,23,4,2,1,5,0,0,3,,,,7.0,,,,4.0,,,,17.0,,,,1.0,,,,2.5,,,,1.5,,,,1.5,,,,0.0,,,,0.5,,,,0.0,,,,16.5,,,,6.5,,,,13.0,,,,8.5,,,,0.0,,,,2.5
39,Sheffield United_Reading_2006,5,2006-09-16,2006,15,1,2,Lost,0,2,Lost,A Marriner,14,8,7,2,12,6,8,7,2,1,0,0,3,,,,9.5,,,,6.0,,,,11.0,,,,3.5,,,,0.5,,,,0.0,,,,1.5,,,,0.0,,,,0.5,,,,0.0,,,,12.0,,,,4.0,,,,13.5,,,,9.0,,,,0.0,,,,2.0
40,Bolton_Middlesbrough_2006,5,2006-09-16,2006,23,0,0,Draw,0,0,Draw,S Bennett,13,14,3,7,7,19,9,4,0,1,0,0,3,,,,7.5,,,,4.0,,,,16.0,,,,6.0,,,,1.5,,,,1.0,,,,1.5,,,,0.0,,,,0.0,,,,0.0,,,,12.0,,,,6.0,,,,18.5,,,,4.5,,,,0.0,,,,1.0
41,Watford_Aston Villa_2006,5,2006-09-16,2006,39,0,0,Draw,0,0,Draw,M Dean,12,9,5,4,12,10,7,1,1,0,0,0,3,,,,9.5,,,,5.5,,,,16.0,,,,4.5,,,,1.0,,,,0.5,,,,0.5,,,,0.0,,,,1.5,,,,0.5,,,,13.5,,,,7.0,,,,13.0,,,,4.0,,,,0.0,,,,0.5
42,Charlton_Portsmouth_2006,5,2006-09-16,2006,29,0,1,Lost,0,0,Draw,P Dowd,18,12,5,5,6,10,9,4,0,2,0,0,3,,,,8.5,,,,3.5,,,,12.5,,,,5.0,,,,1.0,,,,0.0,,,,1.0,,,,0.5,,,,1.5,,,,0.0,,,,14.0,,,,6.5,,,,14.0,,,,8.0,,,,0.5,,,,2.5
43,West Ham_Newcastle_2006,5,2006-09-17,2006,5,0,2,Lost,0,0,Draw,R Styles,10,16,7,9,11,11,5,6,3,3,0,0,3,,,,11.5,,,,3.0,,,,14.5,,,,4.5,,,,2.0,,,,0.0,,,,2.0,,,,0.0,,,,1.0,,,,1.0,,,,7.0,,,,4.0,,,,11.5,,,,2.5,,,,0.5,,,,2.0
44,Man United_Arsenal_2006,5,2006-09-17,2006,13,0,1,Lost,0,0,Draw,G Poll,17,14,9,7,11,11,10,5,2,2,0,0,3,,,,12.5,,,,6.0,,,,13.0,,,,5.0,,,,3.0,,,,2.5,,,,1.5,,,,0.0,,,,0.5,,,,0.5,,,,10.5,,,,6.0,,,,18.5,,,,3.0,,,,0.0,,,,1.5
45,Chelsea_Liverpool_2006,5,2006-09-17,2006,30,1,0,Winn,1,0,Winn,M Riley,4,9,3,6,13,17,1,3,3,2,1,0,3,,,,14.5,,,,5.0,,,,9.5,,,,5.5,,,,2.5,,,,1.5,,,,1.5,,,,0.0,,,,0.5,,,,0.0,,,,4.0,,,,2.0,,,,11.0,,,,2.5,,,,0.5,,,,2.0
46,Blackburn_Man City_2006,5,2006-09-17,2006,33,4,2,Winn,2,2,Draw,M Atkinson,11,15,5,8,11,11,4,3,2,3,0,0,3,,,,11.0,,,,4.0,,,,16.0,,,,6.0,,,,0.5,,,,0.0,,,,3.5,,,,0.0,,,,1.5,,,,0.0,,,,12.0,,,,6.0,,,,17.5,,,,3.0,,,,0.0,,,,2.0
47,Tottenham_Fulham_2006,5,2006-09-17,2006,6,0,0,Draw,0,0,Draw,M Clattenburg,18,8,8,3,11,20,12,2,2,2,0,0,3,,,,16.5,,,,9.5,,,,7.0,,,,6.5,,,,1.0,,,,1.0,,,,0.5,,,,0.0,,,,1.0,,,,0.0,,,,6.0,,,,2.5,,,,10.5,,,,3.0,,,,0.5,,,,1.0
48,Liverpool_Newcastle_2006,5,2006-09-20,2006,10,2,0,Winn,1,0,Winn,M Halsey,22,11,11,6,12,13,8,6,1,1,0,0,2,,,,19.0,,,,8.0,,,,15.0,,,,6.0,,,,2.0,,,,2.0,,,,1.0,,,,0.0,,,,1.0,,,,1.0,,,,8.0,,,,3.0,,,,6.0,,,,1.0,,,,0.0,,,,0.0
49,Liverpool_Tottenham_2006,6,2006-09-23,2006,10,3,0,Winn,0,0,Draw,H Webb,14,5,6,1,12,9,6,0,1,0,0,0,3,,,,20.5,,,,9.5,,,,13.5,,,,7.0,,,,2.0,,,,1.5,,,,1.0,,,,0.0,,,,0.5,,,,0.5,,,,9.5,,,,4.5,,,,9.5,,,,3.5,,,,0.0,,,,0.5
50,Reading_Man United_2006,6,2006-09-23,2006,36,1,1,Draw,0,0,Draw,P Walton,3,18,1,8,6,10,2,6,0,0,0,0,3,,,,13.0,,,,8.0,,,,7.0,,,,7.0,,,,2.0,,,,1.5,,,,0.5,,,,0.0,,,,1.0,,,,1.0,,,,11.0,,,,6.5,,,,15.5,,,,3.0,,,,0.5,,,,3.5
51,Middlesbrough_Blackburn_2006,6,2006-09-23,2006,25,0,1,Lost,0,1,Lost,G Poll,13,13,7,7,14,17,6,7,1,3,0,0,3,,,,14.0,,,,5.0,,,,15.0,,,,5.5,,,,1.0,,,,0.0,,,,2.0,,,,0.0,,,,2.5,,,,1.0,,,,9.0,,,,6.0,,,,8.0,,,,4.5,,,,0.0,,,,1.5
52,Fulham_Chelsea_2006,6,2006-09-23,2006,16,0,2,Lost,0,0,Draw,M Halsey,7,13,4,5,19,9,5,7,2,1,0,0,3,,,,10.5,,,,4.5,,,,13.0,,,,5.0,,,,1.0,,,,0.5,,,,1.5,,,,0.0,,,,0.5,,,,0.0,,,,6.5,,,,1.0,,,,16.5,,,,5.5,,,,0.0,,,,2.5
53,Wigan_Watford_2006,5,2006-09-23,2006,20,1,1,Draw,1,0,Winn,R Styles,8,10,4,4,15,15,4,3,2,2,0,0,2,,,,15.0,,,,5.0,,,,12.0,,,,4.0,,,,1.0,,,,1.0,,,,2.0,,,,0.0,,,,0.0,,,,0.0,,,,5.0,,,,3.0,,,,14.0,,,,10.0,,,,0.0,,,,2.0
54,Man City_West Ham_2006,6,2006-09-23,2006,3,2,0,Winn,0,0,Draw,C Foy,17,4,8,0,12,15,4,6,0,0,0,0,3,,,,8.0,,,,3.0,,,,15.5,,,,5.0,,,,0.5,,,,0.5,,,,1.5,,,,0.0,,,,0.0,,,,0.0,,,,10.0,,,,3.5,,,,10.5,,,,4.0,,,,0.0,,,,1.0
55,Aston Villa_Charlton_2006,6,2006-09-23,2006,21,2,0,Winn,1,0,Winn,M Riley,12,8,5,3,10,14,4,4,0,1,0,0,3,,,,10.0,,,,6.5,,,,11.5,,,,2.0,,,,2.0,,,,1.5,,,,2.0,,,,0.0,,,,0.5,,,,0.5,,,,6.5,,,,4.0,,,,9.0,,,,5.0,,,,0.5,,,,1.5
56,Arsenal_Sheffield United_2006,5,2006-09-23,2006,31,3,0,Winn,0,0,Draw,A Wiley,14,5,11,4,11,8,7,2,2,1,0,0,3,,,,19.5,,,,11.5,,,,7.5,,,,16.5,,,,1.0,,,,0.0,,,,1.0,,,,0.0,,,,1.0,,,,0.5,,,,3.0,,,,2.0,,,,18.0,,,,0.5,,,,0.5,,,,4.0
57,Newcastle_Everton_2006,6,2006-09-24,2006,9,1,1,Draw,1,1,Draw,S Bennett,21,12,13,5,12,18,9,6,2,4,1,1,3,,,,12.0,,,,7.5,,,,16.5,,,,4.0,,,,1.5,,,,0.5,,,,1.0,,,,0.0,,,,1.5,,,,0.0,,,,11.0,,,,7.0,,,,16.0,,,,9.0,,,,0.0,,,,1.5
58,Portsmouth_Bolton_2006,6,2006-09-25,2006,28,0,1,Lost,0,1,Lost,U Rennie,13,4,5,3,8,13,11,2,2,2,0,0,3,,,,15.0,,,,11.5,,,,17.0,,,,6.0,,,,2.0,,,,0.5,,,,1.0,,,,0.0,,,,0.0,,,,0.0,,,,10.0,,,,6.0,,,,11.0,,,,5.5,,,,1.0,,,,1.0
59,Sheffield United_Middlesbrough_2006,7,2006-09-30,2006,15,2,1,Winn,1,0,Winn,P Walton,13,7,7,2,8,12,10,4,1,3,0,0,4,11.0,,,11.0,6.33,,,6.33,11.33,,,11.33,5.0,,,5.0,0.67,,,0.67,0.0,,,0.0,1.67,,,1.67,0.0,,,0.0,1.0,,,1.0,0.67,,,0.67,10.67,,,10.67,3.33,,,3.33,11.0,,,11.0,8.33,,,8.33,0.0,,,0.0,1.67,,,1.67
60,Charlton_Arsenal_2006,7,2006-09-30,2006,29,1,2,Lost,1,1,Draw,M Clattenburg,10,21,6,12,19,8,4,7,4,4,0,0,4,11.67,,,11.67,4.0,,,4.0,10.33,,,10.33,6.33,,,6.33,0.67,,,0.67,0.0,,,0.0,0.67,,,0.67,0.33,,,0.33,1.33,,,1.33,0.0,,,0.0,13.33,,,13.33,6.0,,,6.0,12.67,,,12.67,6.67,,,6.67,0.33,,,0.33,2.33,,,2.33
61,Everton_Man City_2006,7,2006-09-30,2006,8,1,1,Draw,1,0,Winn,A Marriner,14,11,10,5,14,17,8,4,2,2,0,0,4,9.33,,,9.33,5.67,,,5.67,16.0,,,16.0,2.0,,,2.0,2.33,,,2.33,1.0,,,1.0,1.33,,,1.33,0.0,,,0.0,1.0,,,1.0,0.0,,,0.0,14.33,,,14.33,6.67,,,6.67,16.33,,,16.33,6.33,,,6.33,0.0,,,0.0,3.33,,,3.33
62,Chelsea_Aston Villa_2006,7,2006-09-30,2006,30,1,1,Draw,1,1,Draw,G Poll,18,9,10,5,13,14,7,5,0,2,0,0,4,11.0,,,11.0,4.33,,,4.33,10.67,,,10.67,4.0,,,4.0,2.0,,,2.0,1.33,,,1.33,2.0,,,2.0,0.33,,,0.33,0.33,,,0.33,0.0,,,0.0,5.67,,,5.67,3.33,,,3.33,13.0,,,13.0,2.67,,,2.67,0.33,,,0.33,2.0,,,2.0
63,Bolton_Liverpool_2006,7,2006-09-30,2006,23,2,0,Winn,1,0,Winn,P Dowd,4,13,3,6,15,12,1,10,2,1,0,0,4,9.33,,,9.33,3.67,,,3.67,13.0,,,13.0,7.0,,,7.0,1.0,,,1.0,0.67,,,0.67,1.0,,,1.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,12.67,,,12.67,6.33,,,6.33,18.67,,,18.67,4.33,,,4.33,0.0,,,0.0,1.0,,,1.0
64,West Ham_Reading_2006,7,2006-10-01,2006,5,0,1,Lost,0,1,Lost,U Rennie,13,2,8,1,8,7,10,5,4,2,0,0,4,11.0,,,11.0,4.33,,,4.33,13.33,,,13.33,4.67,,,4.67,1.33,,,1.33,0.0,,,0.0,2.33,,,2.33,0.0,,,0.0,1.33,,,1.33,0.67,,,0.67,10.0,,,10.0,5.67,,,5.67,11.33,,,11.33,3.67,,,3.67,0.33,,,0.33,2.33,,,2.33
65,Blackburn_Wigan_2006,7,2006-10-01,2006,33,2,1,Winn,1,1,Draw,H Webb,12,11,8,6,16,17,5,4,3,4,0,0,4,11.0,,,11.0,4.33,,,4.33,14.33,,,14.33,5.33,,,5.33,1.67,,,1.67,0.67,,,0.67,3.0,,,3.0,0.0,,,0.0,1.67,,,1.67,0.67,,,0.67,13.0,,,13.0,6.67,,,6.67,15.33,,,15.33,3.0,,,3.0,0.0,,,0.0,2.33,,,2.33
