,idGame,nWeekAway,Date,year,IdAwayTeam,FT_against_A,FTG_asA,FT_RESULT,HT_against_A,HTG_asA,HT_RESULT,Referee,Shoot_against_A,Shoot_asA,ShootTarget_against_A,ShootTarget_asA,Fouls_against_A,Fouls_asA,Corner_against_A,Corner_asA,YellowC_against_A,YellowC_asA,RedC_againts_A,RedC_asA,Shoot_asA_last_3,Shoot_asA_last_6,Shoot_asA_last_10,Shoot_asA_last_infinity,ShootTarget_asA_last_3,ShootTarget_asA_last_6,ShootTarget_asA_last_10,ShootTarget_asA_last_infinity,Fouls_asA_last_3,Fouls_asA_last_6,Fouls_asA_last_10,Fouls_asA_last_infinity,Corner_asA_last_3,Corner_asA_last_6,Corner_asA_last_10,Corner_asA_last_infinity,FTG_asA_last_3,FTG_asA_last_6,FTG_asA_last_10,FTG_asA_last_infinity,HTG_asA_last_3,HTG_asA_last_6,HTG_asA_last_10,HTG_asA_last_infinity,YellowC_asA_last_3,YellowC_asA_last_6,YellowC_asA_last_10,YellowC_asA_last_infinity,RedC_asA_last_3,RedC_asA_last_6,RedC_asA_last_10,RedC_asA_last_infinity,FT_against_A_last_3,FT_against_A_last_6,FT_against_A_last_10,FT_against_A_last_infinity,HT_against_A_last_3,HT_against_A_last_6,HT_against_A_last_10,HT_against_A_last_infinity,Shoot_against_A_last_3,Shoot_against_A_last_6,Shoot_against_A_last_10,Shoot_against_A_last_infinity,ShootTarget_against_A_last_3,ShootTarget_against_A_last_6,ShootTarget_against_A_last_10,ShootTarget_against_A_last_infinity,Fouls_against_A_last_3,Fouls_against_A_last_6,Fouls_against_A_last_10,Fouls_against_A_last_infinity,Corner_against_A_last_3,Corner_against_A_last_6,Corner_against_A_last_10,Corner_against_A_last_infinity,RedC_againts_A_last_3,RedC_againts_A_last_6,RedC_againts_A_last_10,RedC_againts_A_last_infinity,YellowC_against_A_last_3,YellowC_against_A_last_6,YellowC_against_A_last_10,YellowC_against_A_last_infinity
18,Man United_Tottenham_2011,1,2011-08-22,2011,34,3,0,Lost,0,0,Draw,L Probert,27,20,21,12,12,9,11,3,1,2,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
19,Wigan_QPR_2011,2,2011-08-27,2011,27,2,0,Lost,1,0,Lost,M Oliver,13,19,10,9,13,8,8,7,2,0,0,0,,,,4,,,,3,,,,9,,,,1,,,,1,,,,1,,,,1,,,,0,,,,0,,,,0,,,,14,,,,7,,,,12,,,,2,,,,0,,,,1
20,Liverpool_Bolton_2011,2,2011-08-27,2011,5,3,1,Lost,1,0,Lost,L Probert,17,7,9,4,5,7,12,6,0,2,0,0,,,,13,,,,7,,,,16,,,,2,,,,4,,,,1,,,,2,,,,0,,,,0,,,,0,,,,13,,,,7,,,,9,,,,3,,,,1,,,,1
21,Aston Villa_Wolves_2011,2,2011-08-27,2011,39,0,0,Draw,0,0,Draw,M Atkinson,15,3,5,2,10,9,11,8,1,3,0,0,,,,13,,,,4,,,,10,,,,6,,,,2,,,,1,,,,2,,,,0,,,,1,,,,1,,,,16,,,,8,,,,14,,,,12,,,,0,,,,4
22,Chelsea_Norwich_2011,2,2011-08-27,2011,25,3,1,Lost,1,0,Lost,M Jones,16,9,8,6,17,14,8,6,2,2,0,1,,,,13,,,,3,,,,8,,,,3,,,,1,,,,1,,,,2,,,,0,,,,1,,,,1,,,,18,,,,11,,,,11,,,,7,,,,0,,,,2
23,Blackburn_Everton_2011,1,2011-08-27,2011,14,0,1,Winn,0,0,Draw,L Mason,14,9,6,4,17,13,5,4,5,2,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
24,Swansea_Sunderland_2011,2,2011-08-27,2011,32,0,0,Draw,0,0,Draw,M Halsey,15,12,6,8,7,10,7,4,1,1,0,0,,,,15,,,,6,,,,12,,,,3,,,,1,,,,0,,,,4,,,,0,,,,1,,,,1,,,,11,,,,4,,,,17,,,,6,,,,0,,,,4
25,Man United_Arsenal_2011,2,2011-08-28,2011,0,8,2,Lost,3,1,Lost,H Webb,25,19,15,13,9,7,3,5,2,3,0,1,,,,9,,,,4,,,,11,,,,5,,,,0,,,,0,,,,5,,,,1,,,,0,,,,0,,,,6,,,,1,,,,9,,,,2,,,,0,,,,3
26,West Brom_Stoke_2011,2,2011-08-28,2011,31,0,1,Winn,0,0,Draw,M Dean,16,7,7,1,9,12,5,1,0,0,0,0,,,,15,,,,5,,,,12,,,,6,,,,1,,,,0,,,,2,,,,0,,,,1,,,,1,,,,9,,,,7,,,,13,,,,3,,,,1,,,,0
27,Tottenham_Man City_2011,2,2011-08-28,2011,21,1,5,Winn,0,2,Winn,P Dowd,15,22,10,12,11,9,10,5,2,4,0,0,,,,17,,,,9,,,,14,,,,8,,,,3,,,,2,,,,0,,,,0,,,,2,,,,1,,,,6,,,,4,,,,19,,,,7,,,,0,,,,2
28,Newcastle_Fulham_2011,2,2011-08-28,2011,15,2,1,Lost,0,0,Draw,K Friend,13,16,9,9,19,8,6,6,2,1,0,0,,,,8,,,,4,,,,10,,,,8,,,,0,,,,0,,,,2,,,,0,,,,2,,,,2,,,,17,,,,7,,,,7,,,,7,,,,0,,,,2
29,Man City_Wigan_2011,2,2011-09-10,2011,38,3,0,Lost,1,0,Lost,M Atkinson,23,9,10,5,6,9,8,3,0,0,0,0,,,,10,,,,4,,,,18,,,,7,,,,0,,,,0,,,,3,,,,0,,,,0,,,,0,,,,12,,,,6,,,,8,,,,7,,,,0,,,,0
30,Wolves_Tottenham_2011,2,2011-09-10,2011,34,0,2,Winn,0,0,Draw,P Walton,10,17,6,11,5,12,4,10,3,2,0,0,,,,20,,,,12,,,,9,,,,3,,,,0,,,,0,,,,2,,,,0,,,,3,,,,0,,,,27,,,,21,,,,12,,,,11,,,,0,,,,1
31,Everton_Aston Villa_2011,2,2011-09-10,2011,1,2,2,Draw,1,0,Lost,M Oliver,17,7,10,3,13,11,8,0,1,1,0,0,,,,7,,,,1,,,,18,,,,3,,,,0,,,,0,,,,4,,,,0,,,,0,,,,0,,,,13,,,,9,,,,10,,,,2,,,,0,,,,2
32,Sunderland_Chelsea_2011,2,2011-09-10,2011,11,1,2,Winn,0,1,Winn,L Probert,14,16,7,8,7,3,4,7,1,1,0,0,,,,20,,,,11,,,,12,,,,6,,,,0,,,,0,,,,2,,,,0,,,,0,,,,0,,,,6,,,,3,,,,12,,,,4,,,,0,,,,2
33,Arsenal_Swansea_2011,2,2011-09-10,2011,33,1,0,Lost,1,0,Lost,S Attwell,18,10,8,5,10,7,4,5,3,2,0,0,,,,8,,,,5,,,,2,,,,4,,,,0,,,,0,,,,0,,,,0,,,,4,,,,0,,,,26,,,,19,,,,9,,,,7,,,,0,,,,0
34,Bolton_Man United_2011,2,2011-09-10,2011,22,0,5,Winn,0,3,Winn,A Marriner,20,13,13,9,14,1,5,7,2,0,0,0,,,,11,,,,5,,,,9,,,,5,,,,2,,,,1,,,,2,,,,0,,,,1,,,,1,,,,14,,,,8,,,,16,,,,6,,,,0,,,,3
35,Stoke_Liverpool_2011,2,2011-09-10,2011,20,1,0,Lost,1,0,Lost,M Clattenburg,3,20,1,11,12,13,2,12,0,1,0,0,,,,13,,,,8,,,,6,,,,5,,,,2,,,,0,,,,2,,,,0,,,,0,,,,0,,,,10,,,,6,,,,11,,,,9,,,,1,,,,2
36,Fulham_Blackburn_2011,2,2011-09-11,2011,3,1,1,Draw,1,1,Draw,H Webb,13,10,8,5,7,12,11,2,3,1,0,0,,,,10,,,,6,,,,13,,,,4,,,,1,,,,0,,,,0,,,,0,,,,3,,,,2,,,,9,,,,6,,,,9,,,,5,,,,0,,,,3
37,Norwich_West Brom_2011,2,2011-09-11,2011,36,0,1,Winn,0,1,Winn,M Halsey,17,14,5,9,10,11,1,3,1,2,0,0,,,,6,,,,4,,,,8,,,,4,,,,1,,,,1,,,,4,,,,0,,,,2,,,,0,,,,22,,,,12,,,,12,,,,7,,,,0,,,,2
38,QPR_Newcastle_2011,2,2011-09-12,2011,24,0,0,Draw,0,0,Draw,P Dowd,14,8,5,3,10,15,6,4,1,3,0,0,,,,12,,,,10,,,,7,,,,6,,,,1,,,,0,,,,3,,,,0,,,,0,,,,0,,,,15,,,,5,,,,17,,,,7,,,,1,,,,3
39,Bolton_Norwich_2011,3,2011-09-17,2011,25,1,2,Winn,0,2,Winn,H Webb,7,11,7,5,8,8,6,9,3,1,1,0,,,,22,,,,9,,,,22,,,,9,,,,2,,,,1,,,,4,,,,1,,,,4,,,,2,,,,34,,,,19,,,,28,,,,15,,,,0,,,,4
40,Swansea_West Brom_2011,3,2011-09-17,2011,36,3,0,Lost,2,0,Lost,M Atkinson,7,13,5,8,4,9,2,8,1,2,0,0,,,,20,,,,13,,,,19,,,,7,,,,2,,,,2,,,,6,,,,0,,,,2,,,,0,,,,39,,,,17,,,,22,,,,8,,,,0,,,,3
41,Wolves_QPR_2011,3,2011-09-17,2011,27,0,3,Winn,0,2,Winn,A Taylor,13,17,6,12,15,13,4,8,2,3,0,0,,,,23,,,,12,,,,17,,,,8,,,,1,,,,1,,,,1,,,,0,,,,2,,,,1,,,,27,,,,17,,,,25,,,,10,,,,0,,,,3
42,Blackburn_Arsenal_2011,3,2011-09-17,2011,0,4,3,Lost,1,2,Winn,A Marriner,10,24,5,16,14,9,2,13,2,1,0,0,,,,28,,,,17,,,,18,,,,10,,,,2,,,,1,,,,8,,,,2,,,,8,,,,3,,,,31,,,,16,,,,18,,,,5,,,,0,,,,5
43,Aston Villa_Newcastle_2011,3,2011-09-17,2011,24,1,1,Draw,1,0,Lost,N Swarbrick,10,21,2,13,13,10,4,9,1,1,0,0,,,,20,,,,13,,,,22,,,,10,,,,1,,,,0,,,,6,,,,0,,,,0,,,,0,,,,29,,,,10,,,,27,,,,13,,,,1,,,,4
44,Everton_Wigan_2011,3,2011-09-17,2011,38,3,1,Lost,1,1,Draw,P Walton,17,9,10,4,14,8,4,9,2,1,0,0,,,,19,,,,9,,,,27,,,,10,,,,0,,,,0,,,,3,,,,0,,,,3,,,,1,,,,35,,,,16,,,,14,,,,15,,,,0,,,,0
45,Fulham_Man City_2011,3,2011-09-18,2011,21,2,2,Draw,0,1,Winn,M Clattenburg,14,18,11,11,10,9,6,9,1,1,0,0,,,,39,,,,21,,,,23,,,,13,,,,8,,,,4,,,,4,,,,0,,,,3,,,,1,,,,21,,,,14,,,,30,,,,17,,,,0,,,,4
46,Sunderland_Stoke_2011,3,2011-09-18,2011,31,4,0,Lost,3,0,Lost,K Friend,8,9,7,5,15,12,6,5,1,2,0,0,,,,22,,,,6,,,,24,,,,7,,,,2,,,,0,,,,2,,,,0,,,,1,,,,1,,,,25,,,,14,,,,22,,,,8,,,,1,,,,0
47,Tottenham_Liverpool_2011,3,2011-09-18,2011,20,4,0,Lost,1,0,Lost,M Jones,24,5,16,2,10,9,4,1,1,4,0,2,,,,33,,,,19,,,,19,,,,17,,,,2,,,,0,,,,3,,,,0,,,,1,,,,1,,,,13,,,,7,,,,23,,,,11,,,,1,,,,2
48,Man United_Chelsea_2011,3,2011-09-18,2011,11,3,1,Lost,3,0,Lost,P Dowd,12,20,7,9,11,12,4,10,2,3,0,0,,,,36,,,,19,,,,15,,,,13,,,,2,,,,1,,,,3,,,,0,,,,1,,,,0,,,,20,,,,10,,,,19,,,,8,,,,0,,,,3
49,Arsenal_Bolton_2011,3,2011-09-24,2011,5,3,0,Lost,0,0,Draw,M Clattenburg,23,3,14,3,7,9,9,2,0,1,0,1,,,,20,,,,11,,,,23,,,,8,,,,5,,,,1,,,,4,,,,0,,,,3,,,,1,,,,30,,,,16,,,,14,,,,15,,,,1,,,,1
50,Liverpool_Wolves_2011,3,2011-09-24,2011,39,2,1,Lost,2,0,Lost,K Friend,14,11,6,6,15,6,7,2,3,4,0,0,,,,16,,,,6,,,,19,,,,14,,,,2,,,,1,,,,5,,,,0,,,,1,,,,1,,,,31,,,,13,,,,24,,,,23,,,,0,,,,5
51,Chelsea_Swansea_2011,3,2011-09-24,2011,33,4,1,Lost,2,0,Lost,M Dean,15,5,7,4,15,11,1,6,3,3,1,0,,,,18,,,,10,,,,9,,,,9,,,,0,,,,0,,,,2,,,,0,,,,5,,,,1,,,,44,,,,27,,,,19,,,,11,,,,0,,,,3
52,Man City_Everton_2011,2,2011-09-24,2011,14,2,0,Lost,0,0,Draw,H Webb,18,7,8,3,9,13,7,5,1,5,0,0,,,,9,,,,4,,,,13,,,,4,,,,1,,,,0,,,,2,,,,0,,,,0,,,,0,,,,14,,,,6,,,,17,,,,5,,,,0,,,,5
53,Newcastle_Blackburn_2011,3,2011-09-24,2011,3,3,1,Lost,2,1,Lost,M Atkinson,19,4,8,1,6,16,4,2,0,4,0,1,,,,20,,,,11,,,,25,,,,6,,,,2,,,,1,,,,1,,,,0,,,,4,,,,3,,,,22,,,,14,,,,16,,,,16,,,,0,,,,6
54,Stoke_Man United_2011,3,2011-09-24,2011,22,1,1,Draw,0,1,Winn,P Walton,14,13,8,9,10,3,8,8,1,0,0,0,,,,24,,,,14,,,,10,,,,12,,,,7,,,,4,,,,2,,,,0,,,,1,,,,1,,,,34,,,,21,,,,30,,,,11,,,,0,,,,5
55,West Brom_Fulham_2011,3,2011-09-24,2011,15,0,0,Draw,0,0,Draw,S Attwell,8,18,5,9,6,14,1,1,0,3,0,0,,,,24,,,,13,,,,18,,,,14,,,,1,,,,0,,,,3,,,,0,,,,4,,,,2,,,,30,,,,16,,,,26,,,,13,,,,0,,,,4
56,Wigan_Tottenham_2011,3,2011-09-24,2011,34,1,2,Winn,0,2,Winn,J Moss,5,14,4,7,13,6,1,9,3,1,1,0,,,,37,,,,23,,,,21,,,,13,,,,2,,,,0,,,,4,,,,0,,,,3,,,,0,,,,37,,,,27,,,,17,,,,15,,,,0,,,,4
57,QPR_Aston Villa_2011,3,2011-09-25,2011,1,1,1,Draw,0,0,Draw,M Oliver,17,8,9,4,14,19,11,8,1,6,1,0,,,,14,,,,4,,,,29,,,,3,,,,2,,,,0,,,,5,,,,0,,,,2,,,,1,,,,30,,,,19,,,,23,,,,10,,,,0,,,,3
58,Norwich_Sunderland_2011,3,2011-09-26,2011,32,2,1,Lost,1,0,Lost,C Foy,11,12,8,6,3,7,7,4,2,1,0,0,,,,27,,,,14,,,,22,,,,7,,,,1,,,,0,,,,5,,,,0,,,,1,,,,1,,,,26,,,,10,,,,24,,,,13,,,,0,,,,5
59,Man United_Norwich_2011,4,2011-10-01,2011,25,2,0,Lost,0,0,Draw,S Attwell,17,13,9,6,9,6,10,3,1,0,0,0,33.0,,,33,14.0,,,14,30.0,,,30,18.0,,,18,4.0,,,4,3.0,,,3,5.0,,,5,1.0,,,1,5.0,,,5,2.0,,,2,41.0,,,41,26.0,,,26,36.0,,,36,21.0,,,21,1.0,,,1,7.0,,,7
60,Aston Villa_Wigan_2011,4,2011-10-01,2011,38,2,0,Lost,1,0,Lost,M Clattenburg,16,14,10,9,12,6,5,10,0,1,0,0,28.0,,,28,13.0,,,13,35.0,,,35,19.0,,,19,1.0,,,1,1.0,,,1,4.0,,,4,0.0,,,0,6.0,,,6,2.0,,,2,52.0,,,52,26.0,,,26,28.0,,,28,19.0,,,19,0.0,,,0,2.0,,,2
61,Everton_Liverpool_2011,4,2011-10-01,2011,20,0,2,Winn,0,0,Draw,M Atkinson,12,15,4,9,15,9,5,9,1,1,1,0,38.0,,,38,21.0,,,21,28.0,,,28,18.0,,,18,2.0,,,2,0.0,,,0,7.0,,,7,2.0,,,2,5.0,,,5,2.0,,,2,37.0,,,37,23.0,,,23,33.0,,,33,15.0,,,15,1.0,,,1,3.0,,,3
62,Blackburn_Man City_2011,4,2011-10-01,2011,21,0,4,Winn,0,0,Draw,P Dowd,5,19,4,12,9,14,4,5,1,1,0,0,57.0,,,57,32.0,,,32,32.0,,,32,22.0,,,22,10.0,,,10,5.0,,,5,5.0,,,5,0.0,,,0,5.0,,,5,1.0,,,1,35.0,,,35,25.0,,,25,40.0,,,40,23.0,,,23,0.0,,,0,5.0,,,5
63,Wolves_Newcastle_2011,4,2011-10-01,2011,24,1,2,Winn,0,2,Winn,M Halsey,25,10,12,6,7,10,10,5,1,2,0,0,41.0,,,41,26.0,,,26,32.0,,,32,19.0,,,19,2.0,,,2,0.0,,,0,7.0,,,7,0.0,,,0,1.0,,,1,1.0,,,1,39.0,,,39,12.0,,,12,40.0,,,40,17.0,,,17,1.0,,,1,5.0,,,5
64,Sunderland_West Brom_2011,4,2011-10-01,2011,36,2,2,Draw,2,2,Draw,L Mason,12,7,7,3,9,13,7,4,2,0,0,0,33.0,,,33,21.0,,,21,28.0,,,28,15.0,,,15,2.0,,,2,2.0,,,2,8.0,,,8,0.0,,,0,5.0,,,5,2.0,,,2,46.0,,,46,22.0,,,22,26.0,,,26,10.0,,,10,0.0,,,0,4.0,,,4
65,Swansea_Stoke_2011,4,2011-10-02,2011,31,2,0,Lost,1,0,Lost,M Jones,9,11,5,6,14,18,6,5,3,5,0,0,31.0,,,31,11.0,,,11,36.0,,,36,12.0,,,12,2.0,,,2,0.0,,,0,4.0,,,4,0.0,,,0,5.0,,,5,4.0,,,4,33.0,,,33,21.0,,,21,37.0,,,37,14.0,,,14,1.0,,,1,1.0,,,1
66,Fulham_QPR_2011,4,2011-10-02,2011,27,6,0,Lost,3,0,Lost,A Marriner,19,17,13,10,10,7,4,4,2,3,0,0,40.0,,,40,24.0,,,24,30.0,,,30,16.0,,,16,4.0,,,4,3.0,,,3,4.0,,,4,0.0,,,0,2.0,,,2,1.0,,,1,40.0,,,40,23.0,,,23,40.0,,,40,14.0,,,14,0.0,,,0,5.0,,,5
67,Tottenham_Arsenal_2011,4,2011-10-02,2011,0,2,1,Lost,1,0,Lost,M Dean,16,13,8,7,11,8,9,7,2,1,0,0,52.0,,,52,33.0,,,33,27.0,,,27,23.0,,,23,5.0,,,5,3.0,,,3,9.0,,,9,2.0,,,2,12.0,,,12,4.0,,,4,41.0,,,41,21.0,,,21,32.0,,,32,7.0,,,7,0.0,,,0,7.0,,,7
68,Bolton_Chelsea_2011,4,2011-10-02,2011,11,1,5,Winn,0,4,Winn,P Walton,14,21,10,14,10,11,4,5,1,2,0,0,56.0,,,56,28.0,,,28,27.0,,,27,23.0,,,23,3.0,,,3,1.0,,,1,6.0,,,6,0.0,,,0,4.0,,,4,3.0,,,3,32.0,,,32,17.0,,,17,30.0,,,30,12.0,,,12,0.0,,,0,5.0,,,5
69,Wigan_Bolton_2011,4,2011-10-15,2011,5,1,3,Winn,1,2,Winn,M Dean,13,14,9,11,16,14,5,4,4,4,0,0,23.0,,,23,14.0,,,14,32.0,,,32,10.0,,,10,5.0,,,5,1.0,,,1,5.0,,,5,1.0,,,1,6.0,,,6,1.0,,,1,53.0,,,53,30.0,,,30,21.0,,,21,24.0,,,24,1.0,,,1,1.0,,,1
70,Chelsea_Everton_2011,3,2011-10-15,2011,14,3,1,Lost,2,0,Lost,M Jones,7,9,5,5,13,11,2,2,2,2,0,0,,,,16,,,,7,,,,26,,,,9,,,,1,,,,0,,,,7,,,,0,,,,2,,,,0,,,,32,,,,14,,,,26,,,,12,,,,0,,,,6
71,QPR_Blackburn_2011,4,2011-10-15,2011,3,1,1,Draw,1,1,Draw,M Clattenburg,12,10,6,9,10,13,5,7,3,2,0,0,24.0,,,24,12.0,,,12,41.0,,,41,8.0,,,8,3.0,,,3,2.0,,,2,5.0,,,5,1.0,,,1,7.0,,,7,5.0,,,5,41.0,,,41,22.0,,,22,22.0,,,22,20.0,,,20,0.0,,,0,6.0,,,6
72,Man City_Aston Villa_2011,4,2011-10-15,2011,1,4,1,Lost,1,0,Lost,A Taylor,15,8,10,6,10,6,5,1,1,1,0,0,22.0,,,22,8.0,,,8,48.0,,,48,11.0,,,11,3.0,,,3,0.0,,,0,11.0,,,11,0.0,,,0,3.0,,,3,1.0,,,1,47.0,,,47,28.0,,,28,37.0,,,37,21.0,,,21,1.0,,,1,4.0,,,4
