,idGame,nWeekHome,Date,year,IdHomeTeam,FTG_asH,FT_against_H,FT_RESULT,HTG_asH,HT_against_H,HT_RESULT,Referee,Shoot_asH,Shoot_against_H,ShootTarget_asH,ShootTarget_against_H,Fouls_asH,Fouls_against_H,Corner_asH,Corner_against_H,YellowC_asH,YellowC_against_H,RedC_asH,RedC_againts_H,Shoot_asH_last_3,Shoot_asH_last_6,Shoot_asH_last_10,Shoot_asH_last_infinity,ShootTarget_asH_last_3,ShootTarget_asH_last_6,ShootTarget_asH_last_10,ShootTarget_asH_last_infinity,Fouls_asH_last_3,Fouls_asH_last_6,Fouls_asH_last_10,Fouls_asH_last_infinity,Corner_asH_last_3,Corner_asH_last_6,Corner_asH_last_10,Corner_asH_last_infinity,FTG_asH_last_3,FTG_asH_last_6,FTG_asH_last_10,FTG_asH_last_infinity,HTG_asH_last_3,HTG_asH_last_6,HTG_asH_last_10,HTG_asH_last_infinity,YellowC_asH_last_3,YellowC_asH_last_6,YellowC_asH_last_10,YellowC_asH_last_infinity,RedC_asH_last_3,RedC_asH_last_6,RedC_asH_last_10,RedC_asH_last_infinity,FT_against_H_last_3,FT_against_H_last_6,FT_against_H_last_10,FT_against_H_last_infinity,HT_against_H_last_3,HT_against_H_last_6,HT_against_H_last_10,HT_against_H_last_infinity,Shoot_against_H_last_3,Shoot_against_H_last_6,Shoot_against_H_last_10,Shoot_against_H_last_infinity,ShootTarget_against_H_last_3,ShootTarget_against_H_last_6,ShootTarget_against_H_last_10,ShootTarget_against_H_last_infinity,Fouls_against_H_last_3,Fouls_against_H_last_6,Fouls_against_H_last_10,Fouls_against_H_last_infinity,Corner_against_H_last_3,Corner_against_H_last_6,Corner_against_H_last_10,Corner_against_H_last_infinity,RedC_againts_H_last_3,RedC_againts_H_last_6,RedC_againts_H_last_10,RedC_againts_H_last_infinity,YellowC_against_H_last_3,YellowC_against_H_last_6,YellowC_against_H_last_10,YellowC_against_H_last_infinity
0,Everton_Arsenal_2009,1,2009-08-15,2009,14,1,6,Lost,0,3,Lost,M Halsey,8,15,5,9,11,13,4,9,0,0,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
1,Aston Villa_Wigan_2009,1,2009-08-15,2009,1,0,2,Lost,0,1,Lost,M Clattenburg,11,14,5,7,15,14,4,6,2,2,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
2,Portsmouth_Fulham_2009,1,2009-08-15,2009,26,0,1,Lost,0,1,Lost,M Atkinson,16,9,4,3,11,18,6,4,3,2,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
3,Blackburn_Man City_2009,1,2009-08-15,2009,3,0,2,Lost,0,1,Lost,M Dean,17,8,9,5,12,9,5,4,2,1,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
4,Chelsea_Hull_2009,1,2009-08-15,2009,11,2,1,Winn,1,1,Draw,A Wiley,26,7,12,3,13,15,12,4,1,2,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
5,Wolves_West Ham_2009,1,2009-08-15,2009,39,0,2,Lost,0,1,Lost,C Foy,19,16,11,13,9,5,8,6,0,0,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
6,Bolton_Sunderland_2009,1,2009-08-15,2009,5,0,1,Lost,0,1,Lost,A Marriner,11,20,3,13,16,10,4,7,2,1,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
7,Stoke_Burnley_2009,1,2009-08-15,2009,31,2,0,Winn,2,0,Winn,S Bennett,12,9,5,5,15,10,3,6,2,2,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
8,Tottenham_Liverpool_2009,1,2009-08-16,2009,34,2,1,Winn,1,0,Winn,P Dowd,17,6,11,3,14,16,6,5,3,3,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
9,Man United_Birmingham_2009,1,2009-08-16,2009,22,1,0,Winn,1,0,Winn,L Mason,26,6,17,4,13,7,13,2,1,1,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
10,Wigan_Wolves_2009,1,2009-08-18,2009,38,0,1,Lost,0,1,Lost,M Jones,18,9,5,3,8,21,4,4,0,3,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
11,Sunderland_Chelsea_2009,1,2009-08-18,2009,32,1,3,Lost,1,0,Winn,S Bennett,4,20,3,9,14,10,1,14,2,2,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
12,Burnley_Man United_2009,1,2009-08-19,2009,8,1,0,Winn,1,0,Winn,A Wiley,8,18,2,9,8,12,1,12,2,1,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
13,Birmingham_Portsmouth_2009,1,2009-08-19,2009,2,1,0,Winn,0,0,Draw,L Probert,9,9,5,4,11,20,4,5,0,5,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
14,Liverpool_Stoke_2009,1,2009-08-19,2009,20,4,0,Winn,2,0,Winn,P Walton,18,6,13,3,10,9,11,5,0,1,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
15,Hull_Tottenham_2009,1,2009-08-19,2009,17,1,5,Lost,1,3,Lost,C Foy,9,18,7,12,23,13,6,5,3,2,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
16,Man City_Wolves_2009,1,2009-08-22,2009,21,1,0,Winn,1,0,Winn,L Mason,16,10,11,2,7,11,5,6,0,1,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
17,Wigan_Man United_2009,2,2009-08-22,2009,38,0,5,Lost,0,0,Draw,H Webb,16,16,7,13,11,8,3,5,2,2,0,0,,,,18,,,,5,,,,8,,,,4,,,,0,,,,0,,,,0,,,,0,,,,1,,,,1,,,,9,,,,3,,,,21,,,,4,,,,0,,,,3
18,Birmingham_Stoke_2009,2,2009-08-22,2009,2,0,0,Draw,0,0,Draw,C Foy,8,13,6,3,8,13,3,3,0,3,0,0,,,,9,,,,5,,,,11,,,,4,,,,1,,,,0,,,,0,,,,0,,,,0,,,,0,,,,9,,,,4,,,,20,,,,5,,,,0,,,,5
19,Hull_Bolton_2009,2,2009-08-22,2009,17,1,0,Winn,0,0,Draw,M Jones,12,20,5,10,19,19,4,12,3,2,0,0,,,,9,,,,7,,,,23,,,,6,,,,1,,,,1,,,,3,,,,0,,,,5,,,,3,,,,18,,,,12,,,,13,,,,5,,,,0,,,,2
20,Sunderland_Blackburn_2009,2,2009-08-22,2009,32,2,1,Winn,1,1,Draw,A Wiley,8,18,5,5,12,14,0,10,2,1,0,0,,,,4,,,,3,,,,14,,,,1,,,,1,,,,1,,,,2,,,,0,,,,3,,,,0,,,,20,,,,9,,,,10,,,,14,,,,0,,,,2
21,Arsenal_Portsmouth_2009,1,2009-08-22,2009,0,4,1,Winn,2,1,Winn,S Bennett,19,9,16,4,9,10,8,4,1,0,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
22,Burnley_Everton_2009,2,2009-08-23,2009,8,1,0,Winn,1,0,Winn,P Dowd,8,17,4,11,11,13,3,7,1,0,0,0,,,,8,,,,2,,,,8,,,,1,,,,1,,,,1,,,,2,,,,0,,,,0,,,,0,,,,18,,,,9,,,,12,,,,12,,,,0,,,,1
23,West Ham_Tottenham_2009,1,2009-08-23,2009,37,1,2,Lost,0,0,Draw,M Clattenburg,17,17,8,10,13,11,4,8,2,1,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
24,Fulham_Chelsea_2009,1,2009-08-23,2009,15,0,2,Lost,0,1,Lost,A Marriner,4,12,1,4,11,10,4,7,0,0,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
25,Liverpool_Aston Villa_2009,2,2009-08-24,2009,20,1,3,Lost,0,2,Lost,M Atkinson,21,7,12,4,15,11,10,4,3,2,0,0,,,,18,,,,13,,,,10,,,,11,,,,4,,,,2,,,,0,,,,0,,,,0,,,,0,,,,6,,,,3,,,,9,,,,5,,,,0,,,,1
26,Blackburn_West Ham_2009,2,2009-08-29,2009,3,0,0,Draw,0,0,Draw,P Dowd,19,11,9,5,13,18,5,2,1,3,0,0,,,,17,,,,9,,,,12,,,,5,,,,0,,,,0,,,,2,,,,0,,,,2,,,,1,,,,8,,,,5,,,,9,,,,4,,,,0,,,,1
27,Stoke_Sunderland_2009,2,2009-08-29,2009,31,1,0,Winn,1,0,Winn,M Jones,13,9,7,6,9,8,10,10,0,2,0,0,,,,12,,,,5,,,,15,,,,3,,,,2,,,,2,,,,2,,,,0,,,,0,,,,0,,,,9,,,,5,,,,10,,,,6,,,,0,,,,2
28,Tottenham_Birmingham_2009,2,2009-08-29,2009,34,2,1,Winn,0,0,Draw,P Walton,20,11,14,6,12,10,7,3,2,2,0,0,,,,17,,,,11,,,,14,,,,6,,,,2,,,,1,,,,3,,,,0,,,,1,,,,0,,,,6,,,,3,,,,16,,,,5,,,,0,,,,3
29,Bolton_Liverpool_2009,2,2009-08-29,2009,5,2,3,Lost,1,1,Draw,A Wiley,8,26,5,14,14,7,5,11,3,1,1,0,,,,11,,,,3,,,,16,,,,4,,,,0,,,,0,,,,2,,,,0,,,,1,,,,1,,,,20,,,,13,,,,10,,,,7,,,,0,,,,1
30,Chelsea_Burnley_2009,2,2009-08-29,2009,11,3,0,Winn,1,0,Winn,M Clattenburg,27,3,17,0,7,5,10,1,0,1,0,0,,,,26,,,,12,,,,13,,,,12,,,,2,,,,1,,,,1,,,,0,,,,1,,,,1,,,,7,,,,3,,,,15,,,,4,,,,0,,,,2
31,Wolves_Hull_2009,2,2009-08-29,2009,39,1,1,Draw,0,1,Lost,S Attwell,24,5,17,4,11,15,8,2,0,2,0,0,,,,19,,,,11,,,,9,,,,8,,,,0,,,,0,,,,0,,,,0,,,,2,,,,1,,,,16,,,,13,,,,5,,,,6,,,,0,,,,0
32,Man United_Arsenal_2009,2,2009-08-29,2009,22,2,1,Winn,0,1,Lost,M Dean,10,9,4,3,21,15,6,5,3,6,0,0,,,,26,,,,17,,,,13,,,,13,,,,1,,,,1,,,,1,,,,0,,,,0,,,,0,,,,6,,,,4,,,,7,,,,2,,,,0,,,,1
33,Everton_Wigan_2009,2,2009-08-30,2009,14,2,1,Winn,0,0,Draw,L Probert,26,12,14,7,11,24,12,5,1,5,0,0,,,,8,,,,5,,,,11,,,,4,,,,1,,,,0,,,,0,,,,0,,,,6,,,,3,,,,15,,,,9,,,,13,,,,9,,,,0,,,,0
34,Portsmouth_Man City_2009,2,2009-08-30,2009,26,0,1,Lost,0,1,Lost,H Webb,11,12,6,8,12,7,3,11,2,1,0,0,,,,16,,,,4,,,,11,,,,6,,,,0,,,,0,,,,3,,,,0,,,,1,,,,1,,,,9,,,,3,,,,18,,,,4,,,,0,,,,2
35,Aston Villa_Fulham_2009,2,2009-08-30,2009,1,2,0,Winn,1,0,Winn,S Bennett,9,6,4,3,9,9,9,4,1,2,0,0,,,,11,,,,5,,,,15,,,,4,,,,0,,,,0,,,,2,,,,0,,,,2,,,,1,,,,14,,,,7,,,,14,,,,6,,,,0,,,,2
36,Wigan_West Ham_2009,3,2009-09-12,2009,38,1,0,Winn,0,0,Draw,A Wiley,12,12,6,5,13,11,6,7,2,1,0,0,,,,34,,,,12,,,,19,,,,7,,,,0,,,,0,,,,2,,,,0,,,,6,,,,1,,,,25,,,,16,,,,29,,,,9,,,,0,,,,5
37,Man City_Arsenal_2009,2,2009-09-12,2009,21,4,2,Winn,1,0,Winn,M Clattenburg,10,19,6,9,13,12,3,12,3,2,0,0,,,,16,,,,11,,,,7,,,,5,,,,1,,,,1,,,,0,,,,0,,,,0,,,,0,,,,10,,,,2,,,,11,,,,6,,,,0,,,,1
38,Sunderland_Hull_2009,3,2009-09-12,2009,32,4,1,Winn,1,1,Draw,M Atkinson,7,6,4,5,18,15,7,8,2,2,0,0,,,,12,,,,8,,,,26,,,,1,,,,3,,,,2,,,,4,,,,0,,,,4,,,,1,,,,38,,,,14,,,,24,,,,24,,,,0,,,,3
39,Liverpool_Burnley_2009,3,2009-09-12,2009,20,4,0,Winn,2,0,Winn,L Mason,27,6,16,3,8,10,7,5,0,2,0,0,,,,39,,,,25,,,,25,,,,21,,,,5,,,,2,,,,3,,,,0,,,,3,,,,2,,,,13,,,,7,,,,20,,,,9,,,,0,,,,3
40,Stoke_Chelsea_2009,3,2009-09-12,2009,31,1,2,Lost,1,1,Draw,M Dean,4,18,2,10,13,11,4,14,3,3,0,0,,,,25,,,,12,,,,24,,,,13,,,,3,,,,3,,,,2,,,,0,,,,0,,,,0,,,,18,,,,11,,,,18,,,,16,,,,0,,,,4
41,Blackburn_Wolves_2009,3,2009-09-12,2009,3,3,1,Winn,1,0,Winn,S Bennett,13,9,10,5,13,16,10,6,1,2,0,0,,,,36,,,,18,,,,25,,,,10,,,,0,,,,0,,,,3,,,,0,,,,2,,,,1,,,,19,,,,10,,,,27,,,,6,,,,0,,,,4
42,Portsmouth_Bolton_2009,3,2009-09-12,2009,26,2,3,Lost,1,2,Lost,C Foy,21,14,11,6,17,17,7,5,2,0,0,0,,,,27,,,,10,,,,23,,,,9,,,,0,,,,0,,,,5,,,,0,,,,2,,,,2,,,,21,,,,11,,,,25,,,,15,,,,0,,,,3
43,Tottenham_Man United_2009,3,2009-09-12,2009,34,1,3,Lost,1,2,Lost,A Marriner,11,17,7,13,16,13,3,9,3,2,0,1,,,,37,,,,25,,,,26,,,,13,,,,4,,,,1,,,,5,,,,0,,,,2,,,,0,,,,17,,,,9,,,,26,,,,8,,,,0,,,,5
44,Fulham_Everton_2009,2,2009-09-13,2009,15,2,1,Winn,0,1,Lost,P Walton,14,6,8,6,6,10,5,3,1,0,0,0,,,,4,,,,1,,,,11,,,,4,,,,0,,,,0,,,,0,,,,0,,,,2,,,,1,,,,12,,,,4,,,,10,,,,7,,,,0,,,,0
45,Birmingham_Aston Villa_2009,3,2009-09-13,2009,2,0,1,Lost,0,0,Draw,H Webb,11,12,7,5,10,20,7,1,1,2,0,0,,,,17,,,,11,,,,19,,,,7,,,,1,,,,0,,,,0,,,,0,,,,0,,,,0,,,,22,,,,7,,,,33,,,,8,,,,0,,,,8
46,Burnley_Sunderland_2009,3,2009-09-19,2009,8,3,1,Winn,1,1,Draw,C Foy,10,8,3,5,4,15,4,4,0,3,0,0,,,,16,,,,6,,,,19,,,,4,,,,2,,,,2,,,,3,,,,0,,,,0,,,,0,,,,35,,,,20,,,,25,,,,19,,,,0,,,,1
47,Bolton_Stoke_2009,3,2009-09-19,2009,5,1,1,Draw,0,0,Draw,M Clattenburg,11,10,5,6,6,11,4,6,2,2,0,0,,,,19,,,,8,,,,30,,,,9,,,,2,,,,1,,,,5,,,,1,,,,4,,,,2,,,,46,,,,27,,,,17,,,,18,,,,0,,,,2
48,Hull_Birmingham_2009,3,2009-09-19,2009,17,0,1,Lost,0,0,Draw,P Dowd,16,14,11,9,15,13,10,8,0,2,0,0,,,,21,,,,12,,,,42,,,,10,,,,2,,,,1,,,,6,,,,0,,,,5,,,,3,,,,38,,,,22,,,,32,,,,17,,,,0,,,,4
49,Arsenal_Wigan_2009,2,2009-09-19,2009,0,4,0,Winn,1,0,Winn,M Jones,23,8,11,5,6,18,6,4,2,2,0,0,,,,19,,,,16,,,,9,,,,8,,,,4,,,,2,,,,1,,,,0,,,,1,,,,1,,,,9,,,,4,,,,10,,,,4,,,,0,,,,0
