,idGame,nWeek,Date,year,IdTeam,FT_against_A,FTG_asA,FT_RESULT,HT_against_A,HTG_asA,HT_RESULT,Referee,Shoot_against_A,Shoot_asA,ShootTarget_against_A,ShootTarget_asA,Fouls_against_A,Fouls_asA,Corner_against_A,Corner_asA,YellowC_against_A,YellowC_asA,RedC_againts_A,RedC_asA,nWeekAway,Shoot_asA_last_3,Shoot_asA_last_6,Shoot_asA_last_10,Shoot_asA_last_infinity,ShootTarget_asA_last_3,ShootTarget_asA_last_6,ShootTarget_asA_last_10,ShootTarget_asA_last_infinity,Fouls_asA_last_3,Fouls_asA_last_6,Fouls_asA_last_10,Fouls_asA_last_infinity,Corner_asA_last_3,Corner_asA_last_6,Corner_asA_last_10,Corner_asA_last_infinity,FTG_asA_last_3,FTG_asA_last_6,FTG_asA_last_10,FTG_asA_last_infinity,HTG_asA_last_3,HTG_asA_last_6,HTG_asA_last_10,HTG_asA_last_infinity,YellowC_asA_last_3,YellowC_asA_last_6,YellowC_asA_last_10,YellowC_asA_last_infinity,RedC_asA_last_3,RedC_asA_last_6,RedC_asA_last_10,RedC_asA_last_infinity,FT_against_A_last_3,FT_against_A_last_6,FT_against_A_last_10,FT_against_A_last_infinity,HT_against_A_last_3,HT_against_A_last_6,HT_against_A_last_10,HT_against_A_last_infinity,Shoot_against_A_last_3,Shoot_against_A_last_6,Shoot_against_A_last_10,Shoot_against_A_last_infinity,ShootTarget_against_A_last_3,ShootTarget_against_A_last_6,ShootTarget_against_A_last_10,ShootTarget_against_A_last_infinity,Fouls_against_A_last_3,Fouls_against_A_last_6,Fouls_against_A_last_10,Fouls_against_A_last_infinity,Corner_against_A_last_3,Corner_against_A_last_6,Corner_against_A_last_10,Corner_against_A_last_infinity,RedC_againts_A_last_3,RedC_againts_A_last_6,RedC_againts_A_last_10,RedC_againts_A_last_infinity,YellowC_against_A_last_3,YellowC_against_A_last_6,YellowC_against_A_last_10,YellowC_against_A_last_infinity
0,Man United_Swansea_2014,1,2014-08-16,2014,0,1,2,Winn,0,1,Winn,M Dean,14,5,5,4,14,20,4,0,2,4,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,West Ham_Tottenham_2014,1,2014-08-16,2014,6,0,1,Winn,0,0,Draw,C Foy,18,10,4,4,12,10,8,5,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Stoke_Aston Villa_2014,1,2014-08-16,2014,21,0,1,Winn,0,0,Draw,A Taylor,12,7,2,2,14,9,2,8,0,3,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,West Brom_Sunderland_2014,1,2014-08-16,2014,38,2,2,Draw,1,1,Draw,N Swarbrick,10,7,5,2,18,9,6,3,3,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Leicester_Everton_2014,1,2014-08-16,2014,8,2,2,Draw,1,2,Winn,M Jones,11,13,3,3,16,10,3,6,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,QPR_Hull_2014,1,2014-08-16,2014,34,0,1,Winn,0,0,Draw,C Pawson,19,11,6,4,10,10,8,9,1,2,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Arsenal_Crystal Palace_2014,1,2014-08-16,2014,24,2,1,Lost,1,1,Draw,J Moss,14,4,6,2,13,19,9,3,2,2,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Liverpool_Southampton_2014,1,2014-08-17,2014,12,2,1,Lost,1,0,Lost,M Clattenburg,12,12,5,6,8,11,2,6,1,2,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Newcastle_Man City_2014,1,2014-08-17,2014,3,0,2,Winn,0,1,Winn,M Atkinson,12,13,0,5,8,11,3,3,1,5,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Burnley_Chelsea_2014,1,2014-08-18,2014,30,1,3,Winn,1,3,Winn,M Oliver,9,11,2,3,6,7,4,3,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Aston Villa_Newcastle_2014,2,2014-08-23,2014,9,0,0,Draw,0,0,Draw,M Dean,9,11,0,4,11,8,7,7,4,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Everton_Arsenal_2014,2,2014-08-23,2014,31,2,2,Draw,2,0,Lost,K Friend,8,13,2,3,10,18,3,3,1,4,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Southampton_West Brom_2014,2,2014-08-23,2014,7,0,0,Draw,0,0,Draw,R East,8,8,2,2,14,15,1,5,1,2,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Swansea_Burnley_2014,2,2014-08-23,2014,11,1,0,Lost,1,0,Lost,C Pawson,10,12,5,1,14,13,2,3,2,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Crystal Palace_West Ham_2014,2,2014-08-23,2014,5,1,3,Winn,0,2,Winn,M Clattenburg,9,17,4,8,14,11,6,9,1,3,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Chelsea_Leicester_2014,2,2014-08-23,2014,27,2,0,Lost,0,0,Draw,L Mason,27,6,10,4,11,11,8,7,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Hull_Stoke_2014,2,2014-08-24,2014,22,1,1,Draw,1,0,Lost,J Moss,9,19,2,3,10,10,4,5,1,3,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Tottenham_QPR_2014,2,2014-08-24,2014,32,4,0,Lost,3,0,Lost,A Taylor,18,9,5,1,12,6,7,6,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Sunderland_Man United_2014,2,2014-08-24,2014,13,1,1,Draw,1,1,Draw,M Atkinson,11,10,3,3,10,15,4,4,0,2,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Man City_Liverpool_2014,2,2014-08-25,2014,10,3,1,Lost,1,0,Lost,M Oliver,9,11,4,3,13,7,6,7,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Newcastle_Crystal Palace_2014,3,2014-08-30,2014,24,3,3,Draw,1,1,Draw,M Jones,18,12,4,7,12,19,11,4,1,3,0,0,2,,,,4.0,,,,2.0,,,,19.0,,,,3.0,,,,1.0,,,,1.0,,,,2.0,,,,1.0,,,,2.0,,,,1.0,,,,14.0,,,,6.0,,,,13.0,,,,9.0,,,,0.0,,,,2.0
21,West Ham_Southampton_2014,3,2014-08-30,2014,12,1,3,Winn,1,1,Draw,M Dean,4,18,2,8,11,13,2,9,2,1,0,0,2,,,,12.0,,,,6.0,,,,11.0,,,,6.0,,,,1.0,,,,0.0,,,,2.0,,,,0.0,,,,2.0,,,,1.0,,,,12.0,,,,5.0,,,,8.0,,,,2.0,,,,0.0,,,,1.0
22,Swansea_West Brom_2014,3,2014-08-30,2014,7,3,0,Lost,2,0,Lost,P Tierney,15,16,8,2,10,8,0,7,1,2,0,0,2,,,,8.0,,,,2.0,,,,15.0,,,,5.0,,,,0.0,,,,0.0,,,,2.0,,,,0.0,,,,0.0,,,,0.0,,,,8.0,,,,2.0,,,,14.0,,,,1.0,,,,0.0,,,,1.0
23,Everton_Chelsea_2014,3,2014-08-30,2014,30,3,6,Winn,1,2,Winn,J Moss,17,12,7,8,7,16,8,2,1,3,0,0,2,,,,11.0,,,,3.0,,,,7.0,,,,3.0,,,,3.0,,,,3.0,,,,1.0,,,,0.0,,,,1.0,,,,1.0,,,,9.0,,,,2.0,,,,6.0,,,,4.0,,,,0.0,,,,1.0
24,Man City_Stoke_2014,3,2014-08-30,2014,22,0,1,Winn,0,0,Draw,L Mason,16,7,2,2,14,5,11,4,2,1,0,0,2,,,,19.0,,,,3.0,,,,10.0,,,,5.0,,,,1.0,,,,0.0,,,,3.0,,,,0.0,,,,1.0,,,,1.0,,,,9.0,,,,2.0,,,,10.0,,,,4.0,,,,1.0,,,,1.0
25,Burnley_Man United_2014,3,2014-08-30,2014,13,0,0,Draw,0,0,Draw,C Foy,9,7,3,2,10,14,3,6,2,2,0,0,2,,,,10.0,,,,3.0,,,,15.0,,,,4.0,,,,1.0,,,,1.0,,,,2.0,,,,0.0,,,,1.0,,,,1.0,,,,11.0,,,,3.0,,,,10.0,,,,4.0,,,,0.0,,,,0.0
26,QPR_Sunderland_2014,3,2014-08-30,2014,38,1,0,Lost,1,0,Lost,R Madley,18,16,5,6,8,9,4,6,1,2,0,0,2,,,,7.0,,,,2.0,,,,9.0,,,,3.0,,,,2.0,,,,1.0,,,,1.0,,,,0.0,,,,2.0,,,,1.0,,,,10.0,,,,5.0,,,,18.0,,,,6.0,,,,0.0,,,,3.0
27,Leicester_Arsenal_2014,3,2014-08-31,2014,31,1,1,Draw,1,1,Draw,A Taylor,9,24,3,6,14,6,5,10,3,1,0,0,2,,,,13.0,,,,3.0,,,,18.0,,,,3.0,,,,2.0,,,,0.0,,,,4.0,,,,0.0,,,,2.0,,,,2.0,,,,8.0,,,,2.0,,,,10.0,,,,3.0,,,,0.0,,,,1.0
28,Tottenham_Liverpool_2014,3,2014-08-31,2014,10,0,3,Winn,0,1,Winn,P Dowd,7,17,1,8,14,11,7,3,0,4,0,0,2,,,,11.0,,,,3.0,,,,7.0,,,,7.0,,,,1.0,,,,0.0,,,,1.0,,,,0.0,,,,3.0,,,,1.0,,,,9.0,,,,4.0,,,,13.0,,,,6.0,,,,0.0,,,,1.0
29,Aston Villa_Hull_2014,3,2014-08-31,2014,34,2,1,Lost,2,0,Lost,M Clattenburg,11,9,4,3,9,10,3,7,1,4,0,0,2,,,,11.0,,,,4.0,,,,10.0,,,,9.0,,,,1.0,,,,0.0,,,,2.0,,,,0.0,,,,0.0,,,,0.0,,,,19.0,,,,6.0,,,,10.0,,,,8.0,,,,0.0,,,,1.0
30,Southampton_Newcastle_2014,4,2014-09-13,2014,9,4,0,Lost,2,0,Lost,C Foy,10,9,7,4,15,7,5,5,0,2,0,0,2,,,,11.0,,,,4.0,,,,8.0,,,,7.0,,,,0.0,,,,0.0,,,,0.0,,,,1.0,,,,0.0,,,,0.0,,,,9.0,,,,0.0,,,,11.0,,,,7.0,,,,0.0,,,,4.0
31,Stoke_Leicester_2014,4,2014-09-13,2014,27,0,1,Winn,0,0,Draw,M Oliver,24,8,4,1,8,15,13,3,3,0,0,0,2,,,,6.0,,,,4.0,,,,11.0,,,,7.0,,,,0.0,,,,0.0,,,,1.0,,,,0.0,,,,2.0,,,,0.0,,,,27.0,,,,10.0,,,,11.0,,,,8.0,,,,0.0,,,,0.0
32,Liverpool_Aston Villa_2014,4,2014-09-13,2014,21,0,1,Winn,0,1,Winn,L Mason,18,5,1,1,9,10,7,6,2,1,0,0,2,,,,7.0,,,,2.0,,,,9.0,,,,8.0,,,,1.0,,,,0.0,,,,3.0,,,,0.0,,,,0.0,,,,0.0,,,,12.0,,,,2.0,,,,14.0,,,,2.0,,,,0.0,,,,0.0
33,Crystal Palace_Burnley_2014,4,2014-09-13,2014,11,0,0,Draw,0,0,Draw,M Dean,14,11,3,3,12,10,5,5,2,3,0,0,2,,,,12.0,,,,1.0,,,,13.0,,,,3.0,,,,0.0,,,,0.0,,,,1.0,,,,0.0,,,,1.0,,,,1.0,,,,10.0,,,,5.0,,,,14.0,,,,2.0,,,,0.0,,,,2.0
34,Chelsea_Swansea_2014,4,2014-09-13,2014,0,4,2,Lost,1,1,Draw,K Friend,29,11,9,2,12,11,7,4,0,3,0,0,2,,,,5.0,,,,4.0,,,,20.0,,,,0.0,,,,2.0,,,,1.0,,,,4.0,,,,0.0,,,,1.0,,,,0.0,,,,14.0,,,,5.0,,,,14.0,,,,4.0,,,,0.0,,,,2.0
