,idGame,nWeek,Date,year,IdTeam,FT_against_A,FTG_asA,FT_RESULT,HT_against_A,HTG_asA,HT_RESULT,Referee,Shoot_against_A,Shoot_asA,ShootTarget_against_A,ShootTarget_asA,Fouls_against_A,Fouls_asA,Corner_against_A,Corner_asA,YellowC_against_A,YellowC_asA,RedC_againts_A,RedC_asA,nWeekAway,Shoot_asA_last_3,Shoot_asA_last_6,Shoot_asA_last_10,Shoot_asA_last_infinity,ShootTarget_asA_last_3,ShootTarget_asA_last_6,ShootTarget_asA_last_10,ShootTarget_asA_last_infinity,Fouls_asA_last_3,Fouls_asA_last_6,Fouls_asA_last_10,Fouls_asA_last_infinity,Corner_asA_last_3,Corner_asA_last_6,Corner_asA_last_10,Corner_asA_last_infinity,FTG_asA_last_3,FTG_asA_last_6,FTG_asA_last_10,FTG_asA_last_infinity,HTG_asA_last_3,HTG_asA_last_6,HTG_asA_last_10,HTG_asA_last_infinity,YellowC_asA_last_3,YellowC_asA_last_6,YellowC_asA_last_10,YellowC_asA_last_infinity,RedC_asA_last_3,RedC_asA_last_6,RedC_asA_last_10,RedC_asA_last_infinity,FT_against_A_last_3,FT_against_A_last_6,FT_against_A_last_10,FT_against_A_last_infinity,HT_against_A_last_3,HT_against_A_last_6,HT_against_A_last_10,HT_against_A_last_infinity,Shoot_against_A_last_3,Shoot_against_A_last_6,Shoot_against_A_last_10,Shoot_against_A_last_infinity,ShootTarget_against_A_last_3,ShootTarget_against_A_last_6,ShootTarget_against_A_last_10,ShootTarget_against_A_last_infinity,Fouls_against_A_last_3,Fouls_against_A_last_6,Fouls_against_A_last_10,Fouls_against_A_last_infinity,Corner_against_A_last_3,Corner_against_A_last_6,Corner_against_A_last_10,Corner_against_A_last_infinity,RedC_againts_A_last_3,RedC_againts_A_last_6,RedC_againts_A_last_10,RedC_againts_A_last_infinity,YellowC_against_A_last_3,YellowC_against_A_last_6,YellowC_against_A_last_10,YellowC_against_A_last_infinity
0,Liverpool_Norwich_2019,1,2019-08-09,2019,14,4,1,Lost,4,0,Lost,M Oliver,15,12,7,5,9,9,11,2,0,2,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,West Ham_Man City_2019,1,2019-08-10,2019,3,0,5,Winn,0,1,Winn,M Dean,5,14,3,9,6,13,1,1,2,2,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Crystal Palace_Everton_2019,1,2019-08-10,2019,8,0,0,Draw,0,0,Draw,J Moss,6,10,2,3,16,14,6,2,2,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Bournemouth_Sheffield United_2019,1,2019-08-10,2019,15,1,1,Draw,0,0,Draw,K Friend,13,8,3,3,10,19,3,4,2,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Burnley_Southampton_2019,1,2019-08-10,2019,12,3,0,Lost,0,0,Draw,G Scott,10,11,4,3,6,12,2,7,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Watford_Brighton_2019,1,2019-08-10,2019,18,0,3,Winn,0,1,Winn,C Pawson,11,5,3,3,15,11,5,2,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Tottenham_Aston Villa_2019,1,2019-08-10,2019,21,3,1,Lost,0,1,Winn,C Kavanagh,31,7,7,4,13,9,14,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Man United_Chelsea_2019,1,2019-08-11,2019,30,4,0,Lost,1,0,Lost,A Taylor,11,18,5,7,15,13,3,5,3,4,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Leicester_Wolves_2019,1,2019-08-11,2019,4,0,0,Draw,0,0,Draw,A Marriner,15,8,1,2,3,13,12,3,0,2,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Newcastle_Arsenal_2019,1,2019-08-11,2019,31,0,1,Winn,0,0,Draw,M Atkinson,9,8,2,2,12,7,5,3,1,3,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Southampton_Liverpool_2019,2,2019-08-17,2019,10,1,2,Winn,0,1,Winn,A Marriner,14,15,3,6,10,6,5,9,2,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Man City_Tottenham_2019,2,2019-08-17,2019,6,2,2,Draw,2,1,Lost,M Oliver,30,3,10,2,14,4,13,2,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Norwich_Newcastle_2019,2,2019-08-17,2019,9,3,1,Lost,1,0,Lost,S Attwell,15,10,8,3,9,11,7,5,1,3,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Everton_Watford_2019,2,2019-08-17,2019,39,1,0,Lost,1,0,Lost,L Mason,12,8,2,2,11,11,4,7,2,3,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Aston Villa_Bournemouth_2019,2,2019-08-17,2019,17,1,2,Winn,0,2,Winn,M Atkinson,22,12,7,4,10,13,10,5,0,2,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Brighton_West Ham_2019,2,2019-08-17,2019,5,1,1,Draw,0,0,Draw,A Taylor,16,8,4,3,11,10,8,6,0,2,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Arsenal_Burnley_2019,2,2019-08-17,2019,11,2,1,Lost,1,1,Draw,M Dean,16,18,9,5,13,11,10,7,2,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Sheffield United_Crystal Palace_2019,2,2019-08-18,2019,24,1,0,Lost,0,0,Draw,D Coote,15,6,3,4,16,11,8,4,3,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Chelsea_Leicester_2019,2,2019-08-18,2019,27,1,1,Draw,1,0,Lost,O Langford,14,12,5,3,9,14,4,5,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Wolves_Man United_2019,2,2019-08-19,2019,13,1,1,Draw,0,1,Winn,J Moss,6,9,2,2,17,8,4,6,2,2,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
