,idGame,nWeekHome,Date,year,IdHomeTeam,FTG_asH,FT_against_H,FT_RESULT,HTG_asH,HT_against_H,HT_RESULT,Referee,Shoot_asH,Shoot_against_H,ShootTarget_asH,ShootTarget_against_H,Fouls_asH,Fouls_against_H,Corner_asH,Corner_against_H,YellowC_asH,YellowC_against_H,RedC_asH,RedC_againts_H,Shoot_asH_last_3_cumsum,Shoot_asH_last_3_mean,Shoot_asH_last_6_cumsum,Shoot_asH_last_6_mean,Shoot_asH_last_10_cumsum,Shoot_asH_last_10_mean,Shoot_asH_last_infinity_cumsum,Shoot_asH_last_infinity_mean,ShootTarget_asH_last_3_cumsum,ShootTarget_asH_last_3_mean,ShootTarget_asH_last_6_cumsum,ShootTarget_asH_last_6_mean,ShootTarget_asH_last_10_cumsum,ShootTarget_asH_last_10_mean,ShootTarget_asH_last_infinity_cumsum,ShootTarget_asH_last_infinity_mean,Fouls_asH_last_3_cumsum,Fouls_asH_last_3_mean,Fouls_asH_last_6_cumsum,Fouls_asH_last_6_mean,Fouls_asH_last_10_cumsum,Fouls_asH_last_10_mean,Fouls_asH_last_infinity_cumsum,Fouls_asH_last_infinity_mean,Corner_asH_last_3_cumsum,Corner_asH_last_3_mean,Corner_asH_last_6_cumsum,Corner_asH_last_6_mean,Corner_asH_last_10_cumsum,Corner_asH_last_10_mean,Corner_asH_last_infinity_cumsum,Corner_asH_last_infinity_mean,FTG_asH_last_3_cumsum,FTG_asH_last_3_mean,FTG_asH_last_6_cumsum,FTG_asH_last_6_mean,FTG_asH_last_10_cumsum,FTG_asH_last_10_mean,FTG_asH_last_infinity_cumsum,FTG_asH_last_infinity_mean,HTG_asH_last_3_cumsum,HTG_asH_last_3_mean,HTG_asH_last_6_cumsum,HTG_asH_last_6_mean,HTG_asH_last_10_cumsum,HTG_asH_last_10_mean,HTG_asH_last_infinity_cumsum,HTG_asH_last_infinity_mean,YellowC_asH_last_3_cumsum,YellowC_asH_last_3_mean,YellowC_asH_last_6_cumsum,YellowC_asH_last_6_mean,YellowC_asH_last_10_cumsum,YellowC_asH_last_10_mean,YellowC_asH_last_infinity_cumsum,YellowC_asH_last_infinity_mean,RedC_asH_last_3_cumsum,RedC_asH_last_3_mean,RedC_asH_last_6_cumsum,RedC_asH_last_6_mean,RedC_asH_last_10_cumsum,RedC_asH_last_10_mean,RedC_asH_last_infinity_cumsum,RedC_asH_last_infinity_mean,FT_against_H_last_3_cumsum,FT_against_H_last_3_mean,FT_against_H_last_6_cumsum,FT_against_H_last_6_mean,FT_against_H_last_10_cumsum,FT_against_H_last_10_mean,FT_against_H_last_infinity_cumsum,FT_against_H_last_infinity_mean,HT_against_H_last_3_cumsum,HT_against_H_last_3_mean,HT_against_H_last_6_cumsum,HT_against_H_last_6_mean,HT_against_H_last_10_cumsum,HT_against_H_last_10_mean,HT_against_H_last_infinity_cumsum,HT_against_H_last_infinity_mean,Shoot_against_H_last_3_cumsum,Shoot_against_H_last_3_mean,Shoot_against_H_last_6_cumsum,Shoot_against_H_last_6_mean,Shoot_against_H_last_10_cumsum,Shoot_against_H_last_10_mean,Shoot_against_H_last_infinity_cumsum,Shoot_against_H_last_infinity_mean,ShootTarget_against_H_last_3_cumsum,ShootTarget_against_H_last_3_mean,ShootTarget_against_H_last_6_cumsum,ShootTarget_against_H_last_6_mean,ShootTarget_against_H_last_10_cumsum,ShootTarget_against_H_last_10_mean,ShootTarget_against_H_last_infinity_cumsum,ShootTarget_against_H_last_infinity_mean,Fouls_against_H_last_3_cumsum,Fouls_against_H_last_3_mean,Fouls_against_H_last_6_cumsum,Fouls_against_H_last_6_mean,Fouls_against_H_last_10_cumsum,Fouls_against_H_last_10_mean,Fouls_against_H_last_infinity_cumsum,Fouls_against_H_last_infinity_mean,Corner_against_H_last_3_cumsum,Corner_against_H_last_3_mean,Corner_against_H_last_6_cumsum,Corner_against_H_last_6_mean,Corner_against_H_last_10_cumsum,Corner_against_H_last_10_mean,Corner_against_H_last_infinity_cumsum,Corner_against_H_last_infinity_mean,RedC_againts_H_last_3_cumsum,RedC_againts_H_last_3_mean,RedC_againts_H_last_6_cumsum,RedC_againts_H_last_6_mean,RedC_againts_H_last_10_cumsum,RedC_againts_H_last_10_mean,RedC_againts_H_last_infinity_cumsum,RedC_againts_H_last_infinity_mean,YellowC_against_H_last_3_cumsum,YellowC_against_H_last_3_mean,YellowC_against_H_last_6_cumsum,YellowC_against_H_last_6_mean,YellowC_against_H_last_10_cumsum,YellowC_against_H_last_10_mean,YellowC_against_H_last_infinity_cumsum,YellowC_against_H_last_infinity_mean
127,Man United_Blackburn_2003,7,2003-11-22,2003,22,2,1,Winn,2,0,Winn,M Halsey,14,13,8,6,6,15,7,4,0,1,0,0,37.0,12.33,73.0,12.17,,,73,10.43,21.0,7.0,39.0,6.5,,,39,5.57,36.0,12.0,65.0,10.83,,,65,9.29,18.0,6.0,40.0,6.67,,,40,5.71,7.0,2.33,12.0,2.0,,,12,1.71,3.0,1.0,4.0,0.67,,,4,0.57,4.0,1.33,10.0,1.67,,,10,1.43,0.0,0.0,0.0,0.0,,,0,0.0,3.0,1.0,3.0,0.5,,,3,0.43,1.0,0.33,1.0,0.17,,,1,0.14,26.0,8.67,59.0,9.83,,,59,8.43,12.0,4.0,20.0,3.33,,,20,2.86,37.0,12.33,72.0,12.0,,,72,10.29,6.0,2.0,15.0,2.5,,,15,2.14,1.0,0.33,2.0,0.33,,,2,0.29,6.0,2.0,15.0,2.5,,,15,2.14
128,Tottenham_Aston Villa_2003,7,2003-11-23,2003,34,2,1,Winn,0,0,Draw,J Winter,10,13,5,6,14,15,3,3,0,1,0,0,35.0,11.67,86.0,14.33,,,86,12.29,21.0,7.0,37.0,6.17,,,37,5.29,47.0,15.67,91.0,15.17,,,91,13.0,17.0,5.67,36.0,6.0,,,36,5.14,3.0,1.0,6.0,1.0,,,6,0.86,1.0,0.33,2.0,0.33,,,2,0.29,8.0,2.67,10.0,1.67,,,10,1.43,0.0,0.0,0.0,0.0,,,0,0.0,1.0,0.33,8.0,1.33,,,8,1.14,0.0,0.0,4.0,0.67,,,4,0.57,53.0,17.67,79.0,13.17,,,79,11.29,29.0,9.67,46.0,7.67,,,46,6.57,30.0,10.0,71.0,11.83,,,71,10.14,16.0,5.33,27.0,4.5,,,27,3.86,0.0,0.0,0.0,0.0,,,0,0.0,4.0,1.33,9.0,1.5,,,9,1.29
129,Fulham_Portsmouth_2003,7,2003-11-24,2003,15,2,0,Winn,2,0,Winn,A Wiley,8,12,4,6,9,16,2,11,0,3,0,1,23.0,7.67,69.0,11.5,,,69,9.86,14.0,4.67,40.0,6.67,,,40,5.71,39.0,13.0,85.0,14.17,,,85,12.14,12.0,4.0,25.0,4.17,,,25,3.57,3.0,1.0,10.0,1.67,,,10,1.43,3.0,1.0,5.0,0.83,,,5,0.71,5.0,1.67,10.0,1.67,,,10,1.43,1.0,0.33,1.0,0.17,,,1,0.14,5.0,1.67,9.0,1.5,,,9,1.29,2.0,0.67,3.0,0.5,,,3,0.43,35.0,11.67,58.0,9.67,,,58,8.29,19.0,6.33,34.0,5.67,,,34,4.86,37.0,12.33,82.0,13.67,,,82,11.71,27.0,9.0,41.0,6.83,,,41,5.86,0.0,0.0,0.0,0.0,,,0,0.0,5.0,1.67,12.0,2.0,,,12,1.71
130,Bolton_Everton_2003,7,2003-11-29,2003,5,2,0,Winn,1,0,Winn,P Durkin,13,7,6,3,11,18,7,7,0,2,0,0,56.0,18.67,98.0,16.33,,,98,14.0,32.0,10.67,59.0,9.83,,,59,8.43,40.0,13.33,86.0,14.33,,,86,12.29,27.0,9.0,58.0,9.67,,,58,8.29,1.0,0.33,5.0,0.83,,,5,0.71,0.0,0.0,3.0,0.5,,,3,0.43,5.0,1.67,14.0,2.33,,,14,2.0,0.0,0.0,0.0,0.0,,,0,0.0,2.0,0.67,4.0,0.67,,,4,0.57,2.0,0.67,2.0,0.33,,,2,0.29,23.0,7.67,47.0,7.83,,,47,6.71,12.0,4.0,24.0,4.0,,,24,3.43,34.0,11.33,79.0,13.17,,,79,11.29,12.0,4.0,18.0,3.0,,,18,2.57,1.0,0.33,2.0,0.33,,,2,0.29,3.0,1.0,12.0,2.0,,,12,1.71
131,Aston Villa_Southampton_2003,7,2003-11-29,2003,1,1,0,Winn,1,0,Winn,M Messias,22,7,12,3,13,13,9,4,0,1,0,0,42.0,14.0,81.0,13.5,,,81,11.57,18.0,6.0,41.0,6.83,,,41,5.86,44.0,14.67,91.0,15.17,,,91,13.0,23.0,7.67,52.0,8.67,,,52,7.43,1.0,0.33,6.0,1.0,,,6,0.86,0.0,0.0,4.0,0.67,,,4,0.57,2.0,0.67,6.0,1.0,,,6,0.86,0.0,0.0,0.0,0.0,,,0,0.0,3.0,1.0,5.0,0.83,,,5,0.71,1.0,0.33,1.0,0.17,,,1,0.14,31.0,10.33,59.0,9.83,,,59,8.43,10.0,3.33,26.0,4.33,,,26,3.71,44.0,14.67,81.0,13.5,,,81,11.57,10.0,3.33,22.0,3.67,,,22,3.14,0.0,0.0,1.0,0.17,,,1,0.14,8.0,2.67,13.0,2.17,,,13,1.86
132,Portsmouth_Leicester_2003,7,2003-11-29,2003,26,0,2,Lost,0,1,Lost,M Dean,12,7,7,3,12,14,11,4,5,1,0,0,40.0,13.33,66.0,11.0,,,66,9.43,20.0,6.67,37.0,6.17,,,37,5.29,51.0,17.0,98.0,16.33,,,98,14.0,14.0,4.67,28.0,4.67,,,28,4.0,8.0,2.67,15.0,2.5,,,15,2.14,4.0,1.33,5.0,0.83,,,5,0.71,6.0,2.0,12.0,2.0,,,12,1.71,0.0,0.0,0.0,0.0,,,0,0.0,3.0,1.0,6.0,1.0,,,6,0.86,1.0,0.33,3.0,0.5,,,3,0.43,30.0,10.0,64.0,10.67,,,64,9.14,18.0,6.0,37.0,6.17,,,37,5.29,35.0,11.67,89.0,14.83,,,89,12.71,14.0,4.67,33.0,5.5,,,33,4.71,0.0,0.0,1.0,0.17,,,1,0.14,8.0,2.67,16.0,2.67,,,16,2.29
133,Blackburn_Tottenham_2003,7,2003-11-29,2003,3,1,0,Winn,0,0,Draw,G Poll,18,9,12,3,10,13,9,6,0,1,0,0,39.0,13.0,86.0,14.33,,,86,12.29,18.0,6.0,46.0,7.67,,,46,6.57,47.0,15.67,82.0,13.67,,,82,11.71,22.0,7.33,42.0,7.0,,,42,6.0,2.0,0.67,10.0,1.67,,,10,1.43,2.0,0.67,6.0,1.0,,,6,0.86,8.0,2.67,13.0,2.17,,,13,1.86,0.0,0.0,1.0,0.17,,,1,0.14,4.0,1.33,11.0,1.83,,,11,1.57,2.0,0.67,4.0,0.67,,,4,0.57,25.0,8.33,67.0,11.17,,,67,9.57,9.0,3.0,33.0,5.5,,,33,4.71,32.0,10.67,67.0,11.17,,,67,9.57,11.0,3.67,23.0,3.83,,,23,3.29,0.0,0.0,0.0,0.0,,,0,0.0,6.0,2.0,10.0,1.67,,,10,1.43
134,Charlton_Leeds_2003,7,2003-11-29,2003,10,0,1,Lost,0,1,Lost,M Halsey,13,12,6,6,11,17,3,4,2,1,0,0,32.0,10.67,60.0,10.0,,,60,8.57,16.0,5.33,28.0,4.67,,,28,4.0,36.0,12.0,75.0,12.5,,,75,10.71,15.0,5.0,28.0,4.67,,,28,4.0,7.0,2.33,9.0,1.5,,,9,1.29,4.0,1.33,5.0,0.83,,,5,0.71,4.0,1.33,9.0,1.5,,,9,1.29,0.0,0.0,2.0,0.33,,,2,0.29,4.0,1.33,11.0,1.83,,,11,1.57,2.0,0.67,5.0,0.83,,,5,0.71,39.0,13.0,80.0,13.33,,,80,11.43,22.0,7.33,43.0,7.17,,,43,6.14,34.0,11.33,76.0,12.67,,,76,10.86,15.0,5.0,33.0,5.5,,,33,4.71,0.0,0.0,0.0,0.0,,,0,0.0,4.0,1.33,8.0,1.33,,,8,1.14
135,Wolves_Newcastle_2003,7,2003-11-29,2003,39,1,1,Draw,1,1,Draw,S Bennett,10,7,4,4,14,14,5,3,2,1,0,0,31.0,10.33,60.0,10.0,,,60,8.57,16.0,5.33,26.0,4.33,,,26,3.71,32.0,10.67,73.0,12.17,,,73,10.43,13.0,4.33,23.0,3.83,,,23,3.29,6.0,2.0,6.0,1.0,,,6,0.86,0.0,0.0,0.0,0.0,,,0,0.0,5.0,1.67,12.0,2.0,,,12,1.71,0.0,0.0,0.0,0.0,,,0,0.0,4.0,1.33,13.0,2.17,,,13,1.86,3.0,1.0,9.0,1.5,,,9,1.29,20.0,6.67,51.0,8.5,,,51,7.29,12.0,4.0,28.0,4.67,,,28,4.0,32.0,10.67,70.0,11.67,,,70,10.0,17.0,5.67,28.0,4.67,,,28,4.0,0.0,0.0,1.0,0.17,,,1,0.14,5.0,1.67,14.0,2.33,,,14,2.0
136,Man City_Middlesbrough_2003,7,2003-11-30,2003,21,0,1,Lost,0,1,Lost,M Riley,24,2,14,0,15,12,12,0,0,0,0,0,51.0,17.0,100.0,16.67,,,100,14.29,27.0,9.0,54.0,9.0,,,54,7.71,25.0,8.33,56.0,9.33,,,56,8.0,25.0,8.33,45.0,7.5,,,45,6.43,6.0,2.0,12.0,2.0,,,12,1.71,1.0,0.33,2.0,0.33,,,2,0.29,5.0,1.67,11.0,1.83,,,11,1.57,1.0,0.33,1.0,0.17,,,1,0.14,5.0,1.67,9.0,1.5,,,9,1.29,2.0,0.67,4.0,0.67,,,4,0.57,22.0,7.33,44.0,7.33,,,44,6.29,13.0,4.33,24.0,4.0,,,24,3.43,35.0,11.67,79.0,13.17,,,79,11.29,13.0,4.33,28.0,4.67,,,28,4.0,0.0,0.0,0.0,0.0,,,0,0.0,4.0,1.33,11.0,1.83,,,11,1.57
137,Liverpool_Birmingham_2003,7,2003-11-30,2003,20,3,1,Winn,1,1,Draw,N Barry,10,7,7,4,24,17,6,4,2,1,0,0,43.0,14.33,96.0,16.0,,,96,13.71,20.0,6.67,45.0,7.5,,,45,6.43,39.0,13.0,82.0,13.67,,,82,11.71,22.0,7.33,42.0,7.0,,,42,6.0,5.0,1.67,8.0,1.33,,,8,1.14,2.0,0.67,3.0,0.5,,,3,0.43,3.0,1.0,8.0,1.33,,,8,1.14,0.0,0.0,0.0,0.0,,,0,0.0,5.0,1.67,8.0,1.33,,,8,1.14,2.0,0.67,3.0,0.5,,,3,0.43,25.0,8.33,53.0,8.83,,,53,7.57,17.0,5.67,30.0,5.0,,,30,4.29,42.0,14.0,90.0,15.0,,,90,12.86,12.0,4.0,27.0,4.5,,,27,3.86,0.0,0.0,0.0,0.0,,,0,0.0,6.0,2.0,12.0,2.0,,,12,1.71
138,Chelsea_Man United_2003,7,2003-11-30,2003,11,1,0,Winn,1,0,Winn,A Wiley,12,5,4,3,11,12,2,4,4,1,0,0,32.0,10.67,73.0,12.17,,,73,10.43,17.0,5.67,35.0,5.83,,,35,5.0,28.0,9.33,67.0,11.17,,,67,9.57,9.0,3.0,29.0,4.83,,,29,4.14,7.0,2.33,15.0,2.5,,,15,2.14,5.0,1.67,10.0,1.67,,,10,1.43,0.0,0.0,1.0,0.17,,,1,0.14,0.0,0.0,1.0,0.17,,,1,0.14,0.0,0.0,5.0,0.83,,,5,0.71,0.0,0.0,3.0,0.5,,,3,0.43,20.0,6.67,41.0,6.83,,,41,5.86,10.0,3.33,18.0,3.0,,,18,2.57,22.0,7.33,79.0,13.17,,,79,11.29,10.0,3.33,19.0,3.17,,,19,2.71,1.0,0.33,3.0,0.5,,,3,0.43,2.0,0.67,13.0,2.17,,,13,1.86
139,Arsenal_Fulham_2003,7,2003-11-30,2003,0,0,0,Draw,0,0,Draw,G Barber,22,7,14,1,13,11,9,0,1,1,0,0,33.0,11.0,70.0,11.67,,,70,10.0,19.0,6.33,37.0,6.17,,,37,5.29,32.0,10.67,67.0,11.17,,,67,9.57,18.0,6.0,33.0,5.5,,,33,4.71,7.0,2.33,12.0,2.0,,,12,1.71,2.0,0.67,4.0,0.67,,,4,0.57,2.0,0.67,8.0,1.33,,,8,1.14,0.0,0.0,1.0,0.17,,,1,0.14,4.0,1.33,6.0,1.0,,,6,0.86,3.0,1.0,4.0,0.67,,,4,0.57,17.0,5.67,44.0,7.33,,,44,6.29,9.0,3.0,21.0,3.5,,,21,3.0,52.0,17.33,102.0,17.0,,,102,14.57,12.0,4.0,28.0,4.67,,,28,4.0,0.0,0.0,1.0,0.17,,,1,0.14,7.0,2.33,17.0,2.83,,,17,2.43
140,Newcastle_Liverpool_2003,8,2003-12-06,2003,24,1,1,Draw,0,1,Lost,G Poll,13,7,6,3,13,13,8,1,1,4,0,0,49.0,16.33,96.0,16.0,,,103,12.88,31.0,10.33,57.0,9.5,,,62,7.75,34.0,11.33,78.0,13.0,,,96,12.0,25.0,8.33,49.0,8.17,,,51,6.38,7.0,2.33,8.0,1.33,,,9,1.12,3.0,1.0,4.0,0.67,,,5,0.62,3.0,1.0,9.0,1.5,,,11,1.38,0.0,0.0,0.0,0.0,,,0,0.0,1.0,0.33,2.0,0.33,,,4,0.5,1.0,0.33,1.0,0.17,,,1,0.12,25.0,8.33,47.0,7.83,,,58,7.25,11.0,3.67,24.0,4.0,,,32,4.0,47.0,15.67,84.0,14.0,,,98,12.25,11.0,3.67,26.0,4.33,,,30,3.75,1.0,0.33,1.0,0.17,,,1,0.12,6.0,2.0,10.0,1.67,,,12,1.5
141,Fulham_Bolton_2003,8,2003-12-06,2003,15,2,1,Winn,0,0,Draw,A D'Urso,10,10,3,5,15,11,3,2,0,2,0,0,22.0,7.33,60.0,10.0,,,77,9.62,14.0,4.67,35.0,5.83,,,44,5.5,36.0,12.0,76.0,12.67,,,94,11.75,10.0,3.33,20.0,3.33,,,27,3.38,5.0,1.67,9.0,1.5,,,12,1.5,5.0,1.67,6.0,1.0,,,7,0.88,3.0,1.0,9.0,1.5,,,10,1.25,1.0,0.33,1.0,0.17,,,1,0.12,5.0,1.67,7.0,1.17,,,9,1.12,2.0,0.67,2.0,0.33,,,3,0.38,33.0,11.0,62.0,10.33,,,70,8.75,19.0,6.33,35.0,5.83,,,40,5.0,42.0,14.0,82.0,13.67,,,98,12.25,27.0,9.0,46.0,7.67,,,52,6.5,1.0,0.33,1.0,0.17,,,1,0.12,6.0,2.0,14.0,2.33,,,15,1.88
142,Birmingham_Blackburn_2003,8,2003-12-06,2003,2,0,4,Lost,0,0,Draw,G Barber,6,11,2,7,23,15,10,7,1,1,1,0,25.0,8.33,53.0,8.83,,,63,7.88,17.0,5.67,33.0,5.5,,,38,4.75,38.0,12.67,74.0,12.33,,,94,11.75,26.0,8.67,40.0,6.67,,,41,5.12,1.0,0.33,5.0,0.83,,,6,0.75,0.0,0.0,2.0,0.33,,,3,0.38,4.0,1.33,8.0,1.33,,,11,1.38,0.0,0.0,1.0,0.17,,,1,0.12,5.0,1.67,7.0,1.17,,,7,0.88,2.0,0.67,3.0,0.5,,,3,0.38,24.0,8.0,55.0,9.17,,,70,8.75,16.0,5.33,35.0,5.83,,,42,5.25,49.0,16.33,100.0,16.67,,,127,15.88,18.0,6.0,41.0,6.83,,,45,5.62,0.0,0.0,1.0,0.17,,,1,0.12,4.0,1.33,15.0,2.5,,,20,2.5
143,Man United_Aston Villa_2003,8,2003-12-06,2003,22,4,0,Winn,2,0,Winn,S Dunn,12,10,8,3,6,11,6,5,0,1,0,0,41.0,13.67,74.0,12.33,,,87,10.88,21.0,7.0,41.0,6.83,,,47,5.88,29.0,9.67,59.0,9.83,,,71,8.88,20.0,6.67,39.0,6.5,,,47,5.88,6.0,2.0,10.0,1.67,,,14,1.75,4.0,1.33,5.0,0.83,,,6,0.75,4.0,1.33,10.0,1.67,,,10,1.25,0.0,0.0,0.0,0.0,,,0,0.0,4.0,1.33,4.0,0.67,,,4,0.5,1.0,0.33,1.0,0.17,,,1,0.12,34.0,11.33,57.0,9.5,,,72,9.0,16.0,5.33,21.0,3.5,,,26,3.25,41.0,13.67,79.0,13.17,,,87,10.88,9.0,3.0,15.0,2.5,,,19,2.38,0.0,0.0,2.0,0.33,,,2,0.25,6.0,2.0,12.0,2.0,,,16,2.0
144,Tottenham_Wolves_2003,8,2003-12-06,2003,34,5,2,Winn,1,1,Draw,U Rennie,12,16,10,8,14,8,4,5,2,0,0,0,32.0,10.67,76.0,12.67,,,96,12.0,19.0,6.33,38.0,6.33,,,42,5.25,46.0,15.33,91.0,15.17,,,105,13.12,18.0,6.0,33.0,5.5,,,39,4.88,2.0,0.67,6.0,1.0,,,8,1.0,0.0,0.0,1.0,0.17,,,2,0.25,6.0,2.0,9.0,1.5,,,10,1.25,0.0,0.0,0.0,0.0,,,0,0.0,2.0,0.67,8.0,1.33,,,9,1.12,0.0,0.0,3.0,0.5,,,4,0.5,54.0,18.0,87.0,14.5,,,92,11.5,31.0,10.33,50.0,8.33,,,52,6.5,31.0,10.33,72.0,12.0,,,86,10.75,13.0,4.33,30.0,5.0,,,30,3.75,0.0,0.0,0.0,0.0,,,0,0.0,3.0,1.0,8.0,1.33,,,10,1.25
145,Middlesbrough_Portsmouth_2003,8,2003-12-06,2003,23,0,0,Draw,0,0,Draw,S Bennett,5,6,3,2,17,20,6,5,2,3,0,1,33.0,11.0,84.0,14.0,,,94,11.75,21.0,7.0,47.0,7.83,,,51,6.38,41.0,13.67,84.0,14.0,,,95,11.88,18.0,6.0,30.0,5.0,,,33,4.12,2.0,0.67,6.0,1.0,,,6,0.75,0.0,0.0,1.0,0.17,,,1,0.12,6.0,2.0,11.0,1.83,,,12,1.5,0.0,0.0,0.0,0.0,,,0,0.0,1.0,0.33,6.0,1.0,,,10,1.25,1.0,0.33,3.0,0.5,,,6,0.75,21.0,7.0,48.0,8.0,,,62,7.75,6.0,2.0,21.0,3.5,,,31,3.88,39.0,13.0,92.0,15.33,,,99,12.38,9.0,3.0,26.0,4.33,,,31,3.88,1.0,0.33,1.0,0.17,,,1,0.12,7.0,2.33,15.0,2.5,,,15,1.88
146,Leicester_Arsenal_2003,8,2003-12-06,2003,19,1,1,Draw,0,0,Draw,R Styles,4,8,1,5,13,12,7,5,1,1,0,1,39.0,13.0,80.0,13.33,,,92,11.5,25.0,8.33,44.0,7.33,,,51,6.38,38.0,12.67,72.0,12.0,,,99,12.38,10.0,3.33,32.0,5.33,,,34,4.25,4.0,1.33,9.0,1.5,,,11,1.38,2.0,0.67,4.0,0.67,,,6,0.75,7.0,2.33,10.0,1.67,,,13,1.62,0.0,0.0,0.0,0.0,,,0,0.0,3.0,1.0,7.0,1.17,,,9,1.12,0.0,0.0,3.0,0.5,,,3,0.38,24.0,8.0,62.0,10.33,,,75,9.38,10.0,3.33,24.0,4.0,,,34,4.25,45.0,15.0,82.0,13.67,,,97,12.12,10.0,3.33,22.0,3.67,,,29,3.62,0.0,0.0,0.0,0.0,,,0,0.0,5.0,1.67,9.0,1.5,,,10,1.25
147,Leeds_Chelsea_2003,8,2003-12-06,2003,18,1,1,Draw,1,0,Winn,M Dean,8,19,4,10,14,11,2,8,3,2,0,0,25.0,8.33,67.0,11.17,,,75,9.38,17.0,5.67,34.0,5.67,,,37,4.62,46.0,15.33,89.0,14.83,,,108,13.5,19.0,6.33,33.0,5.5,,,37,4.62,1.0,0.33,3.0,0.5,,,5,0.62,0.0,0.0,2.0,0.33,,,3,0.38,6.0,2.0,15.0,2.5,,,19,2.38,0.0,0.0,1.0,0.17,,,1,0.12,7.0,2.33,10.0,1.67,,,12,1.5,5.0,1.67,5.0,0.83,,,6,0.75,41.0,13.67,79.0,13.17,,,98,12.25,24.0,8.0,44.0,7.33,,,54,6.75,30.0,10.0,75.0,12.5,,,91,11.38,7.0,2.33,23.0,3.83,,,31,3.88,0.0,0.0,0.0,0.0,,,0,0.0,1.0,0.33,7.0,1.17,,,9,1.12
148,Everton_Man City_2003,8,2003-12-07,2003,14,0,0,Draw,0,0,Draw,J Winter,9,15,2,7,11,13,3,5,1,1,0,0,48.0,16.0,88.0,14.67,,,98,12.25,25.0,8.33,46.0,7.67,,,54,6.75,23.0,7.67,76.0,12.67,,,91,11.38,19.0,6.33,45.0,7.5,,,49,6.12,2.0,0.67,8.0,1.33,,,11,1.38,2.0,0.67,5.0,0.83,,,8,1.0,3.0,1.0,11.0,1.83,,,13,1.62,0.0,0.0,1.0,0.17,,,1,0.12,1.0,0.33,6.0,1.0,,,7,0.88,0.0,0.0,1.0,0.17,,,1,0.12,44.0,14.67,72.0,12.0,,,95,11.88,18.0,6.0,33.0,5.5,,,48,6.0,40.0,13.33,93.0,15.5,,,107,13.38,10.0,3.33,22.0,3.67,,,32,4.0,0.0,0.0,1.0,0.17,,,1,0.12,4.0,1.33,14.0,2.33,,,18,2.25
149,Southampton_Charlton_2003,8,2003-12-07,2003,30,3,2,Winn,2,0,Winn,P Walton,18,20,14,14,12,12,8,9,0,0,0,0,43.0,14.33,80.0,13.33,,,94,11.75,23.0,7.67,44.0,7.33,,,51,6.38,34.0,11.33,70.0,11.67,,,85,10.62,12.0,4.0,32.0,5.33,,,34,4.25,2.0,0.67,5.0,0.83,,,5,0.62,0.0,0.0,1.0,0.17,,,1,0.12,1.0,0.33,9.0,1.5,,,12,1.5,0.0,0.0,1.0,0.17,,,1,0.12,3.0,1.0,4.0,0.67,,,4,0.5,1.0,0.33,2.0,0.33,,,2,0.25,27.0,9.0,59.0,9.83,,,71,8.88,16.0,5.33,37.0,6.17,,,42,5.25,43.0,14.33,92.0,15.33,,,111,13.88,12.0,4.0,24.0,4.0,,,31,3.88,1.0,0.33,1.0,0.17,,,1,0.12,3.0,1.0,11.0,1.83,,,12,1.5
150,Liverpool_Southampton_2003,8,2003-12-13,2003,20,1,2,Lost,0,1,Lost,P Durkin,18,8,10,4,6,8,9,5,0,0,0,0,40.0,13.33,94.0,15.67,,,106,13.25,20.0,6.67,45.0,7.5,,,52,6.5,51.0,17.0,93.0,15.5,,,106,13.25,17.0,5.67,40.0,6.67,,,48,6.0,7.0,2.33,10.0,1.67,,,11,1.38,2.0,0.67,4.0,0.67,,,4,0.5,3.0,1.0,7.0,1.17,,,10,1.25,0.0,0.0,0.0,0.0,,,0,0.0,4.0,1.33,7.0,1.17,,,9,1.12,2.0,0.67,3.0,0.5,,,4,0.5,20.0,6.67,50.0,8.33,,,60,7.5,13.0,4.33,28.0,4.67,,,34,4.25,39.0,13.0,95.0,15.83,,,107,13.38,13.0,4.33,25.0,4.17,,,31,3.88,0.0,0.0,0.0,0.0,,,0,0.0,5.0,1.67,12.0,2.0,,,13,1.62
151,Middlesbrough_Charlton_2003,9,2003-12-13,2003,23,0,0,Draw,0,0,Draw,H Webb,12,10,6,3,13,11,3,7,1,1,0,0,27.0,9.0,62.0,10.33,,,99,11.0,17.0,5.67,34.0,5.67,,,54,6.0,41.0,13.67,84.0,14.0,,,112,12.44,16.0,5.33,30.0,5.0,,,39,4.33,2.0,0.67,4.0,0.67,,,6,0.67,0.0,0.0,1.0,0.17,,,1,0.11,5.0,1.67,11.0,1.83,,,14,1.56,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,3.0,0.5,,,10,1.11,0.0,0.0,2.0,0.33,,,6,0.67,23.0,7.67,46.0,7.67,,,68,7.56,5.0,1.67,19.0,3.17,,,33,3.67,47.0,15.67,91.0,15.17,,,119,13.22,12.0,4.0,28.0,4.67,,,36,4.0,2.0,0.67,2.0,0.33,,,2,0.22,7.0,2.33,15.0,2.5,,,18,2.0
