,idGame,nWeek,Date,year,IdTeam,FT_against_A,FTG_asA,FT_RESULT,HT_against_A,HTG_asA,HT_RESULT,Referee,Shoot_against_A,Shoot_asA,ShootTarget_against_A,ShootTarget_asA,Fouls_against_A,Fouls_asA,Corner_against_A,Corner_asA,YellowC_against_A,YellowC_asA,RedC_againts_A,RedC_asA,nWeekAway,Shoot_asA_last_3,Shoot_asA_last_6,Shoot_asA_last_10,Shoot_asA_last_infinity,ShootTarget_asA_last_3,ShootTarget_asA_last_6,ShootTarget_asA_last_10,ShootTarget_asA_last_infinity,Fouls_asA_last_3,Fouls_asA_last_6,Fouls_asA_last_10,Fouls_asA_last_infinity,Corner_asA_last_3,Corner_asA_last_6,Corner_asA_last_10,Corner_asA_last_infinity,FTG_asA_last_3,FTG_asA_last_6,FTG_asA_last_10,FTG_asA_last_infinity,HTG_asA_last_3,HTG_asA_last_6,HTG_asA_last_10,HTG_asA_last_infinity,YellowC_asA_last_3,YellowC_asA_last_6,YellowC_asA_last_10,YellowC_asA_last_infinity,RedC_asA_last_3,RedC_asA_last_6,RedC_asA_last_10,RedC_asA_last_infinity,FT_against_A_last_3,FT_against_A_last_6,FT_against_A_last_10,FT_against_A_last_infinity,HT_against_A_last_3,HT_against_A_last_6,HT_against_A_last_10,HT_against_A_last_infinity,Shoot_against_A_last_3,Shoot_against_A_last_6,Shoot_against_A_last_10,Shoot_against_A_last_infinity,ShootTarget_against_A_last_3,ShootTarget_against_A_last_6,ShootTarget_against_A_last_10,ShootTarget_against_A_last_infinity,Fouls_against_A_last_3,Fouls_against_A_last_6,Fouls_against_A_last_10,Fouls_against_A_last_infinity,Corner_against_A_last_3,Corner_against_A_last_6,Corner_against_A_last_10,Corner_against_A_last_infinity,RedC_againts_A_last_3,RedC_againts_A_last_6,RedC_againts_A_last_10,RedC_againts_A_last_infinity,YellowC_against_A_last_3,YellowC_against_A_last_6,YellowC_against_A_last_10,YellowC_against_A_last_infinity
14,West Brom_Sunderland_2010,2,2010-08-21,2010,38,1,0,Lost,0,0,Draw,K Friend,11,10,5,4,16,12,4,6,2,2,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Birmingham_Blackburn_2010,2,2010-08-21,2010,33,2,1,Lost,0,0,Draw,M Oliver,10,7,7,2,13,14,4,12,2,3,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Arsenal_Blackpool_2010,2,2010-08-21,2010,35,6,0,Lost,3,0,Lost,M Jones,26,3,16,1,9,3,8,2,0,0,0,1,2,,,,9.0,,,,7.0,,,,11.0,,,,4.0,,,,4.0,,,,3.0,,,,1.0,,,,0.0,,,,0.0,,,,0.0,,,,11.0,,,,6.0,,,,8.0,,,,6.0,,,,0.0,,,,1.0
17,Fulham_Man United_2010,2,2010-08-22,2010,13,2,2,Draw,0,1,Winn,P Walton,16,14,8,7,7,6,5,11,2,2,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Newcastle_Aston Villa_2010,2,2010-08-22,2010,21,6,0,Lost,3,0,Lost,M Atkinson,20,3,14,1,15,12,10,2,3,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Man City_Liverpool_2010,2,2010-08-23,2010,10,3,0,Lost,1,0,Lost,P Dowd,8,13,3,7,13,12,5,4,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Blackpool_Fulham_2010,3,2010-08-28,2010,16,2,2,Draw,0,1,Winn,M Oliver,14,12,5,7,13,16,4,5,1,0,0,0,2,,,,12.0,,,,7.0,,,,13.0,,,,8.0,,,,0.0,,,,0.0,,,,3.0,,,,0.0,,,,0.0,,,,0.0,,,,13.0,,,,9.0,,,,12.0,,,,4.0,,,,0.0,,,,1.0
21,Wolves_Newcastle_2010,3,2010-08-28,2010,9,1,1,Draw,1,0,Lost,S Attwell,5,11,2,6,20,17,5,3,7,4,0,0,2,,,,7.0,,,,3.0,,,,5.0,,,,3.0,,,,0.0,,,,0.0,,,,2.0,,,,0.0,,,,3.0,,,,2.0,,,,18.0,,,,10.0,,,,9.0,,,,5.0,,,,0.0,,,,2.0
22,Man United_West Ham_2010,3,2010-08-28,2010,5,3,0,Lost,1,0,Lost,M Clattenburg,18,7,11,2,6,11,9,3,1,2,0,0,2,,,,12.0,,,,2.0,,,,15.0,,,,7.0,,,,0.0,,,,0.0,,,,2.0,,,,0.0,,,,3.0,,,,2.0,,,,23.0,,,,11.0,,,,15.0,,,,16.0,,,,0.0,,,,1.0
23,Chelsea_Stoke_2010,3,2010-08-28,2010,22,2,0,Lost,1,0,Lost,M Atkinson,15,9,6,3,5,10,6,1,0,2,0,0,2,,,,10.0,,,,6.0,,,,13.0,,,,5.0,,,,1.0,,,,0.0,,,,2.0,,,,0.0,,,,2.0,,,,2.0,,,,13.0,,,,7.0,,,,17.0,,,,5.0,,,,0.0,,,,0.0
24,Blackburn_Arsenal_2010,3,2010-08-28,2010,31,1,2,Winn,1,1,Draw,C Foy,15,14,7,9,9,7,4,8,1,0,0,0,2,,,,14.0,,,,7.0,,,,15.0,,,,11.0,,,,1.0,,,,0.0,,,,3.0,,,,1.0,,,,1.0,,,,0.0,,,,7.0,,,,4.0,,,,13.0,,,,9.0,,,,1.0,,,,1.0
25,Tottenham_Wigan_2010,3,2010-08-28,2010,20,0,1,Winn,0,0,Draw,P Dowd,12,13,7,5,10,11,16,7,3,2,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Aston Villa_Everton_2010,3,2010-08-29,2010,8,1,0,Lost,1,0,Lost,M Jones,12,15,6,9,19,10,4,16,4,0,0,0,2,,,,17.0,,,,12.0,,,,14.0,,,,3.0,,,,0.0,,,,0.0,,,,1.0,,,,0.0,,,,1.0,,,,1.0,,,,7.0,,,,2.0,,,,19.0,,,,1.0,,,,0.0,,,,2.0
27,Sunderland_Man City_2010,3,2010-08-29,2010,3,1,0,Lost,0,0,Draw,M Dean,12,9,4,7,5,9,3,7,0,3,0,0,2,,,,11.0,,,,7.0,,,,16.0,,,,3.0,,,,0.0,,,,0.0,,,,2.0,,,,0.0,,,,0.0,,,,0.0,,,,22.0,,,,18.0,,,,13.0,,,,10.0,,,,0.0,,,,0.0
28,Bolton_Birmingham_2010,3,2010-08-29,2010,19,2,2,Draw,0,1,Winn,K Friend,11,9,8,5,19,17,6,1,2,3,1,0,2,,,,13.0,,,,7.0,,,,10.0,,,,6.0,,,,2.0,,,,0.0,,,,3.0,,,,0.0,,,,2.0,,,,1.0,,,,6.0,,,,2.0,,,,13.0,,,,3.0,,,,1.0,,,,3.0
29,Liverpool_West Brom_2010,3,2010-08-29,2010,7,1,0,Lost,0,0,Draw,L Probert,11,14,7,5,9,8,7,6,0,0,0,1,2,,,,10.0,,,,4.0,,,,10.0,,,,1.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,6.0,,,,2.0,,,,18.0,,,,13.0,,,,10.0,,,,3.0,,,,0.0,,,,1.0
30,West Brom_Tottenham_2010,4,2010-09-11,2010,6,1,1,Draw,1,1,Draw,H Webb,15,16,8,9,12,9,9,4,2,1,0,0,2,,,,7.0,,,,6.0,,,,4.0,,,,2.0,,,,2.0,,,,2.0,,,,1.0,,,,0.0,,,,1.0,,,,1.0,,,,15.0,,,,10.0,,,,15.0,,,,6.0,,,,0.0,,,,3.0
31,West Ham_Chelsea_2010,4,2010-09-11,2010,30,1,3,Winn,0,2,Winn,C Foy,13,17,7,9,13,10,1,5,2,2,0,0,2,,,,10.0,,,,8.0,,,,7.0,,,,0.0,,,,6.0,,,,1.0,,,,2.0,,,,0.0,,,,0.0,,,,0.0,,,,17.0,,,,12.0,,,,12.0,,,,0.0,,,,0.0,,,,1.0
32,Arsenal_Bolton_2010,4,2010-09-11,2010,23,4,1,Lost,1,1,Draw,S Attwell,23,7,14,6,11,11,9,6,2,2,0,1,2,,,,12.0,,,,8.0,,,,18.0,,,,5.0,,,,3.0,,,,0.0,,,,4.0,,,,0.0,,,,1.0,,,,0.0,,,,17.0,,,,10.0,,,,11.0,,,,8.0,,,,0.0,,,,2.0
33,Fulham_Wolves_2010,4,2010-09-11,2010,4,2,1,Lost,0,1,Winn,P Dowd,13,4,6,2,9,17,6,6,3,6,0,1,2,,,,9.0,,,,4.0,,,,15.0,,,,3.0,,,,1.0,,,,0.0,,,,2.0,,,,0.0,,,,1.0,,,,1.0,,,,14.0,,,,6.0,,,,18.0,,,,3.0,,,,0.0,,,,1.0
34,Man City_Blackburn_2010,4,2010-09-11,2010,33,1,1,Draw,0,1,Winn,M Clattenburg,20,4,14,2,12,10,14,2,2,1,0,0,2,,,,7.0,,,,2.0,,,,14.0,,,,12.0,,,,1.0,,,,0.0,,,,3.0,,,,0.0,,,,2.0,,,,0.0,,,,10.0,,,,7.0,,,,13.0,,,,4.0,,,,0.0,,,,2.0
35,Everton_Man United_2010,4,2010-09-11,2010,13,3,3,Draw,1,1,Draw,M Atkinson,23,13,14,8,11,18,7,5,1,1,0,0,2,,,,14.0,,,,7.0,,,,6.0,,,,11.0,,,,2.0,,,,1.0,,,,2.0,,,,0.0,,,,2.0,,,,0.0,,,,16.0,,,,8.0,,,,7.0,,,,5.0,,,,0.0,,,,2.0
36,Wigan_Sunderland_2010,4,2010-09-11,2010,38,1,1,Draw,0,0,Draw,A Marriner,17,4,4,2,19,11,5,1,4,2,0,1,2,,,,10.0,,,,4.0,,,,12.0,,,,6.0,,,,0.0,,,,0.0,,,,2.0,,,,0.0,,,,1.0,,,,0.0,,,,11.0,,,,5.0,,,,16.0,,,,4.0,,,,0.0,,,,2.0
37,Newcastle_Blackpool_2010,4,2010-09-11,2010,35,0,2,Winn,0,1,Winn,L Mason,16,7,13,4,15,14,3,2,2,3,0,0,3,,,,6.0,,,,4.0,,,,7.0,,,,3.0,,,,2.0,,,,1.5,,,,0.5,,,,0.5,,,,3.0,,,,1.5,,,,18.5,,,,11.0,,,,8.5,,,,7.0,,,,0.0,,,,0.5
38,Birmingham_Liverpool_2010,4,2010-09-12,2010,10,0,0,Draw,0,0,Draw,M Halsey,15,14,3,8,8,9,4,3,1,0,0,0,2,,,,13.0,,,,7.0,,,,12.0,,,,4.0,,,,0.0,,,,0.0,,,,1.0,,,,0.0,,,,3.0,,,,1.0,,,,8.0,,,,3.0,,,,13.0,,,,5.0,,,,0.0,,,,1.0
39,Stoke_Aston Villa_2010,4,2010-09-13,2010,21,2,1,Lost,0,1,Winn,L Probert,20,10,12,6,11,14,8,7,1,2,0,0,2,,,,3.0,,,,1.0,,,,12.0,,,,2.0,,,,0.0,,,,0.0,,,,1.0,,,,0.0,,,,6.0,,,,3.0,,,,20.0,,,,14.0,,,,15.0,,,,10.0,,,,0.0,,,,3.0
40,Tottenham_Wolves_2010,5,2010-09-18,2010,4,3,1,Lost,0,1,Winn,M Jones,20,5,11,2,7,11,5,4,3,3,0,0,3,,,,6.5,,,,3.0,,,,16.0,,,,4.5,,,,1.0,,,,0.5,,,,4.0,,,,0.5,,,,1.5,,,,0.5,,,,13.5,,,,6.0,,,,13.5,,,,4.5,,,,0.0,,,,2.0
41,West Brom_Birmingham_2010,5,2010-09-18,2010,19,3,1,Lost,0,1,Winn,C Foy,16,6,10,3,11,8,5,0,1,1,0,0,3,,,,11.0,,,,6.0,,,,13.5,,,,3.5,,,,2.0,,,,0.5,,,,3.0,,,,0.0,,,,2.0,,,,0.5,,,,8.5,,,,5.0,,,,16.0,,,,4.5,,,,1.0,,,,2.5
42,Blackburn_Fulham_2010,5,2010-09-18,2010,16,1,1,Draw,1,0,Lost,A Taylor,9,9,5,4,15,10,3,3,0,1,0,0,3,,,,12.0,,,,7.0,,,,14.5,,,,6.5,,,,1.0,,,,0.5,,,,1.5,,,,0.0,,,,1.0,,,,0.0,,,,13.5,,,,7.0,,,,12.5,,,,4.0,,,,0.0,,,,1.0
43,Everton_Newcastle_2010,5,2010-09-18,2010,9,0,1,Winn,0,1,Winn,A Marriner,6,9,3,4,15,21,3,6,2,3,0,0,3,,,,9.0,,,,4.5,,,,11.0,,,,3.0,,,,0.5,,,,0.0,,,,3.0,,,,0.0,,,,2.0,,,,1.5,,,,11.5,,,,6.0,,,,14.5,,,,5.0,,,,0.0,,,,4.5
44,Aston Villa_Bolton_2010,5,2010-09-18,2010,23,1,1,Draw,1,1,Draw,M Dean,13,13,6,7,15,8,8,4,1,2,0,0,3,,,,9.5,,,,7.0,,,,14.5,,,,5.5,,,,2.0,,,,0.5,,,,3.0,,,,0.5,,,,2.5,,,,0.5,,,,20.0,,,,12.0,,,,11.0,,,,8.5,,,,0.0,,,,2.0
45,Sunderland_Arsenal_2010,5,2010-09-18,2010,31,1,1,Draw,0,1,Winn,P Dowd,16,16,5,7,11,13,11,3,2,2,0,1,3,,,,14.0,,,,8.0,,,,11.0,,,,9.5,,,,1.5,,,,0.5,,,,1.5,,,,0.5,,,,1.0,,,,0.5,,,,11.0,,,,5.5,,,,11.0,,,,6.5,,,,0.5,,,,1.0
46,Stoke_West Ham_2010,5,2010-09-18,2010,5,1,1,Draw,0,1,Winn,L Mason,9,13,3,6,14,8,6,3,3,2,0,0,3,,,,9.5,,,,2.0,,,,13.0,,,,5.0,,,,0.0,,,,0.0,,,,2.0,,,,0.0,,,,3.0,,,,1.5,,,,20.5,,,,11.0,,,,10.5,,,,12.5,,,,0.0,,,,1.0
47,Chelsea_Blackpool_2010,5,2010-09-19,2010,35,4,0,Lost,4,0,Lost,M Clattenburg,27,11,15,4,7,4,9,6,1,2,0,0,4,6.33,,,6.33,4.0,,,4.0,9.33,,,9.33,2.67,,,2.67,2.0,,,2.0,1.33,,,1.33,1.33,,,1.33,0.33,,,0.33,2.0,,,2.0,1.0,,,1.0,17.67,,,17.67,11.67,,,11.67,10.67,,,10.67,5.67,,,5.67,0.0,,,0.0,1.0,,,1.0
48,Man United_Liverpool_2010,5,2010-09-19,2010,10,3,2,Lost,1,0,Lost,H Webb,16,7,7,1,15,10,6,1,4,1,0,0,3,,,,13.5,,,,7.5,,,,10.5,,,,3.5,,,,0.0,,,,0.0,,,,0.5,,,,0.0,,,,1.5,,,,0.5,,,,11.5,,,,3.0,,,,10.5,,,,4.5,,,,0.0,,,,1.0
49,Wigan_Man City_2010,5,2010-09-19,2010,3,0,2,Winn,0,1,Winn,L Probert,9,11,3,5,10,14,3,1,1,2,0,0,3,,,,10.0,,,,7.0,,,,12.5,,,,5.0,,,,0.0,,,,0.0,,,,2.5,,,,0.0,,,,0.5,,,,0.0,,,,17.0,,,,11.0,,,,9.0,,,,6.5,,,,0.0,,,,0.0
50,West Ham_Tottenham_2010,6,2010-09-25,2010,6,1,0,Lost,1,0,Lost,M Atkinson,22,17,15,11,10,11,14,7,2,0,0,0,3,,,,11.5,,,,7.5,,,,6.5,,,,3.0,,,,1.5,,,,1.5,,,,1.0,,,,0.0,,,,1.0,,,,1.0,,,,15.0,,,,9.0,,,,13.5,,,,7.5,,,,0.0,,,,2.5
51,Man City_Chelsea_2010,6,2010-09-25,2010,30,1,0,Lost,0,0,Draw,A Marriner,8,15,6,4,10,12,3,4,2,3,0,0,3,,,,13.5,,,,8.5,,,,8.5,,,,2.5,,,,4.5,,,,1.5,,,,2.0,,,,0.0,,,,0.5,,,,0.0,,,,15.0,,,,9.5,,,,12.5,,,,0.5,,,,0.0,,,,1.5
52,Fulham_Everton_2010,6,2010-09-25,2010,8,0,0,Draw,0,0,Draw,H Webb,12,15,2,7,15,13,4,5,2,1,0,0,3,,,,16.0,,,,10.5,,,,12.0,,,,9.5,,,,0.0,,,,0.0,,,,0.5,,,,0.0,,,,1.0,,,,1.0,,,,9.5,,,,4.0,,,,19.0,,,,2.5,,,,0.0,,,,3.0
53,Blackpool_Blackburn_2010,6,2010-09-25,2010,33,1,2,Winn,0,1,Winn,M Dean,11,13,8,8,12,11,8,8,2,1,0,0,3,,,,5.5,,,,2.0,,,,12.0,,,,7.0,,,,1.0,,,,0.5,,,,2.0,,,,0.0,,,,1.5,,,,0.0,,,,15.0,,,,10.5,,,,12.5,,,,9.0,,,,0.0,,,,2.0
54,Arsenal_West Brom_2010,6,2010-09-25,2010,7,2,3,Winn,0,0,Draw,M Oliver,24,7,12,5,15,14,16,4,4,3,0,0,3,,,,12.0,,,,4.5,,,,9.0,,,,3.5,,,,0.0,,,,0.0,,,,0.0,,,,0.5,,,,3.5,,,,1.0,,,,14.5,,,,10.0,,,,9.5,,,,5.0,,,,0.0,,,,0.5
55,Birmingham_Wigan_2010,6,2010-09-25,2010,20,0,0,Draw,0,0,Draw,M Clattenburg,10,17,4,10,12,18,3,7,2,3,1,0,2,,,,13.0,,,,5.0,,,,11.0,,,,7.0,,,,1.0,,,,0.0,,,,2.0,,,,0.0,,,,0.0,,,,0.0,,,,12.0,,,,7.0,,,,10.0,,,,16.0,,,,0.0,,,,3.0
56,Liverpool_Sunderland_2010,6,2010-09-25,2010,38,2,2,Draw,1,1,Draw,S Attwell,13,10,5,1,15,7,3,3,3,1,0,0,3,,,,7.0,,,,3.0,,,,11.5,,,,3.5,,,,0.5,,,,0.0,,,,2.0,,,,0.5,,,,1.0,,,,0.0,,,,14.0,,,,4.5,,,,17.5,,,,4.5,,,,0.0,,,,3.0
57,Newcastle_Stoke_2010,6,2010-09-26,2010,22,1,2,Winn,1,0,Lost,M Jones,11,8,7,2,8,11,3,4,0,1,0,0,3,,,,9.5,,,,4.5,,,,11.5,,,,3.0,,,,0.5,,,,0.0,,,,2.0,,,,0.0,,,,2.0,,,,1.5,,,,14.0,,,,6.5,,,,11.0,,,,5.5,,,,0.0,,,,0.0
58,Wolves_Aston Villa_2010,6,2010-09-26,2010,21,1,2,Winn,0,1,Winn,M Halsey,14,10,12,8,15,19,5,4,1,2,0,0,3,,,,6.5,,,,3.5,,,,13.0,,,,4.5,,,,0.5,,,,0.5,,,,1.5,,,,0.0,,,,4.0,,,,1.5,,,,20.0,,,,13.0,,,,13.0,,,,9.0,,,,0.0,,,,2.0
59,Bolton_Man United_2010,6,2010-09-26,2010,13,2,2,Draw,1,1,Draw,P Dowd,15,12,9,6,16,18,7,12,1,2,0,0,3,,,,13.5,,,,7.5,,,,12.0,,,,8.0,,,,2.5,,,,1.0,,,,1.5,,,,0.0,,,,2.5,,,,0.5,,,,19.5,,,,11.0,,,,9.0,,,,6.0,,,,0.0,,,,1.5
60,Wigan_Wolves_2010,7,2010-10-02,2010,4,2,0,Lost,0,0,Draw,L Mason,24,2,17,0,9,12,3,3,1,2,0,1,4,6.0,,,6.0,2.67,,,2.67,14.33,,,14.33,4.33,,,4.33,1.0,,,1.0,0.67,,,0.67,3.67,,,3.67,0.33,,,0.33,2.0,,,2.0,0.33,,,0.33,15.67,,,15.67,7.67,,,7.67,11.33,,,11.33,4.67,,,4.67,0.0,,,0.0,2.33,,,2.33
61,Birmingham_Everton_2010,7,2010-10-02,2010,8,0,2,Winn,0,0,Draw,P Dowd,6,11,3,6,5,11,6,5,0,0,0,0,4,15.67,,,15.67,9.33,,,9.33,12.33,,,12.33,8.0,,,8.0,0.0,,,0.0,0.0,,,0.0,0.67,,,0.67,0.0,,,0.0,0.67,,,0.67,0.67,,,0.67,10.33,,,10.33,3.33,,,3.33,17.67,,,17.67,3.0,,,3.0,0.0,,,0.0,2.67,,,2.67
62,West Brom_Bolton_2010,7,2010-10-02,2010,23,1,1,Draw,0,0,Draw,P Walton,17,10,9,5,8,10,7,4,3,2,0,0,4,10.67,,,10.67,7.0,,,7.0,12.33,,,12.33,5.0,,,5.0,1.67,,,1.67,0.67,,,0.67,2.67,,,2.67,0.33,,,0.33,2.0,,,2.0,0.67,,,0.67,17.67,,,17.67,10.0,,,10.0,12.33,,,12.33,8.33,,,8.33,0.0,,,0.0,1.67,,,1.67
63,Stoke_Blackburn_2010,7,2010-10-02,2010,33,1,0,Lost,0,0,Draw,H Webb,18,7,11,4,8,13,8,6,2,3,0,0,4,8.0,,,8.0,4.0,,,4.0,11.67,,,11.67,7.33,,,7.33,1.33,,,1.33,0.67,,,0.67,1.67,,,1.67,0.0,,,0.0,1.33,,,1.33,0.0,,,0.0,13.67,,,13.67,9.67,,,9.67,12.33,,,12.33,8.67,,,8.67,0.0,,,0.0,2.0,,,2.0
64,West Ham_Fulham_2010,7,2010-10-02,2010,16,1,1,Draw,0,1,Winn,A Marriner,12,17,5,5,15,8,2,3,3,1,0,0,4,11.0,,,11.0,6.0,,,6.0,13.0,,,13.0,5.33,,,5.33,1.0,,,1.0,0.33,,,0.33,1.33,,,1.33,0.0,,,0.0,1.0,,,1.0,0.33,,,0.33,12.0,,,12.0,6.33,,,6.33,13.33,,,13.33,3.67,,,3.67,0.0,,,0.0,0.67,,,0.67
65,Sunderland_Man United_2010,7,2010-10-02,2010,13,0,0,Draw,0,0,Draw,C Foy,14,10,8,4,10,6,10,4,1,2,0,0,4,13.0,,,13.0,7.0,,,7.0,14.0,,,14.0,9.33,,,9.33,2.33,,,2.33,1.0,,,1.0,1.67,,,1.67,0.0,,,0.0,2.33,,,2.33,0.67,,,0.67,18.0,,,18.0,10.33,,,10.33,11.33,,,11.33,6.33,,,6.33,0.0,,,0.0,1.33,,,1.33
