,idGame,nWeekAway,Date,year,IdAwayTeam,FT_against_A,FTG_asA,FT_RESULT,HT_against_A,HTG_asA,HT_RESULT,Referee,Shoot_against_A,Shoot_asA,ShootTarget_against_A,ShootTarget_asA,Fouls_against_A,Fouls_asA,Corner_against_A,Corner_asA,YellowC_against_A,YellowC_asA,RedC_againts_A,RedC_asA,Shoot_asA_last_3,Shoot_asA_last_6,Shoot_asA_last_10,Shoot_asA_last_infinity,ShootTarget_asA_last_3,ShootTarget_asA_last_6,ShootTarget_asA_last_10,ShootTarget_asA_last_infinity,Fouls_asA_last_3,Fouls_asA_last_6,Fouls_asA_last_10,Fouls_asA_last_infinity,Corner_asA_last_3,Corner_asA_last_6,Corner_asA_last_10,Corner_asA_last_infinity,FTG_asA_last_3,FTG_asA_last_6,FTG_asA_last_10,FTG_asA_last_infinity,HTG_asA_last_3,HTG_asA_last_6,HTG_asA_last_10,HTG_asA_last_infinity,YellowC_asA_last_3,YellowC_asA_last_6,YellowC_asA_last_10,YellowC_asA_last_infinity,RedC_asA_last_3,RedC_asA_last_6,RedC_asA_last_10,RedC_asA_last_infinity,FT_against_A_last_3,FT_against_A_last_6,FT_against_A_last_10,FT_against_A_last_infinity,HT_against_A_last_3,HT_against_A_last_6,HT_against_A_last_10,HT_against_A_last_infinity,Shoot_against_A_last_3,Shoot_against_A_last_6,Shoot_against_A_last_10,Shoot_against_A_last_infinity,ShootTarget_against_A_last_3,ShootTarget_against_A_last_6,ShootTarget_against_A_last_10,ShootTarget_against_A_last_infinity,Fouls_against_A_last_3,Fouls_against_A_last_6,Fouls_against_A_last_10,Fouls_against_A_last_infinity,Corner_against_A_last_3,Corner_against_A_last_6,Corner_against_A_last_10,Corner_against_A_last_infinity,RedC_againts_A_last_3,RedC_againts_A_last_6,RedC_againts_A_last_10,RedC_againts_A_last_infinity,YellowC_against_A_last_3,YellowC_against_A_last_6,YellowC_against_A_last_10,YellowC_against_A_last_infinity
0,Everton_Arsenal_2009,1,2009-08-15,2009,0,1,6,Winn,0,3,Winn,M Halsey,8,15,5,9,11,13,4,9,0,0,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
1,Chelsea_Hull_2009,1,2009-08-15,2009,17,2,1,Lost,1,1,Draw,A Wiley,26,7,12,3,13,15,12,4,1,2,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
2,Blackburn_Man City_2009,1,2009-08-15,2009,21,0,2,Winn,0,1,Winn,M Dean,17,8,9,5,12,9,5,4,2,1,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
3,Stoke_Burnley_2009,1,2009-08-15,2009,8,2,0,Lost,2,0,Lost,S Bennett,12,9,5,5,15,10,3,6,2,2,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
4,Bolton_Sunderland_2009,1,2009-08-15,2009,32,0,1,Winn,0,1,Winn,A Marriner,11,20,3,13,16,10,4,7,2,1,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
5,Wolves_West Ham_2009,1,2009-08-15,2009,37,0,2,Winn,0,1,Winn,C Foy,19,16,11,13,9,5,8,6,0,0,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
6,Aston Villa_Wigan_2009,1,2009-08-15,2009,38,0,2,Winn,0,1,Winn,M Clattenburg,11,14,5,7,15,14,4,6,2,2,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
7,Portsmouth_Fulham_2009,1,2009-08-15,2009,15,0,1,Winn,0,1,Winn,M Atkinson,16,9,4,3,11,18,6,4,3,2,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
8,Tottenham_Liverpool_2009,1,2009-08-16,2009,20,2,1,Lost,1,0,Lost,P Dowd,17,6,11,3,14,16,6,5,3,3,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
9,Man United_Birmingham_2009,1,2009-08-16,2009,2,1,0,Lost,1,0,Lost,L Mason,26,6,17,4,13,7,13,2,1,1,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
10,Sunderland_Chelsea_2009,1,2009-08-18,2009,11,1,3,Winn,1,0,Lost,S Bennett,4,20,3,9,14,10,1,14,2,2,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
11,Wigan_Wolves_2009,1,2009-08-18,2009,39,0,1,Winn,0,1,Winn,M Jones,18,9,5,3,8,21,4,4,0,3,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
12,Liverpool_Stoke_2009,1,2009-08-19,2009,31,4,0,Lost,2,0,Lost,P Walton,18,6,13,3,10,9,11,5,0,1,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
13,Hull_Tottenham_2009,1,2009-08-19,2009,34,1,5,Winn,1,3,Winn,C Foy,9,18,7,12,23,13,6,5,3,2,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
14,Burnley_Man United_2009,1,2009-08-19,2009,22,1,0,Lost,1,0,Lost,A Wiley,8,18,2,9,8,12,1,12,2,1,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
15,Birmingham_Portsmouth_2009,1,2009-08-19,2009,26,1,0,Lost,0,0,Draw,L Probert,9,9,5,4,11,20,4,5,0,5,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
16,Arsenal_Portsmouth_2009,2,2009-08-22,2009,26,4,1,Lost,2,1,Lost,S Bennett,19,9,16,4,9,10,8,4,1,0,0,0,,,,9,,,,4,,,,20,,,,5,,,,0,,,,0,,,,5,,,,0,,,,1,,,,0,,,,9,,,,5,,,,11,,,,4,,,,0,,,,0
17,Sunderland_Blackburn_2009,1,2009-08-22,2009,3,2,1,Lost,1,1,Draw,A Wiley,8,18,5,5,12,14,0,10,2,1,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
18,Man City_Wolves_2009,2,2009-08-22,2009,39,1,0,Lost,1,0,Lost,L Mason,16,10,11,2,7,11,5,6,0,1,0,0,,,,9,,,,3,,,,21,,,,4,,,,1,,,,1,,,,3,,,,0,,,,0,,,,0,,,,18,,,,5,,,,8,,,,4,,,,0,,,,0
19,Birmingham_Stoke_2009,2,2009-08-22,2009,31,0,0,Draw,0,0,Draw,C Foy,8,13,6,3,8,13,3,3,0,3,0,0,,,,6,,,,3,,,,9,,,,5,,,,0,,,,0,,,,1,,,,0,,,,4,,,,2,,,,18,,,,13,,,,10,,,,11,,,,0,,,,0
20,Hull_Bolton_2009,1,2009-08-22,2009,5,1,0,Lost,0,0,Draw,M Jones,12,20,5,10,19,19,4,12,3,2,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
21,Wigan_Man United_2009,2,2009-08-22,2009,22,0,5,Winn,0,0,Draw,H Webb,16,16,7,13,11,8,3,5,2,2,0,0,,,,18,,,,9,,,,12,,,,12,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,8,,,,2,,,,8,,,,1,,,,0,,,,2
22,Fulham_Chelsea_2009,2,2009-08-23,2009,11,0,2,Winn,0,1,Winn,A Marriner,4,12,1,4,11,10,4,7,0,0,0,0,,,,20,,,,9,,,,10,,,,14,,,,3,,,,0,,,,2,,,,0,,,,1,,,,1,,,,4,,,,3,,,,14,,,,1,,,,0,,,,2
23,Burnley_Everton_2009,1,2009-08-23,2009,14,1,0,Lost,1,0,Lost,P Dowd,8,17,4,11,11,13,3,7,1,0,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
24,West Ham_Tottenham_2009,2,2009-08-23,2009,34,1,2,Winn,0,0,Draw,M Clattenburg,17,17,8,10,13,11,4,8,2,1,0,0,,,,18,,,,12,,,,13,,,,5,,,,5,,,,3,,,,2,,,,0,,,,1,,,,1,,,,9,,,,7,,,,23,,,,6,,,,0,,,,3
25,Liverpool_Aston Villa_2009,1,2009-08-24,2009,1,1,3,Winn,0,2,Winn,M Atkinson,21,7,12,4,15,11,10,4,3,2,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
26,Bolton_Liverpool_2009,2,2009-08-29,2009,20,2,3,Winn,1,1,Draw,A Wiley,8,26,5,14,14,7,5,11,3,1,1,0,,,,6,,,,3,,,,16,,,,5,,,,1,,,,0,,,,3,,,,0,,,,2,,,,1,,,,17,,,,11,,,,14,,,,6,,,,0,,,,3
27,Stoke_Sunderland_2009,2,2009-08-29,2009,32,1,0,Lost,1,0,Lost,M Jones,13,9,7,6,9,8,10,10,0,2,0,0,,,,20,,,,13,,,,10,,,,7,,,,1,,,,1,,,,1,,,,0,,,,0,,,,0,,,,11,,,,3,,,,16,,,,4,,,,0,,,,2
28,Wolves_Hull_2009,2,2009-08-29,2009,17,1,1,Draw,0,1,Winn,S Attwell,24,5,17,4,11,15,8,2,0,2,0,0,,,,7,,,,3,,,,15,,,,4,,,,1,,,,1,,,,2,,,,0,,,,2,,,,1,,,,26,,,,12,,,,13,,,,12,,,,0,,,,1
29,Tottenham_Birmingham_2009,2,2009-08-29,2009,2,2,1,Lost,0,0,Draw,P Walton,20,11,14,6,12,10,7,3,2,2,0,0,,,,6,,,,4,,,,7,,,,2,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,26,,,,17,,,,13,,,,13,,,,0,,,,1
30,Man United_Arsenal_2009,2,2009-08-29,2009,0,2,1,Lost,0,1,Winn,M Dean,10,9,4,3,21,15,6,5,3,6,0,0,,,,15,,,,9,,,,13,,,,9,,,,6,,,,3,,,,0,,,,0,,,,1,,,,0,,,,8,,,,5,,,,11,,,,4,,,,0,,,,0
31,Chelsea_Burnley_2009,2,2009-08-29,2009,8,3,0,Lost,1,0,Lost,M Clattenburg,27,3,17,0,7,5,10,1,0,1,0,0,,,,9,,,,5,,,,10,,,,6,,,,0,,,,0,,,,2,,,,0,,,,2,,,,2,,,,12,,,,5,,,,15,,,,3,,,,0,,,,2
32,Blackburn_West Ham_2009,2,2009-08-29,2009,37,0,0,Draw,0,0,Draw,P Dowd,19,11,9,5,13,18,5,2,1,3,0,0,,,,16,,,,13,,,,5,,,,6,,,,2,,,,1,,,,0,,,,0,,,,0,,,,0,,,,19,,,,11,,,,9,,,,8,,,,0,,,,0
33,Aston Villa_Fulham_2009,2,2009-08-30,2009,15,2,0,Lost,1,0,Lost,S Bennett,9,6,4,3,9,9,9,4,1,2,0,0,,,,9,,,,3,,,,18,,,,4,,,,1,,,,1,,,,2,,,,0,,,,0,,,,0,,,,16,,,,4,,,,11,,,,6,,,,0,,,,3
