,idGame,nWeekHome,Date,year,IdHomeTeam,FTG_asH,FT_against_H,FT_RESULT,HTG_asH,HT_against_H,HT_RESULT,Referee,Shoot_asH,Shoot_against_H,ShootTarget_asH,ShootTarget_against_H,Fouls_asH,Fouls_against_H,Corner_asH,Corner_against_H,YellowC_asH,YellowC_against_H,RedC_asH,RedC_againts_H,Shoot_asH_last_3,Shoot_asH_last_6,Shoot_asH_last_10,Shoot_asH_last_infinity,ShootTarget_asH_last_3,ShootTarget_asH_last_6,ShootTarget_asH_last_10,ShootTarget_asH_last_infinity,Fouls_asH_last_3,Fouls_asH_last_6,Fouls_asH_last_10,Fouls_asH_last_infinity,Corner_asH_last_3,Corner_asH_last_6,Corner_asH_last_10,Corner_asH_last_infinity,FTG_asH_last_3,FTG_asH_last_6,FTG_asH_last_10,FTG_asH_last_infinity,HTG_asH_last_3,HTG_asH_last_6,HTG_asH_last_10,HTG_asH_last_infinity,YellowC_asH_last_3,YellowC_asH_last_6,YellowC_asH_last_10,YellowC_asH_last_infinity,RedC_asH_last_3,RedC_asH_last_6,RedC_asH_last_10,RedC_asH_last_infinity,FT_against_H_last_3,FT_against_H_last_6,FT_against_H_last_10,FT_against_H_last_infinity,HT_against_H_last_3,HT_against_H_last_6,HT_against_H_last_10,HT_against_H_last_infinity,Shoot_against_H_last_3,Shoot_against_H_last_6,Shoot_against_H_last_10,Shoot_against_H_last_infinity,ShootTarget_against_H_last_3,ShootTarget_against_H_last_6,ShootTarget_against_H_last_10,ShootTarget_against_H_last_infinity,Fouls_against_H_last_3,Fouls_against_H_last_6,Fouls_against_H_last_10,Fouls_against_H_last_infinity,Corner_against_H_last_3,Corner_against_H_last_6,Corner_against_H_last_10,Corner_against_H_last_infinity,RedC_againts_H_last_3,RedC_againts_H_last_6,RedC_againts_H_last_10,RedC_againts_H_last_infinity,YellowC_against_H_last_3,YellowC_against_H_last_6,YellowC_against_H_last_10,YellowC_against_H_last_infinity
0,Man United_Leicester_2018,1,2018-08-10,2018,22,2,1,Winn,1,0,Winn,A Marriner,8,13,6,4,11,8,2,5,2,1,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
1,Wolves_Everton_2018,1,2018-08-11,2018,39,2,2,Draw,1,1,Draw,C Pawson,11,6,4,5,8,7,3,6,0,1,0,1,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
2,Watford_Brighton_2018,1,2018-08-11,2018,35,2,0,Winn,1,0,Winn,J Moss,19,6,5,0,10,16,8,2,2,2,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
3,Newcastle_Tottenham_2018,1,2018-08-11,2018,24,1,2,Lost,1,2,Lost,M Atkinson,15,15,2,5,11,12,3,5,2,2,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
4,Huddersfield_Chelsea_2018,1,2018-08-11,2018,16,0,3,Lost,0,2,Lost,C Kavanagh,6,13,1,4,9,8,2,5,2,1,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
5,Fulham_Crystal Palace_2018,1,2018-08-11,2018,15,0,2,Lost,0,1,Lost,M Dean,15,10,6,9,9,11,5,5,1,2,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
6,Bournemouth_Cardiff_2018,1,2018-08-11,2018,6,2,0,Winn,1,0,Winn,K Friend,12,10,4,1,11,9,7,4,1,1,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
7,Southampton_Burnley_2018,1,2018-08-12,2018,30,0,0,Draw,0,0,Draw,G Scott,18,16,3,6,10,9,8,5,0,1,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
8,Liverpool_West Ham_2018,1,2018-08-12,2018,20,4,0,Winn,2,0,Winn,A Taylor,18,5,8,2,14,9,5,4,1,2,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
9,Arsenal_Man City_2018,1,2018-08-12,2018,0,0,2,Lost,0,1,Lost,M Oliver,9,17,3,8,11,14,2,9,2,2,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
10,Chelsea_Arsenal_2018,1,2018-08-18,2018,11,3,2,Winn,2,2,Draw,M Atkinson,24,15,11,6,12,9,5,1,0,2,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
11,Cardiff_Newcastle_2018,1,2018-08-18,2018,9,0,0,Draw,0,0,Draw,C Pawson,12,12,1,6,14,16,5,5,2,2,0,1,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
12,Tottenham_Fulham_2018,1,2018-08-18,2018,34,3,1,Winn,1,0,Winn,A Taylor,25,10,11,3,9,5,5,2,0,0,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
13,Leicester_Wolves_2018,1,2018-08-18,2018,19,2,0,Winn,2,0,Winn,M Dean,6,11,2,3,10,8,1,9,2,1,1,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
14,Everton_Southampton_2018,1,2018-08-18,2018,14,2,1,Winn,2,0,Winn,L Mason,13,15,7,4,8,20,2,5,0,5,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
15,West Ham_Bournemouth_2018,1,2018-08-18,2018,37,1,2,Lost,1,0,Winn,S Attwell,11,12,5,5,14,10,6,4,6,2,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
16,Man City_Huddersfield_2018,1,2018-08-19,2018,21,6,1,Winn,3,1,Winn,A Marriner,32,5,14,1,9,4,10,3,0,2,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
17,Burnley_Watford_2018,1,2018-08-19,2018,8,1,3,Lost,1,1,Draw,P Tierney,8,9,3,6,8,19,5,2,1,2,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
18,Brighton_Man United_2018,1,2018-08-19,2018,7,3,2,Winn,3,1,Winn,K Friend,6,9,3,3,16,13,3,5,1,1,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
19,Crystal Palace_Liverpool_2018,1,2018-08-20,2018,12,0,2,Lost,0,1,Lost,M Oliver,8,16,2,6,6,13,6,7,1,1,1,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
20,Huddersfield_Cardiff_2018,2,2018-08-25,2018,16,0,0,Draw,0,0,Draw,M Oliver,5,14,1,4,8,10,7,7,0,1,1,0,,,,6,,,,1,,,,9,,,,2,,,,0,,,,0,,,,2,,,,0,,,,3,,,,2,,,,13,,,,4,,,,8,,,,5,,,,0,,,,1
21,Southampton_Leicester_2018,2,2018-08-25,2018,30,1,2,Lost,0,0,Draw,J Moss,11,8,5,5,13,11,10,3,1,1,1,0,,,,18,,,,3,,,,10,,,,8,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,16,,,,6,,,,9,,,,5,,,,0,,,,1
22,Liverpool_Brighton_2018,2,2018-08-25,2018,20,1,0,Winn,1,0,Winn,C Kavanagh,22,6,8,2,8,14,8,5,1,1,0,0,,,,18,,,,8,,,,14,,,,5,,,,4,,,,2,,,,1,,,,0,,,,0,,,,0,,,,5,,,,2,,,,9,,,,4,,,,0,,,,2
23,Bournemouth_Everton_2018,2,2018-08-25,2018,6,2,2,Draw,0,0,Draw,L Probert,17,11,5,3,12,10,6,2,0,3,1,1,,,,12,,,,4,,,,11,,,,7,,,,2,,,,1,,,,1,,,,0,,,,0,,,,0,,,,10,,,,1,,,,9,,,,4,,,,0,,,,1
24,Arsenal_West Ham_2018,2,2018-08-25,2018,0,3,1,Winn,1,1,Draw,G Scott,17,13,10,5,16,13,10,2,1,3,0,0,,,,9,,,,3,,,,11,,,,2,,,,0,,,,0,,,,2,,,,0,,,,2,,,,1,,,,17,,,,8,,,,14,,,,9,,,,0,,,,2
25,Wolves_Man City_2018,2,2018-08-25,2018,39,1,1,Draw,0,0,Draw,M Atkinson,11,18,2,6,13,8,5,9,1,2,0,0,,,,11,,,,4,,,,8,,,,3,,,,2,,,,1,,,,0,,,,0,,,,2,,,,1,,,,6,,,,5,,,,7,,,,6,,,,1,,,,1
26,Newcastle_Chelsea_2018,2,2018-08-26,2018,24,1,2,Lost,0,0,Draw,P Tierney,6,15,2,3,16,8,4,5,3,1,0,0,,,,15,,,,2,,,,11,,,,3,,,,1,,,,1,,,,2,,,,0,,,,2,,,,2,,,,15,,,,5,,,,12,,,,5,,,,0,,,,2
27,Fulham_Burnley_2018,2,2018-08-26,2018,15,4,2,Winn,3,2,Winn,D Coote,25,12,12,2,11,8,6,4,2,1,0,0,,,,15,,,,6,,,,9,,,,5,,,,0,,,,0,,,,1,,,,0,,,,2,,,,1,,,,10,,,,9,,,,11,,,,5,,,,0,,,,2
28,Watford_Crystal Palace_2018,2,2018-08-26,2018,35,2,1,Winn,0,0,Draw,A Taylor,13,9,5,3,14,11,6,3,4,2,0,0,,,,19,,,,5,,,,10,,,,8,,,,2,,,,1,,,,2,,,,0,,,,0,,,,0,,,,6,,,,0,,,,16,,,,2,,,,0,,,,2
29,Man United_Tottenham_2018,2,2018-08-27,2018,22,0,3,Lost,0,0,Draw,C Pawson,23,9,5,5,11,16,5,2,2,4,0,0,,,,8,,,,6,,,,11,,,,2,,,,2,,,,1,,,,2,,,,0,,,,1,,,,0,,,,13,,,,4,,,,8,,,,5,,,,0,,,,1
30,Leicester_Liverpool_2018,2,2018-09-01,2018,19,1,2,Lost,0,2,Lost,P Tierney,12,10,5,4,9,12,4,4,3,2,0,0,,,,6,,,,2,,,,10,,,,1,,,,2,,,,2,,,,2,,,,1,,,,0,,,,0,,,,11,,,,3,,,,8,,,,9,,,,0,,,,1
31,Brighton_Fulham_2018,2,2018-09-01,2018,7,2,2,Draw,0,1,Lost,L Probert,15,10,5,5,12,14,7,1,3,3,0,0,,,,6,,,,3,,,,16,,,,3,,,,3,,,,3,,,,1,,,,0,,,,2,,,,1,,,,9,,,,3,,,,13,,,,5,,,,0,,,,1
32,West Ham_Wolves_2018,2,2018-09-01,2018,37,0,1,Lost,0,0,Draw,C Kavanagh,13,15,3,6,10,11,4,4,2,1,0,0,,,,11,,,,5,,,,14,,,,6,,,,1,,,,1,,,,6,,,,0,,,,2,,,,0,,,,12,,,,5,,,,10,,,,4,,,,0,,,,2
33,Chelsea_Bournemouth_2018,2,2018-09-01,2018,11,2,0,Winn,0,0,Draw,L Mason,24,8,6,1,10,7,7,6,2,2,0,0,,,,24,,,,11,,,,12,,,,5,,,,3,,,,2,,,,0,,,,0,,,,2,,,,2,,,,15,,,,6,,,,9,,,,1,,,,0,,,,2
34,Crystal Palace_Southampton_2018,2,2018-09-01,2018,12,0,2,Lost,0,0,Draw,M Atkinson,20,19,6,6,11,12,7,4,1,1,0,0,,,,8,,,,2,,,,6,,,,6,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,16,,,,6,,,,13,,,,7,,,,0,,,,1
35,Everton_Huddersfield_2018,2,2018-09-01,2018,14,1,1,Draw,1,1,Draw,S Attwell,11,9,1,6,13,14,4,3,3,3,0,0,,,,13,,,,7,,,,8,,,,2,,,,2,,,,2,,,,0,,,,0,,,,1,,,,0,,,,15,,,,4,,,,20,,,,5,,,,0,,,,5
36,Man City_Newcastle_2018,2,2018-09-01,2018,21,2,1,Winn,1,1,Draw,K Friend,24,3,8,2,5,13,4,0,0,0,0,0,,,,32,,,,14,,,,9,,,,10,,,,6,,,,3,,,,0,,,,0,,,,1,,,,1,,,,5,,,,1,,,,4,,,,3,,,,0,,,,2
37,Cardiff_Arsenal_2018,2,2018-09-02,2018,9,2,3,Lost,1,1,Draw,A Taylor,14,17,3,11,12,14,3,9,3,4,0,0,,,,12,,,,1,,,,14,,,,5,,,,0,,,,0,,,,2,,,,0,,,,0,,,,0,,,,12,,,,6,,,,16,,,,5,,,,1,,,,2
38,Burnley_Man United_2018,2,2018-09-02,2018,8,0,2,Lost,0,2,Lost,J Moss,9,21,2,9,7,13,2,5,2,3,0,1,,,,8,,,,3,,,,8,,,,5,,,,1,,,,1,,,,1,,,,0,,,,3,,,,1,,,,9,,,,6,,,,19,,,,2,,,,0,,,,2
39,Watford_Tottenham_2018,3,2018-09-02,2018,35,2,1,Winn,0,0,Draw,A Marriner,7,11,3,2,9,8,3,10,2,1,0,0,,,,32,,,,10,,,,24,,,,14,,,,4,,,,1,,,,6,,,,0,,,,1,,,,0,,,,15,,,,3,,,,27,,,,5,,,,0,,,,4
40,Chelsea_Cardiff_2018,3,2018-09-15,2018,11,4,1,Winn,2,1,Winn,J Moss,18,6,7,2,8,10,5,4,0,0,0,0,,,,48,,,,17,,,,22,,,,12,,,,5,,,,2,,,,2,,,,0,,,,2,,,,2,,,,23,,,,7,,,,16,,,,7,,,,0,,,,4
41,Newcastle_Arsenal_2018,3,2018-09-15,2018,24,1,2,Lost,0,0,Draw,L Probert,4,12,2,2,13,11,10,4,0,0,0,0,,,,21,,,,4,,,,27,,,,7,,,,2,,,,1,,,,5,,,,0,,,,4,,,,2,,,,30,,,,8,,,,20,,,,10,,,,0,,,,3
42,Tottenham_Liverpool_2018,2,2018-09-15,2018,34,1,2,Lost,0,1,Lost,M Oliver,11,17,3,10,17,16,5,4,0,0,0,0,,,,25,,,,11,,,,9,,,,5,,,,3,,,,1,,,,0,,,,0,,,,1,,,,0,,,,10,,,,3,,,,5,,,,2,,,,0,,,,0
43,Bournemouth_Leicester_2018,3,2018-09-15,2018,6,4,2,Winn,3,0,Winn,C Pawson,10,14,5,8,13,15,4,6,3,2,0,1,,,,29,,,,9,,,,23,,,,13,,,,4,,,,1,,,,1,,,,1,,,,2,,,,0,,,,21,,,,4,,,,19,,,,6,,,,1,,,,4
44,Man City_Fulham_2018,3,2018-09-15,2018,21,3,0,Winn,2,0,Winn,S Attwell,28,9,9,3,7,7,10,4,0,0,0,0,,,,56,,,,22,,,,14,,,,14,,,,8,,,,4,,,,0,,,,0,,,,2,,,,2,,,,8,,,,3,,,,17,,,,3,,,,0,,,,2
45,Huddersfield_Crystal Palace_2018,3,2018-09-15,2018,16,0,1,Lost,0,1,Lost,L Mason,15,7,2,2,11,17,5,3,1,2,0,0,,,,11,,,,2,,,,17,,,,9,,,,0,,,,0,,,,2,,,,1,,,,3,,,,2,,,,27,,,,8,,,,18,,,,12,,,,0,,,,2
46,Watford_Man United_2018,4,2018-09-15,2018,35,1,2,Lost,0,2,Lost,M Dean,14,9,5,6,9,11,6,8,2,1,0,1,39.0,,,39,13.0,,,13,33.0,,,33,17.0,,,17,6.0,,,6,1.0,,,1,8.0,,,8,0.0,,,0,2.0,,,2,0.0,,,0,26.0,,,26,5.0,,,5,35.0,,,35,15.0,,,15,0.0,,,0,5.0,,,5
47,Everton_West Ham_2018,3,2018-09-16,2018,14,1,3,Lost,1,2,Lost,M Atkinson,16,9,4,4,15,12,4,2,2,5,0,0,,,,24,,,,8,,,,21,,,,6,,,,3,,,,3,,,,3,,,,0,,,,2,,,,1,,,,24,,,,10,,,,34,,,,8,,,,0,,,,8
48,Wolves_Burnley_2018,3,2018-09-16,2018,39,1,0,Winn,0,0,Draw,A Marriner,30,7,7,2,10,9,8,2,2,4,0,0,,,,22,,,,6,,,,21,,,,8,,,,3,,,,1,,,,1,,,,0,,,,3,,,,1,,,,24,,,,11,,,,15,,,,15,,,,1,,,,3
49,Southampton_Brighton_2018,3,2018-09-17,2018,30,2,2,Draw,1,0,Winn,A Taylor,14,12,5,4,10,13,1,4,2,3,0,0,,,,29,,,,8,,,,23,,,,18,,,,1,,,,0,,,,1,,,,1,,,,2,,,,0,,,,24,,,,11,,,,20,,,,8,,,,0,,,,2
50,Leicester_Huddersfield_2018,3,2018-09-22,2018,19,3,1,Winn,1,1,Draw,D Coote,18,9,8,2,10,16,3,1,2,1,0,0,,,,18,,,,7,,,,19,,,,5,,,,3,,,,2,,,,5,,,,1,,,,2,,,,2,,,,21,,,,7,,,,20,,,,13,,,,0,,,,3
51,Cardiff_Man City_2018,3,2018-09-22,2018,9,0,5,Lost,0,3,Lost,M Oliver,2,21,2,10,6,4,1,9,1,1,0,0,,,,26,,,,4,,,,26,,,,8,,,,2,,,,1,,,,5,,,,0,,,,3,,,,1,,,,29,,,,17,,,,30,,,,14,,,,1,,,,6
52,Crystal Palace_Newcastle_2018,3,2018-09-22,2018,12,0,0,Draw,0,0,Draw,A Marriner,16,6,4,3,8,11,9,5,1,1,0,0,,,,28,,,,8,,,,17,,,,13,,,,0,,,,0,,,,2,,,,1,,,,4,,,,1,,,,35,,,,12,,,,25,,,,11,,,,0,,,,2
53,Burnley_Bournemouth_2018,3,2018-09-22,2018,8,4,0,Winn,2,0,Winn,A Taylor,12,19,5,5,17,6,3,8,2,0,0,0,,,,17,,,,5,,,,15,,,,7,,,,1,,,,1,,,,3,,,,0,,,,5,,,,3,,,,30,,,,15,,,,32,,,,7,,,,1,,,,5
54,Liverpool_Southampton_2018,3,2018-09-22,2018,20,3,0,Winn,3,0,Winn,P Tierney,12,7,4,1,7,10,5,4,0,2,0,0,,,,40,,,,16,,,,22,,,,13,,,,5,,,,3,,,,2,,,,0,,,,0,,,,0,,,,11,,,,4,,,,23,,,,9,,,,0,,,,3
55,Brighton_Tottenham_2018,3,2018-09-22,2018,7,1,2,Lost,0,1,Lost,C Kavanagh,8,16,4,7,15,9,5,7,2,1,0,0,,,,21,,,,8,,,,28,,,,10,,,,5,,,,3,,,,4,,,,0,,,,4,,,,2,,,,19,,,,8,,,,27,,,,6,,,,0,,,,4
56,Man United_Wolves_2018,3,2018-09-22,2018,22,1,1,Draw,1,0,Winn,K Friend,15,11,6,8,5,17,5,4,1,1,0,0,,,,31,,,,11,,,,22,,,,7,,,,2,,,,1,,,,4,,,,0,,,,4,,,,0,,,,22,,,,9,,,,24,,,,7,,,,0,,,,5
57,Fulham_Watford_2018,3,2018-09-22,2018,15,1,1,Draw,0,1,Lost,M Atkinson,15,11,3,6,11,9,8,8,2,1,0,0,,,,40,,,,18,,,,20,,,,11,,,,4,,,,3,,,,3,,,,0,,,,4,,,,3,,,,22,,,,11,,,,19,,,,9,,,,0,,,,3
58,West Ham_Chelsea_2018,3,2018-09-23,2018,37,0,0,Draw,0,0,Draw,M Dean,6,17,1,6,11,9,1,8,2,1,0,0,,,,24,,,,8,,,,24,,,,10,,,,1,,,,1,,,,8,,,,0,,,,3,,,,0,,,,27,,,,11,,,,21,,,,8,,,,0,,,,3
59,Arsenal_Everton_2018,3,2018-09-23,2018,0,2,0,Winn,0,0,Draw,J Moss,9,9,5,6,17,12,5,9,2,1,0,0,,,,26,,,,13,,,,27,,,,12,,,,3,,,,1,,,,3,,,,0,,,,3,,,,2,,,,30,,,,13,,,,27,,,,11,,,,0,,,,5
60,West Ham_Man United_2018,4,2018-09-29,2018,37,3,1,Winn,2,0,Winn,M Oliver,8,9,3,4,12,12,4,9,0,1,0,0,30.0,,,30,9.0,,,9,35.0,,,35,11.0,,,11,1.0,,,1,1.0,,,1,10.0,,,10,0.0,,,0,3.0,,,3,0.0,,,0,44.0,,,44,17.0,,,17,30.0,,,30,16.0,,,16,0.0,,,0,4.0,,,4
