,idGame,nWeek,Date,year,IdTeam,FTG_asH,FT_against_H,FT_RESULT,HTG_asH,HT_against_H,HT_RESULT,Referee,Shoot_asH,Shoot_against_H,ShootTarget_asH,ShootTarget_against_H,Fouls_asH,Fouls_against_H,Corner_asH,Corner_against_H,YellowC_asH,YellowC_against_H,RedC_asH,RedC_againts_H,nWeekHome,Shoot_asH_last_3,Shoot_asH_last_6,Shoot_asH_last_10,Shoot_asH_last_infinity,ShootTarget_asH_last_3,ShootTarget_asH_last_6,ShootTarget_asH_last_10,ShootTarget_asH_last_infinity,Fouls_asH_last_3,Fouls_asH_last_6,Fouls_asH_last_10,Fouls_asH_last_infinity,Corner_asH_last_3,Corner_asH_last_6,Corner_asH_last_10,Corner_asH_last_infinity,FTG_asH_last_3,FTG_asH_last_6,FTG_asH_last_10,FTG_asH_last_infinity,HTG_asH_last_3,HTG_asH_last_6,HTG_asH_last_10,HTG_asH_last_infinity,YellowC_asH_last_3,YellowC_asH_last_6,YellowC_asH_last_10,YellowC_asH_last_infinity,RedC_asH_last_3,RedC_asH_last_6,RedC_asH_last_10,RedC_asH_last_infinity,FT_against_H_last_3,FT_against_H_last_6,FT_against_H_last_10,FT_against_H_last_infinity,HT_against_H_last_3,HT_against_H_last_6,HT_against_H_last_10,HT_against_H_last_infinity,Shoot_against_H_last_3,Shoot_against_H_last_6,Shoot_against_H_last_10,Shoot_against_H_last_infinity,ShootTarget_against_H_last_3,ShootTarget_against_H_last_6,ShootTarget_against_H_last_10,ShootTarget_against_H_last_infinity,Fouls_against_H_last_3,Fouls_against_H_last_6,Fouls_against_H_last_10,Fouls_against_H_last_infinity,Corner_against_H_last_3,Corner_against_H_last_6,Corner_against_H_last_10,Corner_against_H_last_infinity,RedC_againts_H_last_3,RedC_againts_H_last_6,RedC_againts_H_last_10,RedC_againts_H_last_infinity,YellowC_against_H_last_3,YellowC_against_H_last_6,YellowC_against_H_last_10,YellowC_against_H_last_infinity
10,Charlton_Wigan_2005,2,2005-08-20,2005,29,1,0,Winn,1,0,Winn,R Styles,21,4,10,0,10,11,4,4,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Man United_Aston Villa_2005,2,2005-08-20,2005,13,1,0,Winn,0,0,Draw,P Dowd,18,3,12,3,13,21,11,7,2,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Birmingham_Man City_2005,2,2005-08-20,2005,19,1,2,Lost,1,1,Draw,M Clattenburg,9,9,2,6,7,12,9,4,3,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,West Brom_Portsmouth_2005,2,2005-08-20,2005,7,2,1,Winn,1,0,Winn,M Riley,6,10,2,2,21,19,3,3,4,3,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Newcastle_West Ham_2005,2,2005-08-20,2005,9,0,0,Draw,0,0,Draw,D Gallagher,14,6,6,1,9,11,10,2,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Tottenham_Middlesbrough_2005,2,2005-08-20,2005,6,2,0,Winn,0,0,Draw,M Atkinson,18,12,8,3,16,10,5,6,3,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Blackburn_Fulham_2005,2,2005-08-20,2005,33,2,1,Winn,1,0,Winn,H Webb,16,8,9,4,26,14,8,1,2,2,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Liverpool_Sunderland_2005,2,2005-08-20,2005,10,1,0,Winn,1,0,Winn,B Knight,15,2,6,0,8,20,5,5,2,3,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Chelsea_Arsenal_2005,2,2005-08-21,2005,30,1,0,Winn,0,0,Draw,G Poll,9,9,6,3,17,21,3,7,2,3,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Bolton_Everton_2005,2,2005-08-21,2005,23,0,1,Lost,0,0,Draw,A Wiley,16,3,6,1,10,13,8,3,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Sunderland_Man City_2005,3,2005-08-23,2005,38,1,2,Lost,1,2,Lost,P Walton,15,12,10,7,10,10,5,3,1,2,0,0,2,,,,12.0,,,,8.0,,,,15.0,,,,5.0,,,,1.0,,,,1.0,,,,2.0,,,,0.0,,,,3.0,,,,1.0,,,,14.0,,,,4.0,,,,17.0,,,,5.0,,,,1.0,,,,0.0
21,Portsmouth_Aston Villa_2005,3,2005-08-23,2005,28,1,1,Draw,1,1,Draw,G Poll,20,7,11,3,12,10,13,4,3,1,0,1,2,,,,11.0,,,,7.0,,,,13.0,,,,7.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,2.0,,,,1.0,,,,11.0,,,,6.0,,,,23.0,,,,2.0,,,,0.0,,,,2.0
22,Birmingham_Middlesbrough_2005,3,2005-08-23,2005,19,0,3,Lost,0,2,Lost,P Dowd,14,8,8,3,14,15,2,2,0,1,0,0,2,,,,9.0,,,,2.0,,,,7.0,,,,9.0,,,,1.0,,,,1.0,,,,3.0,,,,0.0,,,,2.0,,,,1.0,,,,9.0,,,,6.0,,,,12.0,,,,4.0,,,,0.0,,,,1.0
23,Bolton_Newcastle_2005,3,2005-08-24,2005,23,2,0,Winn,1,0,Winn,R Styles,14,7,6,4,12,17,4,3,0,1,0,0,2,,,,16.0,,,,6.0,,,,10.0,,,,8.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,1.0,,,,0.0,,,,3.0,,,,1.0,,,,13.0,,,,3.0,,,,0.0,,,,1.0
24,Blackburn_Tottenham_2005,3,2005-08-24,2005,33,0,0,Draw,0,0,Draw,D Gallagher,11,1,7,1,15,12,7,0,2,2,1,0,2,,,,16.0,,,,9.0,,,,26.0,,,,8.0,,,,2.0,,,,1.0,,,,2.0,,,,0.0,,,,1.0,,,,0.0,,,,8.0,,,,4.0,,,,14.0,,,,1.0,,,,0.0,,,,2.0
25,Arsenal_Fulham_2005,3,2005-08-24,2005,31,4,1,Winn,1,1,Draw,M Clattenburg,20,8,14,3,16,11,6,7,5,2,0,0,2,,,,15.0,,,,12.0,,,,15.0,,,,8.0,,,,2.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,2.0,,,,1.0,,,,17.0,,,,3.0,,,,1.0,,,,1.0
26,Chelsea_West Brom_2005,3,2005-08-24,2005,30,4,0,Winn,2,0,Winn,M Halsey,11,0,8,0,10,7,9,1,0,1,0,0,2,,,,9.0,,,,6.0,,,,17.0,,,,3.0,,,,1.0,,,,0.0,,,,2.0,,,,0.0,,,,0.0,,,,0.0,,,,9.0,,,,3.0,,,,21.0,,,,7.0,,,,0.0,,,,3.0
27,Fulham_Everton_2005,4,2005-08-27,2005,16,1,0,Winn,0,0,Draw,M Riley,9,6,4,2,19,25,6,2,1,2,0,1,2,,,,15.0,,,,7.0,,,,12.0,,,,6.0,,,,0.0,,,,0.0,,,,1.0,,,,0.0,,,,0.0,,,,0.0,,,,7.0,,,,4.0,,,,13.0,,,,6.0,,,,0.0,,,,2.0
28,West Brom_Birmingham_2005,4,2005-08-27,2005,7,2,3,Lost,1,3,Lost,G Poll,15,8,8,7,11,24,3,2,1,3,0,0,2,,,,6.0,,,,2.0,,,,21.0,,,,3.0,,,,2.0,,,,1.0,,,,4.0,,,,0.0,,,,1.0,,,,0.0,,,,10.0,,,,2.0,,,,19.0,,,,3.0,,,,0.0,,,,3.0
29,Man City_Portsmouth_2005,4,2005-08-27,2005,3,2,1,Winn,0,0,Draw,A Wiley,16,7,9,2,13,17,12,3,1,2,0,0,2,,,,15.0,,,,8.0,,,,13.0,,,,3.0,,,,0.0,,,,0.0,,,,2.0,,,,0.0,,,,0.0,,,,0.0,,,,13.0,,,,3.0,,,,11.0,,,,6.0,,,,0.0,,,,3.0
30,Tottenham_Chelsea_2005,4,2005-08-27,2005,6,0,2,Lost,0,1,Lost,R Styles,11,13,6,7,16,12,2,5,3,2,1,0,2,,,,18.0,,,,8.0,,,,16.0,,,,5.0,,,,2.0,,,,0.0,,,,3.0,,,,0.0,,,,0.0,,,,0.0,,,,12.0,,,,3.0,,,,10.0,,,,6.0,,,,0.0,,,,1.0
31,Aston Villa_Blackburn_2005,4,2005-08-27,2005,21,1,0,Winn,1,0,Winn,M Clattenburg,10,9,3,2,13,16,4,11,2,2,0,0,2,,,,3.0,,,,2.0,,,,14.0,,,,7.0,,,,2.0,,,,2.0,,,,0.0,,,,0.0,,,,2.0,,,,2.0,,,,13.0,,,,6.0,,,,16.0,,,,8.0,,,,0.0,,,,2.0
32,Wigan_Sunderland_2005,3,2005-08-27,2005,20,1,0,Winn,1,0,Winn,S Bennett,11,9,5,7,11,13,0,6,3,3,0,0,2,,,,12.0,,,,5.0,,,,14.0,,,,2.0,,,,0.0,,,,0.0,,,,1.0,,,,0.0,,,,1.0,,,,0.0,,,,20.0,,,,9.0,,,,7.0,,,,6.0,,,,0.0,,,,0.0
33,West Ham_Bolton_2005,3,2005-08-27,2005,5,1,2,Lost,0,0,Draw,P Dowd,13,10,6,6,13,16,7,7,1,4,0,0,2,,,,13.0,,,,5.0,,,,11.0,,,,2.0,,,,3.0,,,,0.0,,,,0.0,,,,0.0,,,,1.0,,,,1.0,,,,11.0,,,,5.0,,,,14.0,,,,6.0,,,,1.0,,,,1.0
34,Middlesbrough_Charlton_2005,4,2005-08-28,2005,25,0,3,Lost,0,1,Lost,M Dean,10,12,6,8,18,15,6,1,2,1,0,0,2,,,,4.0,,,,2.0,,,,17.0,,,,5.0,,,,0.0,,,,0.0,,,,2.0,,,,1.0,,,,0.0,,,,0.0,,,,16.0,,,,7.0,,,,11.0,,,,0.0,,,,0.0,,,,3.0
35,Newcastle_Man United_2005,4,2005-08-28,2005,9,0,2,Lost,0,0,Draw,H Webb,9,11,4,5,26,16,5,3,1,2,0,0,2,,,,14.0,,,,6.0,,,,9.0,,,,10.0,,,,0.0,,,,0.0,,,,1.0,,,,0.0,,,,0.0,,,,0.0,,,,6.0,,,,1.0,,,,11.0,,,,2.0,,,,1.0,,,,1.0
36,Chelsea_Sunderland_2005,5,2005-09-10,2005,30,2,0,Winn,0,0,Draw,M Dean,9,2,6,2,14,10,4,2,1,0,0,0,3,,,,10.0,,,,7.0,,,,13.5,,,,6.0,,,,2.5,,,,1.0,,,,1.0,,,,0.0,,,,0.0,,,,0.0,,,,4.5,,,,1.5,,,,14.0,,,,4.0,,,,0.0,,,,2.0
37,Newcastle_Fulham_2005,5,2005-09-10,2005,9,1,1,Draw,0,1,Lost,A Wiley,15,13,10,8,19,16,10,8,4,1,1,0,3,,,,11.5,,,,5.0,,,,17.5,,,,7.5,,,,0.0,,,,0.0,,,,1.0,,,,0.0,,,,1.0,,,,0.0,,,,8.5,,,,3.0,,,,13.5,,,,2.5,,,,0.5,,,,1.5
38,Everton_Portsmouth_2005,4,2005-09-10,2005,8,0,1,Lost,0,0,Draw,M Atkinson,11,12,6,8,10,12,11,6,2,1,0,0,2,,,,10.0,,,,5.0,,,,15.0,,,,8.0,,,,0.0,,,,0.0,,,,3.0,,,,0.0,,,,2.0,,,,1.0,,,,12.0,,,,5.0,,,,14.0,,,,6.0,,,,0.0,,,,1.0
39,Man United_Man City_2005,4,2005-09-10,2005,13,1,1,Draw,1,0,Winn,S Bennett,7,5,2,3,12,18,3,5,1,4,0,0,2,,,,18.0,,,,12.0,,,,13.0,,,,11.0,,,,1.0,,,,0.0,,,,2.0,,,,0.0,,,,0.0,,,,0.0,,,,3.0,,,,3.0,,,,21.0,,,,7.0,,,,0.0,,,,1.0
40,Birmingham_Charlton_2005,5,2005-09-10,2005,19,0,1,Lost,0,1,Lost,M Halsey,18,8,5,4,9,10,13,4,0,2,0,0,3,,,,11.5,,,,5.0,,,,10.5,,,,5.5,,,,0.5,,,,0.5,,,,1.5,,,,0.0,,,,2.5,,,,1.5,,,,8.5,,,,4.5,,,,13.5,,,,3.0,,,,0.0,,,,1.0
41,West Brom_Wigan_2005,5,2005-09-10,2005,7,1,2,Lost,1,1,Draw,M Clattenburg,10,9,5,4,19,15,5,0,3,1,0,0,3,,,,10.5,,,,5.0,,,,16.0,,,,3.0,,,,2.0,,,,1.0,,,,2.5,,,,0.0,,,,2.0,,,,1.5,,,,9.0,,,,4.5,,,,21.5,,,,2.5,,,,0.0,,,,3.0
42,Middlesbrough_Arsenal_2005,5,2005-09-10,2005,25,2,1,Winn,1,0,Winn,M Riley,6,13,5,8,17,16,6,7,3,4,0,0,3,,,,7.0,,,,4.0,,,,17.5,,,,5.5,,,,0.0,,,,0.0,,,,2.0,,,,0.5,,,,1.5,,,,0.5,,,,14.0,,,,7.5,,,,13.0,,,,0.5,,,,0.0,,,,2.0
43,Tottenham_Liverpool_2005,5,2005-09-10,2005,6,0,0,Draw,0,0,Draw,H Webb,10,11,7,6,16,13,4,4,1,1,0,0,3,,,,14.5,,,,7.0,,,,16.0,,,,3.5,,,,1.0,,,,0.0,,,,3.0,,,,0.5,,,,1.0,,,,0.5,,,,12.5,,,,5.0,,,,11.0,,,,5.5,,,,0.0,,,,1.5
44,Bolton_Blackburn_2005,5,2005-09-11,2005,23,0,0,Draw,0,0,Draw,G Poll,12,7,6,3,18,17,4,4,1,2,0,0,3,,,,15.0,,,,6.0,,,,11.0,,,,6.0,,,,1.0,,,,0.5,,,,0.0,,,,0.0,,,,0.5,,,,0.0,,,,5.0,,,,2.5,,,,15.0,,,,3.0,,,,0.0,,,,1.0
45,West Ham_Aston Villa_2005,4,2005-09-12,2005,5,4,0,Winn,2,0,Winn,R Styles,14,14,9,8,15,12,4,11,0,1,0,0,3,,,,13.0,,,,5.5,,,,12.0,,,,4.5,,,,2.0,,,,0.0,,,,0.5,,,,0.0,,,,1.5,,,,0.5,,,,10.5,,,,5.5,,,,15.0,,,,6.5,,,,0.5,,,,2.5
46,Aston Villa_Tottenham_2005,6,2005-09-17,2005,21,1,1,Draw,1,0,Winn,S Bennett,13,13,6,7,14,14,4,3,1,2,0,0,3,,,,6.5,,,,2.5,,,,13.5,,,,5.5,,,,1.5,,,,1.5,,,,1.0,,,,0.0,,,,1.0,,,,1.0,,,,11.0,,,,4.0,,,,16.0,,,,9.5,,,,0.0,,,,2.0
47,Sunderland_West Brom_2005,6,2005-09-17,2005,38,1,1,Draw,1,0,Winn,R Beeby,11,13,6,6,19,11,1,9,0,3,0,0,3,,,,13.5,,,,9.0,,,,12.5,,,,5.0,,,,1.0,,,,1.0,,,,1.5,,,,0.0,,,,2.5,,,,1.5,,,,13.0,,,,5.5,,,,13.5,,,,4.0,,,,0.5,,,,1.0
48,Charlton_Chelsea_2005,5,2005-09-17,2005,29,0,2,Lost,0,0,Draw,H Webb,11,16,4,11,11,10,2,7,0,2,0,0,2,,,,21.0,,,,10.0,,,,10.0,,,,4.0,,,,1.0,,,,1.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,4.0,,,,0.0,,,,11.0,,,,4.0,,,,0.0,,,,1.0
49,Fulham_West Ham_2005,6,2005-09-17,2005,16,1,2,Lost,0,0,Draw,G Poll,9,10,6,3,11,14,4,6,2,1,0,0,3,,,,12.0,,,,5.5,,,,15.5,,,,6.0,,,,0.5,,,,0.0,,,,1.0,,,,0.0,,,,0.0,,,,0.0,,,,6.5,,,,3.0,,,,19.0,,,,4.0,,,,0.5,,,,2.0
50,Portsmouth_Birmingham_2005,6,2005-09-17,2005,28,1,1,Draw,1,1,Draw,D Gallagher,14,3,9,2,16,14,7,3,2,0,0,1,3,,,,15.5,,,,9.0,,,,12.5,,,,10.0,,,,0.5,,,,0.5,,,,1.5,,,,0.0,,,,1.5,,,,1.0,,,,9.0,,,,4.5,,,,16.5,,,,3.0,,,,0.5,,,,1.5
51,Wigan_Middlesbrough_2005,5,2005-09-18,2005,20,1,1,Draw,0,1,Lost,U Rennie,11,10,4,3,11,16,4,5,0,1,0,0,3,,,,11.5,,,,5.0,,,,12.5,,,,1.0,,,,0.5,,,,0.5,,,,2.0,,,,0.0,,,,0.5,,,,0.0,,,,14.5,,,,8.0,,,,10.0,,,,6.0,,,,0.0,,,,1.5
52,Blackburn_Newcastle_2005,6,2005-09-18,2005,33,0,3,Lost,0,0,Draw,M Riley,17,4,10,3,14,19,7,2,1,5,0,1,3,,,,13.5,,,,8.0,,,,20.5,,,,7.5,,,,1.0,,,,0.5,,,,2.0,,,,0.5,,,,0.5,,,,0.0,,,,4.5,,,,2.5,,,,13.0,,,,0.5,,,,0.0,,,,2.0
53,Man City_Bolton_2005,6,2005-09-18,2005,3,0,1,Lost,0,0,Draw,M Dean,17,5,8,1,14,16,7,5,1,1,0,0,3,,,,15.5,,,,8.5,,,,13.0,,,,7.5,,,,1.0,,,,0.0,,,,1.5,,,,0.0,,,,0.5,,,,0.0,,,,10.0,,,,2.5,,,,14.0,,,,4.5,,,,0.0,,,,2.5
54,Liverpool_Man United_2005,4,2005-09-18,2005,10,0,0,Draw,0,0,Draw,R Styles,9,4,3,1,24,15,4,2,2,2,0,0,2,,,,15.0,,,,6.0,,,,8.0,,,,5.0,,,,1.0,,,,1.0,,,,2.0,,,,0.0,,,,0.0,,,,0.0,,,,2.0,,,,0.0,,,,20.0,,,,5.0,,,,1.0,,,,3.0
55,Arsenal_Everton_2005,5,2005-09-19,2005,31,2,0,Winn,2,0,Winn,A Wiley,11,4,4,2,13,19,4,0,2,3,0,0,3,,,,17.5,,,,13.0,,,,15.5,,,,7.0,,,,3.0,,,,0.5,,,,2.5,,,,0.0,,,,0.5,,,,0.5,,,,5.0,,,,2.0,,,,14.0,,,,5.0,,,,0.5,,,,1.5
56,West Brom_Charlton_2005,7,2005-09-24,2005,7,1,2,Lost,0,2,Lost,C Foy,18,8,10,4,10,12,6,3,0,1,0,0,4,10.33,,,10.33,5.0,,,5.0,17.0,,,17.0,3.67,,,3.67,1.67,,,1.67,1.0,,,1.0,2.67,,,2.67,0.0,,,0.0,2.0,,,2.0,1.33,,,1.33,9.0,,,9.0,4.33,,,4.33,19.33,,,19.33,1.67,,,1.67,0.0,,,0.0,2.33,,,2.33
57,West Ham_Arsenal_2005,6,2005-09-24,2005,5,0,0,Draw,0,0,Draw,M Dean,6,8,0,2,11,7,4,3,2,0,0,0,4,13.33,,,13.33,6.67,,,6.67,13.0,,,13.0,4.33,,,4.33,2.67,,,2.67,0.67,,,0.67,0.33,,,0.33,0.0,,,0.0,1.0,,,1.0,0.33,,,0.33,11.67,,,11.67,6.33,,,6.33,14.0,,,14.0,8.0,,,8.0,0.33,,,0.33,2.0,,,2.0
58,Everton_Wigan_2005,6,2005-09-24,2005,8,0,1,Lost,0,0,Draw,R Styles,14,11,7,3,17,21,11,3,2,1,0,0,3,,,,10.5,,,,5.5,,,,12.5,,,,9.5,,,,0.0,,,,0.0,,,,2.5,,,,0.0,,,,1.5,,,,0.5,,,,12.0,,,,6.5,,,,13.0,,,,6.0,,,,0.0,,,,1.0
59,Bolton_Portsmouth_2005,7,2005-09-24,2005,23,1,0,Winn,1,0,Winn,M Clattenburg,11,6,2,4,9,6,7,3,2,2,0,0,4,14.0,,,14.0,6.0,,,6.0,13.33,,,13.33,5.33,,,5.33,0.67,,,0.67,0.33,,,0.33,0.33,,,0.33,0.0,,,0.0,0.33,,,0.33,0.0,,,0.0,5.67,,,5.67,2.67,,,2.67,15.67,,,15.67,3.33,,,3.33,0.0,,,0.0,1.33,,,1.33
60,Chelsea_Aston Villa_2005,7,2005-09-24,2005,30,2,1,Winn,1,1,Draw,B Knight,18,3,6,2,8,17,9,1,1,1,0,0,4,9.67,,,9.67,6.67,,,6.67,13.67,,,13.67,5.33,,,5.33,2.33,,,2.33,0.67,,,0.67,1.0,,,1.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,3.67,,,3.67,1.67,,,1.67,12.67,,,12.67,3.33,,,3.33,0.0,,,0.0,1.33,,,1.33
61,Birmingham_Liverpool_2005,7,2005-09-24,2005,19,2,2,Draw,0,0,Draw,S Bennett,4,14,4,6,14,14,3,7,2,3,1,0,4,13.67,,,13.67,5.0,,,5.0,10.0,,,10.0,8.0,,,8.0,0.33,,,0.33,0.33,,,0.33,1.0,,,1.0,0.0,,,0.0,2.0,,,2.0,1.33,,,1.33,8.33,,,8.33,4.33,,,4.33,12.33,,,12.33,3.33,,,3.33,0.0,,,0.0,1.33,,,1.33
62,Man United_Blackburn_2005,6,2005-09-24,2005,13,1,2,Lost,0,1,Lost,P Dowd,27,10,8,10,13,15,7,1,1,3,0,0,3,,,,12.5,,,,7.0,,,,12.5,,,,7.0,,,,1.0,,,,0.5,,,,1.5,,,,0.0,,,,0.5,,,,0.0,,,,4.0,,,,3.0,,,,19.5,,,,6.0,,,,0.0,,,,2.5
63,Newcastle_Man City_2005,7,2005-09-24,2005,9,1,0,Winn,1,0,Winn,G Poll,8,8,6,4,14,14,3,6,0,2,0,0,4,12.67,,,12.67,6.67,,,6.67,18.0,,,18.0,8.33,,,8.33,0.33,,,0.33,0.0,,,0.0,2.0,,,2.0,0.33,,,0.33,1.0,,,1.0,0.33,,,0.33,10.0,,,10.0,4.67,,,4.67,14.33,,,14.33,4.33,,,4.33,0.33,,,0.33,1.33,,,1.33
64,Middlesbrough_Sunderland_2005,7,2005-09-25,2005,25,0,2,Lost,0,1,Lost,H Webb,20,4,11,2,13,21,8,2,3,2,0,0,4,6.67,,,6.67,4.33,,,4.33,17.33,,,17.33,5.67,,,5.67,0.67,,,0.67,0.33,,,0.33,2.33,,,2.33,0.33,,,0.33,1.33,,,1.33,0.33,,,0.33,13.67,,,13.67,7.67,,,7.67,14.0,,,14.0,2.67,,,2.67,0.0,,,0.0,2.67,,,2.67
65,Tottenham_Fulham_2005,7,2005-09-26,2005,6,1,0,Winn,1,0,Winn,A Wiley,9,8,4,5,10,9,6,6,0,3,0,0,4,13.0,,,13.0,7.0,,,7.0,16.0,,,16.0,3.67,,,3.67,0.67,,,0.67,0.0,,,0.0,2.33,,,2.33,0.33,,,0.33,0.67,,,0.67,0.33,,,0.33,12.0,,,12.0,5.33,,,5.33,11.67,,,11.67,5.0,,,5.0,0.0,,,0.0,1.33,,,1.33
